frame,widget_key,renderer,call_index,duration_ms,width,height,cache_hit_if_known
118,fit_distance_text,bar,0,2.2544,2324,199,0
118,iso_text,text,1,0.0614,140,51,1
118,exposure_text,text,2,0.0297,144,51,1
118,temp_text,text,3,0.0292,114,51,1
118,alt_text,bar,4,2.1893,337,213,0
119,fit_distance_text,bar,0,0.8927,2324,199,0
119,iso_text,text,1,0.0229,140,51,1
119,exposure_text,text,2,0.0127,144,51,1
119,temp_text,text,3,0.012,114,51,1
119,alt_text,bar,4,0.9592,337,213,0
120,fit_distance_text,bar,0,1.6976,2324,199,0
120,iso_text,text,1,0.0395,140,51,1
120,exposure_text,text,2,0.0161,144,51,1
120,temp_text,text,3,0.0153,114,51,1
120,alt_text,bar,4,0.9199,337,213,0
121,fit_distance_text,bar,0,0.9215,2324,199,0
121,iso_text,text,1,0.0234,140,51,1
121,exposure_text,text,2,0.0124,144,51,1
121,temp_text,text,3,0.0119,114,51,1
121,alt_text,bar,4,0.7565,337,213,0
122,fit_distance_text,bar,0,0.9857,2324,199,0
122,iso_text,text,1,0.0241,140,51,1
122,exposure_text,text,2,0.0128,144,51,1
122,temp_text,text,3,0.0128,114,51,1
122,alt_text,bar,4,0.7372,337,213,0
123,fit_distance_text,bar,0,0.9831,2324,199,0
123,iso_text,text,1,0.024,140,51,1
123,exposure_text,text,2,0.0129,144,51,1
123,temp_text,text,3,0.0125,114,51,1
123,alt_text,bar,4,0.9587,337,213,0
124,fit_distance_text,bar,0,1.024,2324,199,0
124,iso_text,text,1,0.0439,140,51,1
124,exposure_text,text,2,0.0141,144,51,1
124,temp_text,text,3,0.0131,114,51,1
124,alt_text,bar,4,1.0834,337,213,0
125,fit_distance_text,bar,0,0.9511,2324,199,0
125,iso_text,text,1,0.0231,140,51,1
125,exposure_text,text,2,0.0131,144,51,1
125,temp_text,text,3,0.0124,114,51,1
125,alt_text,bar,4,0.8329,337,213,0
126,fit_distance_text,bar,0,0.9473,2324,199,0
126,iso_text,text,1,0.0224,140,51,1
126,exposure_text,text,2,0.0135,144,51,1
126,temp_text,text,3,0.013,114,51,1
126,alt_text,bar,4,0.8302,337,213,0
127,fit_distance_text,bar,0,0.9131,2324,199,0
127,iso_text,text,1,0.0244,140,51,1
127,exposure_text,text,2,0.0132,144,51,1
127,temp_text,text,3,0.0122,114,51,1
127,alt_text,bar,4,0.7997,337,213,0
128,fit_distance_text,bar,0,0.9439,2324,199,0
128,iso_text,text,1,0.0221,140,51,1
128,exposure_text,text,2,0.0125,144,51,1
128,temp_text,text,3,0.0123,114,51,1
128,alt_text,bar,4,0.8561,337,213,0
129,fit_distance_text,bar,0,0.9423,2324,199,0
129,iso_text,text,1,0.0221,140,51,1
129,exposure_text,text,2,0.0128,144,51,1
129,temp_text,text,3,0.0123,114,51,1
129,alt_text,bar,4,0.8706,337,213,0
130,fit_distance_text,bar,0,1.122,2324,199,0
130,iso_text,text,1,0.0411,140,51,1
130,exposure_text,text,2,0.0138,144,51,1
130,temp_text,text,3,0.0125,114,51,1
130,alt_text,bar,4,0.9143,337,213,0
131,fit_distance_text,bar,0,0.969,2324,199,0
131,iso_text,text,1,0.0322,140,51,1
131,exposure_text,text,2,0.0132,144,51,1
131,temp_text,text,3,0.0127,114,51,1
131,alt_text,bar,4,0.8864,337,213,0
132,fit_distance_text,bar,0,0.9282,2324,199,0
132,iso_text,text,1,0.0311,140,51,1
132,exposure_text,text,2,0.0132,144,51,1
132,temp_text,text,3,0.0125,114,51,1
132,alt_text,bar,4,0.8541,337,213,0
133,fit_distance_text,bar,0,1.0515,2324,199,0
133,iso_text,text,1,0.0247,140,51,1
133,exposure_text,text,2,0.0145,144,51,1
133,temp_text,text,3,0.0137,114,51,1
133,alt_text,bar,4,0.9005,337,213,0
134,fit_distance_text,bar,0,0.8993,2324,199,0
134,iso_text,text,1,0.0247,140,51,1
134,exposure_text,text,2,0.0136,144,51,1
134,temp_text,text,3,0.0124,114,51,1
134,alt_text,bar,4,0.9007,337,213,0
135,fit_distance_text,bar,0,1.0597,2324,199,0
135,iso_text,text,1,0.0392,140,51,1
135,exposure_text,text,2,0.0143,144,51,1
135,temp_text,text,3,0.0128,114,51,1
135,alt_text,bar,4,0.9462,337,213,0
136,fit_distance_text,bar,0,1.0552,2324,199,0
136,iso_text,text,1,0.0488,140,51,1
136,exposure_text,text,2,0.0153,144,51,1
136,temp_text,text,3,0.0125,114,51,1
136,alt_text,bar,4,0.8752,337,213,0
137,fit_distance_text,bar,0,0.8834,2324,199,0
137,iso_text,text,1,0.0227,140,51,1
137,exposure_text,text,2,0.0131,144,51,1
137,temp_text,text,3,0.0118,114,51,1
137,alt_text,bar,4,0.7167,337,213,0
138,fit_distance_text,bar,0,0.9198,2324,199,0
138,iso_text,text,1,0.0227,140,51,1
138,exposure_text,text,2,0.013,144,51,1
138,temp_text,text,3,0.0119,114,51,1
138,alt_text,bar,4,0.7923,337,213,0
139,fit_distance_text,bar,0,0.9465,2324,199,0
139,iso_text,text,1,0.0222,140,51,1
139,exposure_text,text,2,0.0133,144,51,1
139,temp_text,text,3,0.0122,114,51,1
139,alt_text,bar,4,0.8103,337,213,0
140,fit_distance_text,bar,0,0.9593,2324,199,0
140,iso_text,text,1,0.023,140,51,1
140,exposure_text,text,2,0.0128,144,51,1
140,temp_text,text,3,0.0124,114,51,1
140,alt_text,bar,4,0.8569,337,213,0
141,fit_distance_text,bar,0,0.9899,2324,199,0
141,iso_text,text,1,0.0222,140,51,1
141,exposure_text,text,2,0.0132,144,51,1
141,temp_text,text,3,0.0122,114,51,1
141,alt_text,bar,4,0.8662,337,213,0
142,fit_distance_text,bar,0,1.3473,2324,199,0
142,iso_text,text,1,0.04,140,51,1
142,exposure_text,text,2,0.0134,144,51,1
142,temp_text,text,3,0.0124,114,51,1
142,alt_text,bar,4,0.8946,337,213,0
143,fit_distance_text,bar,0,1.0125,2324,199,0
143,iso_text,text,1,0.0228,140,51,1
143,exposure_text,text,2,0.0129,144,51,1
143,temp_text,text,3,0.0123,114,51,1
143,alt_text,bar,4,0.9011,337,213,0
144,fit_distance_text,bar,0,1.0037,2324,199,0
144,iso_text,text,1,0.0216,140,51,1
144,exposure_text,text,2,0.013,144,51,1
144,temp_text,text,3,0.0121,114,51,1
144,alt_text,bar,4,0.9063,337,213,0
145,fit_distance_text,bar,0,1.0683,2324,199,0
145,iso_text,text,1,0.0241,140,51,1
145,exposure_text,text,2,0.0148,144,51,1
145,temp_text,text,3,0.0124,114,51,1
145,alt_text,bar,4,0.8625,337,213,0
146,fit_distance_text,bar,0,1.0349,2324,199,0
146,iso_text,text,1,0.0225,140,51,1
146,exposure_text,text,2,0.02,144,51,1
146,temp_text,text,3,0.0124,114,51,1
146,alt_text,bar,4,0.8387,337,213,0
147,fit_distance_text,bar,0,1.0161,2324,199,0
147,iso_text,text,1,0.0382,140,51,1
147,exposure_text,text,2,0.0144,144,51,1
147,temp_text,text,3,0.0131,114,51,1
147,alt_text,bar,4,0.893,337,213,0
148,fit_distance_text,bar,0,0.9697,2324,199,0
148,iso_text,text,1,0.0587,140,51,1
148,exposure_text,text,2,0.0157,144,51,1
148,temp_text,text,3,0.0138,114,51,1
148,alt_text,bar,4,1.0877,337,213,0
149,fit_distance_text,bar,0,0.9649,2324,199,0
149,iso_text,text,1,0.0314,140,51,1
149,exposure_text,text,2,0.0129,144,51,1
149,temp_text,text,3,0.0118,114,51,1
149,alt_text,bar,4,0.9261,337,213,0
150,fit_distance_text,bar,0,0.8158,2324,199,0
150,iso_text,text,1,0.0291,140,51,1
150,exposure_text,text,2,0.0133,144,51,1
150,temp_text,text,3,0.0122,114,51,1
150,alt_text,bar,4,1.1938,337,213,0
151,fit_distance_text,bar,0,1.0539,2324,199,0
151,iso_text,text,1,0.0338,140,51,1
151,exposure_text,text,2,0.0161,144,51,1
151,temp_text,text,3,0.0141,114,51,1
151,alt_text,bar,4,1.006,337,213,0
152,fit_distance_text,bar,0,0.882,2324,199,0
152,iso_text,text,1,0.0259,140,51,1
152,exposure_text,text,2,0.014,144,51,1
152,temp_text,text,3,0.013,114,51,1
152,alt_text,bar,4,0.8978,337,213,0
153,fit_distance_text,bar,0,7.2163,2324,199,0
153,iso_text,text,1,0.1708,140,51,0
153,exposure_text,text,2,0.068,144,51,1
153,temp_text,text,3,0.0862,114,51,1
153,alt_text,bar,4,3.6665,337,213,0
154,fit_distance_text,bar,0,0.93,2324,199,0
154,iso_text,text,1,0.0321,140,51,1
154,exposure_text,text,2,0.0136,144,51,1
154,temp_text,text,3,0.0119,114,51,1
154,alt_text,bar,4,0.9817,337,213,0
155,fit_distance_text,bar,0,0.8468,2324,199,0
155,iso_text,text,1,0.0226,140,51,1
155,exposure_text,text,2,0.0496,144,51,1
155,temp_text,text,3,0.0126,114,51,1
155,alt_text,bar,4,0.8609,337,213,0
156,fit_distance_text,bar,0,0.8619,2324,199,0
156,iso_text,text,1,0.0226,140,51,1
156,exposure_text,text,2,0.0136,144,51,1
156,temp_text,text,3,0.0124,114,51,1
156,alt_text,bar,4,0.8999,337,213,0
157,fit_distance_text,bar,0,1.2189,2324,199,0
157,iso_text,text,1,0.0542,140,51,1
157,exposure_text,text,2,0.0154,144,51,1
157,temp_text,text,3,0.0145,114,51,1
157,alt_text,bar,4,1.1915,337,213,0
158,fit_distance_text,bar,0,0.9885,2324,199,0
158,iso_text,text,1,0.0244,140,51,1
158,exposure_text,text,2,0.0139,144,51,1
158,temp_text,text,3,0.0126,114,51,1
158,alt_text,bar,4,0.8965,337,213,0
159,fit_distance_text,bar,0,1.0205,2324,199,0
159,iso_text,text,1,0.0435,140,51,1
159,exposure_text,text,2,0.0135,144,51,1
159,temp_text,text,3,0.0133,114,51,1
159,alt_text,bar,4,1.2713,337,213,0
160,fit_distance_text,bar,0,0.8375,2324,199,0
160,iso_text,text,1,0.0224,140,51,1
160,exposure_text,text,2,0.0134,144,51,1
160,temp_text,text,3,0.0123,114,51,1
160,alt_text,bar,4,0.96,337,213,0
161,fit_distance_text,bar,0,0.875,2324,199,0
161,iso_text,text,1,0.0228,140,51,1
161,exposure_text,text,2,0.0136,144,51,1
161,temp_text,text,3,0.0128,114,51,1
161,alt_text,bar,4,1.0505,337,213,0
162,fit_distance_text,bar,0,1.0068,2324,199,0
162,iso_text,text,1,0.0584,140,51,1
162,exposure_text,text,2,0.018,144,51,1
162,temp_text,text,3,0.0182,114,51,1
162,alt_text,bar,4,1.5123,337,213,0
163,fit_distance_text,bar,0,1.0226,2324,199,0
163,iso_text,text,1,0.0363,140,51,1
163,exposure_text,text,2,0.0281,144,51,1
163,temp_text,text,3,0.0129,114,51,1
163,alt_text,bar,4,1.0724,337,213,0
164,fit_distance_text,bar,0,0.9636,2324,199,0
164,iso_text,text,1,0.0274,140,51,1
164,exposure_text,text,2,0.0133,144,51,1
164,temp_text,text,3,0.0125,114,51,1
164,alt_text,bar,4,0.9767,337,213,0
165,fit_distance_text,bar,0,0.8512,2324,199,0
165,iso_text,text,1,0.0323,140,51,1
165,exposure_text,text,2,0.0129,144,51,1
165,temp_text,text,3,0.0128,114,51,1
165,alt_text,bar,4,1.2823,337,213,0
166,fit_distance_text,bar,0,0.9567,2324,199,0
166,iso_text,text,1,0.0354,140,51,1
166,exposure_text,text,2,0.0135,144,51,1
166,temp_text,text,3,0.0141,114,51,1
166,alt_text,bar,4,1.0452,337,213,0
167,fit_distance_text,bar,0,0.8739,2324,199,0
167,iso_text,text,1,0.0372,140,51,1
167,exposure_text,text,2,0.0131,144,51,1
167,temp_text,text,3,0.0123,114,51,1
167,alt_text,bar,4,0.9943,337,213,0
168,fit_distance_text,bar,0,0.9047,2324,199,0
168,iso_text,text,1,0.0326,140,51,1
168,exposure_text,text,2,0.0133,144,51,1
168,temp_text,text,3,0.0133,114,51,1
168,alt_text,bar,4,1.6456,337,213,0
169,fit_distance_text,bar,0,0.8879,2324,199,0
169,iso_text,text,1,0.0256,140,51,1
169,exposure_text,text,2,0.014,144,51,1
169,temp_text,text,3,0.0122,114,51,1
169,alt_text,bar,4,1.0068,337,213,0
170,fit_distance_text,bar,0,0.8434,2324,199,0
170,iso_text,text,1,0.0308,140,51,1
170,exposure_text,text,2,0.013,144,51,1
170,temp_text,text,3,0.012,114,51,1
170,alt_text,bar,4,0.9379,337,213,0
171,fit_distance_text,bar,0,0.8989,2324,199,0
171,iso_text,text,1,0.022,140,51,1
171,exposure_text,text,2,0.0131,144,51,1
171,temp_text,text,3,0.0121,114,51,1
171,alt_text,bar,4,0.8787,337,213,0
172,fit_distance_text,bar,0,0.8935,2324,199,0
172,iso_text,text,1,0.0235,140,51,1
172,exposure_text,text,2,0.014,144,51,1
172,temp_text,text,3,0.012,114,51,1
172,alt_text,bar,4,0.8362,337,213,0
173,fit_distance_text,bar,0,0.8999,2324,199,0
173,iso_text,text,1,0.022,140,51,1
173,exposure_text,text,2,0.013,144,51,1
173,temp_text,text,3,0.012,114,51,1
173,alt_text,bar,4,0.9465,337,213,0
174,fit_distance_text,bar,0,0.9293,2324,199,0
174,iso_text,text,1,0.0279,140,51,1
174,exposure_text,text,2,0.0138,144,51,1
174,temp_text,text,3,0.0122,114,51,1
174,alt_text,bar,4,0.9561,337,213,0
175,fit_distance_text,bar,0,1.0927,2324,199,0
175,iso_text,text,1,0.0426,140,51,1
175,exposure_text,text,2,0.0142,144,51,1
175,temp_text,text,3,0.0124,114,51,1
175,alt_text,bar,4,1.1141,337,213,0
176,fit_distance_text,bar,0,1.0072,2324,199,0
176,iso_text,text,1,0.0249,140,51,1
176,exposure_text,text,2,0.0129,144,51,1
176,temp_text,text,3,0.0121,114,51,1
176,alt_text,bar,4,1.0438,337,213,0
177,fit_distance_text,bar,0,0.9755,2324,199,0
177,iso_text,text,1,0.0212,140,51,1
177,exposure_text,text,2,0.0128,144,51,1
177,temp_text,text,3,0.012,114,51,1
177,alt_text,bar,4,0.9022,337,213,0
178,fit_distance_text,bar,0,0.9621,2324,199,0
178,iso_text,text,1,0.058,140,51,1
178,exposure_text,text,2,0.0129,144,51,1
178,temp_text,text,3,0.0125,114,51,1
178,alt_text,bar,4,1.3337,337,213,0
179,fit_distance_text,bar,0,0.9631,2324,199,0
179,iso_text,text,1,0.0233,140,51,1
179,exposure_text,text,2,0.0135,144,51,1
179,temp_text,text,3,0.012,114,51,1
179,alt_text,bar,4,0.9611,337,213,0
180,fit_distance_text,bar,0,0.8984,2324,199,0
180,iso_text,text,1,0.0222,140,51,1
180,exposure_text,text,2,0.013,144,51,1
180,temp_text,text,3,0.0119,114,51,1
180,alt_text,bar,4,0.9263,337,213,0
181,fit_distance_text,bar,0,0.9985,2324,199,0
181,iso_text,text,1,0.0334,140,51,1
181,exposure_text,text,2,0.0136,144,51,1
181,temp_text,text,3,0.0123,114,51,1
181,alt_text,bar,4,0.9959,337,213,0
182,fit_distance_text,bar,0,0.902,2324,199,0
182,iso_text,text,1,0.0219,140,51,1
182,exposure_text,text,2,0.0132,144,51,1
182,temp_text,text,3,0.0121,114,51,1
182,alt_text,bar,4,0.9199,337,213,0
183,fit_distance_text,bar,0,0.9084,2324,199,0
183,iso_text,text,1,0.0267,140,51,1
183,exposure_text,text,2,0.0131,144,51,1
183,temp_text,text,3,0.0124,114,51,1
183,alt_text,bar,4,1.1647,337,213,0
184,fit_distance_text,bar,0,0.8005,2324,199,0
184,iso_text,text,1,0.0225,140,51,1
184,exposure_text,text,2,0.0126,144,51,1
184,temp_text,text,3,0.0122,114,51,1
184,alt_text,bar,4,0.9731,337,213,0
185,fit_distance_text,bar,0,0.9629,2324,199,0
185,iso_text,text,1,0.0284,140,51,1
185,exposure_text,text,2,0.014,144,51,1
185,temp_text,text,3,0.0129,114,51,1
185,alt_text,bar,4,0.916,337,213,0
186,fit_distance_text,bar,0,0.9575,2324,199,0
186,iso_text,text,1,0.0234,140,51,1
186,exposure_text,text,2,0.013,144,51,1
186,temp_text,text,3,0.012,114,51,1
186,alt_text,bar,4,0.8561,337,213,0
187,fit_distance_text,bar,0,0.9437,2324,199,0
187,iso_text,text,1,0.1012,140,51,0
187,exposure_text,text,2,0.0252,144,51,1
187,temp_text,text,3,0.0181,114,51,1
187,alt_text,bar,4,1.015,337,213,0
188,fit_distance_text,bar,0,1.0934,2324,199,0
188,iso_text,text,1,0.0671,140,51,1
188,exposure_text,text,2,0.0146,144,51,1
188,temp_text,text,3,0.0138,114,51,1
188,alt_text,bar,4,1.2695,337,213,0
189,fit_distance_text,bar,0,0.8948,2324,199,0
189,iso_text,text,1,0.022,140,51,1
189,exposure_text,text,2,0.0126,144,51,1
189,temp_text,text,3,0.0124,114,51,1
189,alt_text,bar,4,0.8921,337,213,0
190,fit_distance_text,bar,0,0.8822,2324,199,0
190,iso_text,text,1,0.0223,140,51,1
190,exposure_text,text,2,0.0128,144,51,1
190,temp_text,text,3,0.0119,114,51,1
190,alt_text,bar,4,0.952,337,213,0
191,fit_distance_text,bar,0,0.8997,2324,199,0
191,iso_text,text,1,0.0244,140,51,1
191,exposure_text,text,2,0.013,144,51,1
191,temp_text,text,3,0.0119,114,51,1
191,alt_text,bar,4,1.0989,337,213,0
192,fit_distance_text,bar,0,0.9993,2324,199,0
192,iso_text,text,1,0.0274,140,51,1
192,exposure_text,text,2,0.0131,144,51,1
192,temp_text,text,3,0.0118,114,51,1
192,alt_text,bar,4,1.0931,337,213,0
193,fit_distance_text,bar,0,0.9877,2324,199,0
193,iso_text,text,1,0.025,140,51,1
193,exposure_text,text,2,0.0131,144,51,1
193,temp_text,text,3,0.0125,114,51,1
193,alt_text,bar,4,1.0288,337,213,0
194,fit_distance_text,bar,0,0.9567,2324,199,0
194,iso_text,text,1,0.023,140,51,1
194,exposure_text,text,2,0.0129,144,51,1
194,temp_text,text,3,0.0122,114,51,1
194,alt_text,bar,4,0.9711,337,213,0
195,fit_distance_text,bar,0,0.8888,2324,199,0
195,iso_text,text,1,0.0232,140,51,1
195,exposure_text,text,2,0.0127,144,51,1
195,temp_text,text,3,0.0121,114,51,1
195,alt_text,bar,4,0.9631,337,213,0
196,fit_distance_text,bar,0,0.959,2324,199,0
196,iso_text,text,1,0.0233,140,51,1
196,exposure_text,text,2,0.0131,144,51,1
196,temp_text,text,3,0.012,114,51,1
196,alt_text,bar,4,0.9402,337,213,0
197,fit_distance_text,bar,0,0.9596,2324,199,0
197,iso_text,text,1,0.023,140,51,1
197,exposure_text,text,2,0.0132,144,51,1
197,temp_text,text,3,0.0122,114,51,1
197,alt_text,bar,4,0.9123,337,213,0
198,fit_distance_text,bar,0,1.0879,2324,199,0
198,iso_text,text,1,0.0453,140,51,1
198,exposure_text,text,2,0.014,144,51,1
198,temp_text,text,3,0.0124,114,51,1
198,alt_text,bar,4,1.1659,337,213,0
199,fit_distance_text,bar,0,0.9164,2324,199,0
199,iso_text,text,1,0.0221,140,51,1
199,exposure_text,text,2,0.0127,144,51,1
199,temp_text,text,3,0.0118,114,51,1
199,alt_text,bar,4,0.9778,337,213,0
200,fit_distance_text,bar,0,0.9008,2324,199,0
200,iso_text,text,1,0.0256,140,51,1
200,exposure_text,text,2,0.013,144,51,1
200,temp_text,text,3,0.4459,114,51,0
200,alt_text,bar,4,0.8712,337,213,0
201,fit_distance_text,bar,0,0.9984,2324,199,0
201,iso_text,text,1,0.0225,140,51,1
201,exposure_text,text,2,0.0149,144,51,1
201,temp_text,text,3,0.0121,114,51,1
201,alt_text,bar,4,0.8725,337,213,0
202,fit_distance_text,bar,0,0.9595,2324,199,0
202,iso_text,text,1,0.0232,140,51,1
202,exposure_text,text,2,0.0128,144,51,1
202,temp_text,text,3,0.0121,114,51,1
202,alt_text,bar,4,0.8674,337,213,0
203,fit_distance_text,bar,0,0.9903,2324,199,0
203,iso_text,text,1,0.0282,140,51,1
203,exposure_text,text,2,0.013,144,51,1
203,temp_text,text,3,0.0121,114,51,1
203,alt_text,bar,4,1.0186,337,213,0
204,fit_distance_text,bar,0,1.2229,2324,199,0
204,iso_text,text,1,0.0634,140,51,1
204,exposure_text,text,2,0.0192,144,51,1
204,temp_text,text,3,0.0123,114,51,1
204,alt_text,bar,4,0.9881,337,213,0
205,fit_distance_text,bar,0,0.818,2324,199,0
205,iso_text,text,1,0.0219,140,51,1
205,exposure_text,text,2,0.0141,144,51,1
205,temp_text,text,3,0.0121,114,51,1
205,alt_text,bar,4,0.8826,337,213,0
206,fit_distance_text,bar,0,1.0634,2324,199,0
206,iso_text,text,1,0.0471,140,51,1
206,exposure_text,text,2,0.0146,144,51,1
206,temp_text,text,3,0.0122,114,51,1
206,alt_text,bar,4,0.9342,337,213,0
207,fit_distance_text,bar,0,0.96,2324,199,0
207,iso_text,text,1,0.0236,140,51,1
207,exposure_text,text,2,0.0132,144,51,1
207,temp_text,text,3,0.0123,114,51,1
207,alt_text,bar,4,0.8027,337,213,0
208,fit_distance_text,bar,0,1.0603,2324,199,0
208,iso_text,text,1,0.0249,140,51,1
208,exposure_text,text,2,0.0138,144,51,1
208,temp_text,text,3,0.0126,114,51,1
208,alt_text,bar,4,0.8713,337,213,0
209,fit_distance_text,bar,0,1.2425,2324,199,0
209,iso_text,text,1,0.04,140,51,1
209,exposure_text,text,2,0.0139,144,51,1
209,temp_text,text,3,0.0119,114,51,1
209,alt_text,bar,4,7.6989,337,213,0
210,fit_distance_text,bar,0,0.8979,2324,199,0
210,iso_text,text,1,0.0217,140,51,1
210,exposure_text,text,2,0.0132,144,51,1
210,temp_text,text,3,0.0121,114,51,1
210,alt_text,bar,4,0.867,337,213,0
211,fit_distance_text,bar,0,1.1299,2324,199,0
211,iso_text,text,1,0.0483,140,51,1
211,exposure_text,text,2,0.0144,144,51,1
211,temp_text,text,3,0.0127,114,51,1
211,alt_text,bar,4,0.996,337,213,0
212,fit_distance_text,bar,0,1.0731,2324,199,0
212,iso_text,text,1,0.0324,140,51,1
212,exposure_text,text,2,0.014,144,51,1
212,temp_text,text,3,0.012,114,51,1
212,alt_text,bar,4,0.8634,337,213,0
213,fit_distance_text,bar,0,0.9621,2324,199,0
213,iso_text,text,1,0.0232,140,51,1
213,exposure_text,text,2,0.0132,144,51,1
213,temp_text,text,3,0.0119,114,51,1
213,alt_text,bar,4,0.8988,337,213,0
214,fit_distance_text,bar,0,0.935,2324,199,0
214,iso_text,text,1,0.0224,140,51,1
214,exposure_text,text,2,0.0127,144,51,1
214,temp_text,text,3,0.0116,114,51,1
214,alt_text,bar,4,0.9456,337,213,0
215,fit_distance_text,bar,0,1.0527,2324,199,0
215,iso_text,text,1,0.0225,140,51,1
215,exposure_text,text,2,0.013,144,51,1
215,temp_text,text,3,0.0122,114,51,1
215,alt_text,bar,4,0.9204,337,213,0
216,fit_distance_text,bar,0,1.0111,2324,199,0
216,iso_text,text,1,0.0377,140,51,1
216,exposure_text,text,2,0.0136,144,51,1
216,temp_text,text,3,0.012,114,51,1
216,alt_text,bar,4,0.9753,337,213,0
217,fit_distance_text,bar,0,0.9342,2324,199,0
217,iso_text,text,1,0.027,140,51,1
217,exposure_text,text,2,0.0171,144,51,1
217,temp_text,text,3,0.016,114,51,1
217,alt_text,bar,4,1.0014,337,213,0
218,fit_distance_text,bar,0,0.8606,2324,199,0
218,iso_text,text,1,0.0224,140,51,1
218,exposure_text,text,2,0.0128,144,51,1
218,temp_text,text,3,0.0119,114,51,1
218,alt_text,bar,4,0.9451,337,213,0
219,fit_distance_text,bar,0,0.906,2324,199,0
219,iso_text,text,1,0.0286,140,51,1
219,exposure_text,text,2,0.0132,144,51,1
219,temp_text,text,3,0.0117,114,51,1
219,alt_text,bar,4,0.9782,337,213,0
220,fit_distance_text,bar,0,0.974,2324,199,0
220,iso_text,text,1,0.0243,140,51,1
220,exposure_text,text,2,0.0133,144,51,1
220,temp_text,text,3,0.012,114,51,1
220,alt_text,bar,4,0.8579,337,213,0
221,fit_distance_text,bar,0,0.9342,2324,199,0
221,iso_text,text,1,0.0218,140,51,1
221,exposure_text,text,2,0.0125,144,51,1
221,temp_text,text,3,0.0127,114,51,1
221,alt_text,bar,4,0.8436,337,213,0
222,fit_distance_text,bar,0,1.0173,2324,199,0
222,iso_text,text,1,0.0322,140,51,1
222,exposure_text,text,2,0.0133,144,51,1
222,temp_text,text,3,0.012,114,51,1
222,alt_text,bar,4,0.8561,337,213,0
223,fit_distance_text,bar,0,1.0046,2324,199,0
223,iso_text,text,1,0.0418,140,51,1
223,exposure_text,text,2,0.013,144,51,1
223,temp_text,text,3,0.0121,114,51,1
223,alt_text,bar,4,1.0673,337,213,0
224,fit_distance_text,bar,0,1.0496,2324,199,0
224,iso_text,text,1,0.0313,140,51,1
224,exposure_text,text,2,0.0132,144,51,1
224,temp_text,text,3,0.0119,114,51,1
224,alt_text,bar,4,0.9351,337,213,0
225,fit_distance_text,bar,0,0.9174,2324,199,0
225,iso_text,text,1,0.0295,140,51,1
225,exposure_text,text,2,0.0128,144,51,1
225,temp_text,text,3,0.0117,114,51,1
225,alt_text,bar,4,0.9178,337,213,0
226,fit_distance_text,bar,0,0.8921,2324,199,0
226,iso_text,text,1,0.0228,140,51,1
226,exposure_text,text,2,0.0145,144,51,1
226,temp_text,text,3,0.0119,114,51,1
226,alt_text,bar,4,0.8847,337,213,0
227,fit_distance_text,bar,0,0.945,2324,199,0
227,iso_text,text,1,0.0224,140,51,1
227,exposure_text,text,2,0.0133,144,51,1
227,temp_text,text,3,0.0118,114,51,1
227,alt_text,bar,4,0.9024,337,213,0
228,fit_distance_text,bar,0,1.1453,2324,199,0
228,iso_text,text,1,0.0268,140,51,1
228,exposure_text,text,2,0.0134,144,51,1
228,temp_text,text,3,0.0126,114,51,1
228,alt_text,bar,4,0.9289,337,213,0
229,fit_distance_text,bar,0,0.9708,2324,199,0
229,iso_text,text,1,0.0218,140,51,1
229,exposure_text,text,2,0.0131,144,51,1
229,temp_text,text,3,0.0119,114,51,1
229,alt_text,bar,4,0.9488,337,213,0
230,fit_distance_text,bar,0,0.9649,2324,199,0
230,iso_text,text,1,0.0213,140,51,1
230,exposure_text,text,2,0.0127,144,51,1
230,temp_text,text,3,0.0125,114,51,1
230,alt_text,bar,4,1.2079,337,213,0
231,fit_distance_text,bar,0,0.9983,2324,199,0
231,iso_text,text,1,0.035,140,51,1
231,exposure_text,text,2,0.0139,144,51,1
231,temp_text,text,3,0.0127,114,51,1
231,alt_text,bar,4,0.9705,337,213,0
232,fit_distance_text,bar,0,0.9828,2324,199,0
232,iso_text,text,1,0.0256,140,51,1
232,exposure_text,text,2,0.0136,144,51,1
232,temp_text,text,3,0.0123,114,51,1
232,alt_text,bar,4,0.9073,337,213,0
233,fit_distance_text,bar,0,1.0013,2324,199,0
233,iso_text,text,1,0.0287,140,51,1
233,exposure_text,text,2,0.0142,144,51,1
233,temp_text,text,3,0.0125,114,51,1
233,alt_text,bar,4,1.0021,337,213,0
234,fit_distance_text,bar,0,1.0581,2324,199,0
234,iso_text,text,1,0.0399,140,51,1
234,exposure_text,text,2,0.0136,144,51,1
234,temp_text,text,3,0.0121,114,51,1
234,alt_text,bar,4,1.0181,337,213,0
235,fit_distance_text,bar,0,0.9539,2324,199,0
235,iso_text,text,1,0.0226,140,51,1
235,exposure_text,text,2,0.0127,144,51,1
235,temp_text,text,3,0.0122,114,51,1
235,alt_text,bar,4,0.8317,337,213,0
236,fit_distance_text,bar,0,0.9646,2324,199,0
236,iso_text,text,1,0.0242,140,51,1
236,exposure_text,text,2,0.0135,144,51,1
236,temp_text,text,3,0.0125,114,51,1
236,alt_text,bar,4,0.8488,337,213,0
237,fit_distance_text,bar,0,0.9333,2324,199,0
237,iso_text,text,1,0.0237,140,51,1
237,exposure_text,text,2,0.0135,144,51,1
237,temp_text,text,3,0.012,114,51,1
