frame,widget_key,renderer,call_index,duration_ms,width,height,cache_hit_if_known
237,alt_text,bar,4,0.8362,337,213,0
238,fit_distance_text,bar,0,0.8772,2324,199,0
238,iso_text,text,1,0.0218,140,51,1
238,exposure_text,text,2,0.0133,144,51,1
238,temp_text,text,3,0.0122,114,51,1
238,alt_text,bar,4,0.8534,337,213,0
239,fit_distance_text,bar,0,1.0235,2324,199,0
239,iso_text,text,1,0.042,140,51,1
239,exposure_text,text,2,0.0151,144,51,1
239,temp_text,text,3,0.0139,114,51,1
239,alt_text,bar,4,1.0197,337,213,0
240,fit_distance_text,bar,0,0.895,2324,199,0
240,iso_text,text,1,0.0362,140,51,1
240,exposure_text,text,2,0.0135,144,51,1
240,temp_text,text,3,0.0119,114,51,1
240,alt_text,bar,4,1.063,337,213,0
241,fit_distance_text,bar,0,0.8785,2324,199,0
241,iso_text,text,1,0.0427,140,51,1
241,exposure_text,text,2,0.0134,144,51,1
241,temp_text,text,3,0.0129,114,51,1
241,alt_text,bar,4,1.0788,337,213,0
242,fit_distance_text,bar,0,0.8513,2324,199,0
242,iso_text,text,1,0.0289,140,51,1
242,exposure_text,text,2,0.0134,144,51,1
242,temp_text,text,3,0.0123,114,51,1
242,alt_text,bar,4,0.9554,337,213,0
243,fit_distance_text,bar,0,0.9467,2324,199,0
243,iso_text,text,1,0.0214,140,51,1
243,exposure_text,text,2,0.0133,144,51,1
243,temp_text,text,3,0.0126,114,51,1
243,alt_text,bar,4,0.9596,337,213,0
244,fit_distance_text,bar,0,0.9879,2324,199,0
244,iso_text,text,1,0.0286,140,51,1
244,exposure_text,text,2,0.0136,144,51,1
244,temp_text,text,3,0.012,114,51,1
244,alt_text,bar,4,0.9945,337,213,0
245,fit_distance_text,bar,0,0.9046,2324,199,0
245,iso_text,text,1,0.0225,140,51,1
245,exposure_text,text,2,0.0128,144,51,1
245,temp_text,text,3,0.0117,114,51,1
245,alt_text,bar,4,0.9179,337,213,0
246,fit_distance_text,bar,0,0.9858,2324,199,0
246,iso_text,text,1,0.0211,140,51,1
246,exposure_text,text,2,0.013,144,51,1
246,temp_text,text,3,0.0117,114,51,1
246,alt_text,bar,4,0.8974,337,213,0
247,fit_distance_text,bar,0,1.4247,2324,199,0
247,iso_text,text,1,0.066,140,51,1
247,exposure_text,text,2,0.015,144,51,1
247,temp_text,text,3,0.0131,114,51,1
247,alt_text,bar,4,0.9691,337,213,0
248,fit_distance_text,bar,0,0.9921,2324,199,0
248,iso_text,text,1,0.0242,140,51,1
248,exposure_text,text,2,0.0131,144,51,1
248,temp_text,text,3,0.0121,114,51,1
248,alt_text,bar,4,0.929,337,213,0
249,fit_distance_text,bar,0,0.992,2324,199,0
249,iso_text,text,1,0.0292,140,51,1
249,exposure_text,text,2,0.0133,144,51,1
249,temp_text,text,3,0.0134,114,51,1
249,alt_text,bar,4,1.118,337,213,0
250,fit_distance_text,bar,0,1.2039,2324,199,0
250,iso_text,text,1,0.0473,140,51,1
250,exposure_text,text,2,0.0186,144,51,1
250,temp_text,text,3,0.0156,114,51,1
250,alt_text,bar,4,0.9443,337,213,0
251,fit_distance_text,bar,0,1.0283,2324,199,0
251,iso_text,text,1,0.0236,140,51,1
251,exposure_text,text,2,0.013,144,51,1
251,temp_text,text,3,0.0123,114,51,1
251,alt_text,bar,4,0.905,337,213,0
252,fit_distance_text,bar,0,0.8371,2324,199,0
252,iso_text,text,1,0.0213,140,51,1
252,exposure_text,text,2,0.0127,144,51,1
252,temp_text,text,3,0.0121,114,51,1
252,alt_text,bar,4,0.8488,337,213,0
253,fit_distance_text,bar,0,0.8858,2324,199,0
253,iso_text,text,1,0.0283,140,51,1
253,exposure_text,text,2,0.0129,144,51,1
253,temp_text,text,3,0.0123,114,51,1
253,alt_text,bar,4,0.9222,337,213,0
254,fit_distance_text,bar,0,1.1153,2324,199,0
254,iso_text,text,1,0.0803,140,51,1
254,exposure_text,text,2,0.0863,144,51,1
254,temp_text,text,3,0.0277,114,51,1
254,alt_text,bar,4,1.8704,337,213,0
255,fit_distance_text,bar,0,0.8376,2324,199,0
255,iso_text,text,1,0.0271,140,51,1
255,exposure_text,text,2,0.013,144,51,1
255,temp_text,text,3,0.0121,114,51,1
255,alt_text,bar,4,0.8453,337,213,0
256,fit_distance_text,bar,0,7.5196,2324,199,0
256,iso_text,text,1,0.2734,140,51,0
256,exposure_text,text,2,0.1391,144,51,0
256,temp_text,text,3,0.1105,114,51,0
256,alt_text,bar,4,4.0586,337,213,0
257,fit_distance_text,bar,0,1.1172,2324,199,0
257,iso_text,text,1,0.2891,140,51,0
257,exposure_text,text,2,0.1224,144,51,0
257,temp_text,text,3,0.1108,114,51,0
257,alt_text,bar,4,7.2782,337,213,0
258,fit_distance_text,bar,0,1.0007,2324,199,0
258,iso_text,text,1,0.0365,140,51,1
258,exposure_text,text,2,0.0135,144,51,1
258,temp_text,text,3,0.0119,114,51,1
258,alt_text,bar,4,0.9717,337,213,0
259,fit_distance_text,bar,0,0.8348,2324,199,0
259,iso_text,text,1,0.0221,140,51,1
259,exposure_text,text,2,0.013,144,51,1
259,temp_text,text,3,0.0118,114,51,1
259,alt_text,bar,4,0.8773,337,213,0
260,fit_distance_text,bar,0,0.9286,2324,199,0
260,iso_text,text,1,0.0405,140,51,1
260,exposure_text,text,2,0.0862,144,51,1
260,temp_text,text,3,0.0194,114,51,1
260,alt_text,bar,4,1.049,337,213,0
261,fit_distance_text,bar,0,0.878,2324,199,0
261,iso_text,text,1,0.0208,140,51,1
261,exposure_text,text,2,0.0129,144,51,1
261,temp_text,text,3,0.012,114,51,1
261,alt_text,bar,4,0.8711,337,213,0
262,fit_distance_text,bar,0,0.9326,2324,199,0
262,iso_text,text,1,0.0258,140,51,1
262,exposure_text,text,2,0.0128,144,51,1
262,temp_text,text,3,0.0118,114,51,1
262,alt_text,bar,4,0.8845,337,213,0
263,fit_distance_text,bar,0,0.8383,2324,199,0
263,iso_text,text,1,0.0222,140,51,1
263,exposure_text,text,2,0.0126,144,51,1
263,temp_text,text,3,0.0122,114,51,1
263,alt_text,bar,4,0.9154,337,213,0
264,fit_distance_text,bar,0,0.9102,2324,199,0
264,iso_text,text,1,0.0369,140,51,1
264,exposure_text,text,2,0.0135,144,51,1
264,temp_text,text,3,0.012,114,51,1
264,alt_text,bar,4,1.0402,337,213,0
265,fit_distance_text,bar,0,0.9532,2324,199,0
265,iso_text,text,1,0.0313,140,51,1
265,exposure_text,text,2,0.0135,144,51,1
265,temp_text,text,3,0.0123,114,51,1
265,alt_text,bar,4,0.9374,337,213,0
266,fit_distance_text,bar,0,0.9157,2324,199,0
266,iso_text,text,1,0.0223,140,51,1
266,exposure_text,text,2,0.0131,144,51,1
266,temp_text,text,3,0.0121,114,51,1
266,alt_text,bar,4,0.9205,337,213,0
267,fit_distance_text,bar,0,0.8701,2324,199,0
267,iso_text,text,1,0.0294,140,51,1
267,exposure_text,text,2,0.0134,144,51,1
267,temp_text,text,3,0.0127,114,51,1
267,alt_text,bar,4,0.9047,337,213,0
268,fit_distance_text,bar,0,0.8237,2324,199,0
268,iso_text,text,1,0.0215,140,51,1
268,exposure_text,text,2,0.0126,144,51,1
268,temp_text,text,3,0.0118,114,51,1
268,alt_text,bar,4,1.0518,337,213,0
269,fit_distance_text,bar,0,0.862,2324,199,0
269,iso_text,text,1,0.0226,140,51,1
269,exposure_text,text,2,0.0133,144,51,1
269,temp_text,text,3,0.0119,114,51,1
269,alt_text,bar,4,0.9738,337,213,0
270,fit_distance_text,bar,0,0.7968,2324,199,0
270,iso_text,text,1,0.021,140,51,1
270,exposure_text,text,2,0.0128,144,51,1
270,temp_text,text,3,0.0122,114,51,1
270,alt_text,bar,4,0.9156,337,213,0
271,fit_distance_text,bar,0,0.82,2324,199,0
271,iso_text,text,1,0.0328,140,51,1
271,exposure_text,text,2,0.0135,144,51,1
271,temp_text,text,3,0.0123,114,51,1
271,alt_text,bar,4,0.8864,337,213,0
272,fit_distance_text,bar,0,0.743,2324,199,0
272,iso_text,text,1,0.0437,140,51,1
272,exposure_text,text,2,0.0132,144,51,1
272,temp_text,text,3,0.0122,114,51,1
272,alt_text,bar,4,0.8331,337,213,0
273,fit_distance_text,bar,0,0.9027,2324,199,0
273,iso_text,text,1,0.0231,140,51,1
273,exposure_text,text,2,0.0129,144,51,1
273,temp_text,text,3,0.0122,114,51,1
273,alt_text,bar,4,1.0543,337,213,0
274,fit_distance_text,bar,0,0.8827,2324,199,0
274,iso_text,text,1,0.023,140,51,1
274,exposure_text,text,2,0.0131,144,51,1
274,temp_text,text,3,0.0119,114,51,1
274,alt_text,bar,4,0.9126,337,213,0
275,fit_distance_text,bar,0,0.8508,2324,199,0
275,iso_text,text,1,0.0217,140,51,1
275,exposure_text,text,2,0.0129,144,51,1
275,temp_text,text,3,0.0118,114,51,1
275,alt_text,bar,4,0.8766,337,213,0
276,fit_distance_text,bar,0,0.9049,2324,199,0
276,iso_text,text,1,0.0348,140,51,1
276,exposure_text,text,2,0.0127,144,51,1
276,temp_text,text,3,0.0119,114,51,1
276,alt_text,bar,4,0.9336,337,213,0
277,fit_distance_text,bar,0,0.9324,2324,199,0
277,iso_text,text,1,0.0218,140,51,1
277,exposure_text,text,2,0.0128,144,51,1
277,temp_text,text,3,0.0122,114,51,1
277,alt_text,bar,4,0.8737,337,213,0
278,fit_distance_text,bar,0,0.8868,2324,199,0
278,iso_text,text,1,0.0222,140,51,1
278,exposure_text,text,2,0.0125,144,51,1
278,temp_text,text,3,0.0117,114,51,1
278,alt_text,bar,4,0.939,337,213,0
279,fit_distance_text,bar,0,1.0737,2324,199,0
279,iso_text,text,1,0.0453,140,51,1
279,exposure_text,text,2,0.0132,144,51,1
279,temp_text,text,3,0.0118,114,51,1
279,alt_text,bar,4,1.1138,337,213,0
280,fit_distance_text,bar,0,0.978,2324,199,0
280,iso_text,text,1,0.0283,140,51,1
280,exposure_text,text,2,0.0132,144,51,1
280,temp_text,text,3,0.012,114,51,1
280,alt_text,bar,4,0.9472,337,213,0
281,fit_distance_text,bar,0,0.8947,2324,199,0
281,iso_text,text,1,0.0211,140,51,1
281,exposure_text,text,2,0.0127,144,51,1
281,temp_text,text,3,0.0139,114,51,1
281,alt_text,bar,4,0.9141,337,213,0
282,fit_distance_text,bar,0,0.7852,2324,199,0
282,iso_text,text,1,0.0239,140,51,1
282,exposure_text,text,2,0.013,144,51,1
282,temp_text,text,3,0.0122,114,51,1
282,alt_text,bar,4,0.8997,337,213,0
283,fit_distance_text,bar,0,0.767,2324,199,0
283,iso_text,text,1,0.0213,140,51,1
283,exposure_text,text,2,0.0126,144,51,1
283,temp_text,text,3,0.0116,114,51,1
283,alt_text,bar,4,0.9615,337,213,0
284,fit_distance_text,bar,0,0.8144,2324,199,0
284,iso_text,text,1,0.0294,140,51,1
284,exposure_text,text,2,0.0134,144,51,1
284,temp_text,text,3,0.0126,114,51,1
284,alt_text,bar,4,1.0053,337,213,0
285,fit_distance_text,bar,0,0.8889,2324,199,0
285,iso_text,text,1,0.0367,140,51,1
285,exposure_text,text,2,0.0135,144,51,1
285,temp_text,text,3,0.0124,114,51,1
285,alt_text,bar,4,0.8836,337,213,0
286,fit_distance_text,bar,0,0.8591,2324,199,0
286,iso_text,text,1,0.021,140,51,1
286,exposure_text,text,2,0.0125,144,51,1
286,temp_text,text,3,0.0117,114,51,1
286,alt_text,bar,4,0.8277,337,213,0
287,fit_distance_text,bar,0,0.8335,2324,199,0
287,iso_text,text,1,0.0233,140,51,1
287,exposure_text,text,2,0.0147,144,51,1
287,temp_text,text,3,0.012,114,51,1
287,alt_text,bar,4,0.8452,337,213,0
288,fit_distance_text,bar,0,0.859,2324,199,0
288,iso_text,text,1,0.0313,140,51,1
288,exposure_text,text,2,0.0129,144,51,1
288,temp_text,text,3,0.0129,114,51,1
288,alt_text,bar,4,1.0571,337,213,0
289,fit_distance_text,bar,0,0.922,2324,199,0
289,iso_text,text,1,0.0373,140,51,1
289,exposure_text,text,2,0.0132,144,51,1
289,temp_text,text,3,0.0126,114,51,1
289,alt_text,bar,4,0.9355,337,213,0
290,fit_distance_text,bar,0,0.8807,2324,199,0
290,iso_text,text,1,0.0384,140,51,1
290,exposure_text,text,2,0.0161,144,51,1
290,temp_text,text,3,0.0119,114,51,1
290,alt_text,bar,4,0.9892,337,213,0
291,fit_distance_text,bar,0,0.9342,2324,199,0
291,iso_text,text,1,0.0238,140,51,1
291,exposure_text,text,2,0.0132,144,51,1
291,temp_text,text,3,0.0119,114,51,1
291,alt_text,bar,4,0.9712,337,213,0
292,fit_distance_text,bar,0,0.9487,2324,199,0
292,iso_text,text,1,0.0264,140,51,1
292,exposure_text,text,2,0.0133,144,51,1
292,temp_text,text,3,0.0122,114,51,1
292,alt_text,bar,4,0.9125,337,213,0
293,fit_distance_text,bar,0,0.9301,2324,199,0
293,iso_text,text,1,0.0268,140,51,1
293,exposure_text,text,2,0.0133,144,51,1
293,temp_text,text,3,0.0124,114,51,1
293,alt_text,bar,4,0.9622,337,213,0
294,fit_distance_text,bar,0,0.9563,2324,199,0
294,iso_text,text,1,0.0226,140,51,1
294,exposure_text,text,2,0.0129,144,51,1
294,temp_text,text,3,0.0119,114,51,1
294,alt_text,bar,4,0.9697,337,213,0
295,fit_distance_text,bar,0,0.9303,2324,199,0
295,iso_text,text,1,0.0216,140,51,1
295,exposure_text,text,2,0.0127,144,51,1
295,temp_text,text,3,0.012,114,51,1
295,alt_text,bar,4,0.9008,337,213,0
296,fit_distance_text,bar,0,1.0824,2324,199,0
296,iso_text,text,1,0.0358,140,51,1
296,exposure_text,text,2,0.0144,144,51,1
296,temp_text,text,3,0.0122,114,51,1
296,alt_text,bar,4,0.9751,337,213,0
297,fit_distance_text,bar,0,0.9472,2324,199,0
297,iso_text,text,1,0.0227,140,51,1
297,exposure_text,text,2,0.0129,144,51,1
297,temp_text,text,3,0.0116,114,51,1
297,alt_text,bar,4,0.8828,337,213,0
298,fit_distance_text,bar,0,0.9575,2324,199,0
298,iso_text,text,1,0.0352,140,51,1
298,exposure_text,text,2,0.0136,144,51,1
298,temp_text,text,3,0.012,114,51,1
298,alt_text,bar,4,1.0207,337,213,0
299,fit_distance_text,bar,0,0.9316,2324,199,0
299,iso_text,text,1,0.0241,140,51,1
299,exposure_text,text,2,0.0136,144,51,1
299,temp_text,text,3,0.0122,114,51,1
299,alt_text,bar,4,0.9613,337,213,0
300,fit_distance_text,bar,0,1.0124,2324,199,0
300,iso_text,text,1,0.0353,140,51,1
300,exposure_text,text,2,0.0145,144,51,1
300,temp_text,text,3,0.5076,114,51,0
300,alt_text,bar,4,0.8292,337,213,0
301,fit_distance_text,bar,0,0.9775,2324,199,0
301,iso_text,text,1,0.0229,140,51,1
301,exposure_text,text,2,0.0133,144,51,1
301,temp_text,text,3,0.0124,114,51,1
301,alt_text,bar,4,0.846,337,213,0
302,fit_distance_text,bar,0,0.9637,2324,199,0
302,iso_text,text,1,0.0223,140,51,1
302,exposure_text,text,2,0.0138,144,51,1
302,temp_text,text,3,0.012,114,51,1
302,alt_text,bar,4,0.8062,337,213,0
303,fit_distance_text,bar,0,1.0124,2324,199,0
303,iso_text,text,1,0.0228,140,51,1
303,exposure_text,text,2,0.0126,144,51,1
303,temp_text,text,3,0.0115,114,51,1
303,alt_text,bar,4,0.8592,337,213,0
304,fit_distance_text,bar,0,1.0726,2324,199,0
304,iso_text,text,1,0.0402,140,51,1
304,exposure_text,text,2,0.0142,144,51,1
304,temp_text,text,3,0.0145,114,51,1
304,alt_text,bar,4,1.0835,337,213,0
305,fit_distance_text,bar,0,1.0335,2324,199,0
305,iso_text,text,1,0.0246,140,51,1
305,exposure_text,text,2,0.0138,144,51,1
305,temp_text,text,3,0.0126,114,51,1
305,alt_text,bar,4,0.7837,337,213,0
306,fit_distance_text,bar,0,1.6513,2324,199,0
306,iso_text,text,1,0.0536,140,51,1
306,exposure_text,text,2,0.0217,144,51,1
306,temp_text,text,3,0.0194,114,51,1
306,alt_text,bar,4,1.3073,337,213,0
307,fit_distance_text,bar,0,1.1266,2324,199,0
307,iso_text,text,1,0.0346,140,51,1
307,exposure_text,text,2,0.0137,144,51,1
307,temp_text,text,3,0.0122,114,51,1
307,alt_text,bar,4,0.8024,337,213,0
308,fit_distance_text,bar,0,1.2787,2324,199,0
308,iso_text,text,1,0.0501,140,51,1
308,exposure_text,text,2,0.0142,144,51,1
308,temp_text,text,3,0.0126,114,51,1
308,alt_text,bar,4,1.0189,337,213,0
309,fit_distance_text,bar,0,1.0304,2324,199,0
309,iso_text,text,1,0.0219,140,51,1
309,exposure_text,text,2,0.0139,144,51,1
309,temp_text,text,3,0.0126,114,51,1
309,alt_text,bar,4,0.8244,337,213,0
310,fit_distance_text,bar,0,1.5589,2324,199,0
310,iso_text,text,1,0.0594,140,51,1
310,exposure_text,text,2,0.02,144,51,1
310,temp_text,text,3,0.0167,114,51,1
310,alt_text,bar,4,1.2852,337,213,0
311,fit_distance_text,bar,0,1.0531,2324,199,0
311,iso_text,text,1,0.0471,140,51,1
311,exposure_text,text,2,0.0144,144,51,1
311,temp_text,text,3,0.0121,114,51,1
311,alt_text,bar,4,0.9545,337,213,0
312,fit_distance_text,bar,0,0.9613,2324,199,0
312,iso_text,text,1,0.0249,140,51,1
312,exposure_text,text,2,0.0133,144,51,1
312,temp_text,text,3,0.012,114,51,1
312,alt_text,bar,4,0.8112,337,213,0
313,fit_distance_text,bar,0,0.9361,2324,199,0
313,iso_text,text,1,0.0228,140,51,1
313,exposure_text,text,2,0.0134,144,51,1
313,temp_text,text,3,0.0126,114,51,1
313,alt_text,bar,4,0.8776,337,213,0
314,fit_distance_text,bar,0,0.9969,2324,199,0
314,iso_text,text,1,0.0242,140,51,1
314,exposure_text,text,2,0.0132,144,51,1
314,temp_text,text,3,0.0123,114,51,1
314,alt_text,bar,4,0.9055,337,213,0
315,fit_distance_text,bar,0,1.1772,2324,199,0
315,iso_text,text,1,0.0319,140,51,1
315,exposure_text,text,2,0.0141,144,51,1
315,temp_text,text,3,0.0124,114,51,1
315,alt_text,bar,4,0.9087,337,213,0
316,fit_distance_text,bar,0,1.0104,2324,199,0
316,iso_text,text,1,0.0228,140,51,1
316,exposure_text,text,2,0.0131,144,51,1
316,temp_text,text,3,0.0117,114,51,1
316,alt_text,bar,4,0.8453,337,213,0
317,fit_distance_text,bar,0,1.0035,2324,199,0
317,iso_text,text,1,0.0236,140,51,1
317,exposure_text,text,2,0.0131,144,51,1
317,temp_text,text,3,0.012,114,51,1
317,alt_text,bar,4,0.9268,337,213,0
318,fit_distance_text,bar,0,0.9859,2324,199,0
318,iso_text,text,1,0.0222,140,51,1
318,exposure_text,text,2,0.0131,144,51,1
318,temp_text,text,3,0.0124,114,51,1
318,alt_text,bar,4,0.8975,337,213,0
319,fit_distance_text,bar,0,1.0034,2324,199,0
319,iso_text,text,1,0.0248,140,51,1
319,exposure_text,text,2,0.0126,144,51,1
319,temp_text,text,3,0.0117,114,51,1
319,alt_text,bar,4,0.9027,337,213,0
320,fit_distance_text,bar,0,1.0397,2324,199,0
320,iso_text,text,1,0.0375,140,51,1
320,exposure_text,text,2,0.0147,144,51,1
320,temp_text,text,3,0.0136,114,51,1
320,alt_text,bar,4,0.8741,337,213,0
321,fit_distance_text,bar,0,1.0719,2324,199,0
321,iso_text,text,1,0.0255,140,51,1
321,exposure_text,text,2,0.0131,144,51,1
321,temp_text,text,3,0.0125,114,51,1
321,alt_text,bar,4,0.8099,337,213,0
322,fit_distance_text,bar,0,0.9652,2324,199,0
322,iso_text,text,1,0.0228,140,51,1
322,exposure_text,text,2,0.0129,144,51,1
322,temp_text,text,3,0.012,114,51,1
322,alt_text,bar,4,0.7606,337,213,0
323,fit_distance_text,bar,0,0.9867,2324,199,0
323,iso_text,text,1,0.0227,140,51,1
323,exposure_text,text,2,0.0133,144,51,1
323,temp_text,text,3,0.0121,114,51,1
323,alt_text,bar,4,0.8232,337,213,0
324,fit_distance_text,bar,0,0.9227,2324,199,0
324,iso_text,text,1,0.0237,140,51,1
324,exposure_text,text,2,0.013,144,51,1
324,temp_text,text,3,0.0119,114,51,1
324,alt_text,bar,4,0.8423,337,213,0
325,fit_distance_text,bar,0,0.9503,2324,199,0
325,iso_text,text,1,0.0227,140,51,1
325,exposure_text,text,2,0.0135,144,51,1
325,temp_text,text,3,0.012,114,51,1
325,alt_text,bar,4,0.8504,337,213,0
326,fit_distance_text,bar,0,0.9021,2324,199,0
326,iso_text,text,1,0.0224,140,51,1
326,exposure_text,text,2,0.0128,144,51,1
326,temp_text,text,3,0.0118,114,51,1
326,alt_text,bar,4,0.8439,337,213,0
327,fit_distance_text,bar,0,0.9115,2324,199,0
327,iso_text,text,1,0.0225,140,51,1
327,exposure_text,text,2,0.0132,144,51,1
327,temp_text,text,3,0.0122,114,51,1
327,alt_text,bar,4,0.8422,337,213,0
328,fit_distance_text,bar,0,1.0115,2324,199,0
328,iso_text,text,1,0.0351,140,51,1
328,exposure_text,text,2,0.013,144,51,1
328,temp_text,text,3,0.0119,114,51,1
328,alt_text,bar,4,0.933,337,213,0
329,fit_distance_text,bar,0,0.9213,2324,199,0
329,iso_text,text,1,0.0222,140,51,1
329,exposure_text,text,2,0.013,144,51,1
329,temp_text,text,3,0.0118,114,51,1
329,alt_text,bar,4,0.8823,337,213,0
330,fit_distance_text,bar,0,1.1452,2324,199,0
330,iso_text,text,1,0.0253,140,51,1
330,exposure_text,text,2,0.0132,144,51,1
330,temp_text,text,3,0.0119,114,51,1
330,alt_text,bar,4,0.8758,337,213,0
331,fit_distance_text,bar,0,0.9618,2324,199,0
331,iso_text,text,1,0.0221,140,51,1
331,exposure_text,text,2,0.0127,144,51,1
331,temp_text,text,3,0.0115,114,51,1
331,alt_text,bar,4,0.8681,337,213,0
332,fit_distance_text,bar,0,1.0139,2324,199,0
332,iso_text,text,1,0.0234,140,51,1
332,exposure_text,text,2,0.0128,144,51,1
332,temp_text,text,3,0.0124,114,51,1
332,alt_text,bar,4,0.8214,337,213,0
333,fit_distance_text,bar,0,1.0349,2324,199,0
333,iso_text,text,1,0.022,140,51,1
333,exposure_text,text,2,0.0129,144,51,1
333,temp_text,text,3,0.0121,114,51,1
333,alt_text,bar,4,0.8908,337,213,0
334,fit_distance_text,bar,0,1.0006,2324,199,0
334,iso_text,text,1,0.0338,140,51,1
334,exposure_text,text,2,0.0131,144,51,1
334,temp_text,text,3,0.012,114,51,1
334,alt_text,bar,4,0.9372,337,213,0
335,fit_distance_text,bar,0,1.1242,2324,199,0
335,iso_text,text,1,0.0345,140,51,1
335,exposure_text,text,2,0.0142,144,51,1
335,temp_text,text,3,0.0121,114,51,1
335,alt_text,bar,4,0.9367,337,213,0
336,fit_distance_text,bar,0,1.0301,2324,199,0
336,iso_text,text,1,0.0226,140,51,1
336,exposure_text,text,2,0.0131,144,51,1
336,temp_text,text,3,0.0122,114,51,1
336,alt_text,bar,4,0.7859,337,213,0
337,fit_distance_text,bar,0,1.0219,2324,199,0
337,iso_text,text,1,0.0252,140,51,1
337,exposure_text,text,2,0.013,144,51,1
337,temp_text,text,3,0.0121,114,51,1
337,alt_text,bar,4,0.8462,337,213,0
338,fit_distance_text,bar,0,1.0905,2324,199,0
338,iso_text,text,1,0.0425,140,51,1
338,exposure_text,text,2,0.0135,144,51,1
338,temp_text,text,3,0.012,114,51,1
338,alt_text,bar,4,1.1957,337,213,0
339,fit_distance_text,bar,0,1.0688,2324,199,0
339,iso_text,text,1,0.024,140,51,1
339,exposure_text,text,2,0.0133,144,51,1
339,temp_text,text,3,0.0701,114,51,1
339,alt_text,bar,4,1.0199,337,213,0
340,fit_distance_text,bar,0,1.3363,2324,199,0
340,iso_text,text,1,0.0466,140,51,1
340,exposure_text,text,2,0.0136,144,51,1
340,temp_text,text,3,0.0119,114,51,1
340,alt_text,bar,4,0.9736,337,213,0
341,fit_distance_text,bar,0,0.9499,2324,199,0
341,iso_text,text,1,0.0232,140,51,1
341,exposure_text,text,2,0.0134,144,51,1
341,temp_text,text,3,0.0122,114,51,1
341,alt_text,bar,4,0.8998,337,213,0
342,fit_distance_text,bar,0,0.7815,2324,199,0
342,iso_text,text,1,0.0217,140,51,1
342,exposure_text,text,2,0.0127,144,51,1
342,temp_text,text,3,0.0117,114,51,1
342,alt_text,bar,4,0.8425,337,213,0
343,fit_distance_text,bar,0,0.8568,2324,199,0
343,iso_text,text,1,0.0228,140,51,1
343,exposure_text,text,2,0.0134,144,51,1
343,temp_text,text,3,0.012,114,51,1
343,alt_text,bar,4,0.9356,337,213,0
344,fit_distance_text,bar,0,1.1017,2324,199,0
344,iso_text,text,1,0.0501,140,51,1
344,exposure_text,text,2,0.0135,144,51,1
344,temp_text,text,3,0.0119,114,51,1
344,alt_text,bar,4,1.0066,337,213,0
345,fit_distance_text,bar,0,0.9156,2324,199,0
345,iso_text,text,1,0.0309,140,51,1
345,exposure_text,text,2,0.0132,144,51,1
345,temp_text,text,3,0.0119,114,51,1
345,alt_text,bar,4,0.9061,337,213,0
346,fit_distance_text,bar,0,0.7938,2324,199,0
346,iso_text,text,1,0.0223,140,51,1
346,exposure_text,text,2,0.0129,144,51,1
346,temp_text,text,3,0.0119,114,51,1
346,alt_text,bar,4,0.8623,337,213,0
347,fit_distance_text,bar,0,0.8537,2324,199,0
347,iso_text,text,1,0.0252,140,51,1
347,exposure_text,text,2,0.013,144,51,1
347,temp_text,text,3,0.0121,114,51,1
347,alt_text,bar,4,0.8517,337,213,0
348,fit_distance_text,bar,0,0.9815,2324,199,0
348,iso_text,text,1,0.0254,140,51,1
348,exposure_text,text,2,0.0133,144,51,1
348,temp_text,text,3,0.0121,114,51,1
348,alt_text,bar,4,1.0155,337,213,0
349,fit_distance_text,bar,0,0.9561,2324,199,0
349,iso_text,text,1,0.0214,140,51,1
349,exposure_text,text,2,0.0128,144,51,1
349,temp_text,text,3,0.0118,114,51,1
349,alt_text,bar,4,0.8912,337,213,0
350,fit_distance_text,bar,0,0.955,2324,199,0
350,iso_text,text,1,0.0223,140,51,1
350,exposure_text,text,2,0.0137,144,51,1
350,temp_text,text,3,0.0118,114,51,1
350,alt_text,bar,4,0.88,337,213,0
351,fit_distance_text,bar,0,1.0011,2324,199,0
351,iso_text,text,1,0.0482,140,51,1
351,exposure_text,text,2,0.0136,144,51,1
351,temp_text,text,3,0.0121,114,51,1
351,alt_text,bar,4,0.9866,337,213,0
352,fit_distance_text,bar,0,1.1081,2324,199,0
352,iso_text,text,1,0.0265,140,51,1
352,exposure_text,text,2,0.0132,144,51,1
352,temp_text,text,3,0.0119,114,51,1
352,alt_text,bar,4,0.8641,337,213,0
353,fit_distance_text,bar,0,0.9964,2324,199,0
353,iso_text,text,1,0.0317,140,51,1
353,exposure_text,text,2,0.013,144,51,1
353,temp_text,text,3,0.0139,114,51,1
353,alt_text,bar,4,1.1377,337,213,0
354,fit_distance_text,bar,0,1.1194,2324,199,0
354,iso_text,text,1,0.041,140,51,1
354,exposure_text,text,2,0.0139,144,51,1
354,temp_text,text,3,0.0122,114,51,1
354,alt_text,bar,4,1.0388,337,213,0
355,fit_distance_text,bar,0,1.0278,2324,199,0
355,iso_text,text,1,0.0373,140,51,1
355,exposure_text,text,2,0.0132,144,51,1
355,temp_text,text,3,0.0122,114,51,1
355,alt_text,bar,4,0.8785,337,213,0
356,fit_distance_text,bar,0,1.1472,2324,199,0
356,iso_text,text,1,0.0655,140,51,1
356,exposure_text,text,2,0.0163,144,51,1
356,temp_text,text,3,0.0137,114,51,1
356,alt_text,bar,4,0.9183,337,213,0
357,fit_distance_text,bar,0,0.8434,2324,199,0
357,iso_text,text,1,0.0286,140,51,1
357,exposure_text,text,2,0.0141,144,51,1
