frame,widget,full_bbox_area,dynamic_bbox_area,bytes,changed,fallback_reason
409,exposure_text,6138,0,0,False,none
409,temp_text,8619,0,0,False,none
409,alt_text,82218,0,0,False,none
409,lean_indicator,104329,0,0,False,none
410,fit_distance_text,488040,0,0,False,none
410,iso_text,8415,0,0,False,none
410,exposure_text,6138,0,0,False,none
410,temp_text,8619,0,0,False,none
410,alt_text,82218,0,0,False,none
410,lean_indicator,104329,0,0,False,none
411,fit_distance_text,488040,0,0,False,none
411,iso_text,8415,0,0,False,none
411,exposure_text,6138,0,0,False,none
411,temp_text,8619,0,0,False,none
411,alt_text,82218,0,0,False,none
411,lean_indicator,104329,0,0,False,none
412,fit_distance_text,488040,0,0,False,none
412,iso_text,8415,0,0,False,none
412,exposure_text,6138,0,0,False,none
412,temp_text,8619,0,0,False,none
412,alt_text,82218,0,0,False,none
412,lean_indicator,104329,0,0,False,none
413,fit_distance_text,488040,0,0,False,none
413,iso_text,8415,0,0,False,none
413,exposure_text,6138,0,0,False,none
413,temp_text,8619,0,0,False,none
413,alt_text,82218,0,0,False,none
413,lean_indicator,104329,0,0,False,none
414,fit_distance_text,488040,0,0,False,none
414,iso_text,8415,0,0,False,none
414,exposure_text,6138,0,0,False,none
414,temp_text,8619,0,0,False,none
414,alt_text,82218,0,0,False,none
414,lean_indicator,104329,0,0,False,none
415,fit_distance_text,488040,0,0,False,none
415,iso_text,8415,0,0,False,none
415,exposure_text,6138,0,0,False,none
415,temp_text,8619,0,0,False,none
415,alt_text,82218,0,0,False,none
415,lean_indicator,104329,0,0,False,none
416,fit_distance_text,488040,0,0,False,none
416,iso_text,8415,0,0,False,none
416,exposure_text,6138,0,0,False,none
416,temp_text,8619,0,0,False,none
416,alt_text,82218,0,0,False,none
416,lean_indicator,104329,0,0,False,none
417,fit_distance_text,488040,0,0,False,none
417,iso_text,8415,0,0,False,none
417,exposure_text,6138,0,0,False,none
417,temp_text,8619,0,0,False,none
417,alt_text,82218,0,0,False,none
417,lean_indicator,104329,0,0,False,none
418,fit_distance_text,488040,0,0,False,none
418,iso_text,8415,0,0,False,none
418,exposure_text,6138,0,0,False,none
418,temp_text,8619,0,0,False,none
418,alt_text,82218,0,0,False,none
418,lean_indicator,104329,0,0,False,none
419,fit_distance_text,488040,0,0,False,none
419,iso_text,8415,0,0,False,none
419,exposure_text,6138,0,0,False,none
419,temp_text,8619,0,0,False,none
419,alt_text,82218,0,0,False,none
419,lean_indicator,104329,0,0,False,none
420,fit_distance_text,488040,0,0,False,none
420,iso_text,8415,0,0,False,none
420,exposure_text,6138,0,0,False,none
420,temp_text,8619,0,0,False,none
420,alt_text,82218,0,0,False,none
420,lean_indicator,104329,0,0,False,none
421,fit_distance_text,488040,0,0,False,none
421,iso_text,8415,0,0,False,none
421,exposure_text,6138,0,0,False,none
421,temp_text,8619,0,0,False,none
421,alt_text,82218,0,0,False,none
421,lean_indicator,104329,0,0,False,none
422,fit_distance_text,488040,0,0,False,none
422,iso_text,8415,0,0,False,none
422,exposure_text,6138,0,0,False,none
422,temp_text,8619,0,0,False,none
422,alt_text,82218,0,0,False,none
422,lean_indicator,104329,0,0,False,none
423,fit_distance_text,488040,0,0,False,none
423,iso_text,8415,0,0,False,none
423,exposure_text,6138,0,0,False,none
423,temp_text,8619,0,0,False,none
423,alt_text,82218,0,0,False,none
423,lean_indicator,104329,0,0,False,none
424,fit_distance_text,488040,0,0,False,none
424,iso_text,8415,0,0,False,none
424,exposure_text,6138,0,0,False,none
424,temp_text,8619,0,0,False,none
424,alt_text,82218,0,0,False,none
424,lean_indicator,104329,0,0,False,none
425,fit_distance_text,488040,0,0,False,none
425,iso_text,8415,0,0,False,none
425,exposure_text,6138,0,0,False,none
425,temp_text,8619,0,0,False,none
425,alt_text,82218,0,0,False,none
425,lean_indicator,104329,0,0,False,none
426,fit_distance_text,488040,0,0,False,none
426,iso_text,8415,0,0,False,none
426,exposure_text,6138,0,0,False,none
426,temp_text,8619,0,0,False,none
426,alt_text,82218,0,0,False,none
426,lean_indicator,104329,0,0,False,none
427,fit_distance_text,488040,0,0,False,none
427,iso_text,8415,0,0,False,none
427,exposure_text,6138,0,0,False,none
427,temp_text,8619,0,0,False,none
427,alt_text,82218,0,0,False,none
427,lean_indicator,104329,0,0,False,none
428,fit_distance_text,488040,0,0,False,none
428,iso_text,8415,0,0,False,none
428,exposure_text,6138,0,0,False,none
428,temp_text,8619,0,0,False,none
428,alt_text,82218,0,0,False,none
428,lean_indicator,104329,0,0,False,none
429,fit_distance_text,488040,0,0,False,none
429,iso_text,8415,0,0,False,none
429,exposure_text,6138,0,0,False,none
429,temp_text,8619,0,0,False,none
429,alt_text,82218,0,0,False,none
429,lean_indicator,104329,0,0,False,none
430,fit_distance_text,488040,0,0,False,none
430,iso_text,8415,0,0,False,none
430,exposure_text,6138,0,0,False,none
430,temp_text,8619,0,0,False,none
430,alt_text,82218,0,0,False,none
430,lean_indicator,104329,0,0,False,none
431,fit_distance_text,488040,0,0,False,none
431,iso_text,8415,0,0,False,none
431,exposure_text,6138,0,0,False,none
431,temp_text,8619,0,0,False,none
431,alt_text,82218,0,0,False,none
431,lean_indicator,104329,0,0,False,none
432,fit_distance_text,488040,0,0,False,none
432,iso_text,8415,0,0,False,none
432,exposure_text,6138,0,0,False,none
432,temp_text,8619,0,0,False,none
432,alt_text,82218,0,0,False,none
432,lean_indicator,104329,0,0,False,none
433,fit_distance_text,488040,0,0,False,none
433,iso_text,8415,0,0,False,none
433,exposure_text,6138,0,0,False,none
433,temp_text,8619,0,0,False,none
433,alt_text,82218,0,0,False,none
433,lean_indicator,104329,0,0,False,none
434,fit_distance_text,488040,0,0,False,none
434,iso_text,8415,0,0,False,none
434,exposure_text,6138,0,0,False,none
434,temp_text,8619,0,0,False,none
434,alt_text,82218,0,0,False,none
434,lean_indicator,104329,0,0,False,none
435,fit_distance_text,488040,0,0,False,none
435,iso_text,8415,0,0,False,none
435,exposure_text,6138,0,0,False,none
435,temp_text,8619,0,0,False,none
435,alt_text,82218,0,0,False,none
435,lean_indicator,104329,0,0,False,none
436,fit_distance_text,488040,0,0,False,none
436,iso_text,8415,0,0,False,none
436,exposure_text,6138,0,0,False,none
436,temp_text,8619,0,0,False,none
436,alt_text,82218,0,0,False,none
436,lean_indicator,104329,0,0,False,none
437,fit_distance_text,488040,0,0,False,none
437,iso_text,8415,0,0,False,none
437,exposure_text,6138,0,0,False,none
437,temp_text,8619,0,0,False,none
437,alt_text,82218,0,0,False,none
437,lean_indicator,104329,0,0,False,none
438,fit_distance_text,488040,0,0,False,none
438,iso_text,8415,0,0,False,none
438,exposure_text,6138,0,0,False,none
438,temp_text,8619,0,0,False,none
438,alt_text,82218,0,0,False,none
438,lean_indicator,104329,0,0,False,none
439,fit_distance_text,488040,0,0,False,none
439,iso_text,8415,0,0,False,none
439,exposure_text,6138,0,0,False,none
439,temp_text,8619,0,0,False,none
439,alt_text,82218,0,0,False,none
439,lean_indicator,104329,0,0,False,none
440,fit_distance_text,488040,0,0,False,none
440,iso_text,8415,0,0,False,none
440,exposure_text,6138,0,0,False,none
440,temp_text,8619,0,0,False,none
440,alt_text,82218,0,0,False,none
440,lean_indicator,104329,0,0,False,none
441,fit_distance_text,488040,0,0,False,none
441,iso_text,8415,0,0,False,none
441,exposure_text,6138,0,0,False,none
441,temp_text,8619,0,0,False,none
441,alt_text,82218,0,0,False,none
441,lean_indicator,104329,0,0,False,none
442,fit_distance_text,488040,0,0,False,none
442,iso_text,8415,0,0,False,none
442,exposure_text,6138,0,0,False,none
442,temp_text,8619,0,0,False,none
442,alt_text,82218,0,0,False,none
442,lean_indicator,104329,0,0,False,none
443,fit_distance_text,488040,0,0,False,none
443,iso_text,8415,0,0,False,none
443,exposure_text,6138,0,0,False,none
443,temp_text,8619,0,0,False,none
443,alt_text,82218,0,0,False,none
443,lean_indicator,104329,0,0,False,none
444,fit_distance_text,488040,0,0,False,none
444,iso_text,8415,0,0,False,none
444,exposure_text,6138,0,0,False,none
444,temp_text,8619,0,0,False,none
444,alt_text,82218,0,0,False,none
444,lean_indicator,104329,0,0,False,none
445,fit_distance_text,488040,0,0,False,none
445,iso_text,8415,0,0,False,none
445,exposure_text,6138,0,0,False,none
445,temp_text,8619,0,0,False,none
445,alt_text,82218,0,0,False,none
445,lean_indicator,104329,0,0,False,none
446,fit_distance_text,488040,0,0,False,none
446,iso_text,8415,0,0,False,none
446,exposure_text,6138,0,0,False,none
446,temp_text,8619,0,0,False,none
446,alt_text,82218,0,0,False,none
446,lean_indicator,104329,0,0,False,none
447,fit_distance_text,488040,0,0,False,none
447,iso_text,8415,0,0,False,none
447,exposure_text,6138,0,0,False,none
447,temp_text,8619,0,0,False,none
447,alt_text,82218,0,0,False,none
447,lean_indicator,104329,0,0,False,none
448,fit_distance_text,488040,0,0,False,none
448,iso_text,8415,0,0,False,none
448,exposure_text,6138,0,0,False,none
448,temp_text,8619,0,0,False,none
448,alt_text,82218,0,0,False,none
448,lean_indicator,104329,0,0,False,none
449,fit_distance_text,488040,0,0,False,none
449,iso_text,8415,0,0,False,none
449,exposure_text,6138,0,0,False,none
449,temp_text,8619,0,0,False,none
449,alt_text,82218,0,0,False,none
449,lean_indicator,104329,0,0,False,none
450,fit_distance_text,488040,0,0,False,none
450,iso_text,8415,0,0,False,none
450,exposure_text,6138,0,0,False,none
450,temp_text,8619,0,0,False,none
450,alt_text,82218,0,0,False,none
450,lean_indicator,104329,0,0,False,none
451,fit_distance_text,488040,0,0,False,none
451,iso_text,8415,0,0,False,none
451,exposure_text,6138,0,0,False,none
451,temp_text,8619,0,0,False,none
451,alt_text,82218,0,0,False,none
451,lean_indicator,104329,0,0,False,none
452,fit_distance_text,488040,0,0,False,none
452,iso_text,8415,0,0,False,none
452,exposure_text,6138,0,0,False,none
452,temp_text,8619,0,0,False,none
452,alt_text,82218,0,0,False,none
452,lean_indicator,104329,0,0,False,none
453,fit_distance_text,488040,0,0,False,none
453,iso_text,8415,0,0,False,none
453,exposure_text,6138,0,0,False,none
453,temp_text,8619,0,0,False,none
453,alt_text,82218,0,0,False,none
453,lean_indicator,104329,0,0,False,none
454,fit_distance_text,488040,0,0,False,none
454,iso_text,8415,0,0,False,none
454,exposure_text,6138,0,0,False,none
454,temp_text,8619,0,0,False,none
454,alt_text,82218,0,0,False,none
454,lean_indicator,104329,0,0,False,none
455,fit_distance_text,488040,0,0,False,none
455,iso_text,8415,0,0,False,none
455,exposure_text,6138,0,0,False,none
455,temp_text,8619,0,0,False,none
455,alt_text,82218,0,0,False,none
455,lean_indicator,104329,0,0,False,none
456,fit_distance_text,488040,0,0,False,none
456,iso_text,8415,0,0,False,none
456,exposure_text,6138,0,0,False,none
456,temp_text,8619,0,0,False,none
456,alt_text,82218,0,0,False,none
456,lean_indicator,104329,0,0,False,none
457,fit_distance_text,488040,0,0,False,none
457,iso_text,8415,0,0,False,none
457,exposure_text,6138,0,0,False,none
457,temp_text,8619,0,0,False,none
457,alt_text,82218,0,0,False,none
457,lean_indicator,104329,0,0,False,none
458,fit_distance_text,488040,0,0,False,none
458,iso_text,8415,0,0,False,none
458,exposure_text,6138,0,0,False,none
458,temp_text,8619,0,0,False,none
458,alt_text,82218,0,0,False,none
458,lean_indicator,104329,0,0,False,none
459,fit_distance_text,488040,0,0,False,none
459,iso_text,8415,0,0,False,none
459,exposure_text,6138,0,0,False,none
459,temp_text,8619,0,0,False,none
459,alt_text,82218,0,0,False,none
459,lean_indicator,104329,0,0,False,none
460,fit_distance_text,488040,0,0,False,none
460,iso_text,8415,0,0,False,none
460,exposure_text,6138,0,0,False,none
460,temp_text,8619,0,0,False,none
460,alt_text,82218,0,0,False,none
460,lean_indicator,104329,0,0,False,none
461,fit_distance_text,488040,0,0,False,none
461,iso_text,8415,0,0,False,none
461,exposure_text,6138,0,0,False,none
461,temp_text,8619,0,0,False,none
461,alt_text,82218,0,0,False,none
461,lean_indicator,104329,0,0,False,none
462,fit_distance_text,488040,0,0,False,none
462,iso_text,8415,0,0,False,none
462,exposure_text,6138,0,0,False,none
462,temp_text,8619,0,0,False,none
462,alt_text,82218,0,0,False,none
462,lean_indicator,104329,0,0,False,none
463,fit_distance_text,488040,0,0,False,none
463,iso_text,8415,0,0,False,none
463,exposure_text,6138,0,0,False,none
463,temp_text,8619,0,0,False,none
463,alt_text,82218,0,0,False,none
463,lean_indicator,104329,0,0,False,none
464,fit_distance_text,488040,0,0,False,none
464,iso_text,8415,0,0,False,none
464,exposure_text,6138,0,0,False,none
464,temp_text,8619,0,0,False,none
464,alt_text,82218,0,0,False,none
464,lean_indicator,104329,0,0,False,none
465,fit_distance_text,488040,0,0,False,none
465,iso_text,8415,0,0,False,none
465,exposure_text,6138,0,0,False,none
465,temp_text,8619,0,0,False,none
465,alt_text,82218,0,0,False,none
465,lean_indicator,104329,0,0,False,none
466,fit_distance_text,488040,0,0,False,none
466,iso_text,8415,0,0,False,none
466,exposure_text,6138,0,0,False,none
466,temp_text,8619,0,0,False,none
466,alt_text,82218,0,0,False,none
466,lean_indicator,104329,0,0,False,none
467,fit_distance_text,488040,0,0,False,none
467,iso_text,8415,0,0,False,none
467,exposure_text,6138,0,0,False,none
467,temp_text,8619,0,0,False,none
467,alt_text,82218,0,0,False,none
467,lean_indicator,104329,0,0,False,none
468,fit_distance_text,488040,0,0,False,none
468,iso_text,8415,0,0,False,none
468,exposure_text,6138,0,0,False,none
468,temp_text,8619,0,0,False,none
468,alt_text,82218,0,0,False,none
468,lean_indicator,104329,0,0,False,none
469,fit_distance_text,488040,0,0,False,none
469,iso_text,8415,0,0,False,none
469,exposure_text,6138,0,0,False,none
469,temp_text,8619,0,0,False,none
469,alt_text,82218,0,0,False,none
469,lean_indicator,104329,0,0,False,none
470,fit_distance_text,488040,0,0,False,none
470,iso_text,8415,0,0,False,none
470,exposure_text,6138,0,0,False,none
470,temp_text,8619,0,0,False,none
470,alt_text,82218,0,0,False,none
470,lean_indicator,104329,0,0,False,none
471,fit_distance_text,488040,0,0,False,none
471,iso_text,8415,0,0,False,none
471,exposure_text,6138,0,0,False,none
471,temp_text,8619,0,0,False,none
471,alt_text,82218,0,0,False,none
471,lean_indicator,104329,0,0,False,none
472,fit_distance_text,488040,0,0,False,none
472,iso_text,8415,0,0,False,none
472,exposure_text,6138,0,0,False,none
472,temp_text,8619,0,0,False,none
472,alt_text,82218,0,0,False,none
472,lean_indicator,104329,0,0,False,none
473,fit_distance_text,488040,0,0,False,none
473,iso_text,8415,0,0,False,none
473,exposure_text,6138,0,0,False,none
473,temp_text,8619,0,0,False,none
473,alt_text,82218,0,0,False,none
473,lean_indicator,104329,0,0,False,none
474,fit_distance_text,488040,0,0,False,none
474,iso_text,8415,0,0,False,none
474,exposure_text,6138,0,0,False,none
474,temp_text,8619,0,0,False,none
474,alt_text,82218,0,0,False,none
474,lean_indicator,104329,0,0,False,none
475,fit_distance_text,488040,0,0,False,none
475,iso_text,8415,0,0,False,none
475,exposure_text,6138,0,0,False,none
475,temp_text,8619,0,0,False,none
475,alt_text,82218,0,0,False,none
475,lean_indicator,104329,0,0,False,none
476,fit_distance_text,488040,0,0,False,none
476,iso_text,8415,0,0,False,none
476,exposure_text,6138,0,0,False,none
476,temp_text,8619,0,0,False,none
476,alt_text,82218,0,0,False,none
476,lean_indicator,104329,0,0,False,none
477,fit_distance_text,488040,0,0,False,none
477,iso_text,8415,0,0,False,none
477,exposure_text,6138,0,0,False,none
477,temp_text,8619,0,0,False,none
477,alt_text,82218,0,0,False,none
477,lean_indicator,104329,0,0,False,none
478,fit_distance_text,488040,0,0,False,none
478,iso_text,8415,0,0,False,none
478,exposure_text,6138,0,0,False,none
478,temp_text,8619,0,0,False,none
478,alt_text,82218,0,0,False,none
478,lean_indicator,104329,0,0,False,none
479,fit_distance_text,488040,0,0,False,none
479,iso_text,8415,0,0,False,none
479,exposure_text,6138,0,0,False,none
479,temp_text,8619,0,0,False,none
479,alt_text,82218,0,0,False,none
479,lean_indicator,104329,0,0,False,none
480,fit_distance_text,488040,0,0,False,none
480,iso_text,8415,0,0,False,none
480,exposure_text,6138,0,0,False,none
480,temp_text,8619,0,0,False,none
480,alt_text,82218,0,0,False,none
480,lean_indicator,104329,0,0,False,none
481,fit_distance_text,488040,0,0,False,none
481,iso_text,8415,0,0,False,none
481,exposure_text,6138,0,0,False,none
481,temp_text,8619,0,0,False,none
481,alt_text,82218,0,0,False,none
481,lean_indicator,104329,0,0,False,none
482,fit_distance_text,488040,0,0,False,none
482,iso_text,8415,0,0,False,none
482,exposure_text,6138,0,0,False,none
482,temp_text,8619,0,0,False,none
482,alt_text,82218,0,0,False,none
482,lean_indicator,104329,0,0,False,none
483,fit_distance_text,488040,0,0,False,none
483,iso_text,8415,0,0,False,none
483,exposure_text,6138,0,0,False,none
483,temp_text,8619,0,0,False,none
483,alt_text,82218,0,0,False,none
483,lean_indicator,104329,0,0,False,none
484,fit_distance_text,488040,0,0,False,none
484,iso_text,8415,0,0,False,none
484,exposure_text,6138,0,0,False,none
484,temp_text,8619,0,0,False,none
484,alt_text,82218,0,0,False,none
484,lean_indicator,104329,0,0,False,none
485,fit_distance_text,488040,0,0,False,none
485,iso_text,8415,0,0,False,none
485,exposure_text,6138,0,0,False,none
485,temp_text,8619,0,0,False,none
485,alt_text,82218,0,0,False,none
485,lean_indicator,104329,0,0,False,none
486,fit_distance_text,488040,0,0,False,none
486,iso_text,8415,0,0,False,none
486,exposure_text,6138,0,0,False,none
486,temp_text,8619,0,0,False,none
486,alt_text,82218,0,0,False,none
486,lean_indicator,104329,0,0,False,none
487,fit_distance_text,488040,0,0,False,none
487,iso_text,8415,0,0,False,none
487,exposure_text,6138,0,0,False,none
487,temp_text,8619,0,0,False,none
487,alt_text,82218,0,0,False,none
487,lean_indicator,104329,0,0,False,none
488,fit_distance_text,488040,0,0,False,none
488,iso_text,8415,0,0,False,none
488,exposure_text,6138,0,0,False,none
488,temp_text,8619,0,0,False,none
488,alt_text,82218,0,0,False,none
488,lean_indicator,104329,0,0,False,none
489,fit_distance_text,488040,0,0,False,none
489,iso_text,8415,0,0,False,none
489,exposure_text,6138,0,0,False,none
489,temp_text,8619,0,0,False,none
489,alt_text,82218,0,0,False,none
489,lean_indicator,104329,0,0,False,none
490,fit_distance_text,488040,0,0,False,none
490,iso_text,8415,0,0,False,none
490,exposure_text,6138,0,0,False,none
490,temp_text,8619,0,0,False,none
490,alt_text,82218,0,0,False,none
490,lean_indicator,104329,0,0,False,none
491,fit_distance_text,488040,0,0,False,none
491,iso_text,8415,0,0,False,none
491,exposure_text,6138,0,0,False,none
491,temp_text,8619,0,0,False,none
491,alt_text,82218,0,0,False,none
491,lean_indicator,104329,0,0,False,none
492,fit_distance_text,488040,0,0,False,none
492,iso_text,8415,0,0,False,none
492,exposure_text,6138,0,0,False,none
492,temp_text,8619,0,0,False,none
492,alt_text,82218,0,0,False,none
492,lean_indicator,104329,0,0,False,none
493,fit_distance_text,488040,0,0,False,none
493,iso_text,8415,0,0,False,none
493,exposure_text,6138,0,0,False,none
493,temp_text,8619,0,0,False,none
493,alt_text,82218,0,0,False,none
493,lean_indicator,104329,0,0,False,none
494,fit_distance_text,488040,0,0,False,none
494,iso_text,8415,0,0,False,none
494,exposure_text,6138,0,0,False,none
494,temp_text,8619,0,0,False,none
494,alt_text,82218,0,0,False,none
494,lean_indicator,104329,0,0,False,none
495,fit_distance_text,488040,0,0,False,none
495,iso_text,8415,0,0,False,none
495,exposure_text,6138,0,0,False,none
495,temp_text,8619,0,0,False,none
495,alt_text,82218,0,0,False,none
495,lean_indicator,104329,0,0,False,none
496,fit_distance_text,488040,0,0,False,none
496,iso_text,8415,0,0,False,none
496,exposure_text,6138,0,0,False,none
496,temp_text,8619,0,0,False,none
496,alt_text,82218,0,0,False,none
496,lean_indicator,104329,0,0,False,none
497,fit_distance_text,488040,0,0,False,none
497,iso_text,8415,0,0,False,none
497,exposure_text,6138,0,0,False,none
497,temp_text,8619,0,0,False,none
497,alt_text,82218,0,0,False,none
497,lean_indicator,104329,0,0,False,none
498,fit_distance_text,488040,0,0,False,none
498,iso_text,8415,0,0,False,none
498,exposure_text,6138,0,0,False,none
498,temp_text,8619,0,0,False,none
498,alt_text,82218,0,0,False,none
498,lean_indicator,104329,0,0,False,none
499,fit_distance_text,488040,0,0,False,none
499,iso_text,8415,0,0,False,none
499,exposure_text,6138,0,0,False,none
499,temp_text,8619,0,0,False,none
499,alt_text,82218,0,0,False,none
499,lean_indicator,104329,0,0,False,none
