frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,clear_prev_above,vp_chart_blend,chart_flush,vp_gauge_blend,gauge_flush,map_resample,vp_map_blend,map_flush1,map_flush2,above_blend,above_flush,flush_total,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,retries,submit_result,query_result,decoder_copy
0,0.1092,13.2187,0.0428,0.0085,0.034,0.0282,0.0024,0.0022,8.4119,13.1535,0.0138,0.0001,0.0537,4.0292,0.0304,0.0524,0.0064,0.0072,0.0811,0.0779,0.0041,0.0638,4.3044,0.0073,0.02,0.0336,3.2233,0.0085,0,16.5984,0,411553056,2147202016,0,0,116476604,1,0,1,0,0,0,24,0
1,0.0711,1.4331,0.7511,0.0033,0.7475,0.7406,0.0052,0.0009,0.2602,0.6549,0.0108,0.0071,0.0069,0.0778,0.0049,0.0315,0.0027,0.0031,0.1334,0.0472,0.0044,0.0553,0.3452,0.0054,0.0253,0.1669,6.6498,0.0281,0,8.3595,1,411553056,2147204128,1,0,116476604,2,0,1,0,0,0,24,0
2,0.0412,1.3475,0.6545,0.0027,0.6516,0.6438,0.0054,0.0011,0.2032,0.6746,0.0085,0.0043,0.0105,0.0623,0.0042,0.0381,0.004,0.0206,0.1248,0.1055,0.0054,0.0677,0.3984,0.0072,0.0176,0.0238,1.1477,1.0456,2.67,8.4416,2,411553056,2147210464,2,0,116476604,3,1,1,1,0,0,0,0
3,0.0757,2.0898,1.4201,0.0034,1.4162,1.4023,0.0101,0.0017,0.3453,0.6569,0.023,0.0146,0.0112,0.104,0.0052,0.0286,0.003,0.0034,0.0278,0.0346,0.0021,0.0466,0.2416,0.0031,0.011,0.0196,0.3716,0.2373,0.4072,3.4444,3,411553056,2147203424,0,0,116476604,4,2,1,1,0,0,0,0
4,0.0395,1.5663,0.6915,0.0028,0.6885,0.6806,0.0054,0.0011,0.2028,0.866,0.0085,0.0042,0.0053,0.0644,0.0032,0.0392,0.0022,0.0032,0.223,0.1519,0.0027,0.1492,0.6277,0.0029,0.0081,0.0129,32.1047,0.2519,0.35,34.5363,4,411553056,2147208352,1,0,116476604,5,3,1,1,0,0,0,0
5,0.0543,1.5319,0.8154,0.0055,0.8089,0.7997,0.0061,0.0013,0.2753,0.6979,0.0099,0.0057,0.0068,0.1023,0.0134,0.0641,0.0036,0.0029,0.0551,0.0526,0.0036,0.0862,0.3603,0.0086,0.0171,0.0258,1.8603,0.0256,0,3.506,5,411553056,2147200608,2,0,116476604,6,3,1,0,0,0,24,0
6,0.1166,2.0237,1.1575,0.0041,1.1522,1.1426,0.0071,0.0011,0.3967,0.8498,0.015,0.0093,0.0111,0.1181,0.0074,0.0632,0.0057,0.0055,0.0698,0.0642,0.0045,0.0677,0.383,0.0055,0.0153,0.0254,0.8124,0.1669,0.498,3.8373,6,411553056,2147194976,0,0,116476604,7,4,1,1,0,0,0,0
7,0.0406,2.0015,0.7055,0.0027,0.7026,0.6981,0.0031,0.0009,0.1945,1.2703,0.0066,0.0045,0.0064,0.2834,0.0069,0.2295,0.006,0.0049,0.1784,0.1832,0.0041,0.1531,1.0276,0.0046,0.0109,0.0166,30.9739,0.3662,0.4511,34.1592,7,411553056,2147206944,1,0,116476604,8,5,1,1,0,0,0,0
8,0.0539,2.0332,1.0757,0.0024,1.0729,1.0633,0.0076,0.0011,0.3305,0.9384,0.0108,0.0074,0.0115,0.1766,0.0147,0.1175,0.0048,0.0036,0.1138,0.0622,0.0023,0.0668,0.5369,0.0089,0.0177,0.0278,2.767,0.0559,0,4.9509,0,411553056,2147202016,2,0,116476604,9,5,1,0,0,0,24,0
9,0.2493,3.9777,2.2567,0.0388,2.2162,2.1823,0.0257,0.0033,0.5377,1.693,0.0138,0.0095,0.016,0.3142,0.0173,0.1669,0.0266,0.0109,0.2344,0.1986,0.0121,0.1102,1.0243,0.0083,0.0255,0.0374,1.3657,0.3958,0.4611,6.786,1,411553056,2147204128,0,0,116476604,10,6,1,1,0,0,0,0
10,0.0389,1.4251,0.6382,0.0024,0.6356,0.6289,0.005,0.001,0.3092,0.7723,0.0103,0.0068,0.0138,0.1562,0.0104,0.0618,0.0062,0.005,0.0661,0.053,0.0038,0.0565,0.3936,0.0052,0.0131,0.0225,1.5002,0.0304,0,3.0258,2,411553056,2147210464,1,0,116476604,11,6,1,0,0,0,24,0
11,0.1272,1.5801,1.0126,0.013,0.9991,0.9826,0.0125,0.0018,0.1971,0.5513,0.0074,0.0052,0.0053,0.0655,0.0047,0.0373,0.0032,0.0041,0.042,0.11,0.003,0.0597,0.3145,0.0033,0.0151,0.0237,0.5672,0.1895,0.3517,3.0747,3,411553056,2147203424,2,0,116476604,12,7,1,1,0,0,0,0
12,0.0665,1.5021,0.8474,0.0037,0.8434,0.8307,0.0096,0.0017,0.3117,0.6472,0.0112,0.0065,0.0085,0.085,0.0048,0.0429,0.0045,0.0062,0.0529,0.047,0.0031,0.0538,0.2816,0.0036,0.0069,0.0293,0.3661,0.1582,0.3276,2.6124,4,411553056,2147208352,0,0,116476604,13,8,1,1,0,0,0,0
13,0.0459,1.6552,0.7493,0.0029,0.7462,0.7378,0.006,0.0012,0.3604,0.8902,0.0119,0.0071,0.0148,0.1593,0.0122,0.0681,0.0075,0.0072,0.0941,0.0633,0.0046,0.0658,0.4506,0.0062,0.0145,0.0256,0.3429,0.2414,0.41,2.9503,5,411553056,2147200608,1,0,116476604,14,9,1,1,0,0,0,0
14,0.0382,1.2539,0.6723,0.0022,0.6699,0.6622,0.0062,0.001,0.1996,0.5657,0.0082,0.0049,0.0065,0.118,0.0049,0.0421,0.0047,0.0062,0.0545,0.0552,0.0035,0.0499,0.3197,0.0031,0.0141,0.0259,0.264,0.1499,0.3635,2.2559,6,411553056,2147194976,2,0,116476604,15,10,1,1,0,0,0,0
15,0.0404,1.7877,0.7812,0.0026,0.7782,0.7677,0.0081,0.0014,0.334,0.9914,0.0131,0.0075,0.0104,0.161,0.009,0.1523,0.0109,0.0088,0.1154,0.0945,0.0024,0.0585,0.5817,0.0054,0.0142,0.0247,1.2304,0.6276,1.2033,5.7524,7,411553056,2147206944,0,0,116476604,16,11,1,1,0,0,0,0
16,0.0458,1.3395,0.6433,0.0026,0.6405,0.6332,0.0055,0.0012,0.2157,0.6668,0.0093,0.009,0.0115,0.1458,0.0069,0.0705,0.0071,0.0044,0.0747,0.0523,0.0031,0.0467,0.39,0.0033,0.0145,0.0299,0.7079,0.5206,0.3653,3.3488,0,411553056,2147202016,1,0,116476604,17,12,1,1,0,0,0,0
17,0.0457,1.6005,0.6815,0.0027,0.6786,0.6687,0.008,0.0008,0.2373,0.881,0.0089,0.0058,0.0085,0.1476,0.0079,0.1425,0.0183,0.0062,0.1781,0.0486,0.0047,0.0526,0.5694,0.0051,0.0214,0.0318,0.4912,0.4317,0.4742,3.4365,1,411553056,2147204128,2,0,116476604,18,13,1,1,0,0,0,0
18,0.0477,1.3665,0.6953,0.0027,0.692,0.6847,0.0054,0.0013,0.2084,0.6372,0.008,0.0045,0.0077,0.1495,0.0069,0.0816,0.004,0.003,0.0622,0.0451,0.0026,0.0448,0.3832,0.0035,0.0155,0.0222,0.648,0.0377,0,2.1331,2,411553056,2147210464,0,0,116476604,19,13,1,0,0,0,24,0
19,0.0487,1.2187,0.6993,0.0031,0.6958,0.6831,0.0099,0.0015,0.2128,0.4932,0.01,0.0056,0.0105,0.0997,0.0061,0.0357,0.0037,0.0039,0.0362,0.0306,0.0021,0.0287,0.2309,0.0032,0.0143,0.0268,0.525,0.1433,0.3046,2.4339,3,411553056,2147203424,1,0,116476604,20,14,1,1,0,0,0,0
20,0.0413,1.4962,0.702,0.0028,0.699,0.6895,0.0069,0.0012,0.2886,0.7708,0.0111,0.0073,0.0145,0.1461,0.0114,0.0701,0.0079,0.0064,0.0662,0.0645,0.005,0.0595,0.4064,0.0052,0.0123,0.0179,0.329,0.195,0.5979,2.881,4,411553056,2147208352,2,0,116476604,21,15,1,1,0,0,0,0
21,0.0412,1.3708,0.838,0.0028,0.835,0.8275,0.0052,0.0011,0.2194,0.5053,0.0076,0.0048,0.0096,0.0841,0.017,0.0391,0.0042,0.0048,0.0344,0.0337,0.0024,0.0345,0.2258,0.0049,0.0176,0.0289,0.3409,0.1517,0.2317,2.3016,5,411553056,2147200608,0,0,116476604,22,16,1,1,0,0,0,0
22,0.0444,1.5717,0.7037,0.0023,0.7011,0.6914,0.0069,0.0015,0.3361,0.8479,0.0118,0.0082,0.0136,0.1769,0.0118,0.0711,0.0065,0.0059,0.0661,0.0625,0.0048,0.0585,0.4351,0.0057,0.0119,0.021,0.2696,0.1949,0.403,2.7381,6,411553056,2147194976,1,0,116476604,23,17,1,1,0,0,0,0
23,0.0663,1.8603,1.0299,0.0048,1.0245,1.0145,0.0078,0.0009,0.3001,0.8067,0.0224,0.0166,0.0102,0.1424,0.022,0.0928,0.0087,0.0047,0.0512,0.0706,0.0042,0.0457,0.4027,0.0037,0.0123,0.024,0.2948,0.2609,0.4415,3.207,7,411553056,2147206944,2,0,116476604,24,18,1,1,0,0,0,0
24,0.0509,1.2278,0.6534,0.0024,0.6507,0.643,0.0057,0.001,0.1984,0.5516,0.0225,0.0043,0.005,0.148,0.0074,0.039,0.0096,0.0045,0.0372,0.0328,0.0022,0.0321,0.2891,0.0041,0.0029,0.0286,0.4863,0.3102,1.245,3.7498,0,411553056,2147202016,0,0,116476604,25,19,1,1,0,0,0,0
25,0.0443,1.4487,0.8131,0.0026,0.8103,0.8032,0.005,0.0011,0.1912,0.6119,0.0085,0.005,0.0058,0.0802,0.0054,0.0812,0.0106,0.0065,0.0829,0.0599,0.0044,0.0593,0.3635,0.0055,0.0098,0.0334,0.3461,0.2329,0.311,2.6194,1,411553056,2147204128,1,0,116476604,26,20,1,1,0,0,0,0
26,0.0397,1.6782,0.7052,0.0026,0.7022,0.6949,0.0051,0.0011,0.371,0.9474,0.0182,0.0129,0.0176,0.1528,0.0112,0.0672,0.0066,0.0055,0.0596,0.0595,0.0046,0.1412,0.4803,0.0108,0.0157,0.0239,0.3522,0.1827,0.3955,2.9002,2,411553056,2147210464,2,0,116476604,27,21,1,1,0,0,0,0
