frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,clear_prev_above,vp_chart_blend,chart_flush,vp_gauge_blend,gauge_flush,map_resample,vp_map_blend,map_flush1,map_flush2,above_blend,above_flush,flush_total,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,retries,submit_result,query_result,decoder_copy
0,0.7834,20.2252,0.1916,0.0456,0.1315,0.0988,0.0228,0.006,12.5524,20.0187,0.0375,0.0001,0.0304,6.7714,0.0153,0.0837,0.0056,0.0063,0.0881,0.1019,0.0028,0.067,7.1121,0.0092,0.0137,0.0511,5.9436,0.0909,0,27.1084,0,2147204128,2139218144,0,0,116476604,1,0,1,0,0,0,24,0
1,0.0497,1.6369,0.7342,0.0037,0.7302,0.7189,0.0082,0.0016,0.257,0.8867,0.0121,0.0074,0.0105,0.1768,0.0117,0.1012,0.0224,0.009,0.1242,0.0778,0.0066,0.0551,0.5351,0.0054,0.015,0.0222,5.9128,0.4748,2.6286,11.478,1,2147204128,2139218848,1,0,116476604,2,1,1,1,0,0,0,0
2,0.0673,7.1905,2.3013,0.0026,2.2984,2.2406,0.0452,0.0068,1.4829,4.8389,0.0534,0.0321,0.0972,0.687,0.044,0.6313,0.0612,0.0189,0.3526,0.656,0.0366,0.6037,2.9306,0.0437,0.0476,0.0565,1.9986,0.0219,0,9.3425,2,2147204128,2139220256,2,0,116476604,3,1,1,0,0,0,24,0
3,0.0488,2.1563,0.9462,0.0022,0.9437,0.9345,0.0071,0.001,0.3458,1.1972,0.0137,0.0066,0.01,0.148,0.0061,0.1479,0.0054,0.0083,0.1225,0.0693,0.0036,0.3,0.7877,0.0037,0.0117,0.0187,0.8931,0.1642,0.3017,3.7032,3,2147204128,2147196384,0,0,116476604,4,2,1,1,0,0,0,0
4,0.1184,1.9174,1.1378,0.005,1.1322,1.121,0.0086,0.0013,0.3228,0.76,0.0106,0.0054,0.0081,0.0989,0.0063,0.0478,0.0044,0.0048,0.0548,0.0639,0.0034,0.1118,0.3772,0.0118,0.0181,0.0239,1.7352,0.298,0.6453,5.0919,4,2147204128,2147207648,1,0,116476604,5,3,1,1,0,0,0,0
5,0.0723,2.435,1.2391,0.0039,1.2348,1.2203,0.0111,0.0018,0.3879,1.1683,0.0211,0.0136,0.0113,0.2965,0.0314,0.1074,0.0107,0.0039,0.152,0.0523,0.0028,0.0571,0.6653,0.0055,0.0254,0.0316,0.4328,0.2838,0.4003,3.8722,5,2147204128,2147195680,2,0,116476604,6,4,1,1,0,0,0,0
6,0.2112,5.8783,3.6191,0.0311,3.556,3.5218,0.0259,0.0041,0.674,2.2127,0.0183,0.0118,0.0208,0.2778,0.0229,0.1627,0.0093,0.0196,0.189,0.1128,0.0061,0.6609,1.4032,0.0132,0.0412,0.0571,1.0791,0.2747,0.3436,8.0034,6,2147204128,2147203424,0,0,116476604,7,5,1,1,0,0,0,0
7,0.0971,1.9692,1.0666,0.004,1.0621,1.051,0.0083,0.0014,0.3394,0.8862,0.0131,0.0075,0.0111,0.0818,0.0049,0.1056,0.0157,0.0045,0.0889,0.0852,0.0046,0.1122,0.4737,0.0038,0.0147,0.0234,0.627,0.0066,0,2.7279,7,2147204128,2147201312,1,0,116476604,8,5,1,0,0,0,24,0
8,0.0655,2.1676,0.8412,0.003,0.8377,0.8277,0.0072,0.0014,0.1982,1.2908,0.0092,0.0057,0.0058,0.1061,0.0047,0.5124,0.0224,0.0131,0.2809,0.0732,0.0041,0.0388,1.0114,0.0081,0.0325,0.036,1.3036,0.3531,0.3211,4.4465,0,2147204128,2139218144,2,0,116476604,9,6,1,1,0,0,0,0
9,0.2108,5.0768,2.5099,0.027,2.4817,2.453,0.0223,0.0032,0.7479,2.5412,0.0188,0.0095,0.0167,0.4204,0.0452,0.2233,0.0073,0.0068,0.1053,0.1512,0.0149,0.748,1.6482,0.011,0.0232,0.0306,1.5567,0.2856,0.357,7.6868,1,2147204128,2139218848,0,0,116476604,10,7,1,1,0,0,0,0
10,0.0571,1.7926,0.9917,0.0029,0.9884,0.9785,0.0076,0.001,0.4051,0.7768,0.0098,0.0057,0.0077,0.0788,0.0059,0.0471,0.0046,0.0046,0.0433,0.0415,0.0031,0.0984,0.3091,0.0148,0.0227,0.0305,0.4928,0.2903,0.4792,3.3588,2,2147204128,2139220256,1,0,116476604,11,8,1,1,0,0,0,0
11,0.0809,1.4667,0.8994,0.0043,0.8945,0.8861,0.0061,0.001,0.2327,0.5572,0.0122,0.0054,0.0062,0.0922,0.0048,0.0502,0.0034,0.0043,0.0482,0.0439,0.0034,0.0428,0.2773,0.0037,0.0093,0.0198,0.2699,0.1634,0.1747,2.264,3,2147204128,2147196384,2,0,116476604,12,9,1,1,0,0,0,0
12,0.0925,2.2076,1.2264,0.0066,1.2191,1.2062,0.0102,0.0014,0.3375,0.9568,0.0132,0.0076,0.0119,0.1487,0.0062,0.0634,0.0042,0.0046,0.0818,0.1437,0.0184,0.0999,0.5375,0.0079,0.0221,0.0309,0.4883,0.5069,0.8889,4.4698,4,2147204128,2147207648,0,0,116476604,13,10,1,1,0,0,0,0
13,0.0719,1.423,0.7869,0.0037,0.7827,0.7743,0.006,0.001,0.2325,0.6104,0.0108,0.0053,0.006,0.0918,0.0064,0.0445,0.0049,0.0074,0.0629,0.0543,0.0042,0.0658,0.3193,0.0051,0.0241,0.0399,0.5867,0.3532,1.3589,4.3066,5,2147204128,2147195680,1,0,116476604,14,11,1,1,0,0,0,0
