frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,clear_prev_above,vp_chart_blend,chart_flush,vp_gauge_blend,gauge_flush,map_resample,vp_map_blend,map_flush1,map_flush2,above_blend,above_flush,flush_total,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,retries,submit_result,query_result,decoder_copy
25,0.0581,2.1921,1.0374,0.0041,1.033,1.0211,0.0081,0.0027,0.4675,1.1257,0.0217,0.0103,0.0137,0.2378,0.0067,0.1088,0.0054,0.0044,0.0666,0.0864,0.0029,0.0817,0.5813,0.0038,0.0098,0.0359,0.5326,0.3367,0.3596,3.7852,1,411550944,2147202016,1,0,116476604,26,20,1,1,0,0,0,0
26,0.0803,3.0738,2.3864,0.0066,2.379,2.3605,0.0114,0.0031,0.362,0.6668,0.0113,0.0065,0.0113,0.0779,0.005,0.0398,0.0035,0.0041,0.0467,0.0428,0.003,0.0441,0.2513,0.0037,0.0118,0.019,0.2698,0.1662,0.2049,3.9558,2,411550944,2147202720,2,0,116476604,27,21,1,1,0,0,0,0
27,0.0523,1.5867,0.9202,0.0025,0.9175,0.9105,0.0046,0.0013,0.2068,0.6482,0.0081,0.0049,0.007,0.1087,0.0178,0.0562,0.0049,0.0048,0.0684,0.0596,0.0037,0.0856,0.3785,0.0053,0.0089,0.0184,0.259,0.149,0.2719,2.5551,3,411550944,2147197088,0,0,116476604,28,22,1,1,0,0,0,0
28,0.0446,1.4784,0.8954,0.0027,0.8924,0.8868,0.004,0.0008,0.3459,0.5682,0.0071,0.0051,0.0059,0.0573,0.0028,0.0269,0.0032,0.0025,0.0396,0.0308,0.0017,0.0346,0.1892,0.0024,0.0067,0.0208,0.2426,0.2365,0.2398,2.4768,4,411550944,2147194976,1,0,116476604,29,23,1,1,0,0,0,0
29,0.1862,5.8934,2.9939,0.0188,2.9743,2.9417,0.0232,0.0059,1.023,2.8468,0.0368,0.0217,0.0421,0.434,0.0199,0.239,0.0133,0.0181,0.1956,0.2322,0.0275,0.5064,1.6072,0.0173,0.0289,0.0534,0.9249,0.4822,0.4744,8.327,5,411550944,2147206944,2,0,116476604,30,24,1,1,0,0,0,0
30,0.1039,3.0979,1.3478,0.0116,1.3354,1.3179,0.0135,0.0025,0.5685,1.7203,0.0154,0.0098,0.0214,0.6047,0.0108,0.1006,0.0068,0.0057,0.1081,0.1258,0.0049,0.121,1.0602,0.0085,0.0168,0.0269,0.5261,0.3323,0.4893,4.8812,6,411550944,2147197792,0,0,116476604,31,25,1,1,0,0,0,0
31,0.0498,1.8129,0.7914,0.0035,0.7877,0.78,0.0059,0.0013,0.3112,1.002,0.0177,0.0121,0.0119,0.1895,0.0193,0.1436,0.0081,0.0039,0.0831,0.0907,0.006,0.0875,0.5944,0.0042,0.0114,0.0183,0.3385,0.1804,0.2968,2.864,7,411550944,2147210464,1,0,116476604,32,26,1,1,0,0,0,0
32,0.0759,1.7318,0.9978,0.009,0.9884,0.9759,0.0099,0.0014,0.3433,0.7134,0.0134,0.0081,0.0116,0.0986,0.0044,0.058,0.0029,0.0033,0.0472,0.0442,0.002,0.0676,0.3156,0.0046,0.0094,0.0174,0.307,0.322,0.4082,3.0711,0,411550944,2147199200,2,0,116476604,33,27,1,1,0,0,0,0
33,0.0392,1.356,0.8275,0.0025,0.8248,0.8151,0.0064,0.0015,0.1916,0.505,0.0088,0.005,0.0062,0.0661,0.004,0.0362,0.0035,0.0069,0.0557,0.0581,0.0033,0.0515,0.2676,0.004,0.0112,0.0245,0.2754,0.2034,0.2389,2.2785,1,411550944,2147202016,0,0,116476604,34,28,1,1,0,0,0,0
34,0.0396,1.6805,0.8005,0.0022,0.7981,0.7927,0.0037,0.001,0.28,0.8665,0.0125,0.0057,0.0091,0.191,0.0057,0.086,0.0039,0.0032,0.1592,0.0624,0.0025,0.0371,0.5357,0.0033,0.0069,0.017,0.3294,0.4034,1.6033,4.9811,2,411550944,2147202720,1,0,116476604,35,29,1,1,0,0,0,0
