frame,map_gpu_ms,chart_gpu_ms,gauge_gpu_ms,lean_gpu_ms,final_gpu_ms
1065,0.0014,0.00175,0.00165,0.035,8.77503
1066,0.00028,0.00028,0.00032,0.035,4.16036
1067,0.00084,0.00072,0.0008,0.035,6.21621
1068,0.00044,0.00044,0.00044,0.035,5.53018
1069,0.00112,0.00072,0.00072,0.035,5.9798
1070,0.00048,0.00044,0.00052,0.035,5.57975
1071,0.00036,0.00036,0.0004,0.035,4.34504
1072,0.00068,0.00044,0.00052,0.035,4.94964
1073,0.00036,0.00032,0.00032,0.035,4.19884
1074,0.00044,0.00044,0.00044,0.035,5.03742
1075,0.00052,0.00044,0.00044,0.035,5.29132
1076,0.00096,0.00068,0.00096,0.035,6.13791
1077,0.00052,0.00044,0.00044,0.035,5.43423
1078,0.0004,0.00036,0.00036,0.035,6.42796
1079,0.00056,0.00056,0.00052,0.035,4.84904
1080,0.00028,0.00028,0.00028,0.035,10.1438
1081,0.0004,0.00032,0.00036,0.035,5.75778
1082,0.00028,0.00028,0.00028,0.035,5.87377
1083,0.00036,0.00036,0.00036,0.035,4.82212
1084,0.00032,0.00032,0.00036,0.035,5.61912
1085,0.00048,0.0004,0.00048,0.035,6.05446
1086,0.00028,0.00032,0.00032,0.035,4.49656
1087,0.00076,0.00064,0.00072,0.035,6.48201
1088,0.00048,0.00044,0.00052,0.035,5.10257
1089,0.0004,0.00032,0.00036,0.035,4.57688
1090,0.0016,0.0014,0.0015,0.035,7.15629
1091,0.00024,0.00024,0.00024,0.035,3.66664
1092,0.00036,0.00036,0.00032,0.035,3.73784
1093,0.00024,0.00028,0.00028,0.035,4.1552
1094,0.0013,0.00135,0.0013,0.035,5.08963
1095,0.00036,0.00032,0.00032,0.035,4.50232
1096,0.00032,0.00032,0.00036,0.035,4.18728
1097,0.00032,0.00032,0.00032,0.035,4.09972
1098,0.0015,0.0015,0.00175,0.035,6.94528
1099,0.00028,0.00028,0.00028,0.035,3.79244
1100,0.00092,0.00028,0.00032,0.035,3.98608
1101,0.00048,0.00032,0.0004,0.035,3.873
1102,0.00032,0.00028,0.00028,0.035,4.19912
1103,0.00036,0.00036,0.0004,0.035,4.29244
1104,0.00044,0.00028,0.00044,0.035,3.83136
1105,0.00032,0.00024,0.00028,0.035,4.04964
1106,0.00084,0.00064,0.00096,0.035,5.53762
1107,0.00052,0.0004,0.00036,0.035,4.07236
1108,0.00044,0.00044,0.00052,0.035,5.10532
1109,0.00048,0.00044,0.00052,0.035,4.85909
1110,0.00088,0.00064,0.00068,0.035,6.372
1111,0.00032,0.00028,0.00032,0.035,3.89892
1112,0.00032,0.00032,0.00032,0.035,4.37348
1113,0.00048,0.0004,0.00036,0.035,4.00132
1114,0.00028,0.00032,0.00032,0.035,3.81332
1115,0.00044,0.00044,0.00052,0.035,4.94776
1116,0.00064,0.00052,0.00048,0.035,5.2759
1117,0.00032,0.00032,0.00032,0.035,4.35856
1118,0.00032,0.00028,0.00032,0.035,3.63852
1119,0.00024,0.00024,0.00024,0.035,3.62744
1120,0.00056,0.00044,0.00044,0.035,5.19189
1121,0.00056,0.00044,0.00048,0.035,5.20531
1122,0.00036,0.00032,0.00032,0.035,4.24816
1123,0.00048,0.00032,0.00032,0.035,4.22472
1124,0.00044,0.0004,0.00048,0.035,4.23788
1125,0.00048,0.00044,0.00052,0.035,5.02981
1126,0.00044,0.00044,0.00052,0.035,5.7573
1127,0.00032,0.00032,0.00032,0.035,4.19376
1128,0.00064,0.0006,0.00076,0.035,5.65542
1129,0.00028,0.00028,0.00032,0.035,3.87524
1130,0.00032,0.00036,0.00028,0.035,3.82948
1131,0.0006,0.00052,0.00048,0.035,5.40741
1132,0.00064,0.0006,0.00068,0.035,6.14851
1133,0.00032,0.00028,0.00028,0.035,4.07364
1134,0.0017,0.00155,0.00145,0.035,6.78113
1135,0.00032,0.00028,0.00032,0.035,9.73197
1136,0.00036,0.00032,0.00036,0.035,4.3976
1137,0.00096,0.00064,0.00072,0.035,5.79787
1138,0.0015,0.0013,0.00155,0.035,8.98965
1139,0.0014,0.00175,0.00165,0.035,7.19253
1140,0.00048,0.0006,0.00044,0.035,5.41623
1141,0.00135,0.0017,0.00145,0.035,7.97167
1142,0.00072,0.00072,0.00096,0.035,6.60735
1143,0.00028,0.00028,0.00032,0.035,4.02452
1144,0.00185,0.0016,0.00165,0.035,6.42917
1145,0.0008,0.00064,0.001,0.035,5.58915
1146,0.0015,0.00185,0.0016,0.035,8.33705
1147,0.00044,0.00044,0.00048,0.035,5.42012
1148,0.00032,0.00028,0.00032,0.035,5.20106
1149,0.00028,0.00024,0.00032,0.035,4.4298
1150,0.00048,0.00048,0.00052,0.035,5.091
1151,0.00032,0.00032,0.00036,0.035,3.77668
1152,0.0017,0.00155,0.0016,0.035,7.0366
1153,0.0006,0.00048,0.00072,0.035,5.42397
1154,0.0006,0.00044,0.00068,0.035,5.21196
1155,0.0013,0.0016,0.00175,0.035,7.52658
1156,0.0006,0.0006,0.0006,0.035,5.50084
1157,0.00044,0.00044,0.00048,0.035,5.60691
1158,0.00048,0.00064,0.00052,0.035,5.5149
1159,0.00048,0.00044,0.00048,0.035,5.65826
1160,0.00044,0.00048,0.0004,0.035,6.2144
1161,0.00072,0.0006,0.00072,0.035,5.53536
1162,0.00044,0.0004,0.00052,0.035,5.16094
1163,0.00048,0.00052,0.00048,0.035,4.53776
1164,0.0006,0.00048,0.00052,0.035,5.2098
1165,0.0006,0.0006,0.00072,0.035,5.31678
1166,0.00028,0.00024,0.00032,0.035,4.8486
1167,0.00044,0.00044,0.00048,0.035,5.71993
1168,0.00048,0.00044,0.00068,0.035,5.28277
1169,0.00084,0.00064,0.00096,0.035,5.99725
1170,0.0006,0.00048,0.00056,0.035,5.15549
1171,0.00044,0.0004,0.00044,0.035,4.52589
1172,0.00072,0.00072,0.00072,0.035,5.94122
1173,0.00044,0.0004,0.00052,0.035,7.74603
1174,0.00044,0.0004,0.00048,0.035,5.28185
1175,0.00076,0.00088,0.0006,0.035,4.38268
1176,0.00064,0.00068,0.00048,0.035,5.53824
1177,0.00044,0.0004,0.00052,0.035,4.98809
1178,0.00068,0.0006,0.0006,0.035,5.63977
1179,0.0004,0.00028,0.00032,0.035,3.93052
1180,0.00068,0.00072,0.00076,0.035,5.97354
1181,0.00052,0.00052,0.00048,0.035,5.42012
1182,0.00036,0.00036,0.00036,0.035,4.12108
1183,0.00048,0.00048,0.00052,0.035,5.65774
1184,0.00064,0.00048,0.00048,0.035,5.09276
1185,0.00052,0.00052,0.00048,0.035,5.17993
1186,0.00044,0.00044,0.00052,0.035,5.25998
1187,0.00135,0.00145,0.00145,0.035,8.953
1188,0.0013,0.0013,0.00135,0.035,5.35457
1189,0.0004,0.0004,0.00044,0.035,11.2006
1190,0.00036,0.00032,0.0004,0.035,4.28524
1191,0.0004,0.00048,0.00044,0.035,4.33996
1192,0.00032,0.00028,0.00036,0.035,5.0915
1193,0.00032,0.00036,0.00032,0.035,3.69816
1194,0.00024,0.00024,0.00028,0.035,3.64368
1195,0.00036,0.00032,0.00032,0.035,4.54036
1196,0.00024,0.00028,0.00028,0.035,10.2537
1197,0.0004,0.00036,0.0004,0.035,11.5799
1198,0.00044,0.00044,0.00052,0.035,5.51532
1199,0.00032,0.00024,0.00032,0.035,5.89944
1200,0.00028,0.00028,0.00036,0.035,4.03992
1201,0.00036,0.00032,0.00032,0.035,4.07456
1202,0.0006,0.0006,0.00064,0.035,4.57485
1203,0.0006,0.00052,0.00052,0.035,4.1304
1204,0.00036,0.00024,0.00024,0.035,4.08584
1205,0.00036,0.00036,0.0004,0.035,4.32464
1206,0.00032,0.00028,0.00032,0.035,4.70888
1207,0.00052,0.00032,0.00032,0.035,12.1038
1208,0.00072,0.00088,0.00064,0.035,3.59726
1209,0.00028,0.00032,0.00032,0.035,4.2084
1210,0.00032,0.0004,0.00024,0.035,4.0116
1211,0.0004,0.00028,0.00036,0.035,4.21584
1212,0.00056,0.00056,0.00044,0.035,4.90852
1213,0.00032,0.00032,0.00032,0.035,4.1752
1214,0.00036,0.00036,0.0004,0.035,4.83164
1215,0.00088,0.00072,0.0008,0.035,6.13252
1216,0.00044,0.00044,0.00048,0.035,4.5004
1217,0.00024,0.00028,0.00024,0.035,3.77648
1218,0.00044,0.00032,0.00036,0.035,4.48252
1219,0.00028,0.00028,0.00032,0.035,4.0272
1220,0.0004,0.00032,0.00036,0.035,4.38604
1221,0.00036,0.00036,0.00032,0.035,3.99372
1222,0.00028,0.00028,0.00028,0.035,3.82788
1223,0.00024,0.00028,0.00024,0.035,3.86828
1224,0.00044,0.0004,0.00048,0.035,4.33332
1225,0.00044,0.00044,0.00052,0.035,5.2184
1226,0.00028,0.00032,0.00032,0.035,4.0028
1227,0.00032,0.00028,0.00036,0.035,5.71422
1228,0.00032,0.00028,0.00032,0.035,4.55464
1229,0.00064,0.00044,0.00052,0.035,4.89904
1230,0.00032,0.00036,0.00056,0.035,5.61779
1231,0.00052,0.00048,0.00044,0.035,5.08356
1232,0.00048,0.00044,0.00076,0.035,5.39714
1233,0.00036,0.00036,0.00036,0.035,6.66784
1234,0.00036,0.00032,0.00036,0.035,4.1702
1235,0.0004,0.00028,0.00036,0.035,4.193
1236,0.00036,0.00036,0.00036,0.035,5.07506
1237,0.00024,0.00028,0.00028,0.035,4.80163
1238,0.00036,0.00036,0.00028,0.035,4.39692
1239,0.00028,0.00028,0.00032,0.035,3.76124
1240,0.00028,0.00028,0.00032,0.035,3.956
1241,0.00028,0.00028,0.00028,0.035,3.65772
1242,0.00064,0.00052,0.00052,0.035,5.36888
1243,0.00044,0.00044,0.00052,0.035,5.31394
1244,0.00036,0.00032,0.00032,0.035,5.33383
1245,0.00044,0.00044,0.00048,0.035,4.90689
1246,0.00044,0.00044,0.00044,0.035,5.51763
1247,0.00076,0.0004,0.00028,0.035,3.98428
1248,0.0006,0.00056,0.00048,0.035,5.29213
1249,0.00036,0.00036,0.0004,0.035,4.13536
1250,0.00036,0.00032,0.00032,0.035,4.256
1251,0.00032,0.00032,0.00032,0.035,3.89384
1252,0.00024,0.00028,0.00028,0.035,4.02484
1253,0.0019,0.00145,0.0015,0.035,6.73396
1254,0.00028,0.00028,0.00036,0.035,4.37536
1255,0.00032,0.00032,0.00032,0.035,4.14012
1256,0.00032,0.00028,0.00032,0.035,4.6044
1257,0.00028,0.00028,0.00036,0.035,3.8252
1258,0.00032,0.00028,0.00032,0.035,3.91136
1259,0.00028,0.00024,0.00024,0.035,3.43696
1260,0.00028,0.00024,0.00028,0.035,4.29096
1261,0.00056,0.00052,0.00048,0.035,4.45584
1262,0.00028,0.00028,0.00036,0.035,4.80252
1263,0.00056,0.00036,0.0004,0.035,5.41111
1264,0.00032,0.00036,0.0004,0.035,5.03995
1265,0.00028,0.00024,0.00032,0.035,3.90952
1266,0.00028,0.00024,0.00028,0.035,3.6858
1267,0.00032,0.00028,0.00036,0.035,4.04708
1268,0.00036,0.00028,0.00028,0.035,10.6644
1269,0.00028,0.00028,0.00028,0.035,3.86592
1270,0.00036,0.00032,0.00032,0.035,4.76268
1271,0.00032,0.00032,0.0004,0.035,4.56052
1272,0.00064,0.00044,0.00048,0.035,4.37828
1273,0.00032,0.00032,0.0004,0.035,4.29792
1274,0.00048,0.00036,0.00032,0.035,4.64728
1275,0.00032,0.00032,0.00036,0.035,4.0638
1276,0.00052,0.00044,0.00072,0.035,4.86933
1277,0.00028,0.00028,0.00032,0.035,4.0412
1278,0.00048,0.00044,0.00052,0.035,5.48801
1279,0.0004,0.00036,0.0004,0.035,4.38756
1280,0.00044,0.00036,0.0004,0.035,3.95584
1281,0.00036,0.00032,0.00036,0.035,4.23652
1282,0.00048,0.0004,0.00056,0.035,4.39616
1283,0.00032,0.00032,0.00032,0.035,4.13488
1284,0.00068,0.00064,0.00072,0.035,6.24785
1285,0.00044,0.00032,0.00036,0.035,4.33872
1286,0.0017,0.00145,0.00155,0.035,6.99758
1287,0.00048,0.00036,0.00036,0.035,10.2674
1288,0.00048,0.00048,0.00052,0.035,5.11104
1289,0.00032,0.00032,0.00032,0.035,5.1812
1290,0.00048,0.0004,0.00052,0.035,3.83816
1291,0.00032,0.00028,0.00036,0.035,3.77116
1292,0.00048,0.0004,0.0004,0.035,4.57516
1293,0.00032,0.00032,0.00036,0.035,4.14896
1294,0.00036,0.00024,0.00028,0.035,8.49072
1295,0.0004,0.00044,0.00048,0.035,4.9977
1296,0.00032,0.00032,0.00036,0.035,3.95236
1297,0.00044,0.00044,0.00052,0.035,5.38378
1298,0.00052,0.00044,0.00048,0.035,5.3438
1299,0.00036,0.00032,0.00032,0.035,4.0218
1300,0.00044,0.00044,0.00052,0.035,5.66286
1301,0.00084,0.00068,0.00076,0.035,6.74031
1302,0.00032,0.00028,0.00032,0.035,4.00756
1303,0.00056,0.00044,0.00068,0.035,5.14309
1304,0.00028,0.00024,0.00024,0.035,3.67624
1305,0.0004,0.00036,0.0004,0.035,4.45816
1306,0.00032,0.00028,0.00028,0.035,5.46955
1307,0.0004,0.00032,0.00036,0.035,4.21092
1308,0.00032,0.00032,0.00032,0.035,4.0668
1309,0.00072,0.00048,0.00048,0.035,4.29612
1310,0.0004,0.0004,0.00044,0.035,4.348
1311,0.0004,0.00036,0.0004,0.035,6.18671
1312,0.00028,0.00032,0.00036,0.035,3.90852
1313,0.00036,0.00032,0.00036,0.035,4.52072
1314,0.00145,0.00155,0.0018,0.035,7.25711
1315,0.00036,0.00036,0.00032,0.035,4.20468
1316,0.00032,0.00032,0.00036,0.035,4.3094
1317,0.00052,0.00052,0.00052,0.035,5.04636
1318,0.00028,0.00024,0.00028,0.035,4.09312
1319,0.00024,0.00024,0.00032,0.035,3.77672
1320,0.00028,0.00028,0.00032,0.035,4.05284
1321,0.00036,0.00036,0.00036,0.035,4.74773
1322,0.00036,0.00028,0.00032,0.035,4.22468
1323,0.00032,0.00028,0.00036,0.035,4.2378
1324,0.00036,0.00032,0.00056,0.035,3.97872
1325,0.00032,0.00028,0.00032,0.035,4.19004
1326,0.0006,0.0006,0.00068,0.035,5.36259
1327,0.00032,0.00032,0.00036,0.035,4.44656
1328,0.00036,0.00032,0.00032,0.035,4.018
1329,0.00036,0.00036,0.00036,0.035,4.19772
1330,0.00036,0.00032,0.00036,0.035,10.5186
1331,0.00032,0.00032,0.00032,0.035,4.11596
1332,0.00064,0.00044,0.0004,0.035,3.91
1333,0.00032,0.00032,0.00032,0.035,4.38804
1334,0.00032,0.00032,0.00028,0.035,4.174
1335,0.00032,0.00028,0.00032,0.035,3.93936
1336,0.00175,0.0016,0.00165,0.035,9.36531
1337,0.00092,0.00072,0.00096,0.035,6.11707
1338,0.00044,0.0004,0.00036,0.035,4.81132
1339,0.00088,0.00064,0.00096,0.035,6.04818
1340,0.0004,0.00032,0.00032,0.035,4.807
1341,0.0004,0.00032,0.0004,0.035,4.0846
1342,0.00048,0.00048,0.00052,0.035,5.19357
1343,0.00044,0.00036,0.00036,0.035,4.3404
1344,0.00175,0.00155,0.00165,0.035,8.45576
1345,0.00032,0.00028,0.00028,0.035,4.32888
1346,0.00044,0.00044,0.00052,0.035,5.32969
1347,0.00044,0.00048,0.00052,0.035,5.22652
1348,0.00072,0.00064,0.00096,0.035,6.4678
1349,0.0006,0.00056,0.00052,0.035,5.17321
1350,0.00068,0.00068,0.0006,0.035,4.10276
1351,0.00044,0.00044,0.00048,0.035,5.07
1352,0.00056,0.00044,0.00068,0.035,5.32321
1353,0.0016,0.00155,0.0016,0.035,6.99214
1354,0.00032,0.00032,0.00032,0.035,4.59368
1355,0.00036,0.00032,0.00032,0.035,4.81417
1356,0.00032,0.00036,0.00036,0.035,3.9006
1357,0.0017,0.00135,0.0019,0.035,6.8553
1358,0.00044,0.00036,0.00036,0.035,4.30392
1359,0.00032,0.00032,0.00036,0.035,4.41452
1360,0.00088,0.00084,0.00076,0.035,6.22241
1361,0.00036,0.0004,0.00044,0.035,4.52804
1362,0.00064,0.00052,0.00048,0.035,5.46105
1363,0.00036,0.00036,0.00036,0.035,5.18162
1364,0.0004,0.0004,0.00044,0.035,4.25944
1365,0.00028,0.00028,0.00028,0.035,4.03088
1366,0.00048,0.00044,0.00056,0.035,5.42201
1367,0.00088,0.00084,0.0006,0.035,4.07148
1368,0.0004,0.0004,0.00064,0.035,4.20688
1369,0.00044,0.00044,0.00044,0.035,4.59176
1370,0.00032,0.00032,0.00036,0.035,4.7441
1371,0.00044,0.00052,0.00048,0.035,4.2809
1372,0.00036,0.00036,0.00036,0.035,4.2172
1373,0.00044,0.00032,0.00036,0.035,4.1066
1374,0.00048,0.00048,0.00052,0.035,5.70721
1375,0.0002,0.00024,0.00024,0.035,3.6348
1376,0.00036,0.00028,0.00028,0.035,4.01292
1377,0.00028,0.00028,0.00032,0.035,4.0268
1378,0.00028,0.00032,0.00032,0.035,3.88872
1379,0.00036,0.00032,0.00028,0.035,3.73
1380,0.00024,0.00024,0.00032,0.035,3.83732
1381,0.00028,0.00024,0.00032,0.035,3.79628
1382,0.00024,0.00024,0.00028,0.035,3.69148
1383,0.00048,0.00048,0.00044,0.035,5.11281
1384,0.00052,0.00044,0.00068,0.035,5.26557
1385,0.00052,0.00056,0.00048,0.035,5.21693
1386,0.00036,0.00032,0.0004,0.035,4.33164
1387,0.00024,0.00024,0.00024,0.035,4.35212
1388,0.00044,0.0004,0.00044,0.035,4.73802
1389,0.00028,0.00024,0.00028,0.035,3.87428
1390,0.00056,0.00048,0.00064,0.035,5.06957
1391,0.00028,0.00028,0.00032,0.035,4.1682
1392,0.00032,0.00028,0.00036,0.035,4.02668
1393,0.00036,0.00036,0.00036,0.035,4.3446
1394,0.00036,0.00036,0.0004,0.035,4.8472
1395,0.00032,0.00036,0.00036,0.035,4.10924
1396,0.00028,0.00024,0.00044,0.035,3.944
1397,0.00044,0.00056,0.00044,0.035,4.49364
1398,0.00056,0.00036,0.0004,0.035,4.69492
1399,0.0002,0.0002,0.0002,0.035,5.54566
1400,0.00036,0.00036,0.0004,0.035,10.7665
1401,0.00205,0.00135,0.0016,0.035,8.30638
1402,0.00032,0.00028,0.00028,0.035,4.89857
1403,0.00068,0.00072,0.00076,0.035,6.00461
1404,0.00036,0.00032,0.00044,0.035,4.06632
1405,0.00175,0.00145,0.00155,0.035,8.27612
1406,0.00032,0.00032,0.00036,0.035,4.20304
1407,0.00056,0.00048,0.00048,0.035,4.22464
1408,0.00024,0.00016,0.0002,0.035,5.32436
1409,0.0004,0.00036,0.0004,0.035,4.53324
1410,0.00036,0.00036,0.00044,0.035,5.04797
1411,0.00028,0.00028,0.00036,0.035,4.07076
1412,0.00032,0.00028,0.00036,0.035,4.91361
1413,0.00032,0.00036,0.00036,0.035,4.30928
1414,0.00028,0.00028,0.00032,0.035,4.19732
1415,0.0017,0.0015,0.00165,0.035,8.77773
1416,0.0015,0.0018,0.00155,0.035,8.48435
1417,0.00155,0.0013,0.00155,0.035,6.82527
1418,0.0006,0.00048,0.0004,0.035,4.7874
1419,0.0008,0.0006,0.00096,0.035,5.6645
1420,0.00104,0.00048,0.00108,0.035,4.5178
1421,0.00032,0.00032,0.00036,0.035,4.08552
1422,0.00036,0.00032,0.00044,0.035,4.666
1423,0.00032,0.00036,0.0004,0.035,4.16944
1424,0.00044,0.00048,0.0004,0.035,4.22548
1425,0.00056,0.0004,0.00044,0.035,4.4182
1426,0.00036,0.00036,0.0004,0.035,4.55945
1427,0.0004,0.00036,0.0004,0.035,3.99136
1428,0.0004,0.00044,0.00048,0.035,3.69796
1429,0.00036,0.00036,0.00036,0.035,3.99268
1430,0.00032,0.00036,0.00036,0.035,4.49532
1431,0.00075,0.0006,0.00072,0.035,3.89271
1432,0.00036,0.00032,0.00052,0.035,3.91156
1433,0.00028,0.00024,0.00032,0.035,3.5598
1434,0.0008,0.00072,0.00084,0.035,6.11877
1435,0.0019,0.00155,0.0016,0.035,8.71592
1436,0.00028,0.00028,0.00032,0.035,4.14904
1437,0.00032,0.00032,0.00028,0.035,3.81788
1438,0.00028,0.00028,0.00028,0.035,3.92024
1439,0.00048,0.00048,0.00052,0.035,4.97816
1440,0.00072,0.00064,0.00076,0.035,5.90271
1441,0.00024,0.00024,0.00024,0.035,3.80496
1442,0.0008,0.00076,0.0008,0.035,5.91385
1443,0.00044,0.00044,0.00052,0.035,5.32165
1444,0.00028,0.00028,0.00028,0.035,3.81556
1445,0.00048,0.0004,0.00048,0.035,4.84464
1446,0.00028,0.00028,0.00032,0.035,8.76127
1447,0.00028,0.00028,0.00024,0.035,3.83476
1448,0.00036,0.00028,0.00036,0.035,4.19052
1449,0.00032,0.00028,0.00032,0.035,4.0956
1450,0.00036,0.00036,0.0004,0.035,4.67456
1451,0.00032,0.00032,0.00032,0.035,4.21524
1452,0.0004,0.00044,0.00048,0.035,4.47276
1453,0.00056,0.00052,0.0006,0.035,5.10768
1454,0.0004,0.00036,0.0004,0.035,4.26636
1455,0.00032,0.00032,0.00036,0.035,3.91936
1456,0.00048,0.00044,0.00072,0.035,5.32393
1457,0.00028,0.0004,0.00032,0.035,4.051
1458,0.00064,0.00064,0.00072,0.035,5.59525
1459,0.00044,0.00044,0.00048,0.035,3.98052
1460,0.00036,0.00032,0.00032,0.035,4.01944
1461,0.00036,0.00036,0.00028,0.035,3.9906
1462,0.00084,0.00064,0.00108,0.035,6.11063
1463,0.00044,0.0004,0.00052,0.035,5.102
1464,0.00088,0.00076,0.00084,0.035,6.18752
1465,0.0004,0.00032,0.00036,0.035,4.13552
1466,0.00032,0.00028,0.00028,0.035,3.97728
1467,0.00044,0.00044,0.00044,0.035,4.13492
1468,0.00048,0.00044,0.00072,0.035,4.5696
1469,0.00052,0.00052,0.00052,0.035,5.36893
1470,0.00048,0.00048,0.00052,0.035,5.19793
1471,0.00032,0.00032,0.00036,0.035,4.0946
1472,0.00048,0.00044,0.00072,0.035,5.44666
1473,0.00044,0.00044,0.00048,0.035,5.77965
1474,0.00068,0.0004,0.00048,0.035,6.19071
1475,0.0004,0.00044,0.0004,0.035,3.97452
1476,0.00052,0.00048,0.00072,0.035,5.10693
1477,0.00028,0.00024,0.00024,0.035,3.74656
1478,0.00036,0.00032,0.0004,0.035,4.91472
1479,0.00072,0.00052,0.00048,0.035,4.4174
1480,0.00155,0.0013,0.002,0.035,7.49122
1481,0.00032,0.00028,0.00032,0.035,4.14504
1482,0.0017,0.00135,0.00175,0.035,6.75033
1483,0.00032,0.00028,0.00032,0.035,3.95272
1484,0.00096,0.0006,0.00064,0.035,4.25974
1485,0.00044,0.00052,0.0004,0.035,4.73041
1486,0.00076,0.00068,0.00076,0.035,5.83384
1487,0.00048,0.00044,0.00052,0.035,5.55397
1488,0.00036,0.00032,0.0004,0.035,5.15649
1489,0.00044,0.00044,0.00048,0.035,4.43636
1490,0.00032,0.00032,0.00032,0.035,4.455
1491,0.00024,0.00024,0.00028,0.035,10.107
1492,0.00052,0.00036,0.0004,0.035,4.22972
1493,0.0004,0.00036,0.00036,0.035,4.16812
1494,0.00032,0.00028,0.00032,0.035,4.38004
1495,0.00205,0.0013,0.00165,0.035,7.22586
1496,0.00036,0.00028,0.00032,0.035,4.91545
1497,0.00032,0.00028,0.00032,0.035,4.08008
1498,0.00032,0.00032,0.00032,0.035,3.80444
1499,0.0002,0.0002,0.00028,0.035,4.0858
1500,0.00036,0.00028,0.0004,0.035,4.27964
1501,0.00032,0.00028,0.00032,0.035,4.4676
1502,0.00072,0.00032,0.00036,0.035,4.06392
1503,0.00096,0.00068,0.001,0.035,6.32345
1504,0.0004,0.00028,0.00052,0.035,3.96048
1505,0.0013,0.0013,0.00135,0.035,4.13223
1506,0.00028,0.00024,0.00028,0.035,3.84024
1507,0.00052,0.00048,0.00056,0.035,5.75059
1508,0.00088,0.0008,0.00084,0.035,6.39056
1509,0.00155,0.0016,0.0018,0.035,8.14284
1510,0.00048,0.00044,0.00052,0.035,5.52348
1511,0.0004,0.00036,0.00032,0.035,3.877
1512,0.00028,0.00028,0.00032,0.035,3.764
1513,0.00032,0.00028,0.00032,0.035,4.59433
1514,0.00036,0.00036,0.00032,0.035,3.91096
1515,0.00028,0.00028,0.00028,0.035,3.8484
1516,0.00032,0.00036,0.0004,0.035,4.1268
1517,0.00028,0.00028,0.00028,0.035,3.98752
1518,0.00032,0.00028,0.00028,0.035,4.11136
1519,0.00028,0.00028,0.00036,0.035,4.02228
1520,0.00072,0.00048,0.00048,0.035,5.19569
1521,0.00036,0.00032,0.00036,0.035,10.9058
1522,0.00036,0.00032,0.0004,0.035,4.73128
1523,0.00032,0.00024,0.00032,0.035,3.85788
1524,0.00052,0.00044,0.00076,0.035,5.72817
1525,0.00052,0.00048,0.00048,0.035,5.94403
1526,0.00032,0.00036,0.00028,0.035,3.93512
1527,0.00064,0.0006,0.00068,0.035,5.68483
1528,0.00048,0.00044,0.00052,0.035,5.1336
1529,0.00032,0.00028,0.00036,0.035,3.56248
1530,0.0004,0.0004,0.0004,0.035,4.25316
1531,0.00032,0.00032,0.00032,0.035,4.2172
1532,0.00024,0.00024,0.00024,0.035,3.98504
1533,0.00052,0.00044,0.00048,0.035,4.8348
1534,0.00052,0.00056,0.00048,0.035,5.21784
1535,0.00048,0.00048,0.00052,0.035,5.04761
1536,0.00044,0.00044,0.00052,0.035,5.105
1537,0.00044,0.00044,0.00044,0.035,5.04636
1538,0.00044,0.00044,0.00052,0.035,5.16214
1539,0.00072,0.00068,0.00072,0.035,5.0713
1540,0.00036,0.00032,0.00052,0.035,4.8524
1541,0.00032,0.00028,0.00036,0.035,5.78315
1542,0.00044,0.00036,0.00048,0.035,5.02767
1543,0.001,0.00064,0.00096,0.035,5.75848
1544,0.00032,0.00032,0.00032,0.035,4.33148
1545,0.00032,0.00028,0.00032,0.035,3.8222
1546,0.00036,0.00028,0.00028,0.035,4.61465
1547,0.00048,0.00048,0.00056,0.035,5.03981
1548,0.00052,0.00044,0.00048,0.035,5.02621
1549,0.00165,0.0023,0.0037,0.035,8.98305
1550,0.00024,0.00028,0.00024,0.035,3.61876
1551,0.00024,0.00028,0.00028,0.035,3.85492
1552,0.00044,0.00048,0.00044,0.035,4.27416
1553,0.00032,0.00024,0.00032,0.035,4.09516
1554,0.00028,0.00024,0.00028,0.035,4.01216
1555,0.00024,0.00024,0.00028,0.035,3.94832
1556,0.00032,0.00032,0.00032,0.035,5.11472
1557,0.00032,0.00028,0.00032,0.035,3.81112
1558,0.00044,0.0004,0.00052,0.035,5.11181
1559,0.00064,0.00112,0.0012,0.035,4.99904
1560,0.00036,0.00036,0.0004,0.035,4.22688
1561,0.00028,0.00028,0.00032,0.035,3.86792
1562,0.00028,0.00024,0.00028,0.035,3.52648
1563,0.00068,0.00052,0.00076,0.035,5.20581
1564,0.00032,0.00028,0.00028,0.035,4.00376
1565,0.00036,0.00036,0.00036,0.035,4.15928
1566,0.00028,0.00028,0.00032,0.035,4.88016
1567,0.00032,0.00032,0.00036,0.035,4.09248
1568,0.00048,0.0004,0.0004,0.035,4.10716
1569,0.00032,0.00028,0.00036,0.035,3.88156
1570,0.00044,0.0004,0.00048,0.035,4.76288
1571,0.00036,0.00028,0.00036,0.035,4.20896
1572,0.00024,0.00024,0.00028,0.035,7.37471
1573,0.00032,0.00032,0.00032,0.035,4.98856
1574,0.00036,0.00028,0.00036,0.035,3.924
1575,0.0004,0.00036,0.00044,0.035,4.07456
1576,0.00072,0.00064,0.00072,0.035,5.71673
1577,0.00044,0.00044,0.00044,0.035,4.54168
1578,0.00044,0.00036,0.00044,0.035,5.04336
1579,0.0004,0.00036,0.0004,0.035,4.0518
1580,0.00032,0.00028,0.00028,0.035,4.4978
1581,0.00056,0.00048,0.00056,0.035,6.52999
