frame,map_gpu_ms,chart_gpu_ms,gauge_gpu_ms,lean_gpu_ms,final_gpu_ms
531,0.00032,0.00028,0.00032,0.035,3.94316
532,0.00084,0.0006,0.001,0.035,6.06395
533,0.00032,0.00024,0.00028,0.035,3.75752
534,0.00064,0.00024,0.00028,0.035,3.62216
535,0.00028,0.00032,0.00032,0.035,4.18532
536,0.00028,0.00024,0.00028,0.035,3.6868
537,0.0004,0.00044,0.00048,0.035,4.1624
538,0.0017,0.00155,0.0017,0.035,7.20981
539,0.00032,0.00028,0.00032,0.035,4.14476
540,0.0017,0.0014,0.0016,0.035,7.67966
541,0.0004,0.00036,0.00036,0.035,4.8449
542,0.001,0.00032,0.00032,0.035,4.17408
543,0.00072,0.0006,0.00072,0.035,5.92494
544,0.00044,0.0004,0.00064,0.035,4.30828
545,0.00032,0.00024,0.00032,0.035,3.87748
546,0.00032,0.00032,0.00032,0.035,5.388
547,0.00036,0.0004,0.00036,0.035,4.07252
548,0.00044,0.00032,0.00028,0.035,3.90108
549,0.00036,0.00032,0.00032,0.035,3.89328
550,0.00028,0.00028,0.00032,0.035,4.03068
551,0.0006,0.00052,0.00052,0.035,5.07638
552,0.00032,0.00028,0.00028,0.035,4.09328
553,0.00028,0.00024,0.00024,0.035,3.65264
554,0.00088,0.00064,0.00068,0.035,6.48419
555,0.00036,0.00032,0.00036,0.035,4.19456
556,0.00044,0.00032,0.00032,0.035,4.19168
557,0.00056,0.00044,0.00048,0.035,6.23333
558,0.00052,0.00048,0.00044,0.035,5.2682
559,0.0019,0.00135,0.00195,0.035,7.48999
560,0.00048,0.00036,0.0004,0.035,4.21036
561,0.00036,0.00032,0.00032,0.035,4.17757
562,0.00048,0.0004,0.00044,0.035,4.20252
563,0.00032,0.00032,0.00028,0.035,3.9034
564,0.0017,0.00155,0.00165,0.035,7.1506
565,0.00032,0.00032,0.00036,0.035,4.82348
566,0.00032,0.00032,0.00036,0.035,4.19816
567,0.00104,0.00076,0.00108,0.035,6.33087
568,0.0004,0.0004,0.00044,0.035,4.72264
569,0.00032,0.00032,0.00036,0.035,5.79155
570,0.00096,0.00076,0.001,0.035,6.24138
571,0.00036,0.00036,0.0004,0.035,4.98624
572,0.00036,0.00032,0.0004,0.035,5.67637
573,0.0004,0.00036,0.00036,0.035,10.2196
574,0.00044,0.0004,0.00052,0.035,5.14552
575,0.00032,0.00032,0.00032,0.035,4.0312
576,0.0004,0.00032,0.00036,0.035,3.79172
577,0.00064,0.00064,0.00072,0.035,5.71228
578,0.00036,0.00044,0.00036,0.035,3.91192
579,0.00048,0.0004,0.0004,0.035,4.4336
580,0.00032,0.00032,0.00032,0.035,4.67672
581,0.00032,0.00028,0.00036,0.035,4.33088
582,0.00028,0.00028,0.00032,0.035,4.20856
583,0.0006,0.0006,0.0006,0.035,5.05297
584,0.00115,0.00115,0.00135,0.035,4.19167
585,0.00104,0.00068,0.00076,0.035,5.86558
586,0.00036,0.00032,0.00036,0.035,4.86604
587,0.0004,0.00036,0.00036,0.035,4.21336
588,0.00084,0.00032,0.00032,0.035,3.87944
589,0.0015,0.0018,0.00155,0.035,8.24274
590,0.00044,0.00036,0.00036,0.035,4.36516
591,0.0004,0.00036,0.00044,0.035,4.211
592,0.00175,0.0016,0.00165,0.035,8.64688
593,0.00044,0.00044,0.00044,0.035,5.34234
594,0.00036,0.00028,0.00036,0.035,3.92792
595,0.00024,0.00024,0.00028,0.035,4.19884
596,0.0006,0.00044,0.0006,0.035,5.58565
597,0.00056,0.00044,0.00052,0.035,5.09032
598,0.00165,0.00135,0.0019,0.035,6.96229
599,0.00048,0.00064,0.00052,0.035,4.20516
600,0.0017,0.0013,0.00155,0.035,6.09466
601,0.00032,0.00032,0.0004,0.035,6.11603
602,0.00155,0.0017,0.00155,0.035,6.77462
603,0.0006,0.0006,0.00076,0.035,5.83829
604,0.00032,0.00032,0.00032,0.035,4.12272
605,0.0002,0.0002,0.00028,0.035,3.7432
606,0.00036,0.00032,0.00032,0.035,10.7273
607,0.00032,0.00028,0.00032,0.035,4.06704
608,0.00205,0.0015,0.00155,0.035,6.78166
609,0.00036,0.00036,0.0004,0.035,4.30504
610,0.00032,0.00032,0.00036,0.035,4.06964
611,0.00032,0.00032,0.00032,0.035,4.64537
612,0.00032,0.00032,0.00032,0.035,4.02496
613,0.0004,0.00044,0.00052,0.035,4.9592
614,0.00028,0.00028,0.00028,0.035,3.77668
615,0.00092,0.00072,0.00076,0.035,5.70041
616,0.00044,0.00044,0.00048,0.035,5.12582
617,0.00024,0.00028,0.00024,0.035,4.10692
618,0.00175,0.0013,0.0019,0.035,9.80167
619,0.00072,0.00064,0.00076,0.035,6.33902
620,0.00032,0.00028,0.00024,0.035,7.85817
621,0.00056,0.00044,0.0004,0.035,4.11268
622,0.0006,0.0006,0.00064,0.035,7.61478
623,0.00036,0.00032,0.00032,0.035,4.89828
624,0.0004,0.00028,0.00032,0.035,3.92276
625,0.00044,0.00044,0.00052,0.035,5.49721
626,0.00048,0.00032,0.00036,0.035,5.69498
627,0.00036,0.00032,0.00032,0.035,4.80132
628,0.00044,0.0004,0.00052,0.035,5.1829
629,0.00028,0.00032,0.00028,0.035,5.0224
630,0.00052,0.00044,0.00052,0.035,5.5693
631,0.0008,0.00064,0.00076,0.035,6.17595
632,0.00036,0.0004,0.00044,0.035,5.01466
633,0.00165,0.00135,0.0014,0.035,6.93867
634,0.00052,0.00044,0.00052,0.035,5.17825
635,0.0004,0.0004,0.00036,0.035,5.15724
636,0.00048,0.0004,0.00048,0.035,5.51814
637,0.00032,0.00028,0.0004,0.035,4.63328
638,0.00088,0.0008,0.00068,0.035,6.32467
639,0.00028,0.00032,0.00032,0.035,4.1672
640,0.00052,0.00032,0.0004,0.035,4.59589
641,0.0004,0.0004,0.00044,0.035,4.37596
642,0.00084,0.00084,0.00072,0.035,5.67058
643,0.00044,0.00044,0.00048,0.035,5.05384
644,0.00076,0.00072,0.00072,0.035,6.33685
645,0.0014,0.00115,0.00115,0.035,12.0524
646,0.00036,0.00036,0.0004,0.035,4.91072
647,0.00044,0.00044,0.00044,0.035,5.19133
648,0.00064,0.00052,0.00044,0.035,5.03213
649,0.00175,0.00145,0.00165,0.035,6.62107
650,0.00064,0.00052,0.00056,0.035,5.22605
651,0.0004,0.00044,0.00064,0.035,5.28336
652,0.00052,0.0004,0.0004,0.035,4.7628
653,0.0014,0.00115,0.00135,0.035,7.07128
654,0.00044,0.00044,0.00048,0.035,5.07905
655,0.0004,0.00044,0.00048,0.035,9.80479
656,0.00056,0.00044,0.00068,0.035,5.19193
657,0.0013,0.00125,0.00135,0.035,11.9412
658,0.00052,0.00044,0.00052,0.035,5.40334
659,0.00052,0.00052,0.00052,0.035,5.03773
660,0.00048,0.0004,0.00052,0.035,5.00912
661,0.00068,0.00056,0.00052,0.035,5.61308
662,0.0013,0.00165,0.0014,0.035,9.93313
663,0.00044,0.00048,0.00048,0.035,5.48081
664,0.0012,0.0012,0.00135,0.035,16.4263
665,0.00056,0.00044,0.00052,0.035,5.14081
666,0.00044,0.00044,0.00052,0.035,5.19511
667,0.00036,0.00032,0.00036,0.035,5.50809
668,0.00044,0.00044,0.00052,0.035,5.43825
669,0.0017,0.00135,0.0014,0.035,16.2435
670,0.00048,0.00044,0.00044,0.035,5.22769
671,0.00056,0.00048,0.00052,0.035,5.04822
672,0.00056,0.00048,0.00072,0.035,5.2968
673,0.00064,0.00064,0.0008,0.035,5.83154
674,0.00056,0.00052,0.00052,0.035,5.10949
675,0.00032,0.00032,0.00036,0.035,3.98628
676,0.00032,0.00028,0.00032,0.035,4.1576
677,0.00028,0.00024,0.00032,0.035,3.93848
678,0.00028,0.00028,0.00032,0.035,3.88156
679,0.00036,0.00036,0.0004,0.035,5.24367
680,0.00064,0.00064,0.00068,0.035,4.51784
681,0.00032,0.00032,0.00032,0.035,3.86484
682,0.00028,0.00028,0.00032,0.035,3.72188
683,0.001,0.00064,0.00072,0.035,5.85649
684,0.00028,0.00024,0.00028,0.035,3.82548
685,0.0006,0.0004,0.00052,0.035,5.58634
686,0.00165,0.0013,0.0019,0.035,7.23458
687,0.00048,0.0004,0.0004,0.035,4.42748
688,0.00036,0.00032,0.00036,0.035,4.70778
689,0.00028,0.00024,0.00028,0.035,10.2825
690,0.00052,0.00036,0.0004,0.035,4.60124
691,0.00044,0.00044,0.00052,0.035,4.39324
692,0.00044,0.0004,0.00044,0.035,4.70711
693,0.00032,0.00024,0.00032,0.035,4.06268
694,0.00044,0.00044,0.00048,0.035,5.30025
695,0.00028,0.00028,0.00028,0.035,4.54536
696,0.0004,0.00036,0.00056,0.035,3.94292
697,0.00032,0.00024,0.00028,0.035,3.8448
698,0.00028,0.00024,0.00032,0.035,3.80924
699,0.00028,0.00024,0.00028,0.035,4.05204
700,0.00036,0.00036,0.00032,0.035,4.22472
701,0.0008,0.00064,0.00072,0.035,6.1892
702,0.00024,0.00024,0.00024,0.035,6.24477
703,0.00084,0.0006,0.00092,0.035,6.12919
704,0.00048,0.00044,0.00072,0.035,5.30613
705,0.00092,0.00068,0.00076,0.035,5.88181
706,0.00052,0.0004,0.0004,0.035,12.4211
707,0.00068,0.00072,0.00076,0.035,6.11353
708,0.00048,0.00044,0.00068,0.035,5.33181
709,0.00052,0.00044,0.00056,0.035,5.12097
710,0.0006,0.0006,0.00068,0.035,10.9477
711,0.00076,0.00064,0.00064,0.035,6.38055
712,0.00064,0.0006,0.00068,0.035,5.50307
713,0.0004,0.00036,0.00048,0.035,12.0319
714,0.0004,0.00036,0.0004,0.035,6.53981
715,0.0008,0.00068,0.00096,0.035,6.01686
716,0.00056,0.00048,0.00048,0.035,5.49386
717,0.00048,0.00048,0.00052,0.035,5.47245
718,0.00036,0.00036,0.0004,0.035,4.81116
719,0.00064,0.00064,0.00076,0.035,6.08361
720,0.00076,0.00048,0.00044,0.035,4.93002
721,0.00032,0.00036,0.00032,0.035,4.17472
722,0.00072,0.00072,0.00076,0.035,6.03942
723,0.00088,0.00088,0.0008,0.035,6.26988
724,0.00044,0.00044,0.00052,0.035,5.14697
725,0.0004,0.00044,0.00052,0.035,4.85669
726,0.00076,0.00036,0.00036,0.035,3.75428
727,0.00036,0.00036,0.00032,0.035,3.911
728,0.00028,0.00024,0.00032,0.035,4.01772
729,0.00044,0.0004,0.00048,0.035,4.7238
730,0.00044,0.00044,0.00052,0.035,5.16617
731,0.00032,0.00028,0.00036,0.035,4.08856
732,0.00048,0.00036,0.00032,0.035,3.8996
733,0.00036,0.00036,0.00032,0.035,4.2222
734,0.0004,0.0004,0.00036,0.035,4.44224
735,0.00024,0.00028,0.00028,0.035,4.58984
736,0.00032,0.00032,0.00036,0.035,4.32632
737,0.00032,0.00032,0.00036,0.035,4.26736
738,0.00024,0.00036,0.00028,0.035,4.156
739,0.00028,0.00028,0.00032,0.035,5.08997
740,0.00036,0.00032,0.0004,0.035,4.34288
741,0.00036,0.00036,0.00044,0.035,4.10536
742,0.0006,0.0006,0.00068,0.035,5.07624
743,0.00052,0.00044,0.00052,0.035,5.53601
744,0.00044,0.00044,0.00048,0.035,5.4677
745,0.00044,0.00044,0.00052,0.035,5.24366
746,0.00044,0.00044,0.00044,0.035,6.26189
747,0.00115,0.00125,0.00155,0.035,6.80125
748,0.00032,0.00032,0.00036,0.035,4.2814
749,0.00036,0.00032,0.00036,0.035,4.37208
750,0.00044,0.00044,0.00048,0.035,4.39608
751,0.00056,0.00048,0.00052,0.035,5.24845
752,0.0004,0.0004,0.00044,0.035,5.48355
753,0.00044,0.00056,0.0004,0.035,4.42312
754,0.00036,0.00036,0.0004,0.035,4.58032
755,0.00044,0.00044,0.00052,0.035,5.1233
756,0.00068,0.0006,0.00064,0.035,5.62575
757,0.0008,0.00072,0.00076,0.035,6.08357
758,0.00052,0.00048,0.00044,0.035,5.19401
759,0.00096,0.0006,0.00072,0.035,7.28689
760,0.00048,0.00048,0.00044,0.035,5.22145
761,0.00048,0.00044,0.00048,0.035,4.60669
762,0.0004,0.00036,0.00044,0.035,5.86858
763,0.00032,0.00036,0.00032,0.035,4.64428
764,0.00032,0.00032,0.00036,0.035,4.17908
765,0.00052,0.00044,0.00048,0.035,5.33502
766,0.00024,0.0002,0.00024,0.035,4.29812
767,0.0006,0.00052,0.00052,0.035,5.48623
768,0.0013,0.00074,0.00098,0.035,11.7276
769,0.00052,0.00056,0.00052,0.035,5.6831
770,0.00044,0.0004,0.00052,0.035,5.02721
771,0.0006,0.0006,0.00044,0.035,5.19534
772,0.00088,0.0008,0.00084,0.035,9.40575
773,0.00048,0.0004,0.00052,0.035,4.3094
774,0.00175,0.00125,0.002,0.035,7.6877
775,0.00036,0.00036,0.00036,0.035,4.12264
776,0.00036,0.00028,0.00032,0.035,3.7208
777,0.0006,0.0006,0.00072,0.035,4.44505
778,0.00165,0.00125,0.00165,0.035,4.09449
779,0.00024,0.00028,0.00028,0.035,4.27817
780,0.00076,0.00032,0.00044,0.035,4.4322
781,0.00028,0.00028,0.00032,0.035,4.11352
782,0.00032,0.00032,0.00032,0.035,4.02296
783,0.00028,0.00028,0.00032,0.035,4.07884
784,0.00032,0.00028,0.0004,0.035,3.73732
785,0.00032,0.00028,0.00032,0.035,3.81904
786,0.00028,0.00024,0.00028,0.035,4.07592
787,0.00028,0.00024,0.00024,0.035,3.61844
788,0.0004,0.00032,0.00028,0.035,5.32692
789,0.00064,0.00064,0.00064,0.035,5.03986
790,0.00028,0.00032,0.00032,0.035,3.88996
791,0.0004,0.0004,0.0004,0.035,4.66196
792,0.00036,0.00028,0.0004,0.035,3.8044
793,0.00032,0.00028,0.00036,0.035,3.52288
794,0.00044,0.00044,0.00056,0.035,4.07588
795,0.0004,0.00036,0.00044,0.035,5.50997
796,0.00048,0.00044,0.00048,0.035,5.49613
797,0.0019,0.0015,0.00165,0.035,7.52363
798,0.00052,0.00036,0.0004,0.035,5.49025
799,0.00032,0.00028,0.00032,0.035,4.557
800,0.0006,0.0004,0.00056,0.035,5.00088
801,0.00028,0.00028,0.00028,0.035,4.056
802,0.00072,0.00064,0.00076,0.035,5.97024
803,0.00048,0.0004,0.00048,0.035,4.82012
804,0.00032,0.00028,0.00032,0.035,5.68417
805,0.00056,0.00056,0.00052,0.035,5.61208
806,0.00032,0.00032,0.00032,0.035,4.33432
807,0.00036,0.00028,0.00036,0.035,3.9652
808,0.0016,0.0014,0.0018,0.035,8.54405
809,0.00036,0.00028,0.00036,0.035,4.36496
810,0.00024,0.00016,0.00024,0.035,5.35114
811,0.0006,0.0006,0.00072,0.035,4.53946
812,0.00028,0.00024,0.00032,0.035,3.9614
813,0.00032,0.00028,0.00032,0.035,4.49524
814,0.00032,0.00032,0.00032,0.035,4.58957
815,0.00072,0.00068,0.00072,0.035,5.34127
816,0.0006,0.00044,0.00036,0.035,6.2282
817,0.001,0.00096,0.00088,0.035,6.261
818,0.00036,0.00036,0.0004,0.035,4.20188
819,0.00072,0.00092,0.00088,0.035,6.71182
820,0.00044,0.00044,0.00052,0.035,5.05237
821,0.00092,0.00076,0.00072,0.035,6.09363
822,0.00028,0.00028,0.00028,0.035,6.11477
823,0.00032,0.00036,0.00032,0.035,4.24788
824,0.00048,0.0004,0.00032,0.035,4.22192
825,0.00036,0.00032,0.00036,0.035,4.48828
826,0.00032,0.00032,0.0004,0.035,4.01392
827,0.00032,0.00032,0.0004,0.035,6.02287
828,0.00032,0.00032,0.00036,0.035,4.6294
829,0.00032,0.00032,0.00036,0.035,3.9176
830,0.00032,0.00036,0.0004,0.035,4.39836
831,0.00036,0.00036,0.0004,0.035,4.51412
832,0.00036,0.00036,0.00036,0.035,3.97456
833,0.00048,0.00048,0.00048,0.035,5.35471
834,0.00032,0.00032,0.00048,0.035,4.03164
835,0.00044,0.00044,0.00056,0.035,5.18225
836,0.00032,0.00032,0.00028,0.035,3.80508
837,0.0004,0.00032,0.00036,0.035,4.15064
838,0.00032,0.00028,0.00032,0.035,4.39732
839,0.00032,0.00028,0.00032,0.035,4.20204
840,0.00145,0.0016,0.0018,0.035,7.07845
841,0.00032,0.00036,0.00032,0.035,4.97849
842,0.00032,0.00032,0.00032,0.035,3.91928
843,0.00064,0.00048,0.00052,0.035,5.2915
844,0.00032,0.00032,0.00036,0.035,4.1382
845,0.00032,0.00032,0.0004,0.035,4.15576
846,0.00036,0.00032,0.0004,0.035,4.27096
847,0.00032,0.00032,0.00032,0.035,4.92208
848,0.00052,0.0004,0.0004,0.035,4.11544
849,0.00028,0.00024,0.00024,0.035,3.74348
850,0.00024,0.00024,0.00024,0.035,4.31948
851,0.00044,0.00044,0.00044,0.035,5.66151
852,0.00048,0.00044,0.00044,0.035,5.68507
853,0.00092,0.00072,0.00076,0.035,6.23044
854,0.00195,0.0014,0.00175,0.035,6.76706
855,0.00064,0.00064,0.00068,0.035,6.48387
856,0.00024,0.00024,0.00028,0.035,3.77276
857,0.00088,0.00068,0.0008,0.035,5.76173
858,0.00044,0.0004,0.00044,0.035,4.4334
859,0.00048,0.00048,0.00048,0.035,4.91544
860,0.00028,0.00032,0.00032,0.035,5.53852
861,0.00052,0.0004,0.00044,0.035,5.47461
862,0.00064,0.00064,0.00072,0.035,5.67094
863,0.0015,0.00145,0.0012,0.035,5.75903
864,0.00032,0.00032,0.00032,0.035,8.35511
865,0.00076,0.00068,0.0008,0.035,6.24688
866,0.00052,0.00044,0.00044,0.035,5.38249
867,0.00024,0.00024,0.00024,0.035,4.09968
868,0.00028,0.00024,0.00032,0.035,3.5614
869,0.0004,0.00032,0.00036,0.035,3.81924
870,0.00048,0.00032,0.0004,0.035,4.26716
871,0.00024,0.0002,0.00028,0.035,4.21992
872,0.00048,0.00056,0.00044,0.035,10.3962
873,0.00036,0.00032,0.0004,0.035,4.81592
874,0.00044,0.0004,0.00048,0.035,4.40672
875,0.00036,0.00032,0.00036,0.035,5.3709
876,0.00084,0.00072,0.00072,0.035,4.72034
877,0.00028,0.00024,0.00028,0.035,4.19796
878,0.00044,0.00036,0.0004,0.035,10.2489
879,0.00036,0.00028,0.00036,0.035,4.58336
880,0.00028,0.00028,0.00028,0.035,4.46768
881,0.00032,0.00032,0.00036,0.035,5.44751
882,0.00044,0.00036,0.0004,0.035,4.06248
883,0.0004,0.0004,0.00052,0.035,4.98883
884,0.00072,0.00056,0.00048,0.035,5.06632
885,0.0004,0.00036,0.00036,0.035,4.67328
886,0.00044,0.00044,0.00044,0.035,5.11352
887,0.00028,0.00032,0.00036,0.035,4.1058
888,0.00068,0.0006,0.00064,0.035,4.76096
889,0.00036,0.00036,0.00048,0.035,4.7491
890,0.00032,0.00032,0.00032,0.035,3.94224
891,0.00036,0.00028,0.00028,0.035,3.90972
892,0.00024,0.00024,0.00028,0.035,4.089
893,0.00036,0.00028,0.00032,0.035,4.1114
894,0.00036,0.00032,0.0004,0.035,3.9138
895,0.0004,0.00036,0.00036,0.035,4.09456
896,0.00116,0.00068,0.00076,0.035,6.01156
897,0.0006,0.00044,0.00068,0.035,5.24262
898,0.00044,0.00048,0.0004,0.035,4.3726
899,0.00032,0.00028,0.00032,0.035,3.6962
900,0.0004,0.0004,0.00044,0.035,11.2144
901,0.00048,0.0004,0.0004,0.035,4.13516
902,0.00036,0.00032,0.00036,0.035,4.15352
903,0.00052,0.00052,0.00044,0.035,5.64857
904,0.00036,0.00036,0.00052,0.035,4.70092
905,0.00056,0.00044,0.00052,0.035,5.95085
906,0.00028,0.00032,0.00032,0.035,5.32989
907,0.00028,0.00028,0.00032,0.035,4.62772
908,0.00032,0.00032,0.00028,0.035,3.94468
909,0.00072,0.00072,0.00076,0.035,6.24428
910,0.00032,0.00032,0.00032,0.035,4.91843
911,0.00036,0.00032,0.00036,0.035,4.33204
912,0.00056,0.00044,0.00044,0.035,5.44341
913,0.00044,0.00148,0.00036,0.035,3.62532
914,0.00032,0.00032,0.00028,0.035,4.16348
915,0.00032,0.00032,0.0004,0.035,5.45151
916,0.00028,0.00028,0.00032,0.035,4.05792
917,0.00032,0.00032,0.0004,0.035,4.12624
918,0.00048,0.0004,0.00048,0.035,5.40244
919,0.00028,0.00028,0.00036,0.035,4.041
920,0.00028,0.00024,0.00028,0.035,4.11976
921,0.0002,0.0002,0.00028,0.035,3.74816
922,0.00084,0.00064,0.00092,0.035,5.72317
923,0.00076,0.00064,0.00072,0.035,5.71452
924,0.00052,0.00056,0.00048,0.035,5.45515
925,0.00052,0.00048,0.00048,0.035,5.27734
926,0.00032,0.00028,0.00028,0.035,4.267
927,0.00032,0.00032,0.00032,0.035,4.40172
928,0.00028,0.00028,0.00032,0.035,3.93644
929,0.00084,0.00068,0.00092,0.035,5.34137
930,0.00024,0.00024,0.00028,0.035,3.64304
931,0.00028,0.00032,0.00032,0.035,3.95184
932,0.00032,0.00032,0.00036,0.035,4.12948
933,0.00032,0.00032,0.00036,0.035,3.9144
934,0.0004,0.00036,0.00032,0.035,4.14484
935,0.00064,0.00064,0.00072,0.035,5.60616
936,0.00175,0.00155,0.00145,0.035,9.11057
937,0.00072,0.00064,0.00076,0.035,5.91738
938,0.00056,0.00056,0.00052,0.035,5.35781
939,0.00036,0.00036,0.0004,0.035,5.19976
940,0.00032,0.00032,0.00036,0.035,4.3316
941,0.0016,0.0014,0.002,0.035,7.70128
942,0.00024,0.00024,0.00024,0.035,5.00301
943,0.00028,0.0002,0.0002,0.035,4.70787
944,0.00036,0.00032,0.00028,0.035,4.00672
945,0.00032,0.00036,0.00036,0.035,4.16312
946,0.00072,0.0006,0.00076,0.035,5.74364
947,0.00032,0.00032,0.00028,0.035,4.01808
948,0.00036,0.00028,0.00032,0.035,4.65984
949,0.00044,0.00052,0.00052,0.035,3.91052
950,0.00048,0.00048,0.00048,0.035,4.99363
951,0.00032,0.00028,0.00032,0.035,3.97048
952,0.00092,0.00064,0.00096,0.035,5.52833
953,0.00044,0.00036,0.00036,0.035,4.08812
954,0.0012,0.00115,0.0013,0.035,6.37009
955,0.00036,0.00032,0.0004,0.035,4.463
956,0.0006,0.00044,0.00052,0.035,5.42726
957,0.0023,0.0013,0.00155,0.035,8.37811
958,0.00032,0.00032,0.00028,0.035,3.89656
959,0.00028,0.00028,0.00036,0.035,4.64148
960,0.00056,0.00036,0.00036,0.035,4.12672
961,0.00044,0.00044,0.00044,0.035,4.03125
962,0.00036,0.00032,0.00036,0.035,4.40768
963,0.0008,0.00072,0.00084,0.035,6.30456
964,0.00044,0.0004,0.00044,0.035,4.64644
965,0.00032,0.00032,0.00036,0.035,4.29804
966,0.00072,0.00068,0.00068,0.035,5.78348
967,0.00044,0.00044,0.00044,0.035,5.10665
968,0.00032,0.00028,0.00032,0.035,3.9246
969,0.00028,0.00032,0.00032,0.035,4.0576
970,0.0004,0.0004,0.00044,0.035,3.90664
971,0.00044,0.00044,0.00052,0.035,5.17777
972,0.00036,0.00036,0.00036,0.035,4.45212
973,0.00072,0.00064,0.0008,0.035,6.13193
974,0.00032,0.00028,0.00032,0.035,3.89588
975,0.00044,0.00044,0.00052,0.035,5.42421
976,0.0016,0.00135,0.00185,0.035,6.89042
977,0.0004,0.00036,0.00044,0.035,4.31436
978,0.00032,0.00032,0.00036,0.035,4.26736
979,0.00036,0.00028,0.00036,0.035,3.97444
980,0.00036,0.00032,0.00052,0.035,4.47524
981,0.0004,0.00028,0.00032,0.035,3.823
982,0.00044,0.00044,0.00052,0.035,5.11225
983,0.00028,0.00024,0.00032,0.035,3.83508
984,0.0016,0.0013,0.00195,0.035,7.22711
985,0.0004,0.0004,0.0004,0.035,4.90492
986,0.0004,0.00028,0.00036,0.035,4.5652
987,0.00032,0.00032,0.00036,0.035,4.8669
988,0.00028,0.00028,0.00028,0.035,3.96172
989,0.0002,0.0002,0.00024,0.035,3.24684
990,0.00028,0.00024,0.00024,0.035,3.72492
991,0.00028,0.00032,0.00028,0.035,3.86276
992,0.00028,0.00024,0.00028,0.035,3.90728
993,0.00032,0.00024,0.00028,0.035,3.81632
994,0.00024,0.0002,0.00028,0.035,3.5862
995,0.0016,0.00185,0.0014,0.035,8.15434
996,0.00028,0.00028,0.00032,0.035,4.46656
997,0.00028,0.00024,0.00032,0.035,3.90892
998,0.00028,0.00032,0.00028,0.035,4.47757
999,0.0004,0.00032,0.00036,0.035,4.21828
1000,0.00076,0.00068,0.00084,0.035,5.83457
1001,0.00092,0.00064,0.00096,0.035,5.78378
1002,0.00032,0.00032,0.00032,0.035,5.72287
1003,0.0004,0.00028,0.00032,0.035,4.07136
1004,0.00084,0.00088,0.00084,0.035,6.24508
1005,0.00032,0.00032,0.0004,0.035,4.41684
1006,0.00028,0.00024,0.00028,0.035,4.32976
1007,0.00048,0.0004,0.00052,0.035,3.97232
1008,0.0006,0.0006,0.00068,0.035,4.35083
1009,0.00052,0.0006,0.00044,0.035,5.3781
1010,0.00048,0.00044,0.00064,0.035,5.14264
1011,0.00032,0.00028,0.00028,0.035,3.90464
1012,0.0008,0.00064,0.00068,0.035,5.94708
1013,0.0004,0.00044,0.00044,0.035,4.78313
1014,0.00072,0.0006,0.00076,0.035,6.00915
1015,0.00032,0.00032,0.0004,0.035,4.85164
1016,0.00044,0.00036,0.0006,0.035,4.27016
1017,0.00165,0.0016,0.00175,0.035,7.60878
1018,0.0017,0.00145,0.0016,0.035,7.87986
1019,0.0004,0.00036,0.00036,0.035,3.62832
1020,0.0017,0.0016,0.00165,0.035,7.56638
1021,0.00044,0.00044,0.00048,0.035,5.25868
1022,0.00036,0.00032,0.00036,0.035,4.75328
1023,0.00036,0.00036,0.0004,0.035,3.87192
1024,0.00032,0.00028,0.00028,0.035,3.81692
1025,0.00048,0.00044,0.00052,0.035,5.10193
1026,0.00044,0.00044,0.00044,0.035,6.10309
1027,0.00175,0.0015,0.00155,0.035,7.41619
1028,0.0004,0.00048,0.00036,0.035,4.29634
1029,0.00032,0.00032,0.00036,0.035,3.89404
1030,0.00024,0.00032,0.00024,0.035,4.16928
1031,0.0006,0.00056,0.00052,0.035,5.66274
1032,0.00052,0.00028,0.00032,0.035,4.24216
1033,0.0004,0.00036,0.0004,0.035,3.872
1034,0.00032,0.00032,0.00036,0.035,4.07872
1035,0.00048,0.00036,0.00032,0.035,4.1894
1036,0.00088,0.00036,0.00036,0.035,4.36412
1037,0.00032,0.00028,0.00032,0.035,4.1142
1038,0.00092,0.00072,0.00076,0.035,5.62377
1039,0.00032,0.00032,0.00032,0.035,4.0838
1040,0.00076,0.00052,0.00044,0.035,5.0854
1041,0.00056,0.00048,0.00048,0.035,5.38441
1042,0.00028,0.00024,0.00028,0.035,3.8414
1043,0.00044,0.00044,0.00044,0.035,5.55596
1044,0.0004,0.00044,0.0004,0.035,4.27012
1045,0.0006,0.00044,0.00052,0.035,5.05274
1046,0.00048,0.00048,0.00052,0.035,4.1892
1047,0.00048,0.00048,0.00044,0.035,4.0168
1048,0.0004,0.0004,0.00052,0.035,5.33691
1049,0.0008,0.00068,0.00076,0.035,5.67959
1050,0.00044,0.00044,0.00048,0.035,4.32869
1051,0.00052,0.00044,0.00052,0.035,5.683
1052,0.00028,0.00028,0.00028,0.035,4.03548
1053,0.00044,0.00044,0.00044,0.035,4.87976
1054,0.00056,0.00048,0.00064,0.035,5.51242
1055,0.00068,0.00056,0.00072,0.035,3.94404
1056,0.00032,0.00028,0.00036,0.035,4.31504
1057,0.00084,0.00076,0.00104,0.035,6.20292
1058,0.00048,0.00044,0.00052,0.035,4.34032
1059,0.00032,0.00028,0.00032,0.035,4.15244
1060,0.00088,0.00064,0.00104,0.035,6.36708
1061,0.00044,0.00048,0.00036,0.035,4.2062
1062,0.0017,0.00145,0.0019,0.035,9.96621
1063,0.0004,0.00036,0.00036,0.035,4.46664
1064,0.00032,0.00032,0.00028,0.035,3.68056
