frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,clear_prev_above,vp_chart_blend,chart_flush,vp_gauge_blend,gauge_flush,map_resample,vp_map_blend,map_flush1,map_flush2,above_blend,above_flush,flush_total,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,retries,submit_result,query_result,decoder_copy
0,0.1016,12.1523,0.0365,0.0083,0.0276,0.0216,0.0026,0.0022,8.0944,12.1009,0.0077,0.0001,0.052,3.3743,0.01,0.0859,0.008,0.0039,0.0626,0.0754,0.0024,0.0477,3.6459,0.0127,0.0096,0.0374,2.3815,0.0099,0,14.6892,0,4132664992,4061293152,0,0,116476604,1,0,1,0,0,0,24,0
1,0.0595,2.0362,0.9974,0.0028,0.9944,0.9865,0.0056,0.0009,0.2666,1.0296,0.0079,0.013,0.0081,0.0697,0.0021,0.0873,0.0031,0.0036,0.0466,0.2901,0.0031,0.207,0.7007,0.0043,0.0072,0.0236,11.7643,0.0343,0,13.9277,1,4132664992,4061293856,1,0,116476604,2,0,1,0,0,0,24,0
2,0.0416,1.1668,0.595,0.0021,0.5927,0.5861,0.0048,0.001,0.2371,0.5601,0.0063,0.0109,0.0394,0.0973,0.0048,0.0342,0.004,0.0025,0.0459,0.0321,0.0015,0.0263,0.2358,0.0039,0.0105,0.0154,11.732,0.7442,4.5212,21.8597,2,4132664992,4132652320,2,0,116476604,3,1,1,1,0,0,0,0
3,0.0489,1.2446,0.732,0.003,0.7287,0.7205,0.0058,0.001,0.2003,0.5005,0.0088,0.0099,0.0066,0.0666,0.0041,0.0301,0.0038,0.0066,0.0558,0.05,0.0027,0.0365,0.239,0.0055,0.011,0.0363,0.3365,0.4311,0.659,3.1148,3,4132664992,4132653024,0,0,116476604,4,2,1,1,0,0,0,0
4,0.0474,1.2712,0.6905,0.0025,0.6878,0.683,0.0034,0.0007,0.2046,0.5713,0.0081,0.012,0.0069,0.0878,0.0042,0.0505,0.0024,0.0032,0.047,0.0668,0.0038,0.0504,0.3025,0.0044,0.0082,0.0193,0.5562,0.0033,0,1.8999,4,4132664992,4132660064,1,0,116476604,5,2,1,0,0,0,24,0
5,0.0425,1.8744,0.6982,0.0023,0.6956,0.6825,0.0104,0.0013,0.2703,1.1604,0.0079,0.0098,0.0067,0.1289,0.0034,0.2606,0.0032,0.004,0.1258,0.1932,0.0068,0.1222,0.8307,0.0037,0.0143,0.0186,0.584,0.3514,0.7153,4.0437,5,4132664992,4132667808,2,0,116476604,6,3,1,1,0,0,0,0
6,0.088,2.2404,1.4754,0.0051,1.4696,1.4562,0.0101,0.002,0.44,0.7529,0.0092,0.0167,0.0104,0.0614,0.0027,0.0557,0.0044,0.0033,0.0326,0.0462,0.0016,0.0388,0.2347,0.0056,0.0109,0.0269,20.3565,0.6742,0.6148,24.4892,6,4132664992,4132662176,0,0,116476604,7,4,1,1,0,0,0,0
7,0.0436,1.2391,0.716,0.0023,0.7134,0.7058,0.0058,0.0008,0.219,0.5143,0.0063,0.0105,0.008,0.0671,0.0022,0.0334,0.0026,0.0024,0.0565,0.0398,0.0066,0.0428,0.2396,0.0056,0.0078,0.0153,0.5745,0.0057,0,1.8809,7,4132664992,4132660768,1,0,116476604,8,4,1,0,0,0,24,0
8,0.0429,2.7593,0.6748,0.0025,0.6721,0.6594,0.0099,0.0013,0.2002,2.0724,0.0066,0.0114,0.0061,0.3926,0.0153,0.3594,0.0094,0.013,0.334,0.4621,0.0055,0.2364,1.7845,0.0045,0.0111,0.0187,0.6473,0.3514,0.6167,4.9265,0,4132664992,4061293152,2,0,116476604,9,5,1,1,0,0,0,0
9,0.0509,1.7236,0.9083,0.0027,0.9051,0.8976,0.0053,0.0011,0.2829,0.8005,0.0069,0.0195,0.007,0.0982,0.0112,0.0566,0.113,0.0042,0.0723,0.0542,0.0016,0.0531,0.3344,0.0037,0.0137,0.02,1.0565,0.0056,0,2.8606,1,4132664992,4061293856,0,0,116476604,10,5,1,0,0,0,24,0
