ffmpeg_write_finished_ms,ffmpeg_write_started_ms,frame_scheduled_ms,future_completed_ms,in_flight_at_ordered,in_flight_at_schedule,index,job_submitted_ms,ordered_output_ms,queue_put_finished_ms,queue_put_started_ms,result_observed_ms,shm_copy_finished_ms,shm_released_ms,shm_view_ready_ms,slot_acquired_ms,submit_started_ms,worker_done_ms,worker_pid,worker_render_finished_ms,worker_render_started_ms,worker_started_ms
1265.9297,1263.8206,343.5906,1263.6249,8,0,0,586.0332,1263.6398,1263.6505,1263.6407,1263.6278,630.7417,1265.9277,1263.6441,343.61,343.6138,630.7417,55308,625.9072,586.5432,586.5406
1362.938,1265.9481,586.0391,1263.6341,7,1,1,820.9522,1263.6516,1263.6554,1263.6525,1263.6351,640.1785,1362.9314,1263.6535,586.0561,586.0604,640.1785,55308,634.7135,631.1635,631.1621
1770.3617,1363.1991,820.9683,1363.1171,8,2,2,1043.2684,1363.1324,1363.1432,1363.1334,1363.118,1051.4332,1770.345,1363.1364,821.022,821.0269,1051.4332,55308,1046.4667,1043.6105,1043.6079
1773.247,1770.4239,1043.2746,1363.1011,7,3,3,1043.5234,1363.1445,1363.1485,1363.1453,1363.1022,1308.255,1773.2449,1363.1465,1043.299,1043.3031,1308.255,30156,1302.7909,1263.6114,1263.6091
1778.0826,1773.2634,1043.5255,1363.1119,6,4,4,1263.1329,1363.1491,1363.1525,1363.15,1363.1127,1309.6265,1778.0782,1363.1509,1043.5351,1043.5372,1309.6265,1184,1303.884,1263.7751,1263.7726
1784.1462,1778.0998,1263.1434,1363.1267,5,5,5,1263.5471,1363.1531,1363.1562,1363.1539,1363.1274,1273.7728,1784.1392,1363.1549,1263.1846,1263.1883,1273.7728,55308,1268.5793,1264.5584,1264.5544
1787.785,1784.1965,1263.5496,1363.1221,4,6,6,1263.581,1363.1568,1363.1601,1363.1575,1363.1228,1308.1513,1787.7804,1363.1585,1263.559,1263.5612,1308.1513,23720,1302.7615,1264.591,1264.5897
1792.9197,1787.8052,1263.5825,1363.1068,3,7,7,1263.6088,1363.1606,1363.164,1363.1614,1363.1075,1282.3572,1792.9165,1363.1624,1263.5898,1263.5917,1282.3572,55308,1277.4947,1274.1558,1274.1536
1796.9962,1792.9352,1263.6567,1363.0897,2,6,8,1266.0135,1363.1645,1363.1676,1363.1652,1363.0932,1289.1726,1796.9914,1363.1662,1265.9665,1265.9711,1289.1726,55308,1285.8142,1282.7407,1282.7389
1800.2686,1797.5099,1266.018,1797.4049,8,7,9,1363.0542,1797.4351,1797.4557,1797.4363,1797.4093,1371.1329,1800.2648,1797.4434,1362.9925,1362.999,1371.1329,55308,1367.9804,1363.6301,1363.6266
1805.8717,1800.2856,1363.1691,1797.4292,7,1,10,1770.9679,1797.4567,1797.4615,1797.4576,1797.43,1794.8459,1805.8697,1797.4594,1770.6469,1770.7014,1794.8459,23720,1780.1426,1771.3997,1771.395
1808.1706,1805.8842,1770.9738,1797.4219,6,2,11,1773.4615,1797.4621,1797.4679,1797.463,1797.4229,1796.0929,1808.1686,1797.4656,1773.3118,1773.3242,1796.0929,30156,1783.068,1773.841,1773.8364
1811.368,1808.6625,1773.4746,1808.5119,8,3,12,1778.1987,1808.5519,1808.5907,1808.5563,1808.5199,1799.0468,1811.3641,1808.5668,1778.1357,1778.1419,1799.0468,1184,1786.456,1778.63,1778.6262
1815.1844,1811.3919,1778.2023,1808.5389,7,4,13,1784.3384,1808.5925,1808.6015,1808.5941,1808.541,1804.9258,1815.1784,1808.5972,1784.2543,1784.2633,1804.9258,55308,1793.9358,1784.8567,1784.8523
1827.7047,1826.8421,1784.344,1826.7334,8,5,14,1787.8815,1826.7538,1826.7762,1826.7555,1826.7369,1826.1041,1827.7034,1826.7604,1787.8352,1787.8401,1826.1041,23720,1809.188,1796.3262,1796.3194
1831.8406,1827.7173,1787.885,1818.0647,7,6,15,1793.1115,1826.778,1826.7852,1826.7803,1818.0716,1816.841,1831.8374,1826.7825,1792.9921,1793.0039,1816.841,30156,1805.4428,1796.9908,1796.9848
1834.4992,1831.8592,1793.1166,1820.7865,6,7,16,1797.3408,1826.786,1826.7912,1826.7875,1820.7895,1819.7969,1834.4939,1826.7891,1797.0671,1797.0735,1819.7969,1184,1807.3323,1799.7209,1799.7159
