frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,clear_prev_above,vp_chart_blend,chart_flush,vp_gauge_blend,gauge_flush,map_resample,vp_map_blend,map_flush1,map_flush2,above_blend,above_flush,flush_total,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,retries,submit_result,query_result,decoder_copy
0,0.0514,25.075,0.0134,0.0029,0.0103,0.0079,0.0013,0.0007,4.2533,25.0438,0.0065,0.0001,0.0357,20.1632,0.0181,0.0632,0.0066,0.0049,0.0949,0.076,0.0024,0.052,20.4493,0.015,0.015,0.0472,2.6322,0.0116,0,27.8235,0,2854043424,2818181280,0,0,116476604,1,0,1,0,0,0,24,0
1,0.0587,2.0109,0.9459,0.0041,0.9413,0.9301,0.0089,0.0011,0.2649,1.0528,0.0187,0.0407,0.0146,0.3792,0.0126,0.0855,0.0053,0.0029,0.0656,0.0711,0.0043,0.0627,0.6641,0.0047,0.0111,0.0169,29.6826,0.8767,1.5316,35.1787,1,2854043424,2818181984,1,0,116476604,2,1,1,1,0,0,0,0
2,0.0409,1.5115,0.7813,0.0022,0.7789,0.7723,0.0045,0.0008,0.2794,0.722,0.0076,0.0151,0.0169,0.1094,0.009,0.0593,0.0084,0.0045,0.0895,0.0476,0.0031,0.0507,0.3565,0.0062,0.0068,0.0238,0.6514,0.0058,0,2.236,2,2854043424,2818182688,2,0,116476604,3,1,1,0,0,0,24,0
3,0.1255,2.8122,1.4991,0.008,1.4895,1.4769,0.0086,0.0017,0.2856,1.2971,0.0095,0.0123,0.0094,0.0992,0.0031,0.0677,0.0031,0.0053,0.3149,0.2318,0.0034,0.2301,0.9437,0.0061,0.014,0.0198,0.7222,0.4371,0.8072,5.5473,3,2854043424,2854044832,0,0,116476604,4,2,1,1,0,0,0,0
4,0.0821,2.114,1.3072,0.003,1.3038,1.2907,0.0098,0.0017,0.4345,0.7968,0.0272,0.0109,0.0069,0.0727,0.0057,0.0481,0.0035,0.0026,0.0512,0.0497,0.0188,0.047,0.2687,0.0041,0.0089,0.0181,20.8154,0.4716,2.4374,26.956,4,2854043424,2854035680,1,0,116476604,5,3,1,1,0,0,0,0
5,0.0406,1.6599,0.8983,0.0019,0.8962,0.8902,0.0041,0.0011,0.1989,0.7526,0.0072,0.0096,0.0067,0.1498,0.0085,0.0925,0.0081,0.0048,0.1719,0.0401,0.0022,0.0345,0.4888,0.0044,0.0081,0.0142,0.3665,0.0042,0,2.0879,5,2854043424,2854033568,2,0,116476604,6,3,1,0,0,0,24,0
6,0.0612,2.0956,0.7232,0.0025,0.7205,0.714,0.0041,0.0013,0.2355,1.325,0.0062,0.0117,0.0072,0.1344,0.0044,0.3835,0.0086,0.0048,0.1106,0.058,0.0037,0.2959,0.9824,0.0421,0.0443,0.0592,3.1862,2.8185,1.703,11.3679,6,2854043424,2854041312,0,0,116476604,7,4,1,1,0,0,0,0
7,0.0469,1.4828,0.8185,0.0023,0.8156,0.8058,0.007,0.0014,0.2826,0.6582,0.0117,0.015,0.0122,0.1148,0.0033,0.0804,0.0117,0.0025,0.038,0.0257,0.0018,0.0336,0.2925,0.0031,0.0051,0.0147,0.2395,0.3503,0.5363,3.0641,7,2854043424,2854039904,1,0,116476604,8,5,1,1,0,0,0,0
8,0.0389,2.904,0.6493,0.0022,0.6468,0.6349,0.0095,0.0011,0.6984,2.2463,0.0099,0.0125,0.0109,0.4383,0.009,0.3279,0.0076,0.0039,0.2334,0.2842,0.0066,0.1844,1.4682,0.0039,0.0072,0.0148,19.6482,1.5208,1.7155,26.9602,0,2854043424,2818181280,2,0,116476604,9,6,1,1,0,0,0,0
9,0.1648,4.7445,2.4443,0.0213,2.4215,2.3812,0.0323,0.0037,0.8402,2.2708,0.0253,0.0251,0.0221,0.2843,0.0093,0.2208,0.0072,0.032,0.2331,0.2652,0.0133,0.2447,1.2481,0.0138,0.0261,0.0352,1.0352,0.0105,0,5.998,1,2854043424,2818181984,0,0,116476604,10,6,1,0,0,0,24,0
10,0.059,1.7726,0.974,0.003,0.9707,0.9611,0.0073,0.001,0.3009,0.7699,0.0092,0.0126,0.0102,0.098,0.0035,0.042,0.0043,0.0168,0.0706,0.1048,0.0024,0.0678,0.3832,0.0076,0.0266,0.0371,0.8176,0.5401,3.3053,9.132,2,2854043424,2818182688,1,0,116476604,11,7,1,1,0,0,0,0
11,0.0422,1.3259,0.8713,0.0029,0.8681,0.8607,0.0053,0.0007,0.1679,0.4405,0.0069,0.01,0.0064,0.0571,0.0039,0.0282,0.0019,0.0074,0.0479,0.0474,0.0025,0.0373,0.2179,0.0044,0.0128,0.0277,0.3138,0.3878,3.3525,6.4036,3,2854043424,2854044832,2,0,116476604,12,8,1,1,0,0,0,0
12,0.0445,1.3878,0.6876,0.0022,0.6852,0.6768,0.0064,0.0006,0.2017,0.6791,0.0097,0.012,0.0105,0.0642,0.0041,0.1141,0.0091,0.0169,0.0796,0.0772,0.0044,0.0526,0.3877,0.0057,0.0198,0.0203,0.3119,0.3428,2.9596,6.0518,4,2854043424,2854035680,0,0,116476604,13,9,1,1,0,0,0,0
13,0.0417,1.6766,0.8031,0.0021,0.8005,0.7911,0.0066,0.0015,0.1979,0.8455,0.0063,0.0111,0.0084,0.1711,0.009,0.1429,0.0045,0.003,0.1097,0.0701,0.0197,0.0662,0.56,0.0082,0.0259,0.0397,0.3315,2.0071,3.293,9.578,5,2854043424,2854033568,1,0,116476604,14,10,1,1,0,0,0,0
14,0.0464,1.6788,0.9435,0.0024,0.9409,0.9355,0.0037,0.0008,0.1709,0.716,0.0076,0.0099,0.0068,0.0973,0.005,0.1578,0.0047,0.0057,0.076,0.0932,0.0024,0.0562,0.4805,0.01,0.0176,0.057,0.3181,0.3618,3.5597,7.9362,6,2854043424,2854041312,2,0,116476604,15,11,1,1,0,0,0,0
15,0.0438,1.2317,0.7,0.0035,0.6959,0.6907,0.0041,0.0007,0.1714,0.5174,0.0061,0.009,0.0063,0.0708,0.0036,0.0528,0.0165,0.0054,0.0759,0.0426,0.002,0.0351,0.2772,0.0038,0.0125,0.0299,0.2858,0.3329,0.7005,3.0552,7,2854043424,2854039904,0,0,116476604,16,12,1,1,0,0,0,0
16,0.0385,1.3836,0.6026,0.0028,0.5996,0.5882,0.0089,0.0011,0.2539,0.7618,0.0125,0.026,0.0212,0.224,0.0126,0.0466,0.0046,0.0034,0.0471,0.0422,0.0038,0.0359,0.3958,0.0034,0.0088,0.0146,0.6329,2.6839,3.0185,9.8655,0,2854043424,2818181280,1,0,116476604,17,13,1,1,0,0,0,0
17,0.0411,1.516,0.8463,0.0023,0.8439,0.8393,0.0031,0.001,0.163,0.632,0.0065,0.0099,0.0069,0.1139,0.0041,0.0885,0.004,0.0025,0.0793,0.0641,0.0018,0.0692,0.415,0.0057,0.0174,0.0304,0.2622,0.3721,3.4999,6.7037,1,2854043424,2818181984,2,0,116476604,18,14,1,1,0,0,0,0
18,0.0445,1.3318,0.6867,0.0026,0.6839,0.669,0.0111,0.0018,0.2985,0.6153,0.0098,0.011,0.0118,0.074,0.0142,0.0269,0.0035,0.0072,0.0476,0.0508,0.0017,0.0351,0.2344,0.005,0.0103,0.0262,0.6182,1.717,3.1658,8.7164,2,2854043424,2818182688,0,0,116476604,19,15,1,1,0,0,0,0
19,0.0452,1.1636,0.6694,0.002,0.6672,0.6624,0.0027,0.0012,0.1715,0.4668,0.0071,0.014,0.0073,0.0721,0.0045,0.0367,0.0028,0.006,0.053,0.035,0.0022,0.0349,0.2317,0.0063,0.0127,0.0334,0.3047,0.323,3.283,5.5216,3,2854043424,2854044832,1,0,116476604,20,16,1,1,0,0,0,0
20,0.0448,1.1602,0.6888,0.0023,0.6863,0.6806,0.0041,0.0008,0.1514,0.4438,0.0061,0.0096,0.006,0.0755,0.0042,0.0394,0.0037,0.0034,0.0488,0.0421,0.002,0.0335,0.2393,0.0052,0.0118,0.0259,0.2695,0.3121,4.1257,6.2505,4,2854043424,2854035680,2,0,116476604,21,17,1,1,0,0,0,0
21,0.0418,1.3369,0.8152,0.002,0.813,0.8058,0.0046,0.0012,0.1953,0.4918,0.0058,0.009,0.0072,0.0489,0.0022,0.025,0.0039,0.0026,0.0536,0.0491,0.0016,0.0707,0.2473,0.0044,0.0174,0.0286,0.2772,0.3318,0.7662,3.0435,5,2854043424,2854033568,0,0,116476604,22,18,1,1,0,0,0,0
22,0.047,1.3307,0.63,0.0029,0.6267,0.6198,0.0049,0.001,0.1827,0.6747,0.0106,0.0157,0.0091,0.1083,0.0055,0.0657,0.0071,0.006,0.0615,0.0744,0.0034,0.094,0.4039,0.0077,0.0138,0.0304,0.3433,0.4011,0.6189,3.141,6,2854043424,2854041312,1,0,116476604,23,19,1,1,0,0,0,0
23,0.0394,1.1609,0.7313,0.0021,0.729,0.7224,0.0047,0.0011,0.1542,0.4064,0.0054,0.0093,0.0063,0.0488,0.0019,0.0211,0.0021,0.0056,0.0327,0.0574,0.0027,0.0415,0.2015,0.0057,0.0117,0.0312,0.408,0.3111,0.5777,2.8943,7,2854043424,2854039904,2,0,116476604,24,20,1,1,0,0,0,0
24,0.0574,1.3895,0.7866,0.0037,0.7827,0.7738,0.0067,0.001,0.2016,0.5708,0.006,0.0259,0.0064,0.0856,0.0032,0.0348,0.0048,0.0081,0.0622,0.0637,0.0028,0.0471,0.2934,0.0065,0.0121,0.036,0.6814,0.418,3.3006,6.3401,0,2854043424,2818181280,0,0,116476604,25,21,1,1,0,0,0,0
25,0.0496,1.5762,0.6754,0.0029,0.6723,0.6623,0.0081,0.001,0.1839,0.7749,0.0073,0.0126,0.0073,0.075,0.0052,0.0917,0.0103,0.0117,0.1482,0.1125,0.0057,0.0791,0.5065,0.0084,0.1144,0.0262,0.5369,1.0613,3.658,8.0321,1,2854043424,2818181984,1,0,116476604,26,22,1,1,0,0,0,0
26,0.0583,1.3036,0.6659,0.0043,0.6612,0.6541,0.0048,0.0013,0.1888,0.6138,0.0069,0.0102,0.0083,0.1203,0.0042,0.0621,0.0043,0.003,0.0603,0.0634,0.0027,0.0584,0.3645,0.0071,0.0134,0.0291,0.3432,0.3251,0.5237,2.9796,2,2854043424,2818182688,2,0,116476604,27,23,1,1,0,0,0,0
27,0.1786,4.3674,1.9271,0.0213,1.9049,1.8806,0.0178,0.0039,0.6467,2.3868,0.0245,0.0253,0.0383,0.7814,0.0207,0.205,0.0087,0.0094,0.1284,0.1978,0.0149,0.2336,1.5462,0.0143,0.0308,0.0478,0.7489,0.5088,0.9328,7.1405,3,2854043424,2854044832,0,0,116476604,28,24,1,1,0,0,0,0
28,0.0573,1.4226,0.7401,0.0032,0.7364,0.7274,0.007,0.0009,0.2134,0.6498,0.0085,0.0125,0.0088,0.1169,0.0077,0.0828,0.0068,0.0035,0.0621,0.0509,0.0024,0.047,0.3597,0.0074,0.0196,0.0334,0.3386,0.296,0.5175,2.9413,4,2854043424,2854035680,1,0,116476604,29,25,1,1,0,0,0,0
29,0.0666,1.4505,0.6982,0.0034,0.6945,0.6843,0.0077,0.0012,0.2191,0.7208,0.0076,0.0157,0.0097,0.0877,0.0048,0.0469,0.005,0.0175,0.0761,0.1276,0.003,0.077,0.4153,0.0072,0.0216,0.018,0.4116,0.3381,0.4311,3.0143,5,2854043424,2854033568,2,0,116476604,30,26,1,1,0,0,0,0
30,0.0879,2.1747,1.0082,0.0084,0.9993,0.9766,0.0186,0.0022,0.4124,1.1299,0.0134,0.0161,0.0157,0.163,0.0063,0.0801,0.0066,0.0056,0.0886,0.0783,0.0043,0.198,0.608,0.0182,0.0246,0.0349,0.5713,0.4814,0.7488,4.5979,6,2854043424,2854041312,0,0,116476604,31,27,1,1,0,0,0,0
31,0.0412,1.3774,0.7143,0.0022,0.7117,0.7051,0.0046,0.0009,0.1549,0.6136,0.0057,0.0096,0.0062,0.0887,0.005,0.0648,0.0245,0.0062,0.1023,0.0607,0.0043,0.0514,0.3679,0.0118,0.0326,0.0379,0.4477,0.4471,0.6159,3.2295,7,2854043424,2854039904,1,0,116476604,32,28,1,1,0,0,0,0
32,0.046,1.3295,0.8441,0.0025,0.8414,0.8343,0.0051,0.0008,0.1661,0.4539,0.0068,0.0101,0.0067,0.0528,0.0022,0.0286,0.0025,0.0066,0.0455,0.0643,0.0024,0.042,0.2332,0.0057,0.0141,0.0228,0.3175,0.2969,0.4967,2.8733,0,2854043424,2818181280,2,0,116476604,33,29,1,1,0,0,0,0
33,0.0505,1.4408,0.741,0.0035,0.7372,0.7285,0.0063,0.0011,0.2594,0.6635,0.0084,0.0127,0.0089,0.0929,0.0061,0.0383,0.0041,0.0105,0.0677,0.0795,0.0033,0.0473,0.3257,0.0078,0.0196,0.0365,0.4696,0.5125,0.4892,3.2652,1,2854043424,2818181984,0,0,116476604,34,30,1,1,0,0,0,0
34,0.0422,1.9069,0.723,0.0025,0.7203,0.7073,0.0107,0.0012,0.2393,1.1614,0.0096,0.0124,0.0125,0.5006,0.0089,0.093,0.0135,0.0051,0.0887,0.0927,0.0021,0.0575,0.8325,0.0082,0.0136,0.019,0.3005,0.475,0.4834,3.5201,2,2854043424,2818182688,1,0,116476604,35,31,1,1,0,0,0,0
35,0.0395,1.398,0.7285,0.0022,0.7261,0.7137,0.0096,0.0014,0.2189,0.6462,0.0085,0.0124,0.0103,0.1049,0.0048,0.0798,0.004,0.0027,0.0765,0.0535,0.0019,0.0479,0.3626,0.0063,0.0121,0.0167,0.2156,0.2348,0.4041,2.4924,3,2854043424,2854044832,2,0,116476604,36,32,1,1,0,0,0,0
36,0.0412,1.4694,0.6894,0.0025,0.6867,0.6787,0.0063,0.0011,0.2465,0.7536,0.0102,0.0123,0.0112,0.1169,0.0097,0.0413,0.0042,0.0057,0.0802,0.0795,0.0048,0.1071,0.425,0.0069,0.0163,0.0275,0.5025,0.3384,1.4022,3.9491,4,2854043424,2854035680,0,0,116476604,37,33,1,1,0,0,0,0
