ffmpeg_write_finished_ms,ffmpeg_write_started_ms,frame_scheduled_ms,future_completed_ms,in_flight_at_ordered,in_flight_at_schedule,index,job_submitted_ms,ordered_output_ms,queue_put_finished_ms,queue_put_started_ms,result_observed_ms,shm_copy_finished_ms,shm_released_ms,shm_view_ready_ms,slot_acquired_ms,submit_started_ms,worker_clear_finished_ms,worker_clear_started_ms,worker_done_ms,worker_pid,worker_render_finished_ms,worker_render_started_ms,worker_started_ms,worker_zero_copy,writer_dequeued_ms,writer_queue_depth_after_get,writer_requested_bytes,writer_returned_bytes,writer_write_calls
1452.6063,1450.4361,441.4274,1450.3602,8,0,0,706.7624,1450.3696,1450.3871,1450.3708,1450.3618,743.1899,1452.605,1450.3763,441.4479,441.4518,709.5732,707.2179,743.1899,56108,743.1899,709.6013,707.1693,True,1450.432,1,5791200,5791200,1
1543.4907,1452.6266,706.7686,1450.3471,7,1,1,955.2688,1450.3908,1450.4016,1450.3928,1450.3503,747.1131,1543.4888,1450.3975,706.7896,706.795,745.3204,743.3133,747.1131,56108,747.1131,745.3283,743.2818,True,1452.6251,0,5791200,5791200,1
1893.332,1543.8237,955.2797,1543.6855,8,2,2,1210.1463,1543.7169,1543.732,1543.7182,1543.6865,1214.2892,1893.33,1543.7227,955.3174,955.3234,1212.5411,1210.5837,1214.2892,56108,1214.2892,1212.5557,1210.5225,True,1543.8206,6,5791200,5791200,1
1896.1911,1893.3698,1210.1586,1543.7089,7,3,3,1210.4653,1543.7353,1543.7473,1543.7374,1543.7097,1489.9811,1896.1896,1543.7427,1210.2067,1210.2125,1452.291,1450.0054,1489.9811,14476,1489.9811,1452.3283,1449.9455,True,1893.3665,5,5791200,5791200,1
1898.9305,1896.2059,1210.4688,1543.6774,6,4,4,1449.412,1543.7496,1543.7578,1543.7518,1543.6786,1489.4144,1898.929,1543.7556,1210.4812,1210.4845,1452.575,1450.1367,1489.4144,12344,1489.4144,1452.6101,1450.082,True,1896.2041,4,5791200,5791200,1
1901.7624,1898.9443,1449.425,1543.6524,5,5,5,1450.0295,1543.7589,1543.7642,1543.76,1543.6565,1456.1441,1901.7611,1543.7622,1449.4725,1449.477,1453.4997,1451.2897,1456.1441,56108,1456.1441,1453.5198,1451.2251,True,1898.9426,3,5791200,5791200,1
1909.8257,1901.7792,1450.0337,1543.7018,4,6,6,1450.2722,1543.7651,1543.7704,1543.7662,1543.7026,1490.3922,1909.8241,1543.7685,1450.0521,1450.0565,1453.4143,1451.3127,1490.3922,43932,1490.3922,1453.4445,1451.2622,True,1901.7761,2,5791200,5791200,1
1912.6546,1909.8446,1450.2766,1543.6941,3,7,7,1450.3253,1543.7714,1543.7766,1543.7725,1543.695,1460.6516,1912.6531,1543.7746,1450.2928,1450.2967,1458.326,1456.2761,1460.6516,56108,1460.6516,1458.3349,1456.2409,True,1909.8412,1,5791200,5791200,1
1914.3116,1912.668,1450.4041,1543.669,2,6,8,1452.6846,1543.7776,1543.7832,1543.7787,1543.6701,1462.7898,1914.3102,1543.7813,1452.6498,1452.6532,1460.9868,1460.7768,1462.7898,56108,1462.7898,1460.9927,1460.7459,True,1912.6665,0,5791200,5791200,1
1915.8041,1914.5644,1452.6878,1914.4545,8,7,9,1543.6119,1914.4803,1914.5011,1914.4816,1914.4556,1548.1173,1915.8028,1914.4898,1543.5427,1543.5477,1544.6824,1544.4157,1548.1173,56108,1548.1173,1544.698,1544.3562,True,1914.5617,4,5791200,5791200,1
