ffmpeg_write_finished_ms,ffmpeg_write_started_ms,frame_scheduled_ms,future_completed_ms,in_flight_at_ordered,in_flight_at_schedule,index,job_submitted_ms,ordered_output_ms,queue_put_finished_ms,queue_put_started_ms,result_observed_ms,shm_copy_finished_ms,shm_released_ms,shm_view_ready_ms,slot_acquired_ms,submit_started_ms,worker_done_ms,worker_pid,worker_render_finished_ms,worker_render_started_ms,worker_started_ms
1071.3231,1069.4571,352.6583,1069.4152,4,0,0,605.0668,1069.425,1069.4374,1069.4264,1069.4179,648.546,1071.3213,1069.4296,352.6833,352.689,648.546,46104,643.4464,605.4462,605.4443
1164.8746,1071.4513,605.0721,1071.4011,4,1,1,843.4658,1071.4111,1071.4216,1071.4123,1071.4041,656.7322,1164.8678,1071.4154,605.0873,605.0914,656.7322,46104,651.9647,648.9229,648.9217
1519.4702,1165.0945,843.4817,1165.0202,4,2,2,1069.1154,1165.0437,1165.0552,1165.0447,1165.0232,1077.9487,1519.4617,1165.0482,843.5325,843.5366,1077.9487,46104,1072.5983,1069.4612,1069.459
1522.6252,1519.5036,1069.1257,1165.0325,3,3,3,1069.3992,1165.0565,1165.0605,1165.0574,1165.0336,1113.76,1522.6224,1165.0585,1069.1649,1069.1709,1113.76,18576,1108.0617,1070.1455,1070.1425
1523.924,1522.6411,1069.4393,1165.0382,2,3,4,1071.3835,1165.0612,1165.0649,1165.062,1165.039,1112.1509,1523.9175,1165.0631,1071.3497,1071.353,1112.1509,54468,1107.3184,1071.6626,1071.6612
1533.0736,1524.1817,1071.4235,1524.1076,4,3,5,1164.9913,1524.1231,1524.1385,1524.1246,1524.112,1172.7466,1533.0676,1524.1286,1164.926,1164.9329,1172.7466,46104,1169.5573,1165.5887,1165.5866
1761.6717,1760.9629,1165.0662,1760.8893,4,1,6,1519.7482,1760.9016,1760.9185,1760.9031,1760.8915,1542.6579,1761.6705,1760.9068,1519.5663,1519.5857,1542.6579,54468,1531.6519,1520.2271,1520.2244
1763.6372,1761.6802,1519.7579,1760.4685,3,2,7,1522.8508,1760.9201,1760.9254,1760.9213,1760.4715,1534.8568,1763.6345,1760.9227,1522.6961,1522.7103,1534.8568,18576,1528.0602,1523.1522,1523.1493
1765.4166,1763.6499,1522.8613,1760.6868,2,3,8,1524.0706,1760.9262,1760.9306,1760.9273,1760.6884,1536.4043,1765.4104,1760.9286,1523.9968,1524.0048,1536.4043,46104,1529.4804,1524.6472,1524.6412
1778.0386,1777.2936,1524.1412,1777.2279,4,3,9,1759.9332,1777.2384,1777.2555,1777.2395,1777.2297,1776.8654,1778.0332,1777.2438,1533.1395,1533.1509,1776.8654,18576,1765.9626,1760.2657,1760.2627
