ffmpeg_write_finished_ms,ffmpeg_write_started_ms,frame_scheduled_ms,future_completed_ms,in_flight_at_ordered,in_flight_at_schedule,index,job_submitted_ms,ordered_output_ms,queue_put_finished_ms,queue_put_started_ms,result_observed_ms,shm_copy_finished_ms,shm_released_ms,shm_view_ready_ms,slot_acquired_ms,submit_started_ms,worker_clear_finished_ms,worker_clear_started_ms,worker_done_ms,worker_pid,worker_render_finished_ms,worker_render_started_ms,worker_started_ms,worker_zero_copy,writer_dequeued_ms,writer_queue_depth_after_get,writer_requested_bytes,writer_returned_bytes,writer_write_calls
1434.7453,1432.4232,417.3673,1432.3594,24,0,0,686.9121,1432.3669,1432.382,1432.3679,1432.3604,722.8747,1434.7439,1432.3738,417.389,417.3927,689.3455,687.5066,722.8747,55988,722.8747,689.3737,687.4639,True,1432.4195,1,5791200,5791200,1
1525.9453,1434.762,686.92,1432.3483,23,1,1,933.216,1432.3841,1432.3919,1432.3856,1432.3508,726.6476,1525.9438,1432.3887,686.9414,686.9472,724.8335,723.0011,726.6476,55988,726.6476,724.8413,722.971,True,1434.7607,0,5791200,5791200,1
1891.3037,1526.3401,933.2316,1526.1785,24,2,2,1185.9884,1526.2457,1526.2577,1526.2465,1526.1799,1190.2895,1891.3018,1526.2508,933.2828,933.2897,1188.5108,1186.735,1190.2895,55988,1190.2895,1188.5276,1186.682,True,1526.3372,7,5791200,5791200,1
1894.0835,1891.3497,1186.0036,1526.1322,23,3,3,1186.4085,1526.2602,1526.2678,1526.2617,1526.1329,1471.6225,1894.0826,1526.2649,1186.053,1186.057,1433.7011,1431.5291,1471.6225,10692,1471.6225,1433.7295,1431.4642,True,1891.3465,7,5791200,5791200,1
1896.6411,1894.1011,1186.4119,1526.1592,22,4,4,1430.8742,1526.269,1526.2734,1526.27,1526.1599,1471.5389,1896.6403,1526.2718,1186.424,1186.4271,1433.8622,1431.7099,1471.5389,42500,1471.5389,1433.8904,1431.6489,True,1894.0992,7,5791200,5791200,1
1898.8911,1896.657,1430.8878,1526.1023,21,5,5,1431.3926,1526.2741,1526.2781,1526.275,1526.1052,1439.5375,1898.8904,1526.2766,1430.939,1430.9437,1436.9648,1434.9916,1439.5375,55988,1439.5375,1436.9821,1434.913,True,1896.6553,7,5791200,5791200,1
1906.7603,1898.9072,1431.3965,1526.2234,20,6,6,1431.5947,1526.2788,1526.2824,1526.2796,1526.2241,1472.6867,1906.7589,1526.2811,1431.4113,1431.4146,1437.2691,1435.0663,1472.6867,54924,1472.6867,1437.2966,1434.9976,True,1898.9056,7,5791200,5791200,1
1909.2801,1906.8034,1431.5987,1526.1262,19,7,7,1431.6415,1526.2832,1526.2903,1526.2851,1526.1271,1443.8877,1909.2791,1526.2878,1431.6121,1431.6153,1441.5694,1439.6611,1443.8877,55988,1443.8877,1441.5784,1439.6313,True,1906.7977,7,5791200,5791200,1
1911.7649,1909.3068,1431.6432,1526.1137,18,8,8,1431.6792,1526.2917,1526.299,1526.2932,1526.1146,1448.4823,1911.7637,1526.2962,1431.6532,1431.6563,1446.4971,1444.2773,1448.4823,55988,1448.4823,1446.5067,1444.1322,True,1909.3043,7,5791200,5791200,1
1914.231,1911.7854,1431.6807,1526.1429,17,9,9,1431.827,1526.3005,1526.3053,1526.3017,1526.1435,1453.8784,1914.2302,1526.3038,1431.69,1431.6922,1450.6649,1448.6346,1453.8784,55988,1453.8784,1450.6737,1448.5636,True,1911.7828,7,5791200,5791200,1
1916.6378,1914.2501,1431.8303,1526.1539,16,10,10,1431.8905,1526.306,1526.3739,1526.3068,1526.1546,1458.6637,1916.6368,1526.3086,1431.8433,1431.8457,1456.1679,1453.9901,1458.6637,55988,1458.6637,1456.179,1453.9629,True,1914.2477,7,5791200,5791200,1
1924.5457,1916.655,1431.8936,1526.1864,15,11,11,1431.9332,1526.3888,1891.3923,1526.3931,1526.1872,1462.8765,1924.5449,1526.4125,1431.9097,1431.9119,1460.7896,1458.7894,1462.8765,55988,1462.8765,1460.8004,1458.7563,True,1916.6528,7,5791200,5791200,1
1927.2935,1924.5905,1431.9356,1526.2028,14,12,12,1431.9682,1891.4073,1894.1631,1891.4113,1526.2034,1468.6798,1927.2929,1891.4287,1431.9466,1431.9497,1465.3058,1462.9994,1468.6798,55988,1468.6798,1465.317,1462.9713,True,1924.5847,7,5791200,5791200,1
1929.7809,1927.3111,1431.9705,1526.2182,13,13,13,1431.9999,1894.1817,1896.7079,1894.1872,1526.2189,1473.0196,1929.78,1894.2109,1431.9803,1431.9829,1471.0053,1468.838,1473.0196,55988,1473.0196,1471.0163,1468.808,True,1927.3092,7,5791200,5791200,1
1932.3509,1929.7987,1432.0022,1526.2398,12,14,14,1432.0311,1896.8296,1898.991,1896.8399,1526.2405,1489.8635,1932.3501,1896.8645,1432.0114,1432.0142,1473.8406,1471.6871,1489.8635,42500,1489.8635,1473.8504,1471.6526,True,1929.7966,7,5791200,5791200,1
1934.7687,1932.3701,1432.0335,1526.1375,11,15,15,1432.0629,1899.0136,1906.876,1899.0208,1526.1382,1477.8079,1934.7679,1899.0471,1432.0431,1432.0459,1473.865,1471.7779,1477.8079,10692,1477.8079,1473.8753,1471.7398,True,1932.3681,7,5791200,5791200,1
1937.8699,1934.7879,1432.0653,1526.1681,10,16,16,1432.0947,1906.9013,1909.3565,1906.9091,1526.1692,1478.645,1937.8685,1906.9395,1432.0746,1432.0772,1474.9522,1472.8402,1478.645,54924,1478.645,1474.9624,1472.8042,True,1934.786,7,5791200,5791200,1
1945.689,1937.89,1432.097,1526.1974,9,17,17,1432.1257,1909.3744,1911.8477,1909.3808,1526.1982,1478.3207,1945.6866,1909.4063,1432.1063,1432.1092,1475.6272,1473.1549,1478.3207,55988,1478.3207,1475.6407,1473.1246,True,1937.8875,7,5791200,5791200,1
1949.1894,1945.7135,1432.1277,1526.2131,8,18,18,1432.1564,1911.8682,1914.3033,1911.8737,1526.2138,1482.2885,1949.1876,1911.8967,1432.1377,1432.1404,1479.9409,1477.9595,1482.2885,10692,1482.2885,1479.9489,1477.9218,True,1945.7109,6,5791200,5791200,1
1952.041,1949.2091,1432.16,1526.2338,7,19,19,1432.1885,1914.3202,1916.7225,1914.326,1526.2344,1484.4575,1952.0398,1914.3467,1432.1693,1432.172,1481.3974,1478.4565,1484.4575,55988,1484.4575,1481.4098,1478.4236,True,1949.2064,5,5791200,5791200,1
1955.4692,1952.0621,1432.1913,1526.1201,6,20,20,1432.2203,1916.743,1924.6504,1916.7485,1526.1209,1483.2047,1955.4677,1916.7763,1432.2006,1432.2031,1480.7833,1478.7925,1483.2047,54924,1483.2047,1480.7916,1478.7594,True,1952.0588,4,5791200,5791200,1
1958.7411,1955.4925,1432.224,1526.1485,5,21,21,1432.2527,1924.6662,1927.3754,1924.6709,1526.1492,1486.6143,1958.7395,1924.6873,1432.2327,1432.2353,1484.3182,1482.4005,1486.6143,10692,1486.6143,1484.326,1482.373,True,1955.4895,3,5791200,5791200,1
1961.8158,1958.7598,1432.2549,1526.1918,4,22,22,1432.2844,1927.3932,1929.853,1927.3998,1526.1927,1487.791,1961.8143,1927.4262,1432.2644,1432.267,1485.2208,1483.3141,1487.791,54924,1487.791,1485.2279,1483.2868,True,1958.7563,2,5791200,5791200,1
1964.7778,1961.8415,1432.2866,1526.2078,3,23,23,1432.3153,1929.8722,1932.5958,1929.878,1526.2085,1489.3796,1964.7765,1929.9015,1432.2956,1432.2982,1487.0618,1484.569,1489.3796,55988,1489.3796,1487.0715,1484.5412,True,1961.8382,1,5791200,5791200,1
1966.8676,1964.7941,1432.3944,1526.2285,2,22,24,1434.9263,1932.6109,1935.0291,1932.6139,1526.2292,1490.645,1966.8664,1932.6207,1434.8257,1434.8289,1488.4341,1486.7292,1490.645,10692,1490.645,1488.4415,1486.7015,True,1964.7922,0,5791200,5791200,1
1968.9097,1967.2422,1434.9303,1967.0808,24,23,25,1526.0489,1967.1449,1967.1593,1967.1458,1967.0815,1531.2129,1968.9085,1967.1516,1525.9909,1525.9948,1528.5956,1526.8925,1531.2129,54924,1531.2129,1528.6321,1526.8326,True,1967.2391,7,5791200,5791200,1
1971.458,1968.9448,1935.041,1967.0984,23,1,26,1935.1681,1967.1617,1967.1705,1967.1633,1967.0992,1947.2029,1971.4573,1967.167,1935.0675,1935.0712,1939.703,1939.34,1947.2029,55988,1947.2029,1939.7254,1939.2424,True,1968.942,7,5791200,5791200,1
1974.4174,1971.4748,1935.1718,1967.0867,22,2,27,1935.3567,1967.1719,1967.1767,1967.1727,1967.0874,1944.8241,1974.4158,1967.1751,1935.1841,1935.2252,1941.4781,1939.4398,1944.8241,42500,1944.8241,1941.4957,1939.3382,True,1971.4727,7,5791200,5791200,1
1980.0249,1974.4475,1935.3606,1967.069,21,3,28,1935.5178,1967.1775,1967.1818,1967.1783,1967.0698,1944.9956,1980.0241,1967.1802,1935.462,1935.4657,1941.8433,1939.6601,1944.9956,10692,1944.9956,1941.8707,1939.5221,True,1974.4445,7,5791200,5791200,1
1981.6901,1980.048,1935.5225,1967.139,20,4,29,1935.5633,1967.1828,1967.1867,1967.1836,1967.1396,1945.4425,1981.6894,1967.1852,1935.5361,1935.5385,1941.9714,1939.7687,1945.4425,54924,1945.4425,1941.9946,1939.6834,True,1980.046,7,5791200,5791200,1
1983.7,1981.7074,1935.5659,1967.0924,19,5,30,1935.592,1967.1876,1967.1922,1967.1885,1967.0931,1950.9598,1983.6993,1967.1907,1935.5739,1935.5759,1947.1659,1945.0061,1950.9598,42500,1950.9598,1947.1773,1944.9667,True,1981.7058,7,5791200,5791200,1
1985.7137,1983.7165,1935.5936,1967.1099,18,6,31,1935.6173,1967.1932,1967.1972,1967.194,1967.1109,1950.9374,1985.7131,1967.1957,1935.6007,1935.6024,1947.3465,1945.2141,1950.9374,10692,1950.9374,1947.3577,1945.1724,True,1983.7151,7,5791200,5791200,1
1988.2711,1985.7333,1935.6191,1967.1161,17,7,32,1935.6441,1967.198,1967.2023,1967.1988,1967.1169,1951.0756,1988.27,1967.2008,1935.6264,1935.6294,1947.7855,1945.644,1951.0756,54924,1951.0756,1947.8152,1945.6086,True,1985.7317,7,5791200,5791200,1
2001.1424,1988.286,1935.6462,1967.044,16,8,33,1935.6682,1967.203,1967.2699,1967.2038,1967.0467,1955.5005,2001.141,1967.2055,1935.6529,1935.6548,1948.1904,1947.6971,1955.5005,55988,1955.5005,1948.2018,1947.5475,True,1988.2843,7,5791200,5791200,1
2002.9308,2001.1634,1935.6699,1967.1329,15,9,34,1935.693,1967.2764,1968.9886,1967.2787,1967.1336,1956.8401,2002.929,1967.2873,1935.6761,1935.6777,1953.3559,1951.0984,1956.8401,10692,1956.8401,1953.3666,1951.0601,True,2001.1604,6,5791200,5791200,1
2005.1162,2002.946,1935.6945,1967.0567,14,10,35,1935.7181,1968.9957,1971.5094,1968.9988,1967.0577,1957.3014,2005.1147,1969.0078,1935.7012,1935.7029,1953.3796,1951.1297,1957.3014,42500,1957.3014,1953.391,1951.0938,True,2002.9443,5,5791200,5791200,1
2006.7859,2005.1278,1935.7197,1967.1041,13,11,36,1935.7473,1971.516,1974.4745,1971.5197,1967.1048,1957.196,2006.7849,1971.5279,1935.7286,1935.7313,1953.458,1951.2025,1957.196,54924,1957.196,1953.4678,1951.1726,True,2005.1267,4,5791200,5791200,1
2009.3006,2006.7962,1935.7487,1967.0753,12,12,37,1935.7683,1974.4807,1980.0875,1974.4825,1967.0761,1965.3986,2009.2998,1974.4896,1935.7552,1935.7569,1957.0115,1956.2174,1965.3986,55988,1965.3986,1957.3056,1956.177,True,2006.7949,3,5791200,5791200,1
2011.8246,2009.3118,1935.7698,1967.1275,11,13,38,1935.7858,1980.0982,1981.7401,1980.1009,1967.1282,1962.5913,2011.8232,1980.1265,1935.774,1935.7755,1959.3888,1956.9614,1962.5913,10692,1962.5913,1959.3994,1956.9304,True,2009.3099,2,5791200,5791200,1
2022.0868,2011.8408,1935.7872,1967.063,10,14,39,1935.8031,1981.7494,1983.7399,1981.7516,1967.0638,1964.2474,2022.085,1981.7607,1935.7913,1935.7928,1959.867,1957.3452,1964.2474,54924,1964.2474,1959.8761,1957.3083,True,2011.8387,1,5791200,5791200,1
2024.2421,2022.1249,1935.8043,1967.122,9,15,40,1939.3246,1983.7454,1985.7866,1983.7472,1967.1227,1964.3006,2024.241,1983.7531,1938.1684,1938.1729,1959.9536,1957.5188,1964.3006,42500,1964.3006,1959.9631,1957.4552,True,2022.1204,0,5791200,5791200,1
2026.5775,2024.7357,1939.3331,2024.5482,24,16,41,1945.9066,2024.6139,2024.6303,2024.6154,2024.5495,1969.8868,2026.5766,2024.6211,1945.81,1945.8177,1964.7066,1962.7597,1969.8868,10692,1969.8868,1964.7306,1962.7198,True,2024.7324,7,5791200,5791200,1
