ffmpeg_write_finished_ms,ffmpeg_write_started_ms,frame_scheduled_ms,future_completed_ms,in_flight_at_ordered,in_flight_at_schedule,index,job_submitted_ms,ordered_output_ms,queue_put_finished_ms,queue_put_started_ms,result_observed_ms,shm_copy_finished_ms,shm_released_ms,shm_view_ready_ms,slot_acquired_ms,submit_started_ms,worker_clear_finished_ms,worker_clear_started_ms,worker_done_ms,worker_pid,worker_render_finished_ms,worker_render_started_ms,worker_started_ms,worker_zero_copy,writer_dequeued_ms,writer_queue_depth_after_get,writer_requested_bytes,writer_returned_bytes,writer_write_calls
1448.2814,1446.0693,426.0963,1445.942,8,0,0,689.2638,1445.9753,1445.9976,1445.9766,1445.9454,725.8184,1448.2803,1445.9829,426.1156,426.1194,691.6766,689.7274,725.8184,54608,725.8184,691.7113,689.6756,True,1446.0636,2,5791200,5791200,1
1549.8183,1448.2965,689.2697,1445.9567,7,1,1,929.3853,1446.0004,1446.0074,1446.0017,1445.9582,729.8866,1549.8169,1446.0047,689.2885,689.2941,728.0063,725.9697,729.8866,54608,729.8866,728.0148,725.9283,True,1448.295,1,5791200,5791200,1
1930.2323,1549.8423,929.3991,1445.9664,6,2,2,1182.6241,1446.0091,1446.0152,1446.0104,1445.9675,1187.0143,1930.2306,1446.0129,929.5031,929.5108,1185.0543,1183.0449,1187.0143,54608,1187.0143,1185.1033,1182.964,True,1549.84,0,5791200,5791200,1
1933.1363,1930.9027,1182.632,1930.519,8,3,3,1183.2215,1930.5771,1930.6656,1930.5808,1930.5216,1488.1978,1933.1354,1930.6147,1182.6604,1182.665,1447.5366,1445.4504,1488.1978,36096,1488.1978,1447.5726,1445.3951,True,1930.8893,6,5791200,5791200,1
1936.4732,1933.1574,1183.2248,1930.5576,7,4,4,1444.8838,1930.6775,1930.7117,1930.6814,1930.5597,1488.273,1936.4723,1930.7001,1183.2381,1183.2415,1448.0193,1445.7411,1488.273,10028,1488.273,1448.0447,1445.6782,True,1933.1554,5,5791200,5791200,1
1939.9216,1936.4903,1444.8912,1930.5038,6,5,5,1445.6557,1930.7159,1930.7277,1930.7176,1930.5059,1451.095,1939.9203,1930.7231,1444.9174,1444.9221,1448.219,1445.9555,1451.095,54608,1451.095,1448.2382,1445.8948,True,1936.4883,4,5791200,5791200,1
1942.9445,1939.9418,1445.6593,1930.4553,5,6,6,1445.8435,1930.7304,1930.746,1930.7333,1930.4623,1488.4244,1942.9432,1930.7428,1445.6728,1445.676,1448.8151,1446.7402,1488.4244,5712,1488.4244,1448.8442,1446.6867,True,1939.9392,3,5791200,5791200,1
1950.459,1942.9628,1445.8459,1930.5287,4,7,7,1445.9176,1930.7493,1930.759,1930.7505,1930.531,1455.706,1950.4556,1930.7559,1445.8574,1445.86,1453.2466,1451.2169,1455.706,54608,1455.706,1453.255,1451.1874,True,1942.9608,2,5791200,5791200,1
1953.7049,1950.4821,1446.0383,1930.4898,3,5,8,1448.3635,1930.7611,1930.7729,1930.763,1930.4919,1457.9744,1953.7039,1930.7696,1448.3188,1448.3227,1456.0394,1455.8226,1457.9744,54608,1457.9744,1456.046,1455.7942,True,1950.4783,1,5791200,5791200,1
1956.7623,1953.7203,1448.3675,1930.5423,2,6,9,1550.0965,1930.7761,1930.7889,1930.7786,1930.5451,1554.6369,1956.7609,1930.785,1549.9157,1549.9337,1550.8101,1550.5272,1554.6369,54608,1554.6369,1550.8286,1550.4599,True,1953.7181,0,5791200,5791200,1
