ffmpeg_write_finished_ms,ffmpeg_write_started_ms,frame_scheduled_ms,future_completed_ms,in_flight_at_ordered,in_flight_at_schedule,index,job_submitted_ms,ordered_output_ms,queue_put_finished_ms,queue_put_started_ms,result_observed_ms,shm_copy_finished_ms,shm_released_ms,shm_view_ready_ms,slot_acquired_ms,submit_started_ms,worker_clear_finished_ms,worker_clear_started_ms,worker_done_ms,worker_pid,worker_render_finished_ms,worker_render_started_ms,worker_started_ms,worker_zero_copy,writer_dequeued_ms,writer_queue_depth_after_get,writer_requested_bytes,writer_returned_bytes,writer_write_calls
1412.5776,1410.8386,412.3589,1410.7305,16,0,0,684.4706,1410.7391,1410.753,1410.7403,1410.7317,719.8935,1412.5769,1410.7454,412.3815,412.3859,686.8498,684.8829,719.8935,33772,719.8935,686.8796,684.8347,True,1410.8336,1,5791200,5791200,1
1504.7686,1412.5897,684.4773,1410.7181,15,1,1,925.4777,1410.7552,1410.7609,1410.7564,1410.7209,723.6637,1504.7664,1410.7588,684.4961,684.5007,721.8302,720.0208,723.6637,33772,723.6637,721.8395,719.991,True,1412.5887,0,5791200,5791200,1
1872.1139,1505.1117,925.5032,1505.0014,16,2,2,1171.6922,1505.0244,1505.0365,1505.0254,1505.0021,1175.7247,1872.1129,1505.03,925.5436,925.5493,1174.0189,1172.1393,1175.7247,33772,1175.7247,1174.0351,1172.0797,True,1505.1085,7,5791200,5791200,1
1875.0145,1872.1437,1171.7042,1504.9735,15,3,3,1172.0507,1505.0384,1505.0438,1505.0394,1504.9742,1450.0704,1875.0133,1505.0418,1171.7445,1171.7507,1413.1477,1411.0274,1450.0704,55308,1450.0704,1413.1847,1410.9623,True,1872.1405,7,5791200,5791200,1
1877.7375,1875.0316,1172.0538,1504.9904,14,4,4,1409.9465,1505.0448,1505.0487,1505.0456,1504.9911,1450.6533,1877.7363,1505.0471,1172.0653,1172.0681,1413.2732,1411.1863,1450.6533,54660,1450.6533,1413.3046,1411.0549,True,1875.0299,7,5791200,5791200,1
1879.9677,1877.7584,1409.9538,1504.9314,13,5,5,1410.4069,1505.0495,1505.0538,1505.0502,1504.9347,1417.0373,1879.9664,1505.052,1409.9801,1409.9851,1414.3067,1412.247,1417.0373,33772,1417.0373,1414.3273,1412.1926,True,1877.7547,7,5791200,5791200,1
1886.9617,1879.9935,1410.4101,1504.9851,12,6,6,1410.4471,1505.0547,1505.0587,1505.0554,1504.9858,1450.7356,1886.9589,1505.0572,1410.4217,1410.4246,1414.4295,1412.3085,1450.7356,52804,1450.7356,1414.4562,1412.2602,True,1879.9896,7,5791200,5791200,1
1889.7593,1887.0094,1410.4488,1504.9629,11,7,7,1410.4788,1505.0596,1505.0636,1505.0603,1504.9637,1421.6504,1889.7583,1505.062,1410.4574,1410.4592,1419.2599,1417.2885,1421.6504,33772,1421.6504,1419.2681,1417.2286,True,1887.0055,7,5791200,5791200,1
1893.3806,1889.7877,1410.4805,1504.9508,10,8,8,1410.5076,1505.0643,1505.0688,1505.0651,1504.9515,1425.8166,1893.379,1505.0673,1410.4881,1410.4901,1423.7476,1421.7578,1425.8166,33772,1425.8166,1423.757,1421.7302,True,1889.7841,7,5791200,5791200,1
1896.2969,1893.4016,1410.5091,1504.9441,9,9,9,1410.5361,1505.0695,1505.0733,1505.0703,1504.9452,1431.1213,1896.2953,1505.0719,1410.5167,1410.5187,1427.9193,1425.9276,1431.1213,33772,1431.1213,1427.927,1425.9004,True,1893.3992,7,5791200,5791200,1
