ffmpeg_write_finished_ms,ffmpeg_write_started_ms,frame_scheduled_ms,future_completed_ms,in_flight_at_ordered,in_flight_at_schedule,index,job_submitted_ms,ordered_output_ms,queue_put_finished_ms,queue_put_started_ms,result_observed_ms,shm_copy_finished_ms,shm_released_ms,shm_view_ready_ms,slot_acquired_ms,submit_started_ms,worker_done_ms,worker_pid,worker_render_finished_ms,worker_render_started_ms,worker_started_ms
1880.0303,1879.1664,1859.6197,1879.0614,4,2,99,1860.5751,1879.0785,1879.0953,1879.0797,1879.0655,1878.5149,1880.0284,1879.0863,1860.4357,1860.4454,1878.5149,44428,1873.2189,1868.0729,1868.0711
1890.7882,1889.3818,1860.5816,1889.2974,4,3,100,1862.7021,1889.3111,1889.3298,1889.3123,1889.2997,1888.7918,1890.7858,1889.3178,1862.6224,1862.6318,1888.7918,54696,1884.2565,1875.1787,1875.1772
1893.7656,1890.804,1868.2552,1887.7655,3,3,101,1869.2228,1889.331,1889.3366,1889.3324,1887.7701,1887.1864,1893.7629,1889.3344,1869.1646,1869.1729,1887.1864,44428,1883.3422,1878.9656,1878.9605
1900.6967,1899.4714,1875.3684,1899.3375,4,3,102,1876.304,1899.3729,1899.4089,1899.3744,1899.3459,1898.7808,1900.6953,1899.3843,1876.2408,1876.247,1898.7808,44428,1892.1946,1887.5637,1887.562
1908.6359,1907.3814,1879.1149,1907.2848,4,3,103,1880.1366,1907.3072,1907.3292,1907.3088,1907.2891,1906.6838,1908.6331,1907.314,1880.0763,1880.0829,1906.6838,54696,1899.1246,1889.1921,1889.1895
1913.0212,1911.6496,1889.3385,1911.5765,4,2,104,1891.0664,1911.5921,1911.6059,1911.5932,1911.5802,1910.8672,1913.0197,1911.5976,1890.8699,1890.8896,1910.8672,44428,1904.5362,1899.1726,1899.1702
1922.9534,1921.9175,1891.0762,1921.837,4,3,105,1893.9152,1921.8558,1921.8796,1921.8571,1921.8405,1921.3699,1922.9507,1921.8624,1893.8187,1893.8324,1921.3699,54696,1915.2348,1907.0898,1907.0879
1925.3987,1922.9775,1899.4121,1921.503,3,3,106,1900.8095,1921.8812,1921.8869,1921.8825,1921.509,1920.6876,1925.396,1921.8841,1900.7236,1900.7305,1920.6876,44428,1916.7342,1911.4601,1911.4564
1934.6515,1933.6055,1907.3322,1933.5121,4,3,107,1908.7846,1933.5322,1933.5515,1933.5334,1933.5156,1932.7851,1934.6502,1933.5384,1908.6878,1908.6984,1932.7851,44428,1926.5322,1921.2124,1921.208
1941.5481,1940.2617,1911.6082,1940.1629,4,3,108,1913.1244,1940.1857,1940.2065,1940.187,1940.1663,1938.6694,1941.5464,1940.1927,1913.0543,1913.0644,1938.6694,54696,1928.0359,1921.6724,1921.6687
1947.8576,1946.8888,1921.8887,1946.763,4,2,109,1923.2051,1946.7845,1946.8071,1946.7869,1946.7678,1946.1284,1947.8561,1946.7937,1923.0488,1923.0623,1946.1284,44428,1939.5263,1933.2812,1933.2793
1955.8859,1954.962,1923.2123,1954.8367,4,3,110,1925.5003,1954.8644,1954.8897,1954.866,1954.8417,1954.278,1955.8843,1954.8732,1925.4454,1925.4515,1954.278,54696,1947.7392,1939.9792,1939.9756
1958.3952,1956.0687,1933.5539,1956.0083,4,3,111,1934.7862,1956.0199,1956.0337,1956.021,1956.0106,1955.1701,1958.3931,1956.0236,1934.6953,1934.7026,1955.1701,44428,1950.8475,1946.5843,1946.5807
1969.9056,1969.0806,1940.2091,1968.9845,4,3,112,1941.7037,1969.0025,1969.0234,1969.0038,1968.9874,1968.4608,1969.9042,1969.0085,1941.6109,1941.6204,1968.4608,54696,1962.7199,1954.6526,1954.6509
1972.3977,1969.9192,1946.8121,1966.2535,3,3,113,1948.0056,1969.0251,1969.0317,1969.0265,1966.2575,1965.6706,1972.3931,1969.0287,1947.9179,1947.9279,1965.6706,44428,1960.8389,1955.8098,1955.8069
