frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,clear_prev_above,vp_chart_blend,chart_flush,vp_gauge_blend,gauge_flush,map_resample,vp_map_blend,map_flush1,map_flush2,above_blend,above_flush,flush_total,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,retries,submit_result,query_result,decoder_copy
0,0.0656,16.9122,0.0174,0.0029,0.0142,0.011,0.0016,0.0011,5.3808,16.876,0.013,0,0.1342,10.2975,0.0238,0.0963,0.0094,0.0076,0.1184,0.1042,0.0047,0.3001,10.9165,0.0088,0.0173,0.0277,6.0211,0.0209,0,23.0548,0,1135717536,1994869664,0,0,116476604,1,0,1,0,0,0,24,0
1,0.0473,1.5826,0.7643,0.0032,0.7608,0.755,0.0044,0.0009,0.2599,0.8063,0.0103,0.0039,0.0077,0.1482,0.0135,0.0826,0.0049,0.0057,0.0911,0.0787,0.0038,0.0748,0.4754,0.0047,0.0112,0.0184,1.327,0.7029,0.7185,5.0803,1,1135717536,1994866848,1,0,116476604,2,1,1,1,0,0,0,0
2,0.0481,1.4404,0.8115,0.0034,0.8079,0.8008,0.0048,0.0013,0.2257,0.6169,0.0074,0.0046,0.0111,0.105,0.005,0.0512,0.0031,0.0028,0.0549,0.0624,0.0022,0.0483,0.3218,0.0201,0.0108,0.0181,17.01,0.4739,1.664,21.6015,2,1135717536,1994859808,2,0,116476604,3,2,1,1,0,0,0,0
3,0.1483,3.4423,1.5914,0.0128,1.5779,1.5446,0.0261,0.0036,0.7722,1.813,0.0182,0.0113,0.0244,0.2646,0.0307,0.1298,0.0113,0.0098,0.1515,0.163,0.0079,0.1614,0.8703,0.0184,0.0361,0.0516,0.9532,0.0116,0,4.6158,3,1135717536,1994864736,0,0,116476604,4,2,1,0,0,0,24,0
4,0.0647,2.907,0.9597,0.0038,0.9555,0.946,0.0075,0.0011,0.3089,1.9311,0.0101,0.006,0.0085,0.4731,0.0152,0.3769,0.0075,0.0086,0.2329,0.2204,0.0042,0.2342,1.5375,0.0056,0.0147,0.0191,0.8906,0.1856,0.3477,4.5864,4,1135717536,1994867552,1,0,116476604,5,3,1,1,0,0,0,0
5,0.0624,2.209,1.3104,0.003,1.3064,1.2917,0.0115,0.0014,0.4992,0.8806,0.0169,0.0097,0.0099,0.1303,0.0057,0.0365,0.0051,0.0042,0.0376,0.0499,0.0022,0.0479,0.3022,0.0031,0.0158,0.0314,31.7389,0.166,0.2964,34.6528,5,1135717536,1994865440,2,0,116476604,6,4,1,1,0,0,0,0
6,0.0694,2.5547,1.3488,0.003,1.3454,1.3312,0.0091,0.0026,0.5229,1.1845,0.0133,0.0092,0.011,0.2132,0.0065,0.0902,0.0037,0.0082,0.1002,0.096,0.003,0.0785,0.5781,0.0041,0.0191,0.0303,0.6958,0.0079,0,3.3635,6,1135717536,1994866144,0,0,116476604,7,4,1,0,0,0,24,0
7,0.0448,2.2595,0.83,0.0023,0.8273,0.8169,0.0077,0.0011,0.2598,1.4177,0.0079,0.0048,0.0066,0.3578,0.0054,0.1993,0.0041,0.0041,0.1832,0.1846,0.0038,0.1792,1.1041,0.0043,0.0108,0.0175,26.0012,0.4131,0.3801,29.4409,7,1135717536,1994868960,1,0,116476604,8,5,1,1,0,0,0,0
8,0.0801,2.3206,1.3747,0.0043,1.3698,1.3561,0.0097,0.0013,0.5034,0.9229,0.0203,0.0137,0.0128,0.1167,0.0049,0.0338,0.0045,0.0057,0.0642,0.049,0.0019,0.0525,0.3162,0.0051,0.0207,0.0339,0.6344,0.2284,0.262,3.7605,0,1135717536,1994869664,2,0,116476604,9,6,1,1,0,0,0,0
9,0.0575,1.9769,0.8593,0.003,0.8556,0.8449,0.0073,0.0012,0.4249,1.0962,0.0146,0.0101,0.0191,0.1889,0.0139,0.0768,0.0083,0.007,0.1033,0.0728,0.005,0.1176,0.5594,0.0094,0.0196,0.0366,0.8056,0.6984,0.4573,4.4978,1,1135717536,1994866848,0,0,116476604,10,7,1,1,0,0,0,0
10,0.0521,1.4162,0.8052,0.0024,0.8024,0.7976,0.0036,0.0009,0.1995,0.6064,0.0101,0.0046,0.0063,0.0856,0.0058,0.0647,0.0046,0.0053,0.0699,0.068,0.0016,0.0602,0.3484,0.0031,0.003,0.0313,0.3661,0.2187,0.3435,2.6734,2,1135717536,1994859808,1,0,116476604,11,8,1,1,0,0,0,0
