frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,clear_prev_above,vp_chart_blend,chart_flush,vp_gauge_blend,gauge_flush,map_resample,vp_map_blend,map_flush1,map_flush2,above_blend,above_flush,flush_total,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,retries,submit_result,query_result,decoder_copy
0,0.2349,162.618,0.0784,0.0208,0.0567,0.0432,0.0056,0.0051,10.587,162.518,0.0102,0,0.0554,1.7532,0.0137,0.0542,0.0033,0.0106,0.0604,0.0603,0.0017,0.0504,1.9785,0.0223,0.0088,0.0436,1.7961,0.0094,0,164.71,0,1816063776,1778773664,0,0,116476604,1,0,1,0,0,0,24,0
1,0.0497,1.3889,0.6538,0.0025,0.651,0.6456,0.0029,0.0011,0.1812,0.7164,0.0052,0.0107,0.0064,0.1294,0.0131,0.0868,0.005,0.005,0.069,0.0713,0.0044,0.0713,0.4278,0.034,0.0176,0.0241,17.8044,0.3622,0.7867,20.7726,1,1816063776,1778777888,1,0,116476604,2,1,1,1,0,0,0,0
2,0.0524,125.75,0.8873,0.0024,0.8846,0.8794,0.0033,0.0013,0.2787,124.852,0.011,0.0116,0.032,0.1339,0.0034,0.0344,0.0026,0.0022,0.0308,0.0306,0.0018,0.0561,0.2858,0.0158,0.009,0.0156,0.2864,0.1575,0.2351,126.598,2,1816063776,1778782112,2,0,116476604,3,2,1,1,0,0,0,0
3,0.0413,136.865,0.6848,0.0022,0.6824,0.6753,0.0054,0.0008,0.1866,136.171,0.0134,0.0135,0.0076,0.1057,0.0028,0.0628,0.0048,0.0028,0.0397,0.0233,0.0016,0.0329,0.2644,0.0179,0.0078,0.0154,0.2731,0.1638,0.2703,137.72,3,1816063776,1816072928,0,0,116476604,4,3,1,1,0,0,0,0
4,0.0411,141.762,0.6163,0.0027,0.6134,0.6027,0.0079,0.0014,0.2753,141.137,0.0104,0.0113,0.0068,0.1217,0.0095,0.0748,0.0027,0.0038,0.0475,0.0634,0.0019,0.052,0.3594,0.0141,0.0082,0.0168,0.2432,0.1474,0.2687,142.577,4,1816063776,1816065888,1,0,116476604,5,4,1,1,0,0,0,0
5,0.0414,137.743,0.6736,0.0026,0.6707,0.6635,0.0053,0.0008,0.2309,137.06,0.0107,0.0145,0.0083,0.1158,0.012,0.0365,0.0052,0.0025,0.0255,0.0226,0.0015,0.0459,0.2463,0.0158,0.0072,0.0149,0.2574,0.1494,0.2906,138.607,5,1816063776,1816075040,2,0,116476604,6,5,1,1,0,0,0,0
6,0.0511,183.177,0.799,0.0025,0.7963,0.7906,0.0035,0.0015,0.2934,182.368,0.0114,0.0139,0.0081,0.1395,0.0059,0.0397,0.0047,0.0028,0.0322,0.0292,0.002,0.0645,0.3051,0.0148,0.0093,0.0156,0.2471,0.1557,0.3095,184.061,6,1816063776,1816074336,0,0,116476604,7,6,1,1,0,0,0,0
7,0.047,136.668,0.6565,0.0027,0.6536,0.6422,0.0085,0.0014,0.2637,135.997,0.0111,0.0129,0.0067,0.1411,0.0054,0.0511,0.0046,0.0023,0.0344,0.0457,0.0021,0.0597,0.332,0.0159,0.0123,0.0171,0.1957,0.146,0.2296,137.399,7,1816063776,1816070816,1,0,116476604,8,7,1,1,0,0,0,0
8,0.0752,197.667,0.8921,0.0074,0.8843,0.8652,0.0151,0.0017,0.3281,196.764,0.0126,0.0298,0.0231,0.3086,0.0265,0.2023,0.0103,0.0153,0.1737,0.1781,0.009,0.1755,1.0382,0.0519,0.0092,0.0171,0.2823,0.1801,0.2994,198.65,0,1816063776,1778773664,2,0,116476604,9,8,1,1,0,0,0,0
9,0.0485,168.327,0.7888,0.0029,0.7857,0.7778,0.0057,0.0012,0.1776,167.529,0.0148,0.0108,0.0065,0.1218,0.0095,0.0321,0.0027,0.0046,0.0531,0.0632,0.0015,0.0525,0.3227,0.0164,0.0077,0.0153,0.2056,0.1335,0.155,168.974,1,1816063776,1778777888,0,0,116476604,10,9,1,1,0,0,0,0
10,0.0477,1.3781,0.709,0.0029,0.7059,0.697,0.0067,0.0014,0.219,0.6586,0.0048,0.0101,0.0069,0.0866,0.0043,0.0564,0.0105,0.0045,0.1085,0.0765,0.0021,0.0413,0.3693,0.0113,0.009,0.0143,0.3339,0.0028,0,1.7795,2,1816063776,1778782112,1,0,116476604,11,9,1,0,0,0,24,0
11,0.0456,1.5572,0.8324,0.0025,0.8297,0.8175,0.0095,0.0013,0.2551,0.7024,0.0083,0.0137,0.0113,0.0924,0.0056,0.071,0.0047,0.0065,0.0795,0.0518,0.0072,0.0495,0.3442,0.0223,0.0204,0.0296,1.2802,0.9137,1.2294,5.6701,3,1816063776,1816072928,2,0,116476604,12,10,1,1,0,0,0,0
12,0.0538,1.7045,0.8049,0.0037,0.801,0.7891,0.0089,0.0015,0.2448,0.8846,0.0066,0.0117,0.0088,0.1644,0.0144,0.1055,0.0068,0.0102,0.1208,0.0869,0.0043,0.0561,0.5337,0.0209,0.0135,0.0194,0.6377,0.3111,0.4999,3.4201,4,1816063776,1816065888,0,0,116476604,13,11,1,1,0,0,0,0
13,0.0409,1.1846,0.7122,0.0022,0.7098,0.7014,0.007,0.0007,0.174,0.4642,0.004,0.0085,0.0069,0.0824,0.0022,0.0393,0.0022,0.0019,0.0476,0.0395,0.0019,0.0341,0.2429,0.006,0.0075,0.0131,0.9004,0.0057,0,2.1496,5,1816063776,1816075040,1,0,116476604,14,11,1,0,0,0,24,0
14,0.0428,1.4564,0.7553,0.0022,0.7528,0.7413,0.0089,0.0012,0.2025,0.6914,0.0041,0.0095,0.0063,0.0992,0.0081,0.0791,0.0033,0.0041,0.0948,0.0671,0.0034,0.0781,0.4183,0.0136,0.0091,0.0175,1.1311,0.3254,0.4332,3.6204,6,1816063776,1816074336,2,0,116476604,15,12,1,1,0,0,0,0
15,0.0542,1.3422,0.6805,0.0025,0.6778,0.6659,0.0094,0.0011,0.1625,0.6497,0.0042,0.0085,0.0062,0.0941,0.0077,0.079,0.0032,0.0074,0.0875,0.0668,0.007,0.083,0.4104,0.0155,0.0108,0.0175,1.2197,0.009,0,2.6468,7,1816063776,1816070816,0,0,116476604,16,12,1,0,0,0,24,0
16,0.0406,1.0509,0.6356,0.0023,0.6331,0.628,0.0032,0.0013,0.1494,0.4036,0.0044,0.0093,0.0062,0.0704,0.0022,0.034,0.002,0.0019,0.0453,0.0306,0.0016,0.0254,0.2057,0.0063,0.0036,0.0139,0.4226,0.1226,0.3519,2.0972,0,1816063776,1778773664,1,0,116476604,17,13,1,1,0,0,0,0
17,0.0406,1.4928,0.6762,0.0021,0.6739,0.6667,0.0054,0.001,0.2618,0.7986,0.0068,0.0108,0.0112,0.1667,0.0055,0.1071,0.0144,0.0041,0.0876,0.0441,0.0017,0.0428,0.4483,0.0138,0.0089,0.0154,0.342,0.2725,0.3603,2.676,1,1816063776,1778777888,2,0,116476604,18,14,1,1,0,0,0,0
18,0.0418,1.3512,0.7769,0.0022,0.7745,0.7665,0.0062,0.0008,0.1753,0.5543,0.0038,0.0092,0.0069,0.089,0.0038,0.0555,0.0067,0.0029,0.0613,0.0623,0.0035,0.0512,0.3193,0.0078,0.0094,0.0117,0.261,0.2167,0.3782,2.4279,2,1816063776,1778782112,0,0,116476604,19,15,1,1,0,0,0,0
19,0.0474,1.881,0.9792,0.0026,0.9764,0.9678,0.0067,0.0008,0.3503,0.874,0.0042,0.0092,0.0065,0.1372,0.0054,0.0758,0.0204,0.0059,0.1182,0.0627,0.0042,0.0405,0.4344,0.0143,0.0173,0.025,0.4084,0.2822,0.3722,3.1889,3,1816063776,1816072928,1,0,116476604,20,16,1,1,0,0,0,0
20,0.0475,1.1937,0.6199,0.0027,0.6166,0.6091,0.0053,0.0011,0.1874,0.5534,0.0047,0.0085,0.0077,0.0919,0.0025,0.0475,0.0075,0.0049,0.0675,0.0461,0.0024,0.042,0.295,0.0167,0.0101,0.016,0.2683,0.1655,0.1837,1.9693,4,1816063776,1816065888,2,0,116476604,21,17,1,1,0,0,0,0
