frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,clear_prev_above,vp_chart_blend,chart_flush,vp_gauge_blend,gauge_flush,map_resample,vp_map_blend,map_flush1,map_flush2,above_blend,above_flush,flush_total,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,retries,submit_result,query_result,decoder_copy
0,0.0498,7.6844,0.0117,0.0026,0.0088,0.007,0.0007,0.0007,4.0604,7.6616,0.0063,0.0001,0.0876,3.1788,0.0112,0.0348,0.0032,0.0046,0.0559,0.0336,0.0017,0.0285,3.3316,0.0212,0.0086,0.0356,2.5726,0.0088,0,10.3554,0,516557920,442595232,0,0,116476604,1,0,1,0,0,0,24,0
1,0.0447,1.3287,0.7322,0.0022,0.7297,0.721,0.0059,0.0015,0.256,0.5823,0.0092,0.0107,0.0103,0.0785,0.0048,0.0319,0.0052,0.005,0.0638,0.0329,0.0033,0.036,0.2431,0.0163,0.0123,0.039,8.3863,0.5766,0.4445,11.2098,1,516557920,442597344,1,0,116476604,2,1,1,1,0,0,0,0
2,0.0515,1.6529,0.6783,0.0032,0.6748,0.6693,0.0037,0.0011,0.2549,0.9584,0.0071,0.0097,0.0161,0.2066,0.0226,0.1736,0.0343,0.004,0.0885,0.0524,0.0043,0.0445,0.5656,0.0199,0.0149,0.0209,0.5778,0.0074,0,2.3145,2,516557920,442603680,2,0,116476604,3,1,1,0,0,0,24,0
3,0.048,1.4351,0.804,0.0028,0.8009,0.7892,0.009,0.0013,0.2839,0.6218,0.009,0.0129,0.0107,0.0786,0.0042,0.0526,0.0031,0.0032,0.0441,0.0463,0.0028,0.0429,0.2645,0.0104,0.0085,0.0172,0.8418,0.1444,0.2915,2.8906,3,516557920,442604384,0,0,116476604,4,2,1,1,0,0,0,0
4,0.0385,1.3933,0.7791,0.0025,0.7763,0.7724,0.0028,0.0007,0.1942,0.6076,0.0065,0.0087,0.0057,0.077,0.0022,0.1252,0.0413,0.0028,0.0511,0.0426,0.0037,0.0267,0.3226,0.0069,0.0058,0.0132,19.1719,0.2229,0.288,21.2759,4,516557920,516562144,1,0,116476604,5,3,1,1,0,0,0,0
5,0.0464,1.7086,0.7493,0.0025,0.7466,0.7341,0.01,0.0013,0.3118,0.949,0.009,0.0126,0.0128,0.1534,0.0065,0.1031,0.0164,0.0039,0.2024,0.0379,0.0095,0.0366,0.5334,0.0131,0.0092,0.0192,0.2971,0.1728,0.2855,2.6543,5,516557920,516568480,2,0,116476604,6,4,1,1,0,0,0,0
6,0.0728,2.0278,1.0635,0.0053,1.0577,1.0404,0.0126,0.0025,0.3787,0.9508,0.0149,0.0267,0.0169,0.1635,0.0103,0.0714,0.0157,0.0092,0.0697,0.0498,0.0034,0.0492,0.4036,0.0145,0.0124,0.0209,0.6724,0.0049,0,2.8029,6,516557920,516560736,0,0,116476604,7,4,1,0,0,0,24,0
7,0.051,1.3794,0.9088,0.0021,0.9062,0.9007,0.0036,0.0009,0.2137,0.4641,0.0079,0.0103,0.0072,0.0525,0.0024,0.0432,0.0046,0.0026,0.0427,0.0292,0.0019,0.0245,0.1921,0.0068,0.0052,0.0178,0.7235,0.1767,0.238,2.7149,7,516557920,516560032,1,0,116476604,8,5,1,1,0,0,0,0
8,0.0412,2.0533,0.6212,0.0023,0.6187,0.6099,0.0058,0.0016,0.6564,1.4258,0.0059,0.0094,0.006,0.1771,0.003,0.134,0.0033,0.0031,0.1308,0.1534,0.0024,0.1222,0.7175,0.0079,0.0057,0.0136,22.073,0.4878,0.6376,25.5994,0,516557920,442595232,2,0,116476604,9,6,1,1,0,0,0,0
9,0.0391,1.5244,0.8188,0.0019,0.8167,0.805,0.0091,0.0013,0.3289,0.6976,0.0074,0.0114,0.006,0.0641,0.0039,0.0483,0.0022,0.0018,0.055,0.0894,0.002,0.0561,0.3129,0.0084,0.0073,0.0138,0.3791,0.0033,0,1.9621,1,516557920,442597344,0,0,116476604,10,6,1,0,0,0,24,0
10,0.1727,4.1739,1.979,0.0184,1.9596,1.9224,0.0298,0.0035,0.703,2.1696,0.0199,0.0233,0.0261,0.2974,0.0181,0.3244,0.0072,0.0161,0.2645,0.2024,0.0131,0.1802,1.2689,0.0379,0.0225,0.0389,1.2233,0.3772,0.4364,6.6455,2,516557920,442603680,1,0,116476604,11,7,1,1,0,0,0,0
11,0.055,1.4102,0.8703,0.0031,0.8667,0.8609,0.0036,0.001,0.1794,0.5282,0.0059,0.0101,0.0061,0.1048,0.0089,0.0607,0.0043,0.0033,0.0423,0.0374,0.0026,0.0388,0.284,0.0091,0.0101,0.03,0.8224,0.0042,0,2.3254,3,516557920,442604384,2,0,116476604,12,7,1,0,0,0,24,0
12,0.0775,2.3262,1.3963,0.0026,1.3932,1.3807,0.0093,0.002,0.427,0.9169,0.008,0.021,0.0149,0.1579,0.0171,0.0503,0.0043,0.0065,0.0815,0.0402,0.0037,0.045,0.3749,0.0136,0.0118,0.024,4.044,0.3206,0.3403,7.3168,4,516557920,516562144,0,0,116476604,13,8,1,1,0,0,0,0
13,0.0638,1.6593,0.901,0.0024,0.898,0.8832,0.0115,0.0016,0.2895,0.7318,0.011,0.0135,0.012,0.0729,0.0044,0.0832,0.0073,0.0036,0.0916,0.0552,0.0021,0.0533,0.3562,0.0123,0.0246,0.0329,0.5724,0.441,0.4395,3.4323,5,516557920,516568480,1,0,116476604,14,9,1,1,0,0,0,0
14,0.0401,1.3967,0.7177,0.0025,0.715,0.6986,0.0136,0.0014,0.2512,0.6667,0.0094,0.0111,0.0109,0.1065,0.0084,0.0427,0.0052,0.0074,0.0908,0.0561,0.002,0.0338,0.3299,0.0142,0.0115,0.0177,0.3124,0.3536,0.3065,2.6293,6,516557920,516560736,2,0,116476604,15,10,1,1,0,0,0,0
15,0.0512,1.5877,0.7403,0.0025,0.7376,0.7245,0.01,0.0012,0.2675,0.833,0.0124,0.0124,0.0107,0.147,0.0057,0.0806,0.0165,0.0051,0.0803,0.0902,0.0034,0.0553,0.4534,0.0205,0.0128,0.021,0.3371,0.3864,0.3769,2.9843,7,516557920,516560032,0,0,116476604,16,11,1,1,0,0,0,0
16,0.0377,1.2582,0.7076,0.0021,0.7053,0.6928,0.0095,0.0016,0.2711,0.5309,0.0089,0.0121,0.0122,0.0666,0.0041,0.0287,0.003,0.0036,0.0334,0.0303,0.0027,0.0275,0.1865,0.011,0.0092,0.0169,0.3025,0.2381,0.3608,2.4291,0,516557920,442595232,1,0,116476604,17,12,1,1,0,0,0,0
17,0.0405,1.4329,0.6958,0.0023,0.6932,0.6811,0.0094,0.0011,0.2557,0.7165,0.0092,0.0125,0.0106,0.1246,0.0081,0.049,0.0045,0.0071,0.0688,0.0741,0.0069,0.0536,0.3701,0.0151,0.0108,0.0162,0.3065,0.2551,0.3482,2.5393,1,516557920,442597344,2,0,116476604,18,13,1,1,0,0,0,0
18,0.0429,1.4,0.7445,0.0023,0.7417,0.7299,0.0093,0.0013,0.2394,0.6218,0.0093,0.0111,0.011,0.1056,0.0102,0.0422,0.0058,0.0044,0.0497,0.0387,0.0034,0.0584,0.2946,0.0162,0.0211,0.0221,0.3499,0.2499,0.3232,2.5648,2,516557920,442603680,0,0,116476604,19,14,1,1,0,0,0,0
19,0.0539,1.2152,0.6843,0.0024,0.6814,0.6762,0.0035,0.0012,0.1866,0.5063,0.0062,0.0101,0.0112,0.0584,0.0025,0.0456,0.0073,0.0032,0.0635,0.0475,0.0017,0.035,0.25,0.0114,0.0098,0.039,0.3536,0.6905,1.3257,4.2414,3,516557920,442604384,1,0,116476604,20,15,1,1,0,0,0,0
20,0.0443,1.4181,0.7512,0.0034,0.7474,0.7351,0.0096,0.0015,0.2544,0.6454,0.009,0.0114,0.0103,0.1229,0.0083,0.0413,0.0048,0.0041,0.0655,0.0377,0.003,0.0346,0.302,0.0208,0.0105,0.0159,0.3217,0.1789,0.3009,2.3812,4,516557920,516562144,2,0,116476604,21,16,1,1,0,0,0,0
21,0.0497,1.3706,0.8736,0.0022,0.8711,0.8634,0.0054,0.0014,0.2046,0.4827,0.0073,0.0116,0.0074,0.0726,0.0043,0.0236,0.0018,0.0042,0.0352,0.0459,0.0015,0.0408,0.2181,0.0084,0.0072,0.0187,0.2466,0.2067,0.2627,2.2752,5,516557920,516568480,0,0,116476604,22,17,1,1,0,0,0,0
22,0.0479,1.4641,0.6813,0.0025,0.6785,0.6736,0.0027,0.0014,0.1723,0.7638,0.0062,0.0104,0.0068,0.1571,0.0286,0.0962,0.0046,0.0085,0.1261,0.0704,0.0022,0.0411,0.4909,0.0165,0.0095,0.0175,0.2947,0.3252,0.5415,2.9193,6,516557920,516560736,1,0,116476604,23,18,1,1,0,0,0,0
23,0.0397,1.2705,0.6448,0.0021,0.6425,0.6273,0.0105,0.0014,0.2257,0.5997,0.0088,0.0109,0.0104,0.1075,0.0082,0.0463,0.0062,0.0032,0.0599,0.0416,0.0053,0.0356,0.2909,0.0137,0.0127,0.0232,0.2189,0.1889,0.213,2.066,7,516557920,516560032,2,0,116476604,24,19,1,1,0,0,0,0
24,0.0401,1.25,0.6596,0.0022,0.6571,0.6515,0.0036,0.0011,0.1862,0.5642,0.006,0.0216,0.0054,0.0988,0.0041,0.051,0.0056,0.0034,0.0658,0.0493,0.0026,0.0414,0.3063,0.0103,0.0073,0.0304,0.3049,0.2517,0.9051,2.955,0,516557920,442595232,0,0,116476604,25,20,1,1,0,0,0,0
25,0.0387,1.4321,0.7056,0.0024,0.703,0.6915,0.0085,0.0018,0.2224,0.7127,0.0099,0.0111,0.0106,0.1038,0.005,0.0615,0.0049,0.0045,0.0995,0.0668,0.0079,0.0774,0.409,0.011,0.0078,0.0146,0.2345,0.1704,0.327,2.3472,1,516557920,442597344,1,0,116476604,26,21,1,1,0,0,0,0
26,0.0439,1.2983,0.6582,0.002,0.656,0.6446,0.0089,0.0013,0.2595,0.6225,0.0089,0.0154,0.0139,0.1094,0.0083,0.0466,0.0037,0.0039,0.048,0.0397,0.0029,0.0318,0.2755,0.0124,0.0102,0.016,0.3181,0.2398,0.3041,2.3374,2,516557920,442603680,2,0,116476604,27,22,1,1,0,0,0,0
27,0.0406,1.6071,0.6633,0.0025,0.6605,0.6473,0.0103,0.0015,0.2475,0.92,0.0085,0.0114,0.0102,0.1468,0.0062,0.0439,0.0056,0.0187,0.0863,0.1783,0.0099,0.1016,0.5569,0.0283,0.0148,0.0203,0.29,0.2673,0.4256,2.8143,3,516557920,442604384,0,0,116476604,28,23,1,1,0,0,0,0
28,0.0414,1.6359,0.9016,0.0023,0.8991,0.8873,0.0089,0.0013,0.242,0.7132,0.0085,0.0106,0.0151,0.1021,0.0064,0.0443,0.0037,0.004,0.0676,0.0441,0.0026,0.073,0.3311,0.0724,0.0133,0.0219,0.293,0.1851,0.2036,2.4847,4,516557920,516562144,1,0,116476604,29,24,1,1,0,0,0,0
29,0.0414,1.1366,0.6253,0.0025,0.6227,0.6181,0.0027,0.0012,0.1696,0.483,0.006,0.0093,0.0072,0.0519,0.0018,0.0612,0.0062,0.0045,0.0597,0.0478,0.0021,0.034,0.2546,0.0099,0.0136,0.0339,0.2853,0.1937,0.2917,2.1529,5,516557920,516568480,2,0,116476604,30,25,1,1,0,0,0,0
30,0.0716,1.1663,0.6,0.0038,0.5959,0.5915,0.0032,0.0007,0.204,0.5455,0.0052,0.0101,0.0062,0.0578,0.0026,0.031,0.0022,0.0019,0.0465,0.0483,0.0103,0.0915,0.2751,0.0143,0.0123,0.0239,0.3072,0.1873,0.2291,2.0931,6,516557920,516560736,0,0,116476604,31,26,1,1,0,0,0,0
31,0.0395,1.0187,0.5672,0.002,0.565,0.5581,0.0047,0.0014,0.1628,0.4309,0.0056,0.0117,0.006,0.048,0.0019,0.0209,0.0021,0.0075,0.0394,0.0415,0.0071,0.0536,0.2034,0.0098,0.0093,0.0333,0.2847,0.2155,0.2489,1.9554,7,516557920,516560032,1,0,116476604,32,27,1,1,0,0,0,0
32,0.0449,1.0952,0.6458,0.0049,0.6406,0.6354,0.0035,0.001,0.1551,0.4184,0.0049,0.0078,0.0057,0.0477,0.0021,0.0215,0.0029,0.0082,0.0427,0.0616,0.002,0.0348,0.2083,0.0104,0.0072,0.0304,0.2773,0.2062,0.2628,2.0499,0,516557920,442595232,2,0,116476604,33,28,1,1,0,0,0,0
33,0.0419,1.4371,0.7423,0.0024,0.7395,0.7291,0.0073,0.0016,0.2277,0.673,0.0098,0.0112,0.0101,0.0915,0.0041,0.0461,0.0047,0.006,0.073,0.0556,0.0033,0.0978,0.364,0.0138,0.0111,0.0264,0.3608,0.3954,1.9737,4.7611,1,516557920,442597344,0,0,116476604,34,29,1,1,0,0,0,0
34,0.037,1.8187,0.7238,0.0027,0.7209,0.7084,0.0092,0.0016,0.2648,1.0661,0.0097,0.0154,0.0151,0.502,0.0117,0.0556,0.0041,0.0042,0.0439,0.0513,0.0035,0.049,0.7018,0.0183,0.0156,0.0302,0.3304,0.2752,2.0488,4.7953,2,516557920,442603680,1,0,116476604,35,30,1,1,0,0,0,0
35,0.0436,1.2846,0.6759,0.0027,0.673,0.6679,0.0033,0.001,0.1559,0.5612,0.0057,0.0089,0.0058,0.092,0.0024,0.0504,0.0083,0.0025,0.0589,0.0413,0.0039,0.0717,0.3143,0.0399,0.0251,0.0441,0.3035,0.2893,0.8153,3.0068,3,516557920,442604384,2,0,116476604,36,31,1,1,0,0,0,0
36,0.0423,1.2082,0.7216,0.0025,0.7188,0.7139,0.003,0.0014,0.1651,0.4638,0.0054,0.0088,0.0061,0.0645,0.002,0.0315,0.0033,0.004,0.0601,0.0433,0.0017,0.0475,0.2469,0.0085,0.0078,0.0335,0.2649,0.2174,0.4788,2.3848,4,516557920,516562144,0,0,116476604,37,32,1,1,0,0,0,0
37,0.0419,1.1776,0.7922,0.0023,0.7897,0.784,0.0034,0.0015,0.1627,0.3733,0.0066,0.0103,0.0075,0.0577,0.0022,0.023,0.002,0.0017,0.0327,0.0256,0.0014,0.0219,0.1609,0.0062,0.0051,0.0193,0.2715,0.2368,0.188,2.0308,5,516557920,516568480,1,0,116476604,38,33,1,1,0,0,0,0
38,0.0397,1.4716,0.7492,0.0024,0.7466,0.7333,0.0093,0.0022,0.2932,0.7097,0.0174,0.0141,0.0162,0.1307,0.006,0.0517,0.0043,0.0063,0.0503,0.0561,0.0079,0.0278,0.3166,0.0075,0.0063,0.0147,0.2265,0.2176,0.3196,2.403,6,516557920,516560736,2,0,116476604,39,34,1,1,0,0,0,0
39,0.0397,1.2779,0.7577,0.0021,0.7554,0.7504,0.0028,0.0016,0.1787,0.4968,0.0053,0.0086,0.0057,0.0849,0.0022,0.0346,0.0037,0.0066,0.0568,0.0469,0.0023,0.0387,0.2619,0.0106,0.0096,0.0312,0.3012,0.2981,0.4098,2.5348,7,516557920,516560032,0,0,116476604,40,35,1,1,0,0,0,0
40,0.0409,1.3196,0.8163,0.0021,0.814,0.8043,0.0056,0.0023,0.1914,0.4682,0.0069,0.0114,0.0069,0.0622,0.002,0.0258,0.0019,0.0029,0.043,0.0428,0.0021,0.0396,0.2134,0.0119,0.0183,0.0343,0.2912,0.2142,0.2546,2.2596,0,516557920,442595232,1,0,116476604,41,36,1,1,0,0,0,0
41,0.0399,1.3881,0.6516,0.0021,0.6493,0.6384,0.0073,0.0021,0.2826,0.7181,0.0093,0.0126,0.0132,0.1165,0.0048,0.0437,0.0042,0.0106,0.0746,0.0683,0.0032,0.043,0.3461,0.0137,0.0103,0.0192,0.3485,0.4067,0.438,2.7913,1,516557920,442597344,2,0,116476604,42,37,1,1,0,0,0,0
