ffmpeg_write_finished_ms,ffmpeg_write_started_ms,frame_scheduled_ms,future_completed_ms,in_flight_at_ordered,in_flight_at_schedule,index,job_submitted_ms,ordered_output_ms,queue_put_finished_ms,queue_put_started_ms,result_observed_ms,shm_copy_finished_ms,shm_released_ms,shm_view_ready_ms,slot_acquired_ms,submit_started_ms,worker_clear_finished_ms,worker_clear_started_ms,worker_done_ms,worker_pid,worker_render_finished_ms,worker_render_started_ms,worker_started_ms,worker_zero_copy,writer_dequeued_ms,writer_queue_depth_after_get,writer_requested_bytes,writer_returned_bytes,writer_write_calls
1424.7426,1422.3957,417.2352,1422.285,24,0,0,693.0394,1422.292,1422.3061,1422.293,1422.2861,729.1495,1424.7412,1422.2981,417.2564,417.2607,695.4395,693.6933,729.1495,55204,729.1495,695.4662,693.6525,True,1422.3915,1,5791200,5791200,1
1530.7485,1424.7587,693.0465,1422.2743,23,1,1,933.1598,1422.3294,1422.3351,1422.3305,1422.2775,733.0145,1530.7473,1422.3329,693.0672,693.0734,731.1561,729.2763,733.0145,55204,733.0145,731.1644,729.2476,True,1424.7573,0,5791200,5791200,1
1909.4964,1531.1646,933.1774,1530.9719,24,2,2,1178.0324,1531.0613,1531.074,1531.0623,1530.9727,1182.1596,1909.4953,1531.0663,933.2274,933.2321,1180.2358,1178.4878,1182.1596,55204,1182.1596,1180.2496,1178.4367,True,1531.1606,7,5791200,5791200,1
1912.803,1909.536,1178.0389,1531.0193,23,3,3,1178.4118,1531.0769,1531.0836,1531.0786,1531.0199,1461.8985,1912.8016,1531.0815,1178.0647,1178.0691,1423.6215,1421.4505,1461.8985,19088,1461.8985,1423.6564,1421.3902,True,1909.5315,7,5791200,5791200,1
1915.7072,1912.8251,1178.4159,1531.0008,22,4,4,1420.82,1531.0846,1531.0889,1531.0854,1531.0015,1461.9115,1915.7049,1531.0873,1178.4313,1178.4352,1423.7099,1421.5983,1461.9115,53104,1461.9115,1423.7343,1421.5395,True,1912.823,7,5791200,5791200,1
1917.8274,1915.7283,1420.8399,1531.0479,21,5,5,1421.475,1531.0897,1531.0939,1531.0906,1531.0486,1430.4512,1917.8264,1531.0923,1420.8943,1420.8992,1427.1753,1425.1869,1430.4512,55204,1430.4512,1427.1953,1425.1198,True,1915.7259,7,5791200,5791200,1
1927.1933,1917.8409,1421.4778,1530.9431,20,6,6,1421.5528,1531.0947,1531.0987,1531.0955,1530.9439,1463.6795,1927.1922,1531.0972,1421.4906,1421.4932,1427.4199,1425.2509,1463.6795,41672,1463.6795,1427.4521,1425.1912,True,1917.8396,7,5791200,5791200,1
1930.1015,1927.2236,1421.5546,1530.9366,19,7,7,1421.5888,1531.0994,1531.1036,1531.1003,1530.9374,1435.5036,1930.1001,1531.1021,1421.5649,1421.5676,1432.6161,1430.5881,1435.5036,55204,1435.5036,1432.6255,1430.5558,True,1927.2212,7,5791200,5791200,1
1932.9954,1930.1236,1421.5903,1530.9776,18,8,8,1421.6217,1531.1043,1531.1091,1531.1051,1530.9783,1439.6242,1932.9944,1531.1074,1421.5996,1421.6022,1437.5702,1435.6686,1439.6242,55204,1439.6242,1437.5788,1435.5952,True,1930.1219,7,5791200,5791200,1
1935.9419,1933.0139,1421.624,1531.0126,17,9,9,1421.656,1531.1099,1531.1141,1531.1106,1531.0134,1445.242,1935.9407,1531.1125,1421.6338,1421.6363,1441.952,1439.7368,1445.242,55204,1445.242,1441.9642,1439.7094,True,1933.0124,7,5791200,5791200,1
