frame,chart_key,value_str,split_valid,cursor_w,cursor_h,value_w,value_h
288,fit_cadence_text,None,1,7,341,154,52
289,fit_heart_rate_text,None,1,7,341,166,62
289,fit_cadence_text,None,1,7,341,154,52
290,fit_heart_rate_text,None,1,7,341,166,62
290,fit_cadence_text,None,1,7,341,154,52
291,fit_heart_rate_text,None,1,7,341,166,62
291,fit_cadence_text,None,1,7,341,154,52
292,fit_heart_rate_text,None,1,7,341,166,62
292,fit_cadence_text,None,1,7,341,154,52
293,fit_heart_rate_text,None,1,7,341,166,62
293,fit_cadence_text,None,1,7,341,154,52
294,fit_heart_rate_text,None,1,7,341,166,62
294,fit_cadence_text,None,1,7,341,154,52
295,fit_heart_rate_text,None,1,7,341,166,62
295,fit_cadence_text,None,1,7,341,154,52
296,fit_heart_rate_text,None,1,7,341,166,62
296,fit_cadence_text,None,1,7,341,154,52
297,fit_heart_rate_text,None,1,7,341,166,62
297,fit_cadence_text,None,1,7,341,154,52
298,fit_heart_rate_text,None,1,7,341,166,62
298,fit_cadence_text,None,1,7,341,154,52
299,fit_heart_rate_text,None,1,7,341,166,62
299,fit_cadence_text,None,1,7,341,154,52
300,fit_heart_rate_text,None,1,7,341,166,62
300,fit_cadence_text,None,1,7,341,154,52
301,fit_heart_rate_text,None,1,7,341,166,62
301,fit_cadence_text,None,1,7,341,154,52
302,fit_heart_rate_text,None,1,7,341,166,62
302,fit_cadence_text,None,1,7,341,154,52
303,fit_heart_rate_text,None,1,7,341,166,62
303,fit_cadence_text,None,1,7,341,154,52
304,fit_heart_rate_text,None,1,7,341,166,62
304,fit_cadence_text,None,1,7,341,154,52
305,fit_heart_rate_text,None,1,7,341,166,62
305,fit_cadence_text,None,1,7,341,154,52
306,fit_heart_rate_text,None,1,7,341,166,62
306,fit_cadence_text,None,1,7,341,154,52
307,fit_heart_rate_text,None,1,7,341,166,62
307,fit_cadence_text,None,1,7,341,154,52
308,fit_heart_rate_text,None,1,7,341,166,62
308,fit_cadence_text,None,1,7,341,154,52
309,fit_heart_rate_text,None,1,7,341,166,62
309,fit_cadence_text,None,1,7,341,154,52
310,fit_heart_rate_text,None,1,7,341,166,62
310,fit_cadence_text,None,1,7,341,154,52
311,fit_heart_rate_text,None,1,7,341,166,62
311,fit_cadence_text,None,1,7,341,154,52
312,fit_heart_rate_text,None,1,7,341,166,62
312,fit_cadence_text,None,1,7,341,154,52
313,fit_heart_rate_text,None,1,7,341,166,62
313,fit_cadence_text,None,1,7,341,154,52
314,fit_heart_rate_text,None,1,7,341,166,62
314,fit_cadence_text,None,1,7,341,154,52
315,fit_heart_rate_text,None,1,7,341,166,62
315,fit_cadence_text,None,1,7,341,154,52
316,fit_heart_rate_text,None,1,7,341,166,62
316,fit_cadence_text,None,1,7,341,154,52
317,fit_heart_rate_text,None,1,7,341,166,62
317,fit_cadence_text,None,1,7,341,154,52
318,fit_heart_rate_text,None,1,7,341,166,62
318,fit_cadence_text,None,1,7,341,154,52
319,fit_heart_rate_text,None,1,7,341,166,62
319,fit_cadence_text,None,1,7,341,154,52
320,fit_heart_rate_text,None,1,7,341,166,62
320,fit_cadence_text,None,1,7,341,154,52
321,fit_heart_rate_text,None,1,7,341,166,62
321,fit_cadence_text,None,1,7,341,154,52
322,fit_heart_rate_text,None,1,7,341,166,62
322,fit_cadence_text,None,1,7,341,154,52
323,fit_heart_rate_text,None,1,7,341,166,62
323,fit_cadence_text,None,1,7,341,154,52
324,fit_heart_rate_text,None,1,7,341,166,62
324,fit_cadence_text,None,1,7,341,154,52
325,fit_heart_rate_text,None,1,7,341,166,62
325,fit_cadence_text,None,1,7,341,154,52
326,fit_heart_rate_text,None,1,7,341,166,62
326,fit_cadence_text,None,1,7,341,154,52
327,fit_heart_rate_text,None,1,7,341,166,62
327,fit_cadence_text,None,1,7,341,154,52
328,fit_heart_rate_text,None,1,7,341,166,62
328,fit_cadence_text,None,1,7,341,154,52
329,fit_heart_rate_text,None,1,7,341,166,62
329,fit_cadence_text,None,1,7,341,154,52
330,fit_heart_rate_text,None,1,7,341,166,62
330,fit_cadence_text,None,1,7,341,154,52
331,fit_heart_rate_text,None,1,7,341,166,62
331,fit_cadence_text,None,1,7,341,154,52
332,fit_heart_rate_text,None,1,7,341,166,62
332,fit_cadence_text,None,1,7,341,154,52
333,fit_heart_rate_text,None,1,7,341,166,62
333,fit_cadence_text,None,1,7,341,154,52
334,fit_heart_rate_text,None,1,7,341,166,62
334,fit_cadence_text,None,1,7,341,154,52
335,fit_heart_rate_text,None,1,7,341,166,62
335,fit_cadence_text,None,1,7,341,154,52
336,fit_heart_rate_text,None,1,7,341,166,62
336,fit_cadence_text,None,1,7,341,154,52
337,fit_heart_rate_text,None,1,7,341,166,62
337,fit_cadence_text,None,1,7,341,154,52
338,fit_heart_rate_text,None,1,7,341,166,62
338,fit_cadence_text,None,1,7,341,154,52
339,fit_heart_rate_text,None,1,7,341,166,62
339,fit_cadence_text,None,1,7,341,154,52
340,fit_heart_rate_text,None,1,7,341,166,62
340,fit_cadence_text,None,1,7,341,154,52
341,fit_heart_rate_text,None,1,7,341,166,62
341,fit_cadence_text,None,1,7,341,154,52
342,fit_heart_rate_text,None,1,7,341,166,62
342,fit_cadence_text,None,1,7,341,154,52
343,fit_heart_rate_text,None,1,7,341,166,62
343,fit_cadence_text,None,1,7,341,154,52
344,fit_heart_rate_text,None,1,7,341,166,62
344,fit_cadence_text,None,1,7,341,154,52
345,fit_heart_rate_text,None,1,7,341,166,62
345,fit_cadence_text,None,1,7,341,154,52
346,fit_heart_rate_text,None,1,7,341,166,62
346,fit_cadence_text,None,1,7,341,154,52
347,fit_heart_rate_text,None,1,7,341,166,62
347,fit_cadence_text,None,1,7,341,154,52
348,fit_heart_rate_text,None,1,7,341,166,62
348,fit_cadence_text,None,1,7,341,154,52
349,fit_heart_rate_text,None,1,7,341,166,62
349,fit_cadence_text,None,1,7,341,154,52
350,fit_heart_rate_text,None,1,7,341,166,62
350,fit_cadence_text,None,1,7,341,154,52
351,fit_heart_rate_text,None,1,7,341,166,62
351,fit_cadence_text,None,1,7,341,154,52
352,fit_heart_rate_text,None,1,7,341,166,62
352,fit_cadence_text,None,1,7,341,154,52
353,fit_heart_rate_text,None,1,7,341,166,62
353,fit_cadence_text,None,1,7,341,154,52
354,fit_heart_rate_text,None,1,7,341,166,62
354,fit_cadence_text,None,1,7,341,154,52
355,fit_heart_rate_text,None,1,7,341,166,62
355,fit_cadence_text,None,1,7,341,154,52
356,fit_heart_rate_text,None,1,7,341,166,62
356,fit_cadence_text,None,1,7,341,154,52
357,fit_heart_rate_text,None,1,7,341,166,62
357,fit_cadence_text,None,1,7,341,154,52
358,fit_heart_rate_text,None,1,7,341,166,62
358,fit_cadence_text,None,1,7,341,154,52
359,fit_heart_rate_text,None,1,7,341,166,62
359,fit_cadence_text,None,1,7,341,154,52
360,fit_heart_rate_text,None,1,7,341,166,62
360,fit_cadence_text,None,1,7,341,154,52
361,fit_heart_rate_text,None,1,7,341,166,62
361,fit_cadence_text,None,1,7,341,154,52
362,fit_heart_rate_text,None,1,7,341,166,62
362,fit_cadence_text,None,1,7,341,154,52
363,fit_heart_rate_text,None,1,7,341,166,62
363,fit_cadence_text,None,1,7,341,154,52
364,fit_heart_rate_text,None,1,7,341,166,62
364,fit_cadence_text,None,1,7,341,154,52
365,fit_heart_rate_text,None,1,7,341,166,62
365,fit_cadence_text,None,1,7,341,154,52
366,fit_heart_rate_text,None,1,7,341,166,62
366,fit_cadence_text,None,1,7,341,154,52
367,fit_heart_rate_text,None,1,7,341,166,62
367,fit_cadence_text,None,1,7,341,154,52
368,fit_heart_rate_text,None,1,7,341,166,62
368,fit_cadence_text,None,1,7,341,154,52
369,fit_heart_rate_text,None,1,7,341,166,62
369,fit_cadence_text,None,1,7,341,154,52
370,fit_heart_rate_text,None,1,7,341,166,62
370,fit_cadence_text,None,1,7,341,154,52
371,fit_heart_rate_text,None,1,7,341,166,62
371,fit_cadence_text,None,1,7,341,154,52
372,fit_heart_rate_text,None,1,7,341,166,62
372,fit_cadence_text,None,1,7,341,154,52
373,fit_heart_rate_text,None,1,7,341,166,62
373,fit_cadence_text,None,1,7,341,154,52
374,fit_heart_rate_text,None,1,7,341,166,62
374,fit_cadence_text,None,1,7,341,154,52
375,fit_heart_rate_text,None,1,7,341,166,62
375,fit_cadence_text,None,1,7,341,154,52
376,fit_heart_rate_text,None,1,7,341,166,62
376,fit_cadence_text,None,1,7,341,154,52
377,fit_heart_rate_text,None,1,7,341,166,62
377,fit_cadence_text,None,1,7,341,154,52
378,fit_heart_rate_text,None,1,7,341,166,62
378,fit_cadence_text,None,1,7,341,154,52
379,fit_heart_rate_text,None,1,7,341,166,62
379,fit_cadence_text,None,1,7,341,154,52
380,fit_heart_rate_text,None,1,7,341,166,62
380,fit_cadence_text,None,1,7,341,154,52
381,fit_heart_rate_text,None,1,7,341,166,62
381,fit_cadence_text,None,1,7,341,154,52
382,fit_heart_rate_text,None,1,7,341,166,62
382,fit_cadence_text,None,1,7,341,154,52
383,fit_heart_rate_text,None,1,7,341,166,62
383,fit_cadence_text,None,1,7,341,154,52
384,fit_heart_rate_text,None,1,7,341,166,62
384,fit_cadence_text,None,1,7,341,154,52
385,fit_heart_rate_text,None,1,7,341,166,62
385,fit_cadence_text,None,1,7,341,154,52
386,fit_heart_rate_text,None,1,7,341,166,62
386,fit_cadence_text,None,1,7,341,154,52
387,fit_heart_rate_text,None,1,7,341,166,62
387,fit_cadence_text,None,1,7,341,154,52
388,fit_heart_rate_text,None,1,7,341,166,62
388,fit_cadence_text,None,1,7,341,154,52
389,fit_heart_rate_text,None,1,7,341,166,62
389,fit_cadence_text,None,1,7,341,154,52
390,fit_heart_rate_text,None,1,7,341,166,62
390,fit_cadence_text,None,1,7,341,154,52
391,fit_heart_rate_text,None,1,7,341,166,62
391,fit_cadence_text,None,1,7,341,154,52
392,fit_heart_rate_text,None,1,7,341,166,62
392,fit_cadence_text,None,1,7,341,154,52
393,fit_heart_rate_text,None,1,7,341,166,62
393,fit_cadence_text,None,1,7,341,154,52
394,fit_heart_rate_text,None,1,7,341,166,62
394,fit_cadence_text,None,1,7,341,154,52
395,fit_heart_rate_text,None,1,7,341,166,62
395,fit_cadence_text,None,1,7,341,154,52
396,fit_heart_rate_text,None,1,7,341,166,62
396,fit_cadence_text,None,1,7,341,154,52
397,fit_heart_rate_text,None,1,7,341,166,62
397,fit_cadence_text,None,1,7,341,154,52
398,fit_heart_rate_text,None,1,7,341,166,62
398,fit_cadence_text,None,1,7,341,154,52
399,fit_heart_rate_text,None,1,7,341,166,62
399,fit_cadence_text,None,1,7,341,154,52
400,fit_heart_rate_text,None,1,7,341,166,62
400,fit_cadence_text,None,1,7,341,154,52
401,fit_heart_rate_text,None,1,7,341,166,62
401,fit_cadence_text,None,1,7,341,154,52
402,fit_heart_rate_text,None,1,7,341,166,62
402,fit_cadence_text,None,1,7,341,154,52
403,fit_heart_rate_text,None,1,7,341,166,62
403,fit_cadence_text,None,1,7,341,154,52
404,fit_heart_rate_text,None,1,7,341,166,62
404,fit_cadence_text,None,1,7,341,154,52
405,fit_heart_rate_text,None,1,7,341,166,62
405,fit_cadence_text,None,1,7,341,154,52
406,fit_heart_rate_text,None,1,7,341,166,62
406,fit_cadence_text,None,1,7,341,154,52
407,fit_heart_rate_text,None,1,7,341,166,62
407,fit_cadence_text,None,1,7,341,154,52
408,fit_heart_rate_text,None,1,7,341,166,62
408,fit_cadence_text,None,1,7,341,154,52
409,fit_heart_rate_text,None,1,7,341,166,62
409,fit_cadence_text,None,1,7,341,154,52
410,fit_heart_rate_text,None,1,7,341,166,62
410,fit_cadence_text,None,1,7,341,154,52
411,fit_heart_rate_text,None,1,7,341,166,62
411,fit_cadence_text,None,1,7,341,154,52
412,fit_heart_rate_text,None,1,7,341,166,62
412,fit_cadence_text,None,1,7,341,154,52
413,fit_heart_rate_text,None,1,7,341,166,62
413,fit_cadence_text,None,1,7,341,154,52
414,fit_heart_rate_text,None,1,7,341,166,62
414,fit_cadence_text,None,1,7,341,154,52
415,fit_heart_rate_text,None,1,7,341,166,62
415,fit_cadence_text,None,1,7,341,154,52
416,fit_heart_rate_text,None,1,7,341,166,62
416,fit_cadence_text,None,1,7,341,154,52
417,fit_heart_rate_text,None,1,7,341,166,62
417,fit_cadence_text,None,1,7,341,154,52
418,fit_heart_rate_text,None,1,7,341,166,62
418,fit_cadence_text,None,1,7,341,154,52
419,fit_heart_rate_text,None,1,7,341,166,62
419,fit_cadence_text,None,1,7,341,154,52
420,fit_heart_rate_text,None,1,7,341,166,62
420,fit_cadence_text,None,1,7,341,154,52
421,fit_heart_rate_text,None,1,7,341,166,62
421,fit_cadence_text,None,1,7,341,154,52
422,fit_heart_rate_text,None,1,7,341,166,62
422,fit_cadence_text,None,1,7,341,154,52
423,fit_heart_rate_text,None,1,7,341,166,62
423,fit_cadence_text,None,1,7,341,154,52
424,fit_heart_rate_text,None,1,7,341,166,62
424,fit_cadence_text,None,1,7,341,154,52
425,fit_heart_rate_text,None,1,7,341,166,62
425,fit_cadence_text,None,1,7,341,154,52
426,fit_heart_rate_text,None,1,7,341,166,62
426,fit_cadence_text,None,1,7,341,154,52
427,fit_heart_rate_text,None,1,7,341,166,62
427,fit_cadence_text,None,1,7,341,154,52
428,fit_heart_rate_text,None,1,7,341,166,62
428,fit_cadence_text,None,1,7,341,154,52
429,fit_heart_rate_text,None,1,7,341,166,62
429,fit_cadence_text,None,1,7,341,154,52
430,fit_heart_rate_text,None,1,7,341,166,62
430,fit_cadence_text,None,1,7,341,154,52
431,fit_heart_rate_text,None,1,7,341,166,62
431,fit_cadence_text,None,1,7,341,154,52
432,fit_heart_rate_text,None,1,7,341,166,62
432,fit_cadence_text,None,1,7,341,154,52
433,fit_heart_rate_text,None,1,7,341,166,62
433,fit_cadence_text,None,1,7,341,154,52
434,fit_heart_rate_text,None,1,7,341,166,62
434,fit_cadence_text,None,1,7,341,154,52
435,fit_heart_rate_text,None,1,7,341,166,62
435,fit_cadence_text,None,1,7,341,154,52
436,fit_heart_rate_text,None,1,7,341,166,62
436,fit_cadence_text,None,1,7,341,154,52
437,fit_heart_rate_text,None,1,7,341,166,62
437,fit_cadence_text,None,1,7,341,154,52
438,fit_heart_rate_text,None,1,7,341,166,62
438,fit_cadence_text,None,1,7,341,154,52
439,fit_heart_rate_text,None,1,7,341,166,62
439,fit_cadence_text,None,1,7,341,154,52
440,fit_heart_rate_text,None,1,7,341,166,62
440,fit_cadence_text,None,1,7,341,154,52
441,fit_heart_rate_text,None,1,7,341,166,62
441,fit_cadence_text,None,1,7,341,154,52
442,fit_heart_rate_text,None,1,7,341,166,62
442,fit_cadence_text,None,1,7,341,154,52
443,fit_heart_rate_text,None,1,7,341,166,62
443,fit_cadence_text,None,1,7,341,154,52
444,fit_heart_rate_text,None,1,7,341,166,62
444,fit_cadence_text,None,1,7,341,154,52
445,fit_heart_rate_text,None,1,7,341,166,62
445,fit_cadence_text,None,1,7,341,154,52
446,fit_heart_rate_text,None,1,7,341,166,62
446,fit_cadence_text,None,1,7,341,154,52
447,fit_heart_rate_text,None,1,7,341,166,62
447,fit_cadence_text,None,1,7,341,154,52
448,fit_heart_rate_text,None,1,7,341,166,62
448,fit_cadence_text,None,1,7,341,154,52
449,fit_heart_rate_text,None,1,7,341,166,62
449,fit_cadence_text,None,1,7,341,154,52
450,fit_heart_rate_text,None,1,7,341,166,62
450,fit_cadence_text,None,1,7,341,154,52
451,fit_heart_rate_text,None,1,7,341,166,62
451,fit_cadence_text,None,1,7,341,154,52
452,fit_heart_rate_text,None,1,7,341,166,62
452,fit_cadence_text,None,1,7,341,154,52
453,fit_heart_rate_text,None,1,7,341,166,62
453,fit_cadence_text,None,1,7,341,154,52
454,fit_heart_rate_text,None,1,7,341,166,62
454,fit_cadence_text,None,1,7,341,154,52
455,fit_heart_rate_text,None,1,7,341,166,62
455,fit_cadence_text,None,1,7,341,154,52
456,fit_heart_rate_text,None,1,7,341,166,62
456,fit_cadence_text,None,1,7,341,154,52
457,fit_heart_rate_text,None,1,7,341,166,62
457,fit_cadence_text,None,1,7,341,154,52
458,fit_heart_rate_text,None,1,7,341,166,62
458,fit_cadence_text,None,1,7,341,154,52
459,fit_heart_rate_text,None,1,7,341,166,62
459,fit_cadence_text,None,1,7,341,154,52
460,fit_heart_rate_text,None,1,7,341,166,62
460,fit_cadence_text,None,1,7,341,154,52
461,fit_heart_rate_text,None,1,7,341,166,62
461,fit_cadence_text,None,1,7,341,154,52
462,fit_heart_rate_text,None,1,7,341,166,62
462,fit_cadence_text,None,1,7,341,154,52
463,fit_heart_rate_text,None,1,7,341,166,62
463,fit_cadence_text,None,1,7,341,154,52
464,fit_heart_rate_text,None,1,7,341,166,62
464,fit_cadence_text,None,1,7,341,154,52
465,fit_heart_rate_text,None,1,7,341,166,62
465,fit_cadence_text,None,1,7,341,154,52
466,fit_heart_rate_text,None,1,7,341,166,62
466,fit_cadence_text,None,1,7,341,154,52
467,fit_heart_rate_text,None,1,7,341,166,62
467,fit_cadence_text,None,1,7,341,154,52
468,fit_heart_rate_text,None,1,7,341,166,62
468,fit_cadence_text,None,1,7,341,154,52
469,fit_heart_rate_text,None,1,7,341,166,62
469,fit_cadence_text,None,1,7,341,154,52
470,fit_heart_rate_text,None,1,7,341,166,62
470,fit_cadence_text,None,1,7,341,154,52
471,fit_heart_rate_text,None,1,7,341,166,62
471,fit_cadence_text,None,1,7,341,154,52
472,fit_heart_rate_text,None,1,7,341,166,62
472,fit_cadence_text,None,1,7,341,154,52
473,fit_heart_rate_text,None,1,7,341,166,62
473,fit_cadence_text,None,1,7,341,154,52
474,fit_heart_rate_text,None,1,7,341,166,62
474,fit_cadence_text,None,1,7,341,154,52
475,fit_heart_rate_text,None,1,7,341,166,62
475,fit_cadence_text,None,1,7,341,154,52
476,fit_heart_rate_text,None,1,7,341,166,62
476,fit_cadence_text,None,1,7,341,154,52
477,fit_heart_rate_text,None,1,7,341,166,62
477,fit_cadence_text,None,1,7,341,154,52
478,fit_heart_rate_text,None,1,7,341,166,62
478,fit_cadence_text,None,1,7,341,154,52
479,fit_heart_rate_text,None,1,7,341,166,62
479,fit_cadence_text,None,1,7,341,154,52
480,fit_heart_rate_text,None,1,7,341,166,62
480,fit_cadence_text,None,1,7,341,154,52
481,fit_heart_rate_text,None,1,7,341,166,62
481,fit_cadence_text,None,1,7,341,154,52
482,fit_heart_rate_text,None,1,7,341,166,62
482,fit_cadence_text,None,1,7,341,154,52
483,fit_heart_rate_text,None,1,7,341,166,62
483,fit_cadence_text,None,1,7,341,154,52
484,fit_heart_rate_text,None,1,7,341,166,62
484,fit_cadence_text,None,1,7,341,154,52
485,fit_heart_rate_text,None,1,7,341,166,62
485,fit_cadence_text,None,1,7,341,154,52
486,fit_heart_rate_text,None,1,7,341,166,62
486,fit_cadence_text,None,1,7,341,154,52
487,fit_heart_rate_text,None,1,7,341,166,62
487,fit_cadence_text,None,1,7,341,154,52
488,fit_heart_rate_text,None,1,7,341,166,62
488,fit_cadence_text,None,1,7,341,154,52
489,fit_heart_rate_text,None,1,7,341,166,62
489,fit_cadence_text,None,1,7,341,154,52
490,fit_heart_rate_text,None,1,7,341,166,62
490,fit_cadence_text,None,1,7,341,154,52
491,fit_heart_rate_text,None,1,7,341,166,62
491,fit_cadence_text,None,1,7,341,154,52
492,fit_heart_rate_text,None,1,7,341,166,62
492,fit_cadence_text,None,1,7,341,154,52
493,fit_heart_rate_text,None,1,7,341,166,62
493,fit_cadence_text,None,1,7,341,154,52
494,fit_heart_rate_text,None,1,7,341,166,62
494,fit_cadence_text,None,1,7,341,154,52
495,fit_heart_rate_text,None,1,7,341,166,62
495,fit_cadence_text,None,1,7,341,154,52
496,fit_heart_rate_text,None,1,7,341,166,62
496,fit_cadence_text,None,1,7,341,154,52
497,fit_heart_rate_text,None,1,7,341,166,62
497,fit_cadence_text,None,1,7,341,154,52
498,fit_heart_rate_text,None,1,7,341,166,62
498,fit_cadence_text,None,1,7,341,154,52
499,fit_heart_rate_text,None,1,7,341,166,62
499,fit_cadence_text,None,1,7,341,154,52
500,fit_heart_rate_text,None,1,7,341,166,62
500,fit_cadence_text,None,1,7,341,154,52
501,fit_heart_rate_text,None,1,7,341,166,62
501,fit_cadence_text,None,1,7,341,154,52
502,fit_heart_rate_text,None,1,7,341,166,62
502,fit_cadence_text,None,1,7,341,154,52
503,fit_heart_rate_text,None,1,7,341,166,62
503,fit_cadence_text,None,1,7,341,154,52
504,fit_heart_rate_text,None,1,7,341,166,62
504,fit_cadence_text,None,1,7,341,154,52
505,fit_heart_rate_text,None,1,7,341,166,62
505,fit_cadence_text,None,1,7,341,154,52
506,fit_heart_rate_text,None,1,7,341,166,62
506,fit_cadence_text,None,1,7,341,154,52
507,fit_heart_rate_text,None,1,7,341,166,62
507,fit_cadence_text,None,1,7,341,154,52
508,fit_heart_rate_text,None,1,7,341,166,62
508,fit_cadence_text,None,1,7,341,154,52
509,fit_heart_rate_text,None,1,7,341,166,62
509,fit_cadence_text,None,1,7,341,154,52
510,fit_heart_rate_text,None,1,7,341,166,62
510,fit_cadence_text,None,1,7,341,154,52
511,fit_heart_rate_text,None,1,7,341,166,62
511,fit_cadence_text,None,1,7,341,154,52
512,fit_heart_rate_text,None,1,7,341,166,62
512,fit_cadence_text,None,1,7,341,154,52
513,fit_heart_rate_text,None,1,7,341,166,62
513,fit_cadence_text,None,1,7,341,154,52
514,fit_heart_rate_text,None,1,7,341,166,62
514,fit_cadence_text,None,1,7,341,154,52
515,fit_heart_rate_text,None,1,7,341,166,62
515,fit_cadence_text,None,1,7,341,154,52
516,fit_heart_rate_text,None,1,7,341,166,62
516,fit_cadence_text,None,1,7,341,154,52
517,fit_heart_rate_text,None,1,7,341,166,62
517,fit_cadence_text,None,1,7,341,154,52
518,fit_heart_rate_text,None,1,7,341,166,62
518,fit_cadence_text,None,1,7,341,154,52
519,fit_heart_rate_text,None,1,7,341,166,62
519,fit_cadence_text,None,1,7,341,154,52
520,fit_heart_rate_text,None,1,7,341,166,62
520,fit_cadence_text,None,1,7,341,154,52
521,fit_heart_rate_text,None,1,7,341,166,62
521,fit_cadence_text,None,1,7,341,154,52
522,fit_heart_rate_text,None,1,7,341,166,62
522,fit_cadence_text,None,1,7,341,154,52
523,fit_heart_rate_text,None,1,7,341,166,62
523,fit_cadence_text,None,1,7,341,154,52
524,fit_heart_rate_text,None,1,7,341,166,62
524,fit_cadence_text,None,1,7,341,154,52
525,fit_heart_rate_text,None,1,7,341,166,62
525,fit_cadence_text,None,1,7,341,154,52
526,fit_heart_rate_text,None,1,7,341,166,62
526,fit_cadence_text,None,1,7,341,154,52
527,fit_heart_rate_text,None,1,7,341,166,62
527,fit_cadence_text,None,1,7,341,154,52
528,fit_heart_rate_text,None,1,7,341,166,62
528,fit_cadence_text,None,1,7,341,154,52
529,fit_heart_rate_text,None,1,7,341,166,62
529,fit_cadence_text,None,1,7,341,154,52
530,fit_heart_rate_text,None,1,7,341,166,62
530,fit_cadence_text,None,1,7,341,154,52
531,fit_heart_rate_text,None,1,7,341,166,62
531,fit_cadence_text,None,1,7,341,154,52
532,fit_heart_rate_text,None,1,7,341,166,62
532,fit_cadence_text,None,1,7,341,154,52
533,fit_heart_rate_text,None,1,7,341,166,62
533,fit_cadence_text,None,1,7,341,154,52
534,fit_heart_rate_text,None,1,7,341,166,62
534,fit_cadence_text,None,1,7,341,154,52
535,fit_heart_rate_text,None,1,7,341,166,62
535,fit_cadence_text,None,1,7,341,154,52
536,fit_heart_rate_text,None,1,7,341,166,62
536,fit_cadence_text,None,1,7,341,154,52
537,fit_heart_rate_text,None,1,7,341,166,62
537,fit_cadence_text,None,1,7,341,154,52
538,fit_heart_rate_text,None,1,7,341,166,62
538,fit_cadence_text,None,1,7,341,154,52
539,fit_heart_rate_text,None,1,7,341,166,62
539,fit_cadence_text,None,1,7,341,154,52
540,fit_heart_rate_text,None,1,7,341,166,62
540,fit_cadence_text,None,1,7,341,154,52
541,fit_heart_rate_text,None,1,7,341,166,62
541,fit_cadence_text,None,1,7,341,154,52
542,fit_heart_rate_text,None,1,7,341,166,62
542,fit_cadence_text,None,1,7,341,154,52
543,fit_heart_rate_text,None,1,7,341,166,62
543,fit_cadence_text,None,1,7,341,154,52
544,fit_heart_rate_text,None,1,7,341,166,62
544,fit_cadence_text,None,1,7,341,154,52
545,fit_heart_rate_text,None,1,7,341,166,62
545,fit_cadence_text,None,1,7,341,154,52
546,fit_heart_rate_text,None,1,7,341,166,62
546,fit_cadence_text,None,1,7,341,154,52
547,fit_heart_rate_text,None,1,7,341,166,62
547,fit_cadence_text,None,1,7,341,154,52
548,fit_heart_rate_text,None,1,7,341,166,62
548,fit_cadence_text,None,1,7,341,154,52
549,fit_heart_rate_text,None,1,7,341,166,62
549,fit_cadence_text,None,1,7,341,154,52
550,fit_heart_rate_text,None,1,7,341,166,62
550,fit_cadence_text,None,1,7,341,154,52
551,fit_heart_rate_text,None,1,7,341,166,62
551,fit_cadence_text,None,1,7,341,154,52
552,fit_heart_rate_text,None,1,7,341,166,62
552,fit_cadence_text,None,1,7,341,154,52
553,fit_heart_rate_text,None,1,7,341,166,62
553,fit_cadence_text,None,1,7,341,154,52
554,fit_heart_rate_text,None,1,7,341,166,62
554,fit_cadence_text,None,1,7,341,154,52
555,fit_heart_rate_text,None,1,7,341,166,62
555,fit_cadence_text,None,1,7,341,154,52
556,fit_heart_rate_text,None,1,7,341,166,62
556,fit_cadence_text,None,1,7,341,154,52
557,fit_heart_rate_text,None,1,7,341,166,62
557,fit_cadence_text,None,1,7,341,154,52
558,fit_heart_rate_text,None,1,7,341,166,62
558,fit_cadence_text,None,1,7,341,154,52
559,fit_heart_rate_text,None,1,7,341,166,62
559,fit_cadence_text,None,1,7,341,154,52
560,fit_heart_rate_text,None,1,7,341,166,62
560,fit_cadence_text,None,1,7,341,154,52
561,fit_heart_rate_text,None,1,7,341,166,62
561,fit_cadence_text,None,1,7,341,154,52
562,fit_heart_rate_text,None,1,7,341,166,62
562,fit_cadence_text,None,1,7,341,154,52
563,fit_heart_rate_text,None,1,7,341,166,62
563,fit_cadence_text,None,1,7,341,154,52
564,fit_heart_rate_text,None,1,7,341,166,62
564,fit_cadence_text,None,1,7,341,154,52
565,fit_heart_rate_text,None,1,7,341,166,62
565,fit_cadence_text,None,1,7,341,154,52
566,fit_heart_rate_text,None,1,7,341,166,62
566,fit_cadence_text,None,1,7,341,154,52
567,fit_heart_rate_text,None,1,7,341,166,62
567,fit_cadence_text,None,1,7,341,154,52
568,fit_heart_rate_text,None,1,7,341,166,62
568,fit_cadence_text,None,1,7,341,154,52
569,fit_heart_rate_text,None,1,7,341,166,62
569,fit_cadence_text,None,1,7,341,154,52
570,fit_heart_rate_text,None,1,7,341,166,62
570,fit_cadence_text,None,1,7,341,154,52
571,fit_heart_rate_text,None,1,7,341,166,62
571,fit_cadence_text,None,1,7,341,154,52
572,fit_heart_rate_text,None,1,7,341,166,62
572,fit_cadence_text,None,1,7,341,154,52
573,fit_heart_rate_text,None,1,7,341,166,62
573,fit_cadence_text,None,1,7,341,154,52
574,fit_heart_rate_text,None,1,7,341,166,62
574,fit_cadence_text,None,1,7,341,154,52
575,fit_heart_rate_text,None,1,7,341,166,62
575,fit_cadence_text,None,1,7,341,154,52
576,fit_heart_rate_text,None,1,7,341,166,62
576,fit_cadence_text,None,1,7,341,154,52
577,fit_heart_rate_text,None,1,7,341,166,62
577,fit_cadence_text,None,1,7,341,154,52
578,fit_heart_rate_text,None,1,7,341,166,62
578,fit_cadence_text,None,1,7,341,154,52
