frame,chart_key,value_str,split_valid,cursor_w,cursor_h,value_w,value_h
579,fit_heart_rate_text,None,1,7,341,166,62
579,fit_cadence_text,None,1,7,341,154,52
580,fit_heart_rate_text,None,1,7,341,166,62
580,fit_cadence_text,None,1,7,341,154,52
581,fit_heart_rate_text,None,1,7,341,166,62
581,fit_cadence_text,None,1,7,341,154,52
582,fit_heart_rate_text,None,1,7,341,166,62
582,fit_cadence_text,None,1,7,341,154,52
583,fit_heart_rate_text,None,1,7,341,166,62
583,fit_cadence_text,None,1,7,341,154,52
584,fit_heart_rate_text,None,1,7,341,166,62
584,fit_cadence_text,None,1,7,341,154,52
585,fit_heart_rate_text,None,1,7,341,166,62
585,fit_cadence_text,None,1,7,341,154,52
586,fit_heart_rate_text,None,1,7,341,166,62
586,fit_cadence_text,None,1,7,341,154,52
587,fit_heart_rate_text,None,1,7,341,166,62
587,fit_cadence_text,None,1,7,341,154,52
588,fit_heart_rate_text,None,1,7,341,166,62
588,fit_cadence_text,None,1,7,341,154,52
589,fit_heart_rate_text,None,1,7,341,166,62
589,fit_cadence_text,None,1,7,341,154,52
590,fit_heart_rate_text,None,1,7,341,166,62
590,fit_cadence_text,None,1,7,341,154,52
591,fit_heart_rate_text,None,1,7,341,166,62
591,fit_cadence_text,None,1,7,341,154,52
592,fit_heart_rate_text,None,1,7,341,166,62
592,fit_cadence_text,None,1,7,341,154,52
593,fit_heart_rate_text,None,1,7,341,166,62
593,fit_cadence_text,None,1,7,341,154,52
594,fit_heart_rate_text,None,1,7,341,166,62
594,fit_cadence_text,None,1,7,341,154,52
595,fit_heart_rate_text,None,1,7,341,166,62
595,fit_cadence_text,None,1,7,341,154,52
596,fit_heart_rate_text,None,1,7,341,166,62
596,fit_cadence_text,None,1,7,341,154,52
597,fit_heart_rate_text,None,1,7,341,166,62
597,fit_cadence_text,None,1,7,341,154,52
598,fit_heart_rate_text,None,1,7,341,166,62
598,fit_cadence_text,None,1,7,341,154,52
599,fit_heart_rate_text,None,1,7,341,166,62
599,fit_cadence_text,None,1,7,341,154,52
600,fit_heart_rate_text,None,1,7,341,166,62
600,fit_cadence_text,None,1,7,341,154,52
601,fit_heart_rate_text,None,1,7,341,166,62
601,fit_cadence_text,None,1,7,341,154,52
602,fit_heart_rate_text,None,1,7,341,166,62
602,fit_cadence_text,None,1,7,341,154,52
603,fit_heart_rate_text,None,1,7,341,166,62
603,fit_cadence_text,None,1,7,341,154,52
604,fit_heart_rate_text,None,1,7,341,166,62
604,fit_cadence_text,None,1,7,341,154,52
605,fit_heart_rate_text,None,1,7,341,166,62
605,fit_cadence_text,None,1,7,341,154,52
606,fit_heart_rate_text,None,1,7,341,166,62
606,fit_cadence_text,None,1,7,341,154,52
607,fit_heart_rate_text,None,1,7,341,166,62
607,fit_cadence_text,None,1,7,341,154,52
608,fit_heart_rate_text,None,1,7,341,166,62
608,fit_cadence_text,None,1,7,341,154,52
609,fit_heart_rate_text,None,1,7,341,166,62
609,fit_cadence_text,None,1,7,341,154,52
610,fit_heart_rate_text,None,1,7,341,166,62
610,fit_cadence_text,None,1,7,341,154,52
611,fit_heart_rate_text,None,1,7,341,166,62
611,fit_cadence_text,None,1,7,341,154,52
612,fit_heart_rate_text,None,1,7,341,166,62
612,fit_cadence_text,None,1,7,341,154,52
613,fit_heart_rate_text,None,1,7,341,166,62
613,fit_cadence_text,None,1,7,341,154,52
614,fit_heart_rate_text,None,1,7,341,166,62
614,fit_cadence_text,None,1,7,341,154,52
615,fit_heart_rate_text,None,1,7,341,166,62
615,fit_cadence_text,None,1,7,341,154,52
616,fit_heart_rate_text,None,1,7,341,166,62
616,fit_cadence_text,None,1,7,341,154,52
617,fit_heart_rate_text,None,1,7,341,166,62
617,fit_cadence_text,None,1,7,341,154,52
618,fit_heart_rate_text,None,1,7,341,166,62
618,fit_cadence_text,None,1,7,341,154,52
619,fit_heart_rate_text,None,1,7,341,166,62
619,fit_cadence_text,None,1,7,341,154,52
620,fit_heart_rate_text,None,1,7,341,166,62
620,fit_cadence_text,None,1,7,341,154,52
621,fit_heart_rate_text,None,1,7,341,166,62
621,fit_cadence_text,None,1,7,341,154,52
622,fit_heart_rate_text,None,1,7,341,166,62
622,fit_cadence_text,None,1,7,341,154,52
623,fit_heart_rate_text,None,1,7,341,166,62
623,fit_cadence_text,None,1,7,341,154,52
624,fit_heart_rate_text,None,1,7,341,166,62
624,fit_cadence_text,None,1,7,341,154,52
625,fit_heart_rate_text,None,1,7,341,166,62
625,fit_cadence_text,None,1,7,341,154,52
626,fit_heart_rate_text,None,1,7,341,166,62
626,fit_cadence_text,None,1,7,341,154,52
627,fit_heart_rate_text,None,1,7,341,166,62
627,fit_cadence_text,None,1,7,341,154,52
628,fit_heart_rate_text,None,1,7,341,166,62
628,fit_cadence_text,None,1,7,341,154,52
629,fit_heart_rate_text,None,1,7,341,166,62
629,fit_cadence_text,None,1,7,341,154,52
630,fit_heart_rate_text,None,1,7,341,166,62
630,fit_cadence_text,None,1,7,341,154,52
631,fit_heart_rate_text,None,1,7,341,166,62
631,fit_cadence_text,None,1,7,341,154,52
632,fit_heart_rate_text,None,1,7,341,166,62
632,fit_cadence_text,None,1,7,341,154,52
633,fit_heart_rate_text,None,1,7,341,166,62
633,fit_cadence_text,None,1,7,341,154,52
634,fit_heart_rate_text,None,1,7,341,166,62
634,fit_cadence_text,None,1,7,341,154,52
635,fit_heart_rate_text,None,1,7,341,166,62
635,fit_cadence_text,None,1,7,341,154,52
636,fit_heart_rate_text,None,1,7,341,166,62
636,fit_cadence_text,None,1,7,341,154,52
637,fit_heart_rate_text,None,1,7,341,166,62
637,fit_cadence_text,None,1,7,341,154,52
638,fit_heart_rate_text,None,1,7,341,166,62
638,fit_cadence_text,None,1,7,341,154,52
639,fit_heart_rate_text,None,1,7,341,166,62
639,fit_cadence_text,None,1,7,341,154,52
640,fit_heart_rate_text,None,1,7,341,166,62
640,fit_cadence_text,None,1,7,341,154,52
641,fit_heart_rate_text,None,1,7,341,166,62
641,fit_cadence_text,None,1,7,341,154,52
642,fit_heart_rate_text,None,1,7,341,166,62
642,fit_cadence_text,None,1,7,341,154,52
643,fit_heart_rate_text,None,1,7,341,166,62
643,fit_cadence_text,None,1,7,341,154,52
644,fit_heart_rate_text,None,1,7,341,166,62
644,fit_cadence_text,None,1,7,341,154,52
645,fit_heart_rate_text,None,1,7,341,166,62
645,fit_cadence_text,None,1,7,341,154,52
646,fit_heart_rate_text,None,1,7,341,166,62
646,fit_cadence_text,None,1,7,341,154,52
647,fit_heart_rate_text,None,1,7,341,166,62
647,fit_cadence_text,None,1,7,341,154,52
648,fit_heart_rate_text,None,1,7,341,166,62
648,fit_cadence_text,None,1,7,341,154,52
649,fit_heart_rate_text,None,1,7,341,166,62
649,fit_cadence_text,None,1,7,341,154,52
650,fit_heart_rate_text,None,1,7,341,166,62
650,fit_cadence_text,None,1,7,341,154,52
651,fit_heart_rate_text,None,1,7,341,166,62
651,fit_cadence_text,None,1,7,341,154,52
652,fit_heart_rate_text,None,1,7,341,166,62
652,fit_cadence_text,None,1,7,341,154,52
653,fit_heart_rate_text,None,1,7,341,166,62
653,fit_cadence_text,None,1,7,341,154,52
654,fit_heart_rate_text,None,1,7,341,166,62
654,fit_cadence_text,None,1,7,341,154,52
655,fit_heart_rate_text,None,1,7,341,166,62
655,fit_cadence_text,None,1,7,341,154,52
656,fit_heart_rate_text,None,1,7,341,166,62
656,fit_cadence_text,None,1,7,341,154,52
657,fit_heart_rate_text,None,1,7,341,166,62
657,fit_cadence_text,None,1,7,341,154,52
658,fit_heart_rate_text,None,1,7,341,166,62
658,fit_cadence_text,None,1,7,341,154,52
659,fit_heart_rate_text,None,1,7,341,166,62
659,fit_cadence_text,None,1,7,341,154,52
660,fit_heart_rate_text,None,1,7,341,166,62
660,fit_cadence_text,None,1,7,341,154,52
661,fit_heart_rate_text,None,1,7,341,166,62
661,fit_cadence_text,None,1,7,341,154,52
662,fit_heart_rate_text,None,1,7,341,166,62
662,fit_cadence_text,None,1,7,341,154,52
663,fit_heart_rate_text,None,1,7,341,166,62
663,fit_cadence_text,None,1,7,341,154,52
664,fit_heart_rate_text,None,1,7,341,166,62
664,fit_cadence_text,None,1,7,341,154,52
665,fit_heart_rate_text,None,1,7,341,166,62
665,fit_cadence_text,None,1,7,341,154,52
666,fit_heart_rate_text,None,1,7,341,166,62
666,fit_cadence_text,None,1,7,341,154,52
667,fit_heart_rate_text,None,1,7,341,166,62
667,fit_cadence_text,None,1,7,341,154,52
668,fit_heart_rate_text,None,1,7,341,166,62
668,fit_cadence_text,None,1,7,341,154,52
669,fit_heart_rate_text,None,1,7,341,166,62
669,fit_cadence_text,None,1,7,341,154,52
670,fit_heart_rate_text,None,1,7,341,166,62
670,fit_cadence_text,None,1,7,341,154,52
671,fit_heart_rate_text,None,1,7,341,166,62
671,fit_cadence_text,None,1,7,341,154,52
672,fit_heart_rate_text,None,1,7,341,166,62
672,fit_cadence_text,None,1,7,341,154,52
673,fit_heart_rate_text,None,1,7,341,166,62
673,fit_cadence_text,None,1,7,341,154,52
674,fit_heart_rate_text,None,1,7,341,166,62
674,fit_cadence_text,None,1,7,341,154,52
675,fit_heart_rate_text,None,1,7,341,166,62
675,fit_cadence_text,None,1,7,341,154,52
676,fit_heart_rate_text,None,1,7,341,166,62
676,fit_cadence_text,None,1,7,341,154,52
677,fit_heart_rate_text,None,1,7,341,166,62
677,fit_cadence_text,None,1,7,341,154,52
678,fit_heart_rate_text,None,1,7,341,166,62
678,fit_cadence_text,None,1,7,341,154,52
679,fit_heart_rate_text,None,1,7,341,166,62
679,fit_cadence_text,None,1,7,341,154,52
680,fit_heart_rate_text,None,1,7,341,166,62
680,fit_cadence_text,None,1,7,341,154,52
681,fit_heart_rate_text,None,1,7,341,166,62
681,fit_cadence_text,None,1,7,341,154,52
682,fit_heart_rate_text,None,1,7,341,166,62
682,fit_cadence_text,None,1,7,341,154,52
683,fit_heart_rate_text,None,1,7,341,166,62
683,fit_cadence_text,None,1,7,341,154,52
684,fit_heart_rate_text,None,1,7,341,166,62
684,fit_cadence_text,None,1,7,341,154,52
685,fit_heart_rate_text,None,1,7,341,166,62
685,fit_cadence_text,None,1,7,341,154,52
686,fit_heart_rate_text,None,1,7,341,166,62
686,fit_cadence_text,None,1,7,341,154,52
687,fit_heart_rate_text,None,1,7,341,166,62
687,fit_cadence_text,None,1,7,341,154,52
688,fit_heart_rate_text,None,1,7,341,166,62
688,fit_cadence_text,None,1,7,341,154,52
689,fit_heart_rate_text,None,1,7,341,166,62
689,fit_cadence_text,None,1,7,341,154,52
690,fit_heart_rate_text,None,1,7,341,166,62
690,fit_cadence_text,None,1,7,341,154,52
691,fit_heart_rate_text,None,1,7,341,166,62
691,fit_cadence_text,None,1,7,341,154,52
692,fit_heart_rate_text,None,1,7,341,166,62
692,fit_cadence_text,None,1,7,341,154,52
693,fit_heart_rate_text,None,1,7,341,166,62
693,fit_cadence_text,None,1,7,341,154,52
694,fit_heart_rate_text,None,1,7,341,166,62
694,fit_cadence_text,None,1,7,341,154,52
695,fit_heart_rate_text,None,1,7,341,166,62
695,fit_cadence_text,None,1,7,341,154,52
696,fit_heart_rate_text,None,1,7,341,166,62
696,fit_cadence_text,None,1,7,341,154,52
697,fit_heart_rate_text,None,1,7,341,166,62
697,fit_cadence_text,None,1,7,341,154,52
698,fit_heart_rate_text,None,1,7,341,166,62
698,fit_cadence_text,None,1,7,341,154,52
699,fit_heart_rate_text,None,1,7,341,166,62
699,fit_cadence_text,None,1,7,341,154,52
700,fit_heart_rate_text,None,1,7,341,166,62
700,fit_cadence_text,None,1,7,341,154,52
701,fit_heart_rate_text,None,1,7,341,166,62
701,fit_cadence_text,None,1,7,341,154,52
702,fit_heart_rate_text,None,1,7,341,166,62
702,fit_cadence_text,None,1,7,341,154,52
703,fit_heart_rate_text,None,1,7,341,166,62
703,fit_cadence_text,None,1,7,341,154,52
704,fit_heart_rate_text,None,1,7,341,166,62
704,fit_cadence_text,None,1,7,341,154,52
705,fit_heart_rate_text,None,1,7,341,166,62
705,fit_cadence_text,None,1,7,341,154,52
706,fit_heart_rate_text,None,1,7,341,166,62
706,fit_cadence_text,None,1,7,341,154,52
707,fit_heart_rate_text,None,1,7,341,166,62
707,fit_cadence_text,None,1,7,341,154,52
708,fit_heart_rate_text,None,1,7,341,166,62
708,fit_cadence_text,None,1,7,341,154,52
709,fit_heart_rate_text,None,1,7,341,166,62
709,fit_cadence_text,None,1,7,341,154,52
710,fit_heart_rate_text,None,1,7,341,166,62
710,fit_cadence_text,None,1,7,341,154,52
711,fit_heart_rate_text,None,1,7,341,166,62
711,fit_cadence_text,None,1,7,341,154,52
712,fit_heart_rate_text,None,1,7,341,166,62
712,fit_cadence_text,None,1,7,341,154,52
713,fit_heart_rate_text,None,1,7,341,166,62
713,fit_cadence_text,None,1,7,341,154,52
714,fit_heart_rate_text,None,1,7,341,166,62
714,fit_cadence_text,None,1,7,341,154,52
715,fit_heart_rate_text,None,1,7,341,166,62
715,fit_cadence_text,None,1,7,341,154,52
716,fit_heart_rate_text,None,1,7,341,166,62
716,fit_cadence_text,None,1,7,341,154,52
717,fit_heart_rate_text,None,1,7,341,166,62
717,fit_cadence_text,None,1,7,341,154,52
718,fit_heart_rate_text,None,1,7,341,166,62
718,fit_cadence_text,None,1,7,341,154,52
719,fit_heart_rate_text,None,1,7,341,166,62
719,fit_cadence_text,None,1,7,341,154,52
720,fit_heart_rate_text,None,1,7,341,166,62
720,fit_cadence_text,None,1,7,341,154,52
721,fit_heart_rate_text,None,1,7,341,166,62
721,fit_cadence_text,None,1,7,341,154,52
722,fit_heart_rate_text,None,1,7,341,166,62
722,fit_cadence_text,None,1,7,341,154,52
723,fit_heart_rate_text,None,1,7,341,166,62
723,fit_cadence_text,None,1,7,341,154,52
724,fit_heart_rate_text,None,1,7,341,166,62
724,fit_cadence_text,None,1,7,341,154,52
725,fit_heart_rate_text,None,1,7,341,166,62
725,fit_cadence_text,None,1,7,341,154,52
726,fit_heart_rate_text,None,1,7,341,166,62
726,fit_cadence_text,None,1,7,341,154,52
727,fit_heart_rate_text,None,1,7,341,166,62
727,fit_cadence_text,None,1,7,341,154,52
728,fit_heart_rate_text,None,1,7,341,166,62
728,fit_cadence_text,None,1,7,341,154,52
729,fit_heart_rate_text,None,1,7,341,166,62
729,fit_cadence_text,None,1,7,341,154,52
730,fit_heart_rate_text,None,1,7,341,166,62
730,fit_cadence_text,None,1,7,341,154,52
731,fit_heart_rate_text,None,1,7,341,166,62
731,fit_cadence_text,None,1,7,341,154,52
732,fit_heart_rate_text,None,1,7,341,166,62
732,fit_cadence_text,None,1,7,341,154,52
733,fit_heart_rate_text,None,1,7,341,166,62
733,fit_cadence_text,None,1,7,341,154,52
734,fit_heart_rate_text,None,1,7,341,166,62
734,fit_cadence_text,None,1,7,341,154,52
735,fit_heart_rate_text,None,1,7,341,166,62
735,fit_cadence_text,None,1,7,341,154,52
736,fit_heart_rate_text,None,1,7,341,166,62
736,fit_cadence_text,None,1,7,341,154,52
737,fit_heart_rate_text,None,1,7,341,166,62
737,fit_cadence_text,None,1,7,341,154,52
738,fit_heart_rate_text,None,1,7,341,166,62
738,fit_cadence_text,None,1,7,341,154,52
739,fit_heart_rate_text,None,1,7,341,166,62
739,fit_cadence_text,None,1,7,341,154,52
740,fit_heart_rate_text,None,1,7,341,166,62
740,fit_cadence_text,None,1,7,341,154,52
741,fit_heart_rate_text,None,1,7,341,166,62
741,fit_cadence_text,None,1,7,341,154,52
742,fit_heart_rate_text,None,1,7,341,166,62
742,fit_cadence_text,None,1,7,341,154,52
743,fit_heart_rate_text,None,1,7,341,166,62
743,fit_cadence_text,None,1,7,341,154,52
744,fit_heart_rate_text,None,1,7,341,166,62
744,fit_cadence_text,None,1,7,341,154,52
745,fit_heart_rate_text,None,1,7,341,166,62
745,fit_cadence_text,None,1,7,341,154,52
746,fit_heart_rate_text,None,1,7,341,166,62
746,fit_cadence_text,None,1,7,341,154,52
747,fit_heart_rate_text,None,1,7,341,166,62
747,fit_cadence_text,None,1,7,341,154,52
748,fit_heart_rate_text,None,1,7,341,166,62
748,fit_cadence_text,None,1,7,341,154,52
749,fit_heart_rate_text,None,1,7,341,166,62
749,fit_cadence_text,None,1,7,341,154,52
750,fit_heart_rate_text,None,1,7,341,166,62
750,fit_cadence_text,None,1,7,341,154,52
751,fit_heart_rate_text,None,1,7,341,166,62
751,fit_cadence_text,None,1,7,341,154,52
752,fit_heart_rate_text,None,1,7,341,166,62
752,fit_cadence_text,None,1,7,341,154,52
753,fit_heart_rate_text,None,1,7,341,166,62
753,fit_cadence_text,None,1,7,341,154,52
754,fit_heart_rate_text,None,1,7,341,166,62
754,fit_cadence_text,None,1,7,341,154,52
755,fit_heart_rate_text,None,1,7,341,166,62
755,fit_cadence_text,None,1,7,341,154,52
756,fit_heart_rate_text,None,1,7,341,166,62
756,fit_cadence_text,None,1,7,341,154,52
757,fit_heart_rate_text,None,1,7,341,166,62
757,fit_cadence_text,None,1,7,341,154,52
758,fit_heart_rate_text,None,1,7,341,166,62
758,fit_cadence_text,None,1,7,341,154,52
759,fit_heart_rate_text,None,1,7,341,166,62
759,fit_cadence_text,None,1,7,341,154,52
760,fit_heart_rate_text,None,1,7,341,166,62
760,fit_cadence_text,None,1,7,341,154,52
761,fit_heart_rate_text,None,1,7,341,166,62
761,fit_cadence_text,None,1,7,341,154,52
762,fit_heart_rate_text,None,1,7,341,166,62
762,fit_cadence_text,None,1,7,341,154,52
763,fit_heart_rate_text,None,1,7,341,166,62
763,fit_cadence_text,None,1,7,341,154,52
764,fit_heart_rate_text,None,1,7,341,166,62
764,fit_cadence_text,None,1,7,341,154,52
765,fit_heart_rate_text,None,1,7,341,166,62
765,fit_cadence_text,None,1,7,341,154,52
766,fit_heart_rate_text,None,1,7,341,166,62
766,fit_cadence_text,None,1,7,341,154,52
767,fit_heart_rate_text,None,1,7,341,166,62
767,fit_cadence_text,None,1,7,341,154,52
768,fit_heart_rate_text,None,1,7,341,166,62
768,fit_cadence_text,None,1,7,341,154,52
769,fit_heart_rate_text,None,1,7,341,166,62
769,fit_cadence_text,None,1,7,341,154,52
770,fit_heart_rate_text,None,1,7,341,166,62
770,fit_cadence_text,None,1,7,341,154,52
771,fit_heart_rate_text,None,1,7,341,166,62
771,fit_cadence_text,None,1,7,341,154,52
772,fit_heart_rate_text,None,1,7,341,166,62
772,fit_cadence_text,None,1,7,341,154,52
773,fit_heart_rate_text,None,1,7,341,166,62
773,fit_cadence_text,None,1,7,341,154,52
774,fit_heart_rate_text,None,1,7,341,166,62
774,fit_cadence_text,None,1,7,341,154,52
775,fit_heart_rate_text,None,1,7,341,166,62
775,fit_cadence_text,None,1,7,341,154,52
776,fit_heart_rate_text,None,1,7,341,166,62
776,fit_cadence_text,None,1,7,341,154,52
777,fit_heart_rate_text,None,1,7,341,166,62
777,fit_cadence_text,None,1,7,341,154,52
778,fit_heart_rate_text,None,1,7,341,166,62
778,fit_cadence_text,None,1,7,341,154,52
779,fit_heart_rate_text,None,1,7,341,166,62
779,fit_cadence_text,None,1,7,341,154,52
780,fit_heart_rate_text,None,1,7,341,166,62
780,fit_cadence_text,None,1,7,341,154,52
781,fit_heart_rate_text,None,1,7,341,166,62
781,fit_cadence_text,None,1,7,341,154,52
782,fit_heart_rate_text,None,1,7,341,166,62
782,fit_cadence_text,None,1,7,341,154,52
783,fit_heart_rate_text,None,1,7,341,166,62
783,fit_cadence_text,None,1,7,341,154,52
784,fit_heart_rate_text,None,1,7,341,166,62
784,fit_cadence_text,None,1,7,341,154,52
785,fit_heart_rate_text,None,1,7,341,166,62
785,fit_cadence_text,None,1,7,341,154,52
786,fit_heart_rate_text,None,1,7,341,166,62
786,fit_cadence_text,None,1,7,341,154,52
787,fit_heart_rate_text,None,1,7,341,166,62
787,fit_cadence_text,None,1,7,341,154,52
788,fit_heart_rate_text,None,1,7,341,166,62
788,fit_cadence_text,None,1,7,341,154,52
789,fit_heart_rate_text,None,1,7,341,166,62
789,fit_cadence_text,None,1,7,341,154,52
790,fit_heart_rate_text,None,1,7,341,166,62
790,fit_cadence_text,None,1,7,341,154,52
791,fit_heart_rate_text,None,1,7,341,166,62
791,fit_cadence_text,None,1,7,341,154,52
792,fit_heart_rate_text,None,1,7,341,166,62
792,fit_cadence_text,None,1,7,341,154,52
793,fit_heart_rate_text,None,1,7,341,166,62
793,fit_cadence_text,None,1,7,341,154,52
794,fit_heart_rate_text,None,1,7,341,166,62
794,fit_cadence_text,None,1,7,341,154,52
795,fit_heart_rate_text,None,1,7,341,166,62
795,fit_cadence_text,None,1,7,341,154,52
796,fit_heart_rate_text,None,1,7,341,166,62
796,fit_cadence_text,None,1,7,341,154,52
797,fit_heart_rate_text,None,1,7,341,166,62
797,fit_cadence_text,None,1,7,341,154,52
798,fit_heart_rate_text,None,1,7,341,166,62
798,fit_cadence_text,None,1,7,341,154,52
799,fit_heart_rate_text,None,1,7,341,166,62
799,fit_cadence_text,None,1,7,341,154,52
800,fit_heart_rate_text,None,1,7,341,166,62
800,fit_cadence_text,None,1,7,341,154,52
801,fit_heart_rate_text,None,1,7,341,166,62
801,fit_cadence_text,None,1,7,341,154,52
802,fit_heart_rate_text,None,1,7,341,166,62
802,fit_cadence_text,None,1,7,341,154,52
803,fit_heart_rate_text,None,1,7,341,166,62
803,fit_cadence_text,None,1,7,341,154,52
804,fit_heart_rate_text,None,1,7,341,166,62
804,fit_cadence_text,None,1,7,341,154,52
805,fit_heart_rate_text,None,1,7,341,166,62
805,fit_cadence_text,None,1,7,341,154,52
806,fit_heart_rate_text,None,1,7,341,166,62
806,fit_cadence_text,None,1,7,341,154,52
807,fit_heart_rate_text,None,1,7,341,166,62
807,fit_cadence_text,None,1,7,341,154,52
808,fit_heart_rate_text,None,1,7,341,166,62
808,fit_cadence_text,None,1,7,341,154,52
809,fit_heart_rate_text,None,1,7,341,166,62
809,fit_cadence_text,None,1,7,341,154,52
810,fit_heart_rate_text,None,1,7,341,166,62
810,fit_cadence_text,None,1,7,341,154,52
811,fit_heart_rate_text,None,1,7,341,166,62
811,fit_cadence_text,None,1,7,341,154,52
812,fit_heart_rate_text,None,1,7,341,166,62
812,fit_cadence_text,None,1,7,341,154,52
813,fit_heart_rate_text,None,1,7,341,166,62
813,fit_cadence_text,None,1,7,341,154,52
814,fit_heart_rate_text,None,1,7,341,166,62
814,fit_cadence_text,None,1,7,341,154,52
815,fit_heart_rate_text,None,1,7,341,166,62
815,fit_cadence_text,None,1,7,341,154,52
816,fit_heart_rate_text,None,1,7,341,166,62
816,fit_cadence_text,None,1,7,341,154,52
817,fit_heart_rate_text,None,1,7,341,166,62
817,fit_cadence_text,None,1,7,341,154,52
818,fit_heart_rate_text,None,1,7,341,166,62
818,fit_cadence_text,None,1,7,341,154,52
819,fit_heart_rate_text,None,1,7,341,166,62
819,fit_cadence_text,None,1,7,341,154,52
820,fit_heart_rate_text,None,1,7,341,166,62
820,fit_cadence_text,None,1,7,341,154,52
821,fit_heart_rate_text,None,1,7,341,166,62
821,fit_cadence_text,None,1,7,341,154,52
822,fit_heart_rate_text,None,1,7,341,166,62
822,fit_cadence_text,None,1,7,341,154,52
823,fit_heart_rate_text,None,1,7,341,166,62
823,fit_cadence_text,None,1,7,341,154,52
824,fit_heart_rate_text,None,1,7,341,166,62
824,fit_cadence_text,None,1,7,341,154,52
825,fit_heart_rate_text,None,1,7,341,166,62
825,fit_cadence_text,None,1,7,341,154,52
826,fit_heart_rate_text,None,1,7,341,166,62
826,fit_cadence_text,None,1,7,341,154,52
827,fit_heart_rate_text,None,1,7,341,166,62
827,fit_cadence_text,None,1,7,341,154,52
828,fit_heart_rate_text,None,1,7,341,166,62
828,fit_cadence_text,None,1,7,341,154,52
829,fit_heart_rate_text,None,1,7,341,166,62
829,fit_cadence_text,None,1,7,341,154,52
830,fit_heart_rate_text,None,1,7,341,166,62
830,fit_cadence_text,None,1,7,341,154,52
831,fit_heart_rate_text,None,1,7,341,166,62
831,fit_cadence_text,None,1,7,341,154,52
832,fit_heart_rate_text,None,1,7,341,166,62
832,fit_cadence_text,None,1,7,341,154,52
833,fit_heart_rate_text,None,1,7,341,166,62
833,fit_cadence_text,None,1,7,341,154,52
834,fit_heart_rate_text,None,1,7,341,166,62
834,fit_cadence_text,None,1,7,341,154,52
835,fit_heart_rate_text,None,1,7,341,166,62
835,fit_cadence_text,None,1,7,341,154,52
836,fit_heart_rate_text,None,1,7,341,166,62
836,fit_cadence_text,None,1,7,341,154,52
837,fit_heart_rate_text,None,1,7,341,166,62
837,fit_cadence_text,None,1,7,341,154,52
838,fit_heart_rate_text,None,1,7,341,166,62
838,fit_cadence_text,None,1,7,341,154,52
839,fit_heart_rate_text,None,1,7,341,166,62
839,fit_cadence_text,None,1,7,341,154,52
840,fit_heart_rate_text,None,1,7,341,166,62
840,fit_cadence_text,None,1,7,341,154,52
841,fit_heart_rate_text,None,1,7,341,166,62
841,fit_cadence_text,None,1,7,341,154,52
842,fit_heart_rate_text,None,1,7,341,166,62
842,fit_cadence_text,None,1,7,341,154,52
843,fit_heart_rate_text,None,1,7,341,166,62
843,fit_cadence_text,None,1,7,341,154,52
844,fit_heart_rate_text,None,1,7,341,166,62
844,fit_cadence_text,None,1,7,341,154,52
845,fit_heart_rate_text,None,1,7,341,166,62
845,fit_cadence_text,None,1,7,341,154,52
846,fit_heart_rate_text,None,1,7,341,166,62
846,fit_cadence_text,None,1,7,341,154,52
847,fit_heart_rate_text,None,1,7,341,166,62
847,fit_cadence_text,None,1,7,341,154,52
848,fit_heart_rate_text,None,1,7,341,166,62
848,fit_cadence_text,None,1,7,341,154,52
849,fit_heart_rate_text,None,1,7,341,166,62
849,fit_cadence_text,None,1,7,341,154,52
850,fit_heart_rate_text,None,1,7,341,166,62
850,fit_cadence_text,None,1,7,341,154,52
851,fit_heart_rate_text,None,1,7,341,166,62
851,fit_cadence_text,None,1,7,341,154,52
852,fit_heart_rate_text,None,1,7,341,166,62
852,fit_cadence_text,None,1,7,341,154,52
853,fit_heart_rate_text,None,1,7,341,166,62
853,fit_cadence_text,None,1,7,341,154,52
854,fit_heart_rate_text,None,1,7,341,166,62
854,fit_cadence_text,None,1,7,341,154,52
855,fit_heart_rate_text,None,1,7,341,166,62
855,fit_cadence_text,None,1,7,341,154,52
856,fit_heart_rate_text,None,1,7,341,166,62
856,fit_cadence_text,None,1,7,341,154,52
857,fit_heart_rate_text,None,1,7,341,166,62
857,fit_cadence_text,None,1,7,341,154,52
858,fit_heart_rate_text,None,1,7,341,166,62
858,fit_cadence_text,None,1,7,341,154,52
859,fit_heart_rate_text,None,1,7,341,166,62
859,fit_cadence_text,None,1,7,341,154,52
860,fit_heart_rate_text,None,1,7,341,166,62
860,fit_cadence_text,None,1,7,341,154,52
861,fit_heart_rate_text,None,1,7,341,166,62
861,fit_cadence_text,None,1,7,341,154,52
862,fit_heart_rate_text,None,1,7,341,166,62
862,fit_cadence_text,None,1,7,341,154,52
863,fit_heart_rate_text,None,1,7,341,166,62
863,fit_cadence_text,None,1,7,341,154,52
864,fit_heart_rate_text,None,1,7,341,166,62
864,fit_cadence_text,None,1,7,341,154,52
865,fit_heart_rate_text,None,1,7,341,166,62
865,fit_cadence_text,None,1,7,341,154,52
866,fit_heart_rate_text,None,1,7,341,166,62
866,fit_cadence_text,None,1,7,341,154,52
867,fit_heart_rate_text,None,1,7,341,166,62
867,fit_cadence_text,None,1,7,341,154,52
868,fit_heart_rate_text,None,1,7,341,166,62
868,fit_cadence_text,None,1,7,341,154,52
869,fit_heart_rate_text,None,1,7,341,166,62
