frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_blt,vp_submit_window,vp_range_pass,vp_chart_blend,vp_gauge_blend,vp_map_blend,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,amf_submitted,amf_received,submit_result,query_result,decoder_copy
117,0.0393,22.4784,21.3616,0.0021,21.3593,0.3568,1.1083,0.0322,0.2168,0.1495,0.3428,0.0072,0.0094,0.0217,0.447,0.1961,0.2119,23.5247,1,118,113,0,0,0
118,0.0677,12.0314,11.2148,0.0029,11.2117,0.2486,0.8037,0.012,0.1839,0.1387,0.2154,0.0029,0.0137,0.0204,0.2336,0.1151,0.1408,12.6893,2,119,114,0,0,0
119,0.0379,12.8191,12.1006,0.0022,12.0984,0.2269,0.7056,0.0095,0.1645,0.1134,0.1844,0.0049,0.0132,0.017,0.3165,0.1545,0.1896,13.6408,3,120,115,0,0,0
120,0.1502,17.6205,16.9234,0.0181,16.9049,0.2519,0.6889,0.0113,0.1861,0.0867,0.1476,0.0031,0.0088,0.0136,0.2668,0.135,0.1515,18.4278,0,121,116,0,0,0
121,0.037,18.449,15.2031,0.0021,15.2008,0.9645,3.2181,0.0356,0.791,0.7046,0.707,0.0085,0.0296,0.0554,1.3749,0.4205,0.3726,20.9639,1,122,117,0,0,0
122,0.1102,6.5863,5.4525,0.0114,5.4408,0.3323,1.1217,0.0344,0.2686,0.1205,0.3544,0.0084,0.0128,0.0261,0.6111,0.2612,0.2275,7.9856,2,123,118,0,0,0
123,0.0764,11.1165,10.5209,0.0064,10.5142,0.2241,0.583,0.0093,0.1588,0.0645,0.1196,0.0047,0.0131,0.0154,0.246,0.1336,0.2724,11.9891,3,124,119,0,0,0
124,0.0906,2.4292,1.5391,0.0095,1.5294,0.3513,0.8735,0.0143,0.1951,0.1255,0.1804,0.0046,0.0167,0.0226,0.391,0.1944,0.1938,3.4617,0,125,120,0,0,0
125,0.0705,10.433,10.0249,0.0032,10.0214,0.1886,0.3974,0.0103,0.1029,0.0344,0.0588,0.0011,0.0113,0.0162,0.2097,0.2284,0.3404,11.5113,1,126,121,0,0,0
126,0.0385,22.5928,22.0497,0.0022,22.0474,0.2211,0.5334,0.0113,0.1177,0.066,0.1117,0.0036,0.0107,0.0186,0.2222,0.1147,0.1408,23.214,2,127,122,0,0,0
127,0.056,11.0376,9.6526,0.0023,9.65,0.611,1.3623,0.0197,0.2963,0.1953,0.2199,0.0163,0.0234,0.0288,0.6518,0.2536,0.2666,12.4786,3,128,123,0,0,0
128,0.0511,17.5732,16.957,0.0023,16.9546,0.2032,0.6083,0.0113,0.2043,0.1005,0.0847,0.0028,0.0086,0.0142,0.2496,0.1124,0.1422,18.2273,0,129,124,0,0,0
129,0.0686,17.4547,16.4623,0.0026,16.4596,0.3713,0.977,0.0174,0.3127,0.1104,0.1589,0.0036,0.0157,0.0253,0.4931,0.2448,0.2425,18.6857,1,130,125,0,0,0
130,0.0641,6.9943,6.3651,0.0028,6.3622,0.2067,0.6171,0.0236,0.1425,0.1282,0.1108,0.0037,0.0125,0.0201,0.3756,0.1293,0.1571,7.8377,2,131,126,0,0,0
131,0.2506,2.9824,2.2845,0.0032,2.2812,0.2544,0.6848,0.0126,0.1729,0.0802,0.1572,0.0053,0.0135,0.0205,0.3687,0.1715,0.138,4.0144,3,132,127,0,0,0
132,0.2276,2.2993,1.4895,0.0068,1.4823,0.3166,0.7986,0.0279,0.2375,0.085,0.1267,0.0029,0.0117,0.0211,0.3886,0.1829,0.1903,3.4426,0,133,128,0,0,0
133,0.0539,12.9106,12.407,0.0028,12.4041,0.1916,0.4875,0.0096,0.1243,0.0709,0.0875,0.0016,0.0165,0.0314,1.3005,0.7804,0.8177,16.3702,1,134,129,0,0,0
134,0.1707,8.411,6.9496,0.0183,6.9308,0.5048,1.4483,0.0188,0.3686,0.1707,0.3751,0.0074,0.0141,0.0226,0.5475,0.2416,0.2697,9.8125,2,135,130,0,0,0
135,0.0578,7.9981,7.0783,0.003,7.0749,0.3277,0.906,0.0123,0.2495,0.0809,0.223,0.0102,0.0142,0.0187,0.4861,0.2236,0.2071,9.1353,3,136,131,0,0,0
136,0.0392,25.0092,24.3419,0.0021,24.3398,0.3035,0.6585,0.0131,0.1296,0.0505,0.1562,0.0035,0.0094,0.0174,0.3199,0.1601,0.1515,25.7874,0,137,132,0,0,0
137,0.0379,23.076,22.3578,0.0024,22.3554,0.2658,0.7086,0.0106,0.1278,0.0852,0.2109,0.0059,0.0106,0.019,0.3049,0.1699,0.1683,23.8772,1,138,133,0,0,0
138,0.0389,20.228,18.8667,0.0021,18.8644,0.5184,1.3484,0.0162,0.3137,0.1266,0.3624,0.0079,0.0141,0.0235,0.5467,0.2397,0.2676,21.496,2,139,134,0,0,0
139,0.0623,12.8554,10.7268,0.0027,10.7239,0.7125,2.1123,0.0241,0.4112,0.2765,0.6681,0.0126,0.0201,0.0346,0.721,0.3281,0.3312,14.5331,3,140,135,0,0,0
140,0.0492,3.871,3.4467,0.0023,3.4442,0.1884,0.4116,0.0095,0.0786,0.0235,0.1075,0.0025,0.0129,0.0204,0.2616,0.1299,0.169,4.5925,0,141,136,0,0,0
141,0.0445,14.8998,14.3239,0.0027,14.321,0.2577,0.5639,0.0122,0.1244,0.0426,0.122,0.0031,0.0124,0.0169,0.268,0.1632,0.1421,15.623,1,142,137,0,0,0
142,0.0399,14.4077,13.8679,0.0022,13.8657,0.2496,0.533,0.0083,0.095,0.0484,0.1274,0.0025,0.0075,0.0136,0.232,0.1161,0.1273,15.0165,2,143,138,0,0,0
143,0.0363,13.0578,12.358,0.0021,12.3558,0.2693,0.6869,0.0102,0.133,0.0953,0.1716,0.0054,0.0139,0.0177,0.2698,0.1296,0.1548,13.7608,3,144,139,0,0,0
144,0.0447,19.9361,18.8885,0.0024,18.886,0.3352,1.0318,0.014,0.2797,0.1822,0.2127,0.0054,0.0162,0.0234,0.463,0.256,0.2316,21.1102,0,145,140,0,0,0
145,0.0824,10.4814,9.5401,0.0078,9.5319,0.2924,0.927,0.013,0.2053,0.2025,0.1998,0.0114,0.0151,0.0199,0.3922,0.1544,0.1541,11.3793,1,146,141,0,0,0
146,0.0554,21.7881,20.8815,0.0031,20.8783,0.3181,0.8967,0.0134,0.2074,0.1375,0.2155,0.0024,0.0108,0.0154,0.2831,0.1377,0.1532,22.5253,2,147,142,0,0,0
147,0.0479,22.0352,21.1765,0.0024,21.1739,0.3029,0.848,0.0125,0.2341,0.1179,0.1762,0.002,0.0117,0.0161,0.3187,0.1509,0.1579,22.8316,3,148,143,0,0,0
148,0.045,10.5828,9.9434,0.002,9.9413,0.2841,0.6297,0.0114,0.1419,0.0601,0.1265,0.0039,0.0105,0.0187,0.3511,0.155,0.158,11.4068,0,149,144,0,0,0
149,0.0367,11.0383,10.3421,0.0021,10.34,0.2398,0.6861,0.0113,0.2167,0.0719,0.1392,0.0052,0.0107,0.0175,0.3032,0.1662,0.1758,11.8498,1,150,145,0,0,0
150,0.0579,6.986,6.3436,0.0039,6.3395,0.2252,0.6325,0.009,0.1231,0.0814,0.1885,0.0036,0.0106,0.0148,0.3636,0.1538,0.1422,7.8474,2,151,146,0,0,0
151,0.1713,20.3198,19.924,0.0178,19.9056,0.1828,0.3858,0.0081,0.0885,0.0459,0.058,0.0015,0.0098,0.0143,0.2703,0.1211,0.1363,21.1425,3,152,147,0,0,0
152,0.0423,22.5247,21.8436,0.0024,21.8409,0.2746,0.6679,0.0115,0.1374,0.0601,0.1787,0.0036,0.0135,0.0201,0.3173,0.1268,0.2133,23.3818,0,153,148,0,0,0
153,0.0453,9.9603,9.3707,0.0024,9.3681,0.2518,0.5799,0.0119,0.138,0.0471,0.1261,0.0031,0.0101,0.0145,0.2977,0.1684,0.1233,10.7093,1,154,149,0,0,0
154,0.0404,27.3147,26.5855,0.0021,26.5833,0.2852,0.7198,0.0133,0.1541,0.0746,0.1872,0.0034,0.0101,0.0181,0.3085,0.1239,0.1291,28.0264,2,155,150,0,0,0
155,0.0386,10.4907,9.8672,0.0021,9.865,0.2706,0.6107,0.0118,0.1425,0.0657,0.1126,0.0055,0.0134,0.0627,0.3367,0.2051,0.2757,11.5545,3,156,151,0,0,0
156,0.0402,25.5142,24.8587,0.0021,24.8564,0.2888,0.6442,0.0125,0.1587,0.0611,0.1157,0.0056,0.0121,0.0171,0.3008,0.1348,0.1456,26.2471,0,157,152,0,0,0
157,0.0373,22.8129,21.8648,0.0021,21.8626,0.2944,0.9329,0.0135,0.2547,0.1385,0.2236,0.0058,0.0163,0.0199,0.361,0.1263,0.128,23.5684,1,158,153,0,0,0
158,0.0361,11.351,10.5016,0.0022,10.4993,0.2495,0.8412,0.0113,0.198,0.137,0.2404,0.0027,0.0092,0.0159,0.2653,0.1229,0.1439,12.0246,2,159,154,0,0,0
159,0.0394,14.3157,13.5106,0.002,13.5085,0.2545,0.7966,0.0253,0.1842,0.0924,0.2323,0.0056,0.0092,0.0322,0.3903,0.1274,0.2126,15.2098,3,160,155,0,0,0
160,0.0403,21.8097,21.1136,0.0023,21.1112,0.2904,0.6818,0.0121,0.1553,0.0861,0.1294,0.0064,0.0147,0.0182,0.4193,0.1776,0.1381,22.6866,0,161,156,0,0,0
161,0.0494,20.224,19.1037,0.0026,19.101,0.344,1.104,0.0146,0.2849,0.1728,0.2814,0.0033,0.0168,0.023,0.5233,0.1935,0.2282,21.3745,1,162,157,0,0,0
162,0.1151,5.3446,4.7665,0.0046,4.7618,0.1987,0.5658,0.0094,0.1371,0.0907,0.1245,0.0035,0.0128,0.0195,0.3112,0.117,0.1257,6.1158,2,163,158,0,0,0
163,0.0492,13.0883,12.3365,0.0024,12.3341,0.2833,0.7414,0.0126,0.183,0.0774,0.179,0.004,0.0112,0.019,0.3654,0.1263,0.1501,13.8867,3,164,159,0,0,0
164,0.0372,23.0777,22.3077,0.002,22.3056,0.2917,0.759,0.0128,0.1679,0.0796,0.1987,0.006,0.0118,0.0188,0.3403,0.1515,0.135,23.846,0,165,160,0,0,0
165,0.0563,10.7168,10.0203,0.0027,10.0176,0.2617,0.6886,0.0113,0.1569,0.132,0.1221,0.0028,0.0083,0.0144,0.2501,0.1181,0.1351,11.376,1,166,161,0,0,0
166,0.038,21.1224,20.3768,0.0023,20.3744,0.3249,0.7324,0.0137,0.1785,0.0826,0.126,0.0038,0.0144,0.0242,0.4985,0.1987,0.2276,22.2458,2,167,162,0,0,0
167,0.0875,8.0099,7.3857,0.0031,7.3822,0.2865,0.6188,0.0303,0.1899,0.0336,0.0748,0.0015,0.0067,0.0173,0.2778,0.1351,0.1473,8.7797,3,168,163,0,0,0
168,0.0374,24.5419,24.0173,0.0021,24.015,0.2162,0.5156,0.0095,0.136,0.0509,0.0999,0.0016,0.0092,0.02,0.2764,0.1264,0.2072,25.298,0,169,164,0,0,0
169,0.0392,22.1186,21.4883,0.0022,21.486,0.2903,0.6173,0.013,0.1679,0.069,0.0733,0.0019,0.0136,0.0182,0.3574,0.1443,0.157,22.9331,1,170,165,0,0,0
170,0.0379,23.1342,22.1799,0.0024,22.1775,0.2851,0.9427,0.0209,0.1677,0.2784,0.1824,0.0061,0.0121,0.0178,0.3661,0.121,0.1417,23.9127,2,171,166,0,0,0
171,0.0382,22.4875,21.7312,0.0022,21.729,0.2846,0.7448,0.0115,0.1779,0.0893,0.1732,0.0064,0.0118,0.0195,0.342,0.1469,0.1761,23.3111,3,172,167,0,0,0
172,0.0531,17.1328,14.9393,0.0027,14.9361,0.6693,2.174,0.0248,0.4683,0.4182,0.5762,0.0122,0.0211,0.0356,0.8743,0.3445,0.4666,19.0935,0,173,168,0,0,0
173,0.0877,1.9701,1.3423,0.0039,1.3383,0.2355,0.6191,0.0108,0.1302,0.0651,0.1717,0.0039,0.0093,0.0159,0.2736,0.1207,0.14,2.6958,1,174,169,0,0,0
174,0.0367,25.1328,24.205,0.002,24.2028,0.2991,0.9162,0.0133,0.187,0.1391,0.2692,0.0057,0.0128,0.0229,0.4306,0.1441,0.2074,26.0731,2,175,170,0,0,0
175,0.1014,18.8928,17.6985,0.004,17.6942,0.4309,1.1821,0.0164,0.2712,0.1243,0.3287,0.0072,0.0137,0.0231,0.5459,0.2263,0.2285,20.1659,3,176,171,0,0,0
176,0.063,6.4605,5.9439,0.0032,5.9406,0.2892,0.5073,0.0115,0.107,0.034,0.0624,0.0015,0.0101,0.0174,0.245,0.1415,0.2521,7.2995,0,177,172,0,0,0
177,0.0396,22.2664,21.1733,0.0025,21.1707,0.3879,1.0797,0.0135,0.2558,0.1541,0.2583,0.0075,0.0142,0.0221,0.3965,0.2061,0.2088,23.2768,1,178,173,0,0,0
178,0.0891,13.2992,12.6615,0.0096,12.6516,0.2735,0.63,0.0122,0.158,0.0574,0.1237,0.0034,0.008,0.0154,0.2825,0.2004,0.2685,14.2787,2,179,174,0,0,0
179,0.0449,21.9243,21.2751,0.0022,21.2728,0.282,0.6408,0.0124,0.1315,0.0487,0.1593,0.005,0.0091,0.0162,0.2775,0.1391,0.1522,22.6494,3,180,175,0,0,0
180,0.1109,5.7412,4.7932,0.0044,4.7886,0.3247,0.9357,0.0135,0.2356,0.1268,0.2302,0.0027,0.0128,0.0201,0.3297,0.1024,0.1774,6.5642,0,181,176,0,0,0
181,0.0424,26.5224,25.7605,0.0022,25.7582,0.3148,0.7514,0.0109,0.1792,0.054,0.1879,0.0026,0.0109,0.0165,0.3387,0.1423,0.1517,27.3108,1,182,177,0,0,0
182,0.0411,23.8733,22.9911,0.0024,22.9886,0.29,0.869,0.0132,0.2052,0.0968,0.2535,0.0076,0.0139,0.0234,0.4074,0.135,0.1565,24.735,2,183,178,0,0,0
183,0.0481,19.8471,18.9003,0.0026,18.8977,0.3147,0.9317,0.0136,0.2356,0.1398,0.2225,0.0027,0.0156,0.0223,0.4405,0.2072,0.2069,20.9179,3,184,179,0,0,0
184,0.0453,12.864,12.1746,0.0021,12.1725,0.323,0.6827,0.0307,0.2024,0.0493,0.0724,0.0027,0.0076,0.0157,0.2588,0.1357,0.1629,13.5827,0,185,180,0,0,0
185,0.0371,13.3828,12.8534,0.0021,12.8512,0.1765,0.5215,0.0077,0.0997,0.0922,0.1408,0.0029,0.0084,0.0159,0.8029,1.1152,1.8946,18.0849,1,186,181,0,0,0
186,0.0846,3.1392,1.9391,0.0093,1.9295,0.3387,1.1866,0.0143,0.3069,0.1742,0.3422,0.0076,0.0141,0.0235,0.5404,0.2072,0.2089,4.3353,2,187,182,0,0,0
187,0.0645,15.9055,15.068,0.0024,15.0649,0.2593,0.8249,0.0118,0.1943,0.1156,0.2394,0.0028,0.0132,0.0209,0.4021,0.1636,0.175,16.8403,3,188,183,0,0,0
188,0.0566,20.8499,20.2288,0.0024,20.226,0.2929,0.6131,0.0122,0.1308,0.0459,0.1274,0.0019,0.0089,0.0173,0.2127,0.1306,0.147,21.51,0,189,184,0,0,0
189,0.0511,11.9581,10.3653,0.0031,10.3621,0.4953,1.5789,0.0421,0.4283,0.2713,0.3277,0.01,0.0156,0.0268,0.7244,0.2859,4.727,17.9854,1,190,185,0,0,0
190,0.0592,5.6906,4.9408,0.005,4.9357,0.2653,0.7397,0.0102,0.2003,0.0803,0.1778,0.0041,0.0107,0.0158,0.3418,0.1413,0.174,6.5334,2,191,186,0,0,0
191,0.0383,24.5901,23.9792,0.002,23.9771,0.2652,0.5984,0.0108,0.1285,0.0649,0.124,0.003,0.0129,0.0189,0.3147,0.1945,0.15,25.4177,3,192,187,0,0,0
192,0.0478,19.4499,18.3343,0.0024,18.3317,0.3569,1.1063,0.035,0.2514,0.1246,0.3293,0.0063,0.0102,0.0215,0.5021,0.207,0.2236,20.5942,0,193,188,0,0,0
193,0.0592,9.7678,8.8396,0.0025,8.837,0.2993,0.9168,0.0118,0.1793,0.1347,0.2839,0.0058,0.0119,0.0209,0.3528,0.1276,0.1804,10.6046,1,194,189,0,0,0
194,0.0404,21.9311,20.967,0.0023,20.9646,0.3737,0.951,0.0136,0.188,0.078,0.2874,0.0076,0.0138,0.0222,0.5349,0.2164,0.2354,23.1324,2,195,190,0,0,0
195,0.1746,16.6888,15.9337,0.0188,15.9144,0.3477,0.7461,0.0091,0.1493,0.0562,0.1788,0.0037,0.0089,0.0159,0.3221,0.1372,0.1398,17.5722,3,196,191,0,0,0
196,0.0428,23.4228,22.6836,0.0024,22.6812,0.2859,0.7287,0.0131,0.1534,0.0827,0.1878,0.0033,0.0112,0.0161,0.3054,0.1335,0.15,24.1704,0,197,192,0,0,0
197,0.0387,13.4038,12.5155,0.0027,12.5127,0.2529,0.8769,0.0113,0.2024,0.1615,0.2406,0.0059,0.0121,0.0184,0.4472,0.1118,0.1508,14.2626,1,198,193,0,0,0
198,0.0391,14.8118,14.0691,0.0021,14.0669,0.2889,0.7341,0.0123,0.1788,0.0945,0.1555,0.002,0.0092,0.0186,0.2581,0.143,0.1801,15.5539,2,199,194,0,0,0
199,0.0511,11.9559,11.2163,0.0024,11.2139,0.2877,0.7273,0.0111,0.1639,0.0928,0.1612,0.0087,0.0126,0.0205,0.3788,0.1722,0.1402,12.8117,3,200,195,0,0,0
200,0.0414,13.178,12.5004,0.0024,12.4979,0.297,0.6689,0.0112,0.1527,0.0668,0.1352,0.0042,0.0094,0.014,0.268,0.1159,0.1405,13.8531,0,201,196,0,0,0
201,0.0387,12.509,11.903,0.0022,11.9008,0.2573,0.5942,0.0093,0.1023,0.106,0.1151,0.0026,0.0123,0.0171,0.2774,0.1323,0.1383,13.213,1,202,197,0,0,0
202,0.0388,23.3306,22.599,0.0021,22.5968,0.2538,0.719,0.0118,0.147,0.0748,0.2266,0.0028,0.0133,0.0199,0.4093,0.1837,0.2166,24.3222,2,203,198,0,0,0
203,0.0398,14.0279,13.3461,0.002,13.344,0.2598,0.6704,0.0113,0.1438,0.0782,0.1687,0.006,0.0121,0.0187,0.3438,0.1384,0.1384,14.7923,3,204,199,0,0,0
204,0.0525,20.3783,19.4387,0.0027,19.4357,0.2865,0.929,0.0123,0.2118,0.1417,0.2688,0.0057,0.0114,0.0195,0.4366,0.1885,0.177,21.3681,0,205,200,0,0,0
205,0.0637,12.1133,11.1947,0.0024,11.1919,0.2855,0.9081,0.0129,0.1872,0.137,0.2775,0.0057,0.0112,0.0199,0.3218,0.1277,0.1432,12.8836,1,206,201,0,0,0
206,0.0375,12.2753,11.7731,0.002,11.7711,0.243,0.4919,0.0105,0.1283,0.0446,0.0611,0.0031,0.0107,0.014,0.2457,0.1313,0.1409,12.995,2,207,202,0,0,0
207,0.0408,26.4802,25.5405,0.003,25.5375,0.2552,0.9288,0.0114,0.188,0.139,0.3276,0.0056,0.0115,0.0208,0.4349,0.1785,0.1609,27.4078,3,208,203,0,0,0
208,0.0359,12.9835,12.1903,0.0021,12.1881,0.315,0.7799,0.0136,0.178,0.1148,0.1534,0.0028,0.014,0.0205,0.3598,0.1997,0.2228,13.96,0,209,204,0,0,0
209,0.039,19.0849,18.3112,0.002,18.3091,0.2646,0.7611,0.0108,0.1433,0.0807,0.2564,0.0032,0.0131,0.0181,0.4343,0.2049,0.1823,20.1089,1,210,205,0,0,0
210,0.0795,6.4406,5.5056,0.0043,5.5012,0.2874,0.9248,0.013,0.2013,0.1512,0.2639,0.0057,0.011,0.0212,0.3054,0.1324,0.1454,7.2191,2,211,206,0,0,0
211,0.0391,13.8476,13.3057,0.0022,13.3034,0.1785,0.536,0.0181,0.1171,0.0448,0.1732,0.0031,0.0063,0.0145,0.2616,0.1224,0.1571,14.5309,3,212,207,0,0,0
212,0.0384,25.0512,24.434,0.0024,24.4314,0.2842,0.6096,0.0091,0.1001,0.0748,0.1374,0.0021,0.0083,0.014,0.2619,0.1264,0.1326,25.7122,0,213,208,0,0,0
213,0.0487,11.4544,10.7874,0.0026,10.7847,0.2569,0.6546,0.0115,0.1417,0.0769,0.1596,0.006,0.0128,0.0177,0.317,0.1114,0.1275,12.1617,1,214,209,0,0,0
214,0.0385,16.8834,16.0921,0.0019,16.0902,0.2515,0.7843,0.0117,0.1839,0.1408,0.1921,0.0027,0.0078,0.0137,0.237,0.1093,0.1248,17.4841,2,215,210,0,0,0
215,0.0362,11.9204,11.357,0.0019,11.3549,0.2538,0.5564,0.0116,0.1219,0.0457,0.1196,0.0019,0.0077,0.0151,0.2754,0.1847,0.2916,12.9259,3,216,211,0,0,0
216,0.0372,23.3174,22.7491,0.0022,22.7469,0.2169,0.5575,0.0085,0.1259,0.0544,0.1486,0.0019,0.0108,0.0147,0.3009,0.14,0.1405,24.0397,0,217,212,0,0,0
217,0.0438,12.693,11.8888,0.0026,11.886,0.2902,0.7978,0.0111,0.178,0.1371,0.1774,0.0015,0.0077,0.0153,0.208,0.1002,0.1229,13.2596,1,218,213,0,0,0
218,0.0402,14.4324,13.8687,0.0022,13.8664,0.2018,0.5555,0.0091,0.121,0.0532,0.1656,0.0034,0.0088,0.0156,0.299,0.1338,0.1447,15.1576,2,219,214,0,0,0
219,0.0387,12.023,11.4221,0.0113,11.4107,0.2551,0.5889,0.0107,0.122,0.0909,0.1024,0.0057,0.0125,0.0188,0.3272,0.1845,0.1215,12.815,3,220,215,0,0,0
220,0.0386,12.9265,12.2232,0.0019,12.2211,0.2835,0.6935,0.0113,0.1428,0.1448,0.1063,0.003,0.0103,0.0144,0.3069,0.1416,0.2008,13.7223,0,221,216,0,0,0
221,0.0405,25.0329,24.4477,0.0023,24.4453,0.2569,0.5774,0.0117,0.1146,0.0699,0.1192,0.0031,0.0085,0.0157,0.272,0.126,0.1428,25.7223,1,222,217,0,0,0
222,0.0407,12.0602,11.4373,0.0023,11.435,0.2492,0.6146,0.0117,0.137,0.0688,0.1429,0.0029,0.0093,0.0148,0.2932,0.1195,0.1915,12.8058,2,223,218,0,0,0
223,0.0377,15.0818,14.6144,0.0024,14.6119,0.2338,0.4582,0.0085,0.1056,0.0491,0.0563,0.003,0.0103,0.0145,0.299,0.1188,0.1365,15.7732,3,224,219,0,0,0
224,0.0377,19.8125,17.9761,0.0022,17.9738,0.7806,1.8021,0.0221,0.351,0.176,0.4536,0.0142,0.0349,0.0354,0.8295,0.3357,0.426,21.6844,0,225,220,0,0,0
225,0.0384,10.0325,8.4191,0.0023,8.4167,0.5443,1.5953,0.0192,0.3845,0.1704,0.462,0.0108,0.0194,0.0272,0.7279,0.2697,0.295,11.577,1,226,221,0,0,0
226,0.0761,9.8512,9.1725,0.0076,9.1647,0.2535,0.6671,0.0111,0.2202,0.0629,0.1116,0.0059,0.0121,0.0182,0.3531,0.1339,0.1722,10.7026,2,227,222,0,0,0
227,0.0379,23.3444,22.4876,0.0024,22.4847,0.3012,0.8421,0.0128,0.2103,0.083,0.2222,0.0107,0.0148,0.0192,0.3301,0.1365,0.1453,24.1022,3,228,223,0,0,0
228,0.0381,13.2751,12.6102,0.0021,12.6081,0.2498,0.6508,0.0119,0.1389,0.0744,0.1672,0.0063,0.0147,0.0257,0.3337,0.2093,0.1866,14.2183,0,229,224,0,0,0
229,0.04,28.459,27.5923,0.0022,27.59,0.2893,0.8548,0.0132,0.1893,0.1366,0.2215,0.0027,0.0124,0.0205,0.4126,0.2011,0.1686,29.4304,1,230,225,0,0,0
230,0.0382,12.5897,11.709,0.0026,11.7063,0.3018,0.8672,0.012,0.1911,0.1351,0.222,0.0027,0.0141,0.0211,0.3685,0.1413,0.1472,13.4215,2,231,226,0,0,0
231,0.0376,23.7088,23.1968,0.0019,23.1949,0.226,0.5011,0.0097,0.1111,0.054,0.0954,0.0032,0.0113,0.0183,0.3161,0.1222,0.1486,24.4475,3,232,227,0,0,0
232,0.0412,19.0378,16.5399,0.002,16.5377,0.921,2.4774,0.0385,0.6402,0.2077,0.6476,0.0151,0.0237,0.0425,0.8995,0.3186,0.3275,20.8884,0,233,228,0,0,0
233,0.0484,3.4286,2.6715,0.0037,2.6676,0.2573,0.7441,0.0111,0.1591,0.1302,0.1777,0.0063,0.0134,0.0214,0.3291,0.1357,0.1433,4.2071,1,234,229,0,0,0
234,0.0744,6.2575,5.6119,0.0044,5.6072,0.2752,0.6369,0.0104,0.1243,0.0956,0.1276,0.0017,0.0097,0.0181,0.2465,0.1344,0.1436,6.987,2,235,230,0,0,0
235,0.0721,4.4967,3.6798,0.0028,3.6768,0.2807,0.805,0.0119,0.2005,0.0859,0.2187,0.0052,0.0127,0.0134,0.2388,0.1197,0.142,5.1713,3,236,231,0,0,0
236,0.0397,12.9938,12.3127,0.0023,12.3103,0.2494,0.6708,0.0108,0.1473,0.0953,0.1601,0.0058,0.0111,0.0175,0.3161,0.1174,0.1333,13.7049,0,237,232,0,0,0
237,0.0385,21.2169,20.5339,0.0023,20.5315,0.2702,0.6717,0.0115,0.1485,0.0834,0.1505,0.0054,0.0117,0.0228,0.4395,0.1808,0.2708,22.2979,1,238,233,0,0,0
238,0.0553,23.4907,22.6113,0.0025,22.6087,0.261,0.8686,0.0112,0.1876,0.1371,0.264,0.0056,0.0114,0.0192,0.4293,0.1801,0.1919,24.4892,2,239,234,0,0,0
239,0.0585,16.5278,13.2613,0.0026,13.2586,0.9581,3.2381,0.0392,0.9567,0.4352,0.825,0.0164,0.0311,0.0535,1.0417,0.4409,0.38,18.7573,3,240,235,0,0,0
240,0.0811,1.6384,0.8316,0.0055,0.8259,0.272,0.7968,0.0091,0.2301,0.0836,0.1945,0.0054,0.0104,0.0177,0.4254,0.1756,0.1855,2.6463,0,241,236,0,0,0
241,0.0423,23.2874,22.5621,0.0023,22.5597,0.2971,0.7149,0.0108,0.1568,0.0764,0.17,0.0019,0.011,0.0157,0.3072,0.1502,0.1536,24.0554,1,242,237,0,0,0
242,0.0474,12.2727,11.4465,0.0026,11.4438,0.3208,0.8121,0.0133,0.1938,0.0686,0.207,0.0057,0.0152,0.0193,0.2414,0.1091,0.1252,12.8989,2,243,238,0,0,0
243,0.0392,13.6957,12.8732,0.0025,12.8705,0.2631,0.8081,0.0117,0.1892,0.1376,0.2018,0.0027,0.0147,0.0196,0.2685,0.1057,0.1873,14.3985,3,244,239,0,0,0
244,0.0412,15.8735,15.1801,0.002,15.1781,0.2666,0.6793,0.0114,0.1895,0.1108,0.0955,0.0039,0.0145,0.0194,0.3149,0.1525,0.1921,16.7089,0,245,240,0,0,0
245,0.0364,27.2477,26.6646,0.0022,26.6623,0.244,0.5718,0.0105,0.1416,0.0613,0.1098,0.0029,0.012,0.0145,0.2245,0.1801,0.2403,28.0857,1,246,241,0,0,0
246,0.0383,20.5311,19.3669,0.0027,19.3641,0.46,1.1508,0.0198,0.224,0.1453,0.2876,0.011,0.014,0.0231,0.5458,0.27,0.2978,21.8778,2,247,242,0,0,0
247,0.0531,4.2135,3.2904,0.0027,3.2876,0.2975,0.898,0.0137,0.1725,0.1384,0.2681,0.0056,0.0257,0.0187,0.3745,0.1111,0.113,4.9644,3,248,243,0,0,0
248,0.0375,16.0009,15.234,0.0022,15.2318,0.2892,0.7461,0.0132,0.1582,0.0609,0.2088,0.0134,0.0202,0.0263,0.3615,0.1644,0.1196,16.7954,0,249,244,0,0,0
249,0.0369,12.6657,11.8164,0.0022,11.8141,0.3606,0.8398,0.0116,0.1991,0.1205,0.1444,0.0017,0.0102,0.0184,0.2792,0.1172,0.1208,13.3248,1,250,245,0,0,0
250,0.0399,26.3917,25.8251,0.0023,25.8227,0.2519,0.5594,0.0092,0.0963,0.0433,0.1537,0.0033,0.008,0.0141,0.2833,0.1396,0.1207,27.0788,2,251,246,0,0,0
251,0.0484,23.576,22.9,0.0027,22.897,0.2679,0.6638,0.0123,0.1394,0.0876,0.1478,0.0065,0.0127,0.0183,0.3926,0.1317,0.1303,24.3932,3,252,247,0,0,0
