frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,vp_chart_blend,vp_gauge_blend,vp_map_blend,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,submit_result,query_result,decoder_copy
17,0.0638,1.5666,0.9072,0.0048,0.902,0.893,0.006,0.0016,0.2661,0.6365,0.0112,0.1048,0.057,0.1931,0.0036,0.0103,0.0225,1.3823,0.369,0.3614,4.1045,1,806363936,2095941664,2,0,116476604,18,10,1,1,0,0,0
18,0.0463,1.2512,0.6727,0.0028,0.6697,0.6596,0.0077,0.0014,0.3071,0.5581,0.0101,0.0986,0.0424,0.0962,0.003,0.0095,0.0181,0.2907,0.2106,0.1787,2.1524,2,806363936,2095931104,0,0,116476604,19,11,1,1,0,0,0
19,0.0544,2.9837,0.7468,0.0027,0.7435,0.7347,0.0069,0.001,0.3966,2.1464,0.0755,0.6272,0.2929,0.6993,0.0514,0.0596,0.0724,1.6755,1.2008,0.9592,7.5479,3,806363936,806366752,1,0,116476604,20,12,1,1,0,0,0
20,0.0722,1.9193,1.0521,0.0059,1.0457,1.0319,0.0109,0.0015,0.3618,0.8327,0.0137,0.1447,0.0934,0.2137,0.0044,0.0174,0.025,0.7152,0.3261,0.2886,3.5294,4,806363936,806361824,2,0,116476604,21,13,1,1,0,0,0
21,0.0571,1.4722,0.9188,0.0038,0.9145,0.9058,0.0068,0.001,0.2215,0.5336,0.0107,0.0983,0.044,0.1548,0.0038,0.0106,0.0243,0.3966,0.1874,0.1566,2.4841,5,806363936,806373088,0,0,116476604,22,14,1,1,0,0,0
22,0.1974,6.565,3.1292,0.0257,3.1022,3.0598,0.0312,0.0059,1.2921,3.3765,0.0431,0.694,0.4972,0.8225,0.0236,0.0366,0.0466,1.2149,0.5619,0.4305,9.7081,6,806363936,806373792,1,0,116476604,23,15,1,1,0,0,0
23,0.0778,1.8235,1.1455,0.0061,1.1391,1.1266,0.0096,0.0017,0.3248,0.6573,0.014,0.1261,0.0497,0.1384,0.0034,0.0106,0.0239,0.3597,0.2303,0.2196,2.9249,7,806363936,806358304,2,0,116476604,24,16,1,1,0,0,0
24,0.0655,1.8261,0.9604,0.0039,0.956,0.9402,0.0114,0.0024,0.4529,0.8109,0.0186,0.1362,0.0432,0.1565,0.0032,0.0291,0.0214,0.3883,0.9728,1.0927,5.1963,0,806363936,2095940960,0,0,116476604,25,17,1,1,0,0,0
25,0.0741,2.3796,1.4762,0.0061,1.4695,1.4574,0.0086,0.0024,0.3859,0.8739,0.0184,0.1517,0.0641,0.2476,0.0055,0.0107,0.0282,0.5674,0.215,0.2448,3.6596,1,806363936,2095941664,1,0,116476604,26,18,1,1,0,0,0
26,0.078,1.7173,1.2739,0.0033,1.2701,1.2622,0.0057,0.0008,0.1875,0.4235,0.0089,0.0917,0.0418,0.0894,0.0036,0.0111,0.019,0.2854,0.2351,0.166,2.6621,2,806363936,2095931104,2,0,116476604,27,19,1,1,0,0,0
27,0.0522,1.3097,0.8221,0.0026,0.8192,0.8105,0.0058,0.0014,0.1998,0.4718,0.0092,0.1014,0.0597,0.0988,0.0025,0.0086,0.0159,0.2962,0.1535,0.1685,2.1407,3,806363936,806366752,0,0,116476604,28,20,1,1,0,0,0
28,0.0463,1.1975,0.685,0.0029,0.6819,0.6745,0.0056,0.0008,0.1863,0.4989,0.0077,0.1157,0.0825,0.1041,0.0021,0.0075,0.014,0.214,0.1415,0.1861,1.9178,4,806363936,806361824,1,0,116476604,29,21,1,1,0,0,0
29,0.0605,1.4948,0.8219,0.0048,0.8168,0.8059,0.0084,0.0013,0.3133,0.6508,0.0111,0.1314,0.057,0.1343,0.0029,0.0121,0.0188,0.3389,0.2178,0.204,2.5088,5,806363936,806373088,2,0,116476604,30,22,1,1,0,0,0
30,0.1358,2.0981,1.063,0.0108,1.0512,1.0344,0.013,0.0019,0.3615,1.0108,0.0124,0.1808,0.2039,0.2434,0.0074,0.0141,0.023,0.7195,0.4657,0.3594,4.132,6,806363936,806373792,0,0,116476604,31,23,1,1,0,0,0
31,0.064,1.6867,0.951,0.0038,0.9469,0.9357,0.0085,0.001,0.2703,0.717,0.0097,0.1302,0.1095,0.1922,0.0044,0.0089,0.0227,0.4059,0.1936,0.2274,2.7727,7,806363936,806358304,1,0,116476604,32,24,1,1,0,0,0
32,0.048,1.5394,0.7694,0.0034,0.7657,0.7522,0.0107,0.0014,0.328,0.7381,0.0114,0.149,0.0915,0.1494,0.0081,0.0166,0.0208,0.3317,0.1763,0.183,2.4598,0,806363936,2095940960,2,0,116476604,33,25,1,1,0,0,0
33,0.0531,1.9862,1.2426,0.003,1.2394,1.2312,0.006,0.0013,0.2733,0.7261,0.0203,0.1295,0.0892,0.2083,0.0047,0.011,0.0169,0.3508,0.193,0.2823,3.0326,1,806363936,2095941664,0,0,116476604,34,26,1,1,0,0,0
34,0.0576,1.5598,0.737,0.0036,0.7331,0.7222,0.0088,0.0009,0.2335,0.8031,0.0081,0.3234,0.067,0.1621,0.0083,0.0119,0.0199,0.4612,0.1618,0.1714,2.5647,2,806363936,2095931104,1,0,116476604,35,27,1,1,0,0,0
35,0.0496,2.2788,1.3376,0.0041,1.3332,1.3248,0.0056,0.0023,0.3823,0.9229,0.0124,0.1943,0.1161,0.2132,0.0038,0.0055,0.027,0.5393,0.2968,0.2721,3.6881,3,806363936,806366752,2,0,116476604,36,28,1,1,0,0,0
36,0.0448,1.3263,0.6997,0.0028,0.6966,0.6842,0.0096,0.0014,0.2302,0.6132,0.0076,0.1379,0.0752,0.1593,0.0024,0.0075,0.0133,0.2767,0.1453,0.1576,2.0831,4,806363936,806361824,0,0,116476604,37,29,1,1,0,0,0
37,0.095,1.4686,0.7063,0.003,0.7031,0.6949,0.0064,0.0012,0.2383,0.7247,0.0097,0.1303,0.0917,0.2466,0.0075,0.0154,0.0291,0.4976,0.2734,0.2068,2.8324,5,806363936,806373088,1,0,116476604,38,30,1,1,0,0,0
38,0.0435,1.4189,0.7889,0.0035,0.7852,0.7743,0.0092,0.0009,0.268,0.6112,0.008,0.1192,0.0591,0.1512,0.0051,0.0108,0.0169,0.3194,0.2589,0.2705,2.52,6,806363936,806373792,2,0,116476604,39,31,1,1,0,0,0
39,0.0512,1.6627,0.8779,0.0029,0.8744,0.8684,0.0042,0.001,0.2997,0.7692,0.0109,0.1699,0.0839,0.2019,0.0026,0.0079,0.0164,0.3332,0.146,0.1187,2.4475,7,806363936,806358304,0,0,116476604,40,32,1,1,0,0,0
40,0.0576,1.4487,0.7879,0.0027,0.785,0.7766,0.0062,0.0011,0.2312,0.6423,0.0092,0.1352,0.0923,0.1713,0.0025,0.012,0.0192,0.3729,0.1546,0.1908,2.3804,0,806363936,2095940960,1,0,116476604,41,33,1,1,0,0,0
41,0.0475,8.1953,7.0699,0.0037,7.066,7.0512,0.0103,0.0019,0.5313,1.0958,0.0444,0.2097,0.087,0.218,0.0047,0.0159,0.0319,0.5922,0.3313,0.2148,9.5718,1,806363936,2095941664,2,0,116476604,42,34,1,1,0,0,0
42,0.0508,1.4824,0.7307,0.0036,0.7268,0.7149,0.0092,0.0012,0.2947,0.7274,0.0104,0.1251,0.0599,0.2284,0.0085,0.0145,0.025,0.4972,0.3636,0.1758,2.7817,2,806363936,2095931104,0,0,116476604,43,35,1,1,0,0,0
43,0.0609,1.3158,0.7113,0.0054,0.7054,0.6969,0.0068,0.0009,0.2746,0.5863,0.0097,0.0999,0.0461,0.153,0.0024,0.0095,0.0199,0.3937,0.1988,0.1807,2.3668,3,806363936,806366752,1,0,116476604,44,36,1,1,0,0,0
44,0.0691,1.4562,0.7934,0.004,0.7892,0.7786,0.0077,0.0014,0.3237,0.6461,0.0125,0.1213,0.0658,0.1178,0.0042,0.0089,0.0181,0.3857,0.194,0.1605,2.4447,4,806363936,806361824,2,0,116476604,45,37,1,1,0,0,0
45,0.0586,1.3505,0.7494,0.0038,0.7452,0.7354,0.0065,0.0014,0.2888,0.584,0.0083,0.097,0.0451,0.1412,0.0029,0.0099,0.0216,0.376,0.2027,0.3226,2.5797,5,806363936,806373088,0,0,116476604,46,38,1,1,0,0,0
46,0.0684,1.6591,0.8684,0.0039,0.864,0.8532,0.0086,0.001,0.3254,0.7735,0.0136,0.153,0.0951,0.1824,0.0034,0.0102,0.0184,0.3258,0.166,0.148,2.5702,6,806363936,806373792,1,0,116476604,47,39,1,1,0,0,0
47,0.0698,1.4582,0.7757,0.0033,0.7722,0.7587,0.0107,0.0013,0.2442,0.6617,0.0118,0.118,0.0919,0.1909,0.0041,0.0132,0.0173,0.3228,0.1836,0.1831,2.4722,7,806363936,806358304,2,0,116476604,48,40,1,1,0,0,0
48,0.0608,1.385,0.7656,0.0046,0.7608,0.7522,0.0064,0.001,0.3172,0.5919,0.0126,0.1021,0.0457,0.1112,0.0025,0.0118,0.0216,0.3114,0.1936,0.162,2.2852,0,806363936,2095940960,0,0,116476604,49,41,1,1,0,0,0
49,0.0459,8.2158,7.4984,0.0031,7.4951,7.4804,0.0119,0.0013,0.3013,0.6958,0.0099,0.1243,0.0962,0.1539,0.0092,0.013,0.0193,0.3586,0.3625,0.2364,9.5152,1,806363936,2095941664,1,0,116476604,50,42,1,1,0,0,0
50,0.0653,4.6726,3.8941,0.0035,3.8902,3.8738,0.0131,0.0013,0.3032,0.7501,0.011,0.1307,0.079,0.217,0.0082,0.0181,0.026,0.3458,0.1871,0.1753,5.7281,2,806363936,2095931104,2,0,116476604,51,43,1,1,0,0,0
51,0.086,2.368,1.7571,0.0044,1.752,1.7429,0.0071,0.0011,0.2712,0.5939,0.0099,0.1257,0.0587,0.1241,0.0036,0.0061,0.0214,0.4554,0.2455,0.1985,3.56,3,806363936,806366752,0,0,116476604,52,44,1,1,0,0,0
52,0.0631,1.7,0.8652,0.0054,0.8595,0.8478,0.0083,0.0016,0.349,0.8112,0.0126,0.1373,0.0913,0.2122,0.0078,0.0143,0.0225,0.3833,0.2666,0.4134,3.0564,4,806363936,806361824,1,0,116476604,53,45,1,1,0,0,0
53,0.0573,1.6344,0.803,0.0048,0.7979,0.7866,0.0078,0.0014,0.3519,0.8082,0.0109,0.1622,0.1048,0.1748,0.0029,0.0121,0.0194,0.4126,0.2273,0.2062,2.7246,5,806363936,806373088,2,0,116476604,54,46,1,1,0,0,0
54,0.1087,2.0238,1.03,0.0051,1.0238,1.0109,0.0103,0.0015,0.3018,0.9726,0.01,0.2201,0.1393,0.2942,0.0064,0.0131,0.0196,0.383,0.2062,0.4168,3.352,6,806363936,806373792,0,0,116476604,55,47,1,1,0,0,0
55,0.0574,1.6547,0.7851,0.0029,0.7819,0.7687,0.0102,0.0013,0.3158,0.849,0.0109,0.2111,0.1193,0.1867,0.0041,0.0124,0.0186,0.3909,0.2134,0.2021,2.7145,7,806363936,806358304,1,0,116476604,56,48,1,1,0,0,0
56,0.1019,3.2217,2.0969,0.0082,2.0874,2.0689,0.013,0.0029,0.4927,1.0889,0.0186,0.2052,0.1302,0.2304,0.011,0.0204,0.0369,0.5887,0.2287,0.2369,4.6759,0,806363936,2095940960,2,0,116476604,57,49,1,1,0,0,0
57,0.0496,1.6001,0.7846,0.0034,0.7808,0.7652,0.0122,0.002,0.2585,0.7929,0.0086,0.1199,0.1072,0.2904,0.0075,0.0146,0.0211,0.3388,0.1684,0.1862,2.503,1,806363936,2095941664,0,0,116476604,58,50,1,1,0,0,0
58,0.0884,2.025,1.0757,0.0037,1.0713,1.0632,0.0062,0.0011,0.4522,0.9254,0.0131,0.1415,0.0698,0.2434,0.005,0.0145,0.0244,0.3892,0.2282,0.2928,3.2584,2,806363936,2095931104,1,0,116476604,59,51,1,1,0,0,0
59,0.103,1.6534,0.919,0.005,0.9136,0.9035,0.007,0.0016,0.2797,0.719,0.0097,0.1537,0.1126,0.1532,0.0092,0.0065,0.0187,0.395,0.1785,0.163,2.6481,3,806363936,806366752,2,0,116476604,60,52,1,1,0,0,0
60,0.0699,2.0491,1.1067,0.0047,1.1014,1.0891,0.0088,0.002,0.3714,0.9166,0.0137,0.1705,0.122,0.2343,0.0038,0.0147,0.024,0.499,0.3986,0.2712,3.5104,4,806363936,806361824,0,0,116476604,61,53,1,1,0,0,0
61,0.0629,2.2397,0.9123,0.0056,0.9064,0.8887,0.0143,0.0014,0.4271,1.2721,0.0201,0.3028,0.1315,0.3765,0.0132,0.0361,0.0481,0.8451,0.3968,0.3884,4.1893,5,806363936,806373088,1,0,116476604,62,54,1,1,0,0,0
62,0.0771,3.2867,1.8352,0.0061,1.8285,1.8114,0.0123,0.003,0.5991,1.4185,0.0226,0.243,0.1916,0.3515,0.0094,0.0195,0.0329,0.6168,0.3212,0.3199,4.9023,6,806363936,806373792,2,0,116476604,63,55,1,1,0,0,0
63,0.0527,1.4307,0.7353,0.0037,0.7314,0.7215,0.0075,0.0013,0.2391,0.6713,0.0089,0.1299,0.0992,0.1837,0.0097,0.0151,0.0209,0.3499,0.1989,0.2467,2.466,7,806363936,806358304,0,0,116476604,64,56,1,1,0,0,0
64,0.0531,1.81,0.7902,0.0041,0.7858,0.7738,0.0085,0.0017,0.2931,0.9969,0.0108,0.2533,0.1358,0.2961,0.0069,0.0145,0.0211,0.4645,0.2638,0.2401,3.0444,0,806363936,2095940960,1,0,116476604,65,57,1,1,0,0,0
65,0.0967,2.2323,1.2136,0.0056,1.2076,1.1966,0.0077,0.0015,0.2881,0.993,0.0226,0.2524,0.1604,0.2614,0.0073,0.0159,0.0231,0.4262,0.22,0.2015,3.3556,1,806363936,2095941664,2,0,116476604,66,58,1,1,0,0,0
66,0.0655,1.6788,0.8019,0.0033,0.7981,0.7848,0.0107,0.0012,0.2701,0.8518,0.0098,0.1624,0.0942,0.3073,0.0071,0.0155,0.0239,0.315,0.1737,0.1971,2.6081,2,806363936,2095931104,0,0,116476604,67,59,1,1,0,0,0
67,0.0413,1.7945,0.7105,0.0027,0.7075,0.6943,0.0099,0.0016,0.3112,1.0532,0.024,0.2499,0.1307,0.3302,0.0062,0.0186,0.0325,0.6182,0.2989,0.2567,3.2837,3,806363936,806366752,1,0,116476604,68,60,1,1,0,0,0
68,0.0459,1.6405,0.7349,0.0028,0.7318,0.7228,0.0069,0.0012,0.2642,0.8834,0.0089,0.1669,0.0976,0.3408,0.0045,0.0141,0.0202,0.3515,0.625,0.4297,3.4185,4,806363936,806361824,2,0,116476604,69,61,1,1,0,0,0
69,0.0724,1.6995,0.9088,0.0031,0.9053,0.8939,0.0085,0.0017,0.3042,0.7691,0.0122,0.1755,0.0956,0.1755,0.0054,0.0123,0.0236,0.383,0.2383,0.1534,2.7455,5,806363936,806373088,0,0,116476604,70,62,1,1,0,0,0
70,0.0477,1.7867,1.0066,0.0027,1.0036,0.9936,0.0078,0.0012,0.2489,0.7547,0.0104,0.1729,0.1097,0.2067,0.0055,0.0171,0.0238,0.4987,0.2236,0.176,2.9047,6,806363936,806373792,1,0,116476604,71,63,1,1,0,0,0
71,0.0603,1.3907,0.7977,0.0036,0.7935,0.7842,0.0071,0.001,0.2272,0.5769,0.0091,0.1267,0.0714,0.1397,0.0023,0.008,0.0175,0.3077,0.1786,0.1723,2.2636,7,806363936,806358304,2,0,116476604,72,64,1,1,0,0,0
72,0.0449,1.7804,1.0059,0.0038,1.0016,0.9913,0.008,0.0012,0.2504,0.7559,0.0092,0.146,0.1164,0.2292,0.0039,0.007,0.0182,0.4257,0.2114,0.1993,2.8406,0,806363936,2095940960,0,0,116476604,73,65,1,1,0,0,0
73,0.0613,2.0362,0.8723,0.0058,0.8662,0.8459,0.0149,0.0034,0.5122,1.1309,0.0178,0.2312,0.1225,0.242,0.0042,0.0189,0.0335,0.608,0.3168,0.2616,3.6297,1,806363936,2095941664,1,0,116476604,74,66,1,1,0,0,0
74,0.0828,2.8806,1.3146,0.0057,1.308,1.2813,0.0206,0.0035,0.4818,1.5215,0.0161,0.4777,0.1594,0.3753,0.0101,0.0274,0.038,0.6695,0.3238,0.2594,4.4886,2,806363936,2095931104,2,0,116476604,75,67,1,1,0,0,0
75,0.0709,1.9847,0.9646,0.0058,0.9582,0.9411,0.0139,0.0013,0.3674,0.9931,0.0127,0.1836,0.1357,0.2829,0.0098,0.016,0.0249,0.636,0.4199,0.2523,3.6445,3,806363936,806366752,0,0,116476604,76,68,1,1,0,0,0
76,0.0605,2.028,0.8928,0.0052,0.8874,0.8721,0.0125,0.0013,0.3679,1.1101,0.0122,0.2852,0.1691,0.2671,0.0076,0.0144,0.023,0.5933,0.3747,0.3109,3.717,4,806363936,806361824,1,0,116476604,77,69,1,1,0,0,0
77,0.0513,1.6694,0.7721,0.0039,0.768,0.7573,0.0087,0.001,0.3046,0.8673,0.0107,0.1584,0.1587,0.2247,0.0095,0.0188,0.0276,0.4572,0.3909,0.4027,3.2924,5,806363936,806373088,2,0,116476604,78,70,1,1,0,0,0
78,0.107,1.6021,0.6975,0.003,0.6944,0.682,0.0097,0.0011,0.2657,0.8741,0.0096,0.2159,0.148,0.2268,0.0071,0.0203,0.0241,0.439,0.1973,0.167,2.7122,6,806363936,806373792,0,0,116476604,79,71,1,1,0,0,0
79,0.0463,1.6137,0.7103,0.0038,0.7062,0.6938,0.009,0.002,0.2387,0.8815,0.009,0.2202,0.1537,0.254,0.0051,0.0122,0.0239,0.5173,0.3511,0.361,3.1935,7,806363936,806358304,1,0,116476604,80,72,1,1,0,0,0
80,0.0512,1.9028,0.7955,0.0047,0.7906,0.7763,0.0112,0.0017,0.442,1.0696,0.0193,0.244,0.1005,0.2551,0.0077,0.0163,0.0247,0.5473,0.38,0.3344,3.5233,0,806363936,2095940960,2,0,116476604,81,73,1,1,0,0,0
81,0.0478,1.6207,0.6702,0.0033,0.6667,0.6553,0.0091,0.001,0.2384,0.9246,0.0084,0.188,0.1232,0.3577,0.0082,0.0164,0.0233,0.4708,0.384,0.4363,3.298,1,806363936,2095941664,0,0,116476604,82,74,1,1,0,0,0
82,0.0403,1.3962,0.6786,0.0027,0.6755,0.6671,0.0067,0.0008,0.2086,0.6924,0.0075,0.1989,0.1143,0.1571,0.0054,0.0155,0.0257,0.3762,0.2756,0.2708,2.6161,2,806363936,2095931104,1,0,116476604,83,75,1,1,0,0,0
83,0.0384,1.529,0.6846,0.0026,0.6818,0.6692,0.0099,0.0013,0.2679,0.8142,0.0098,0.1826,0.1649,0.1759,0.0121,0.0197,0.0303,0.4165,0.3313,0.2954,2.8677,3,806363936,806366752,2,0,116476604,84,76,1,1,0,0,0
84,0.0584,1.6468,0.8555,0.0036,0.8517,0.841,0.0083,0.0009,0.2223,0.771,0.009,0.1555,0.1219,0.2562,0.0054,0.0128,0.0202,0.4244,0.301,0.3247,3.0352,4,806363936,806361824,0,0,116476604,85,77,1,1,0,0,0
85,0.0689,1.8051,0.8783,0.0052,0.8725,0.8597,0.0101,0.0013,0.2799,0.8979,0.0158,0.2294,0.1418,0.2262,0.004,0.0166,0.0238,0.4422,0.3323,0.4094,3.3516,5,806363936,806373088,1,0,116476604,86,78,1,1,0,0,0
86,0.0533,1.7208,0.8002,0.0048,0.7951,0.7816,0.0106,0.0012,0.2658,0.8873,0.0088,0.2288,0.1106,0.2647,0.0077,0.0205,0.0339,0.5472,0.3758,0.375,3.4063,6,806363936,806373792,2,0,116476604,87,79,1,1,0,0,0
87,0.0624,1.4527,0.6927,0.0034,0.689,0.6793,0.0075,0.0009,0.253,0.7453,0.0084,0.171,0.1191,0.1883,0.0051,0.0073,0.0165,0.3471,0.3427,0.4086,2.8558,7,806363936,806358304,0,0,116476604,88,80,1,1,0,0,0
88,0.0423,1.3052,0.6898,0.0034,0.6862,0.6769,0.0071,0.0007,0.2219,0.5782,0.008,0.1227,0.0754,0.138,0.0114,0.0223,0.0304,0.4303,0.2121,0.2544,2.4585,0,806363936,2095940960,1,0,116476604,89,81,1,1,0,0,0
89,0.0619,1.7379,0.8152,0.0039,0.8111,0.7956,0.0123,0.0012,0.3153,0.9084,0.0337,0.2217,0.1647,0.1695,0.0028,0.0072,0.0169,0.3905,0.2433,0.351,3.0175,1,806363936,2095941664,2,0,116476604,90,82,1,1,0,0,0
90,0.0463,2.0538,0.9194,0.0026,0.9164,0.8986,0.0145,0.0012,0.4074,1.1033,0.0377,0.2962,0.1312,0.2236,0.0062,0.0175,0.0324,0.434,0.2759,0.3438,3.4456,2,806363936,2095931104,0,0,116476604,91,83,1,1,0,0,0
91,0.0444,1.4876,0.6958,0.0026,0.6929,0.68,0.0102,0.0012,0.3018,0.7782,0.0099,0.2424,0.1072,0.1139,0.0022,0.0065,0.0151,0.2389,0.1446,0.1326,2.2493,3,806363936,806366752,1,0,116476604,92,84,1,1,0,0,0
92,0.0573,1.8633,0.8814,0.0035,0.8777,0.8617,0.0121,0.0019,0.3546,0.9562,0.0111,0.1962,0.0945,0.2873,0.0118,0.0174,0.0269,0.3494,0.2986,0.1503,2.8685,4,806363936,806361824,2,0,116476604,93,85,1,1,0,0,0
93,0.0427,1.5812,0.783,0.0028,0.78,0.7668,0.0105,0.0012,0.3009,0.775,0.0113,0.1285,0.1267,0.1986,0.0081,0.0143,0.0209,0.3655,0.1614,0.1276,2.4201,5,806363936,806373088,0,0,116476604,94,86,1,1,0,0,0
94,0.1153,1.7318,1.0231,0.0063,1.0156,1.0032,0.0094,0.0015,0.2704,0.6929,0.0111,0.1478,0.1098,0.1469,0.0059,0.0067,0.0207,4.4901,0.3571,0.2763,7.1963,6,806363936,806373792,1,0,116476604,95,87,1,1,0,0,0
95,0.0755,1.735,0.8696,0.0041,0.8651,0.8551,0.0079,0.0012,0.3411,0.8381,0.0135,0.1477,0.1301,0.1991,0.0061,0.017,0.0226,1.3654,0.4326,0.2827,4.1099,7,806363936,806358304,2,0,116476604,96,88,1,1,0,0,0
96,0.0832,1.7587,0.94,0.0042,0.9355,0.9187,0.0136,0.0014,0.3279,0.7938,0.0131,0.1353,0.0713,0.2339,0.0114,0.015,0.0225,0.4456,0.4004,0.185,3.0395,0,806363936,2095940960,0,0,116476604,97,89,1,1,0,0,0
97,0.0523,1.5869,0.7925,0.0034,0.7889,0.7755,0.011,0.0014,0.2526,0.7673,0.0093,0.1329,0.1349,0.2315,0.0054,0.0177,0.024,0.4277,0.2076,0.2516,2.7096,1,806363936,2095941664,1,0,116476604,98,90,1,1,0,0,0
