t,gpu_3d,gpu_decode,gpu_encode,gpu_copy,gpu_other
11:36:26.465,13,6,0,0,0,1,0
11:36:33.207,90,1,0,0,0,76,8
11:36:40.141,84,4,0,0,0,85,2
11:36:45.561,67,3,0,0,0,95,8
11:36:51.044,71,6,0,0,0,87,2
11:36:57.534,80,7,0,0,1,1,76
