frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,vp_chart_blend,vp_gauge_blend,vp_map_blend,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,submit_result,query_result,decoder_copy
232,0.085,5.8442,5.2118,0.0042,5.2066,5.1934,0.0102,0.0014,0.2654,0.6206,0.0133,0.1411,0.0684,0.1275,0.004,0.0113,0.0196,0.194,0.1151,0.1298,6.4729,0,190672352,2137264160,1,0,116476604,233,228,0,0,0
233,0.0484,12.8273,12.1623,0.0021,12.1601,12.1439,0.0123,0.0018,0.2983,0.6533,0.0116,0.143,0.0689,0.1266,0.004,0.0113,0.0191,0.2835,0.1132,0.1327,13.5154,1,190672352,2137255712,2,0,116476604,234,229,0,0,0
234,0.0361,23.4203,22.9224,0.0021,22.9202,22.9069,0.0104,0.0015,0.261,0.489,0.0101,0.0942,0.0427,0.0779,0.0025,0.0087,0.0146,0.2245,0.1381,0.1993,24.1448,2,190672352,2137256416,0,0,116476604,235,230,0,0,0
235,0.0474,12.8862,12.3731,0.0034,12.3697,12.3567,0.01,0.0014,0.3015,0.5051,0.0088,0.0862,0.0373,0.0688,0.0021,0.0076,0.0129,0.1978,0.1232,0.1494,13.5107,3,190672352,2137264864,1,0,116476604,236,231,0,0,0
236,0.0375,23.5172,22.9191,0.002,22.917,22.9051,0.0088,0.0015,0.268,0.5883,0.0139,0.1434,0.0656,0.0937,0.0029,0.0095,0.0154,0.2485,0.1467,0.1636,24.2352,0,190672352,2137264160,2,0,116476604,237,232,0,0,0
237,0.04,12.7064,12.0369,0.0022,12.0347,12.0179,0.0134,0.0015,0.3862,0.6585,0.0115,0.1061,0.0519,0.0987,0.003,0.0106,0.0264,0.2225,0.1265,0.1367,13.3497,1,190672352,2137255712,0,0,116476604,238,233,0,0,0
238,0.0401,14.6763,14.1351,0.0023,14.1328,14.1196,0.0102,0.0014,0.2447,0.5303,0.0092,0.134,0.0641,0.0743,0.0034,0.0105,0.0484,0.2141,0.1239,0.1543,15.3522,2,190672352,2137256416,1,0,116476604,239,234,0,0,0
239,0.0525,21.1449,20.2265,0.0024,20.2241,20.2095,0.0113,0.0016,0.3162,0.904,0.0129,0.1525,0.1626,0.2536,0.0051,0.0136,0.0206,0.3249,0.1434,0.231,22.0229,3,190672352,2137264864,2,0,116476604,240,235,0,0,0
240,0.0763,7.5929,6.9878,0.0039,6.9838,6.9716,0.0093,0.0014,0.2532,0.5937,0.0116,0.1342,0.0667,0.1231,0.0038,0.0106,0.0171,0.1998,0.1129,0.1293,8.2133,0,190672352,2137264160,0,0,116476604,241,236,0,0,0
241,0.0397,13.9306,13.2865,0.0026,13.2838,13.27,0.0105,0.0015,0.2658,0.6348,0.011,0.143,0.0694,0.141,0.0039,0.009,0.0148,0.2959,0.1241,0.1359,14.635,1,190672352,2137255712,1,0,116476604,242,237,0,0,0
242,0.054,11.1483,10.4741,0.0025,10.4715,10.4559,0.0124,0.0015,0.276,0.6664,0.0129,0.1471,0.0797,0.1473,0.0023,0.0074,0.0137,0.1897,0.1059,0.1272,11.7196,2,190672352,2137256416,2,0,116476604,243,238,0,0,0
243,0.0389,24.35,23.6429,0.0022,23.6407,23.6268,0.0105,0.0015,0.3044,0.6952,0.012,0.1557,0.0752,0.1422,0.0044,0.0115,0.0186,0.3143,0.1475,0.1688,25.1376,3,190672352,2137264864,0,0,116476604,244,239,0,0,0
244,0.038,11.5543,10.8886,0.0021,10.8864,10.8756,0.0078,0.0016,0.2581,0.6541,0.0119,0.1835,0.0687,0.1265,0.0043,0.0111,0.0177,0.3176,0.1694,0.1949,12.4061,0,190672352,2137264160,1,0,116476604,245,240,0,0,0
245,0.0375,13.9025,13.2393,0.0023,13.237,13.2236,0.0106,0.0014,0.2743,0.6497,0.0127,0.1468,0.0736,0.137,0.0042,0.013,0.0209,0.2169,0.1637,0.2284,14.6978,1,190672352,2137255712,2,0,116476604,246,241,0,0,0
246,0.0384,11.831,11.2196,0.0023,11.2172,11.2042,0.01,0.0014,0.2645,0.6033,0.0127,0.1408,0.0683,0.1138,0.0023,0.0078,0.0135,0.1968,0.1069,0.1633,12.43,2,190672352,2137256416,0,0,116476604,247,242,0,0,0
247,0.0377,23.3829,22.7938,0.0026,22.7911,22.7778,0.0105,0.0014,0.2918,0.5796,0.0121,0.1353,0.0467,0.0902,0.0029,0.0091,0.0185,0.2712,0.1438,0.203,24.1565,3,190672352,2137264864,1,0,116476604,248,243,0,0,0
248,0.0378,12.7557,12.0845,0.0025,12.0819,12.0662,0.0128,0.0015,0.3024,0.6596,0.0128,0.1452,0.0678,0.1262,0.0038,0.0112,0.0197,0.3203,0.1859,0.1212,13.5396,0,190672352,2137264160,2,0,116476604,249,244,0,0,0
249,0.0473,19.2882,18.4328,0.0026,18.4301,18.4094,0.0149,0.0035,0.3872,0.8417,0.017,0.1801,0.0883,0.1625,0.0052,0.0132,0.0219,0.3901,0.2273,0.2,20.3166,1,190672352,2137255712,0,0,116476604,250,245,0,0,0
250,0.1018,10.6008,9.9935,0.0038,9.9897,9.9712,0.0148,0.0015,0.2437,0.5977,0.0107,0.1013,0.0951,0.143,0.0032,0.0091,0.0141,0.2137,0.1168,0.1221,11.2545,2,190672352,2137256416,1,0,116476604,251,246,0,0,0
251,0.0382,26.3567,25.804,0.0023,25.8017,25.7883,0.0106,0.0014,0.2911,0.5426,0.0126,0.1079,0.0453,0.0825,0.0024,0.0098,0.0151,0.2238,0.1308,0.1351,26.9882,3,190672352,2137264864,2,0,116476604,252,247,0,0,0
252,0.0355,11.8131,11.118,0.0023,11.1156,11.1007,0.0117,0.0015,0.3118,0.6827,0.0144,0.157,0.0682,0.1263,0.004,0.0117,0.019,0.3229,0.1887,0.1867,12.6856,0,190672352,2137264160,0,0,116476604,253,248,0,0,0
253,0.0384,20.8595,19.9407,0.0021,19.9386,19.9165,0.0173,0.0026,0.3909,0.9025,0.0161,0.2022,0.102,0.1842,0.0057,0.0152,0.0233,0.423,0.2272,0.3326,22.053,1,190672352,2137255712,1,0,116476604,254,249,0,0,0
254,0.0698,7.3767,6.6838,0.0034,6.6803,6.6647,0.0114,0.0015,0.3075,0.6811,0.0149,0.1581,0.0686,0.1258,0.0051,0.0113,0.0194,0.2108,0.107,0.1093,7.9732,2,190672352,2137256416,2,0,116476604,255,250,0,0,0
255,0.0389,13.773,12.9698,0.0023,12.9675,12.9526,0.0118,0.0015,0.3074,0.7887,0.014,0.1854,0.1026,0.1731,0.005,0.0138,0.0204,0.3416,0.1718,0.1697,14.6427,3,190672352,2137264864,0,0,116476604,256,251,0,0,0
256,0.036,16.6931,13.2021,0.0022,13.1998,13.1335,0.0564,0.0048,0.98,3.4624,0.0374,0.9577,0.634,0.8223,0.0195,0.0267,0.0399,0.7958,0.3413,0.3015,18.4253,0,190672352,2137264160,1,0,116476604,257,252,0,0,0
257,0.0386,4.0275,3.6386,0.0023,3.6362,3.629,0.0055,0.0009,0.1751,0.381,0.0086,0.0809,0.0398,0.0736,0.0024,0.0076,0.0149,0.1966,0.103,0.2386,4.6986,1,190672352,2137255712,2,0,116476604,258,253,0,0,0
258,0.0399,19.269,17.9245,0.0023,17.9221,17.8856,0.0297,0.0033,0.5038,1.3272,0.0213,0.3525,0.2174,0.2232,0.0069,0.0168,0.0266,0.6216,0.314,0.2769,20.7226,2,190672352,2137256416,0,0,116476604,259,254,0,0,0
259,0.039,4.3383,3.7297,0.0021,3.7274,3.7137,0.0105,0.0017,0.2957,0.6007,0.0134,0.1554,0.0451,0.0876,0.0026,0.0075,0.0128,0.1964,0.1146,0.1136,4.8982,3,190672352,2137264864,1,0,116476604,260,255,0,0,0
260,0.0373,20.9689,20.0422,0.0026,20.0392,20.0204,0.0147,0.002,0.3613,0.9124,0.0165,0.2663,0.0998,0.1617,0.0053,0.0138,0.0208,0.3952,0.243,0.1844,22.0241,0,190672352,2137264160,2,0,116476604,261,256,0,0,0
261,0.1798,19.5903,18.7397,0.0184,18.7209,18.7058,0.0114,0.0015,0.3138,0.835,0.0149,0.2387,0.129,0.1324,0.0051,0.0145,0.0203,0.2685,0.1343,0.1338,20.4298,1,190672352,2137255712,0,0,116476604,262,257,0,0,0
262,0.0372,13.2877,12.3654,0.0027,12.3627,12.3487,0.011,0.0014,0.3115,0.9129,0.0138,0.2731,0.1284,0.1828,0.0024,0.0089,0.0153,0.2121,0.1196,0.2658,14.0407,2,190672352,2137256416,1,0,116476604,263,258,0,0,0
263,0.036,13.3324,12.4111,0.0021,12.409,12.3944,0.0114,0.0016,0.3387,0.9066,0.0142,0.3045,0.1133,0.1299,0.0048,0.0141,0.0213,0.2204,0.1109,0.1071,13.9136,3,190672352,2137264864,2,0,116476604,264,259,0,0,0
264,0.0389,13.7414,13.0956,0.0025,13.093,13.0795,0.0104,0.0014,0.2716,0.6342,0.0119,0.1422,0.0702,0.1333,0.0038,0.0112,0.0177,0.2205,0.1189,0.1249,14.349,0,190672352,2137264160,0,0,116476604,265,260,0,0,0
265,0.1993,19.2501,18.2482,0.004,18.2441,18.2212,0.018,0.0025,0.4749,0.9875,0.017,0.2037,0.1007,0.1847,0.0052,0.0139,0.0229,0.3985,0.2062,0.2235,20.4462,1,190672352,2137255712,1,0,116476604,266,261,0,0,0
266,0.0673,17.2997,16.6017,0.0026,16.599,16.579,0.017,0.0012,0.3032,0.6867,0.0142,0.1658,0.0712,0.1275,0.004,0.0107,0.0176,0.3222,0.1738,0.1515,18.1549,2,190672352,2137256416,2,0,116476604,267,262,0,0,0
267,0.1019,9.4492,8.9289,0.0049,8.924,8.9083,0.0117,0.0015,0.2781,0.5105,0.0108,0.0958,0.0414,0.0809,0.0027,0.0097,0.0167,0.2309,0.1427,0.111,10.133,3,190672352,2137264864,0,0,116476604,268,263,0,0,0
268,0.0367,27.7706,27.2577,0.0021,27.2555,27.2453,0.0079,0.001,0.2295,0.5034,0.0097,0.1023,0.0808,0.0781,0.0023,0.0091,0.0155,0.2238,0.1171,0.1827,28.4356,0,190672352,2137264160,1,0,116476604,269,264,0,0,0
269,0.0476,11.0495,10.2045,0.0023,10.2022,10.188,0.0111,0.0015,0.3193,0.8303,0.0127,0.2121,0.1308,0.1486,0.0055,0.014,0.0197,0.3475,0.1806,0.1349,11.8731,1,190672352,2137255712,2,0,116476604,270,265,0,0,0
270,0.0718,7.4294,6.7841,0.0033,6.7808,6.7672,0.0101,0.0014,0.291,0.6368,0.0124,0.1457,0.0905,0.0933,0.0029,0.008,0.0125,0.1962,0.1082,0.1223,8.0197,2,190672352,2137256416,0,0,116476604,271,266,0,0,0
271,0.0383,24.4136,23.6731,0.002,23.671,23.656,0.0117,0.0017,0.3218,0.7272,0.0148,0.1617,0.087,0.1366,0.0043,0.0128,0.0198,0.3456,0.1384,0.1269,25.1762,3,190672352,2137264864,1,0,116476604,272,267,0,0,0
272,0.0382,11.9142,11.399,0.0025,11.3964,11.3831,0.0105,0.0013,0.2657,0.5064,0.0126,0.1178,0.0363,0.071,0.0021,0.0085,0.0134,0.1966,0.112,0.1072,12.4601,0,190672352,2137264160,2,0,116476604,273,268,0,0,0
273,0.04,20.3985,19.231,0.0019,19.2291,19.2089,0.0151,0.0025,0.5992,1.1511,0.0158,0.2352,0.106,0.1877,0.0059,0.0157,0.0239,0.6917,0.2273,0.1914,21.7313,1,190672352,2137255712,0,0,116476604,274,269,0,0,0
274,0.1968,11.0463,10.1165,0.0178,10.0982,10.079,0.0148,0.002,0.4031,0.9152,0.0161,0.2025,0.1025,0.184,0.0055,0.0135,0.0207,0.4031,0.2074,0.1968,12.2135,2,190672352,2137256416,1,0,116476604,275,270,0,0,0
275,0.2695,16.3883,15.7501,0.0334,15.716,15.7017,0.0104,0.0016,0.2742,0.6273,0.0127,0.1435,0.0687,0.1245,0.0029,0.0097,0.0148,0.2482,0.1802,0.301,17.5415,3,190672352,2137264864,2,0,116476604,276,271,0,0,0
276,0.0372,13.2659,12.3739,0.002,12.3717,12.3572,0.0113,0.0016,0.3157,0.8774,0.0141,0.2683,0.1202,0.153,0.0051,0.0142,0.0199,0.3397,0.1344,0.1354,14.0226,0,190672352,2137264160,0,0,116476604,277,272,0,0,0
277,0.0381,23.8958,23.1601,0.0022,23.1578,23.1435,0.0111,0.0014,0.3177,0.723,0.0141,0.1915,0.0695,0.1245,0.0047,0.0121,0.0189,0.2272,0.1109,0.109,24.4871,1,190672352,2137255712,1,0,116476604,278,273,0,0,0
278,0.0376,13.1539,12.3226,0.0026,12.32,12.3054,0.0112,0.0015,0.3385,0.8216,0.0143,0.2484,0.1166,0.1002,0.0025,0.0092,0.0145,0.2085,0.1022,0.1078,13.7106,2,190672352,2137256416,2,0,116476604,279,274,0,0,0
279,0.0354,11.7718,11.2112,0.0023,11.2088,11.1955,0.0102,0.0016,0.2813,0.5526,0.0131,0.144,0.0416,0.0698,0.0021,0.0077,0.0136,0.2364,0.1099,0.1073,12.3572,3,190672352,2137264864,0,0,116476604,280,275,0,0,0
280,0.0394,13.6094,12.9193,0.0026,12.9166,12.9049,0.0092,0.0011,0.267,0.6789,0.0117,0.189,0.0876,0.1208,0.0021,0.0107,0.0173,0.3003,0.1464,0.1204,14.3424,0,190672352,2137264160,1,0,116476604,281,276,0,0,0
281,0.0828,10.3952,9.7687,0.0102,9.7582,9.7422,0.0121,0.0019,0.3447,0.6129,0.0127,0.1217,0.0462,0.0843,0.0026,0.013,0.02,0.2829,0.1469,0.1907,11.2306,1,190672352,2137255712,2,0,116476604,282,277,0,0,0
282,0.1,10.0155,9.4196,0.0038,9.4156,9.4049,0.0079,0.0012,0.2539,0.5851,0.0112,0.1302,0.0651,0.1199,0.0039,0.0104,0.0177,0.2359,0.1016,0.1687,10.72,2,190672352,2137256416,0,0,116476604,283,278,0,0,0
283,0.0371,12.3498,11.8773,0.0022,11.8751,11.8662,0.0064,0.0011,0.2164,0.465,0.0104,0.1077,0.0425,0.0846,0.0027,0.0071,0.014,0.2274,0.1053,0.1065,12.9209,3,190672352,2137264864,1,0,116476604,284,279,0,0,0
284,0.0372,24.0541,23.3899,0.002,23.3878,23.3705,0.0143,0.0016,0.2855,0.652,0.0135,0.1496,0.0703,0.1281,0.0041,0.0118,0.0184,0.3318,0.1669,0.1185,24.8209,0,190672352,2137264160,2,0,116476604,285,280,0,0,0
285,0.0381,22.1083,21.5191,0.0022,21.5169,21.5039,0.0101,0.0014,0.2926,0.5788,0.0127,0.1263,0.0506,0.0928,0.0029,0.0099,0.0154,0.2447,0.1329,0.1301,22.763,1,190672352,2137255712,0,0,116476604,286,281,0,0,0
286,0.1865,19.5244,18.6738,0.0171,18.6562,18.6408,0.0114,0.0017,0.3173,0.8352,0.0117,0.1868,0.18,0.1344,0.004,0.0141,0.022,0.3021,0.1288,0.1116,20.3731,2,190672352,2137256416,1,0,116476604,287,282,0,0,0
287,0.0489,11.4885,10.9411,0.0027,10.9383,10.9236,0.0113,0.0015,0.2705,0.5373,0.0104,0.0956,0.0433,0.1143,0.0027,0.0097,0.0172,0.2126,0.1057,0.0994,12.0545,3,190672352,2137264864,2,0,116476604,288,283,0,0,0
288,0.0383,25.0961,24.2835,0.0023,24.2811,24.2661,0.0117,0.0016,0.3987,0.7893,0.0148,0.1828,0.0787,0.11,0.0034,0.023,0.0146,0.2685,0.1344,0.1408,25.795,0,190672352,2137264160,0,0,116476604,289,284,0,0,0
289,0.0411,23.6045,22.7224,0.0022,22.7202,22.7054,0.0117,0.0015,0.3153,0.8658,0.0145,0.2123,0.1536,0.164,0.0051,0.015,0.0213,0.3099,0.1282,0.1266,24.3349,1,190672352,2137255712,1,0,116476604,290,285,0,0,0
290,0.1006,10.7268,10.0222,0.0033,10.0188,10.0021,0.0132,0.0013,0.3214,0.6922,0.0125,0.1511,0.0718,0.1304,0.004,0.0117,0.0168,0.3221,0.1656,0.1416,11.5875,2,190672352,2137256416,2,0,116476604,291,286,0,0,0
291,0.0358,22.273,21.3004,0.0021,21.2982,21.2745,0.019,0.0025,0.4252,0.9568,0.0184,0.2197,0.1009,0.1855,0.0056,0.0153,0.0243,0.4134,0.2035,0.1822,23.2794,3,190672352,2137264864,0,0,116476604,292,287,0,0,0
292,0.0627,6.4912,5.7552,0.0024,5.7526,5.7383,0.0112,0.0015,0.3045,0.7272,0.0135,0.1462,0.0689,0.1904,0.0028,0.0083,0.0144,0.2837,0.1372,0.2329,7.3545,0,190672352,2137264160,1,0,116476604,293,288,0,0,0
293,0.0376,14.0969,13.4385,0.0019,13.4365,13.4234,0.0099,0.0014,0.2732,0.6477,0.0141,0.1446,0.0655,0.1463,0.0032,0.01,0.016,0.2096,0.1025,0.1049,14.6553,1,190672352,2137255712,2,0,116476604,294,289,0,0,0
294,0.0401,13.1652,12.5188,0.0022,12.5165,12.5003,0.0131,0.0014,0.2804,0.6338,0.0134,0.144,0.0665,0.1246,0.0037,0.0117,0.0188,0.324,0.1009,0.0979,13.8244,2,190672352,2137256416,0,0,116476604,295,290,0,0,0
295,0.0393,22.9664,22.3573,0.0024,22.3549,22.3417,0.01,0.0014,0.2932,0.5992,0.0126,0.1394,0.047,0.1039,0.0022,0.0095,0.015,0.2379,0.1259,0.1441,23.6211,3,190672352,2137264864,1,0,116476604,296,291,0,0,0
296,0.0378,13.1459,12.4165,0.0027,12.4137,12.4,0.0107,0.0014,0.2711,0.7144,0.0125,0.1834,0.1056,0.1354,0.0051,0.0143,0.0203,0.3365,0.1593,0.0973,13.9001,0,190672352,2137264160,2,0,116476604,297,292,0,0,0
297,0.0383,12.4931,11.9598,0.0023,11.9574,11.9442,0.0101,0.0014,0.2713,0.5238,0.0123,0.1291,0.0381,0.0699,0.0022,0.0091,0.0139,0.3317,0.1072,0.1074,13.1812,1,190672352,2137255712,0,0,116476604,298,293,0,0,0
298,0.0377,24.6572,23.9715,0.0025,23.9689,23.9584,0.0082,0.001,0.2456,0.6709,0.0099,0.1754,0.1041,0.1301,0.0049,0.0136,0.0201,0.3335,0.1616,0.1153,25.4369,2,190672352,2137256416,1,0,116476604,299,294,0,0,0
299,0.0681,15.9323,11.8849,0.0028,11.8817,11.834,0.0332,0.0089,1.5664,3.9904,0.053,0.9587,0.4675,0.9078,0.0298,0.0534,0.0678,1.1804,0.4048,0.2706,18.1703,3,190672352,2137264864,2,0,116476604,300,295,0,0,0
300,0.0528,1.3192,0.721,0.0054,0.7155,0.7042,0.0089,0.0011,0.2541,0.5882,0.0109,0.1214,0.0599,0.1375,0.0034,0.0094,0.0177,0.4,0.1357,0.1996,2.2279,0,190672352,2137264160,0,0,116476604,301,296,0,0,0
301,0.0793,15.0012,13.635,0.0026,13.6323,13.605,0.0212,0.0032,0.5388,1.3452,0.0223,0.3569,0.1493,0.2674,0.0084,0.0204,0.0325,0.5678,0.2479,0.2135,16.3218,1,190672352,2137255712,1,0,116476604,302,297,0,0,0
302,0.1974,7.4462,6.5276,0.0196,6.5075,6.4892,0.0137,0.0019,0.474,0.9037,0.0151,0.1752,0.0889,0.1448,0.0045,0.0133,0.0198,0.36,0.1706,0.1676,8.4827,2,190672352,2137256416,2,0,116476604,303,298,0,0,0
303,0.0554,18.719,18.0094,0.0035,18.0058,17.9905,0.0114,0.0017,0.3168,0.6977,0.0138,0.1503,0.0758,0.1354,0.0044,0.0115,0.0186,0.3337,0.1671,0.1209,19.5174,3,190672352,2137264864,0,0,116476604,304,299,0,0,0
304,0.0525,12.3248,11.5349,0.0035,11.531,11.5166,0.0112,0.0015,0.3186,0.7777,0.0148,0.2039,0.0889,0.1462,0.0043,0.0116,0.0188,0.2634,0.099,0.1003,12.937,0,190672352,2137264160,1,0,116476604,305,300,0,0,0
305,0.0354,21.1207,20.2761,0.0021,20.2739,20.2588,0.0117,0.0015,0.3307,0.8321,0.0137,0.2325,0.0982,0.1517,0.0044,0.0118,0.0186,0.3297,0.2182,0.3075,22.1942,1,190672352,2137255712,2,0,116476604,306,301,0,0,0
306,0.0765,7.8596,7.1809,0.0068,7.1738,7.1634,0.007,0.0018,0.2568,0.6697,0.0118,0.2081,0.0934,0.0964,0.0027,0.0086,0.0144,0.3444,0.2114,0.0845,8.721,2,190672352,2137256416,0,0,116476604,307,302,0,0,0
307,0.0929,12.5346,11.3101,0.005,11.305,11.2738,0.0254,0.003,0.5179,1.2024,0.0192,0.2906,0.1416,0.2225,0.0087,0.0215,0.0287,0.6002,0.3231,0.1669,13.8937,3,190672352,2137264864,1,0,116476604,308,303,0,0,0
308,0.0712,4.2935,3.5837,0.0065,3.5769,3.5624,0.0118,0.0011,0.2726,0.6976,0.0124,0.211,0.0742,0.1241,0.0025,0.0111,0.0182,0.2922,0.1446,0.1009,5.0044,0,190672352,2137264160,2,0,116476604,309,304,0,0,0
309,0.1023,16.662,15.343,0.0039,15.3391,15.3163,0.017,0.003,0.5406,1.2976,0.0215,0.2821,0.1443,0.2999,0.007,0.0205,0.0326,0.5451,0.2581,0.2271,17.9945,1,190672352,2137255712,0,0,116476604,310,305,0,0,0
310,0.0487,3.9195,3.204,0.0028,3.2011,3.1865,0.0114,0.0016,0.3225,0.7032,0.0142,0.1531,0.0703,0.1284,0.0134,0.0115,0.0195,0.3007,0.0956,0.0881,4.5485,2,190672352,2137256416,1,0,116476604,311,306,0,0,0
311,0.0408,14.0523,13.5398,0.0022,13.5375,13.5226,0.0114,0.0015,0.2732,0.5023,0.0107,0.0973,0.0404,0.0778,0.0024,0.0099,0.0174,0.2361,0.1242,0.0891,14.6366,3,190672352,2137264864,2,0,116476604,312,307,0,0,0
312,0.0515,21.9508,20.9923,0.0027,20.9895,20.9667,0.0173,0.0029,0.4292,0.9436,0.0187,0.2011,0.1021,0.1851,0.0058,0.0145,0.0229,0.4003,0.1949,0.1617,22.9099,0,190672352,2137264160,0,0,116476604,313,308,0,0,0
313,0.069,14.9436,14.0598,0.0029,14.0569,14.0397,0.0126,0.0022,0.4134,0.8692,0.0166,0.1868,0.0866,0.1594,0.005,0.0136,0.0218,0.3941,0.1687,0.1373,15.8521,1,190672352,2137255712,1,0,116476604,314,309,0,0,0
314,0.0623,6.6176,5.774,0.0031,5.7709,5.7562,0.0115,0.0016,0.3206,0.8275,0.0128,0.2238,0.1178,0.146,0.0055,0.0151,0.0244,0.3763,0.1724,0.0969,7.4785,2,190672352,2137256416,2,0,116476604,315,310,0,0,0
315,0.0384,19.1634,17.9956,0.0022,17.9934,17.9661,0.0213,0.0029,0.526,1.1499,0.023,0.2581,0.1174,0.2167,0.0068,0.0168,0.0276,0.5751,0.2146,0.1618,20.3213,3,190672352,2137264864,0,0,116476604,316,311,0,0,0
316,0.1059,5.7026,4.7655,0.0032,4.7619,4.737,0.0206,0.0019,0.3818,0.9234,0.015,0.1557,0.1329,0.2322,0.0045,0.0126,0.0185,0.3293,0.118,0.0834,6.4525,0,190672352,2137264160,1,0,116476604,317,312,0,0,0
317,0.0808,2.4248,1.0074,0.0096,0.9976,0.9797,0.0137,0.0027,0.4521,1.3976,0.0183,0.5698,0.155,0.193,0.0077,0.0183,0.025,0.4358,0.1873,0.1475,3.439,1,190672352,2137255712,2,0,116476604,318,313,0,0,0
318,0.0599,6.6852,6.1826,0.0025,6.18,6.1714,0.0068,0.0007,0.2824,0.4932,0.0097,0.0904,0.0366,0.0715,0.002,0.0092,0.0157,0.2205,0.0941,0.0797,7.2271,2,190672352,2137256416,0,0,116476604,319,314,0,0,0
319,0.0377,14.2914,13.6921,0.0024,13.6897,13.6759,0.0106,0.0015,0.3174,0.5892,0.0646,0.0943,0.0381,0.0721,0.002,0.0098,0.0183,0.2354,0.112,0.1068,14.903,3,190672352,2137264864,1,0,116476604,320,315,0,0,0
320,0.0356,21.7637,21.1235,0.0019,21.1215,21.1049,0.0134,0.0014,0.2674,0.6272,0.01,0.1587,0.0732,0.1135,0.0037,0.0123,0.0172,0.3188,0.1166,0.0995,22.4442,0,190672352,2137264160,2,0,116476604,321,316,0,0,0
321,0.0474,23.1431,22.4751,0.0023,22.4728,22.4579,0.0118,0.0012,0.2374,0.6552,0.0082,0.1721,0.0816,0.1503,0.0049,0.0123,0.0183,0.3772,0.1153,0.1093,23.8859,1,190672352,2137255712,0,0,116476604,322,317,0,0,0
322,0.0396,24.6832,23.9326,0.002,23.9305,23.9158,0.0112,0.0015,0.3229,0.7359,0.0147,0.2253,0.0818,0.0872,0.0034,0.0141,0.0198,0.248,0.1021,0.0868,25.264,2,190672352,2137256416,1,0,116476604,323,318,0,0,0
323,0.0402,22.9059,22.1887,0.0021,22.1865,22.1748,0.009,0.0012,0.3313,0.7054,0.0269,0.1431,0.0697,0.1294,0.0038,0.0113,0.0175,0.3022,0.1152,0.1003,23.5648,3,190672352,2137264864,2,0,116476604,324,319,0,0,0
324,0.0533,11.635,10.9151,0.0019,10.9129,10.8984,0.0112,0.0015,0.3184,0.7078,0.0144,0.1709,0.0699,0.129,0.004,0.0116,0.0184,0.2155,0.091,0.0893,12.1744,0,190672352,2137264160,0,0,116476604,325,320,0,0,0
325,0.0376,13.709,12.8324,0.0024,12.83,12.8155,0.0112,0.0017,0.3236,0.8605,0.0147,0.2463,0.1216,0.1478,0.0057,0.0152,0.0201,0.2782,0.0978,0.0843,14.3115,1,190672352,2137255712,1,0,116476604,326,321,0,0,0
326,0.0374,12.9554,12.4024,0.0019,12.4004,12.3872,0.0102,0.0015,0.2735,0.5434,0.0134,0.1435,0.042,0.0681,0.0021,0.0091,0.0138,0.2031,0.0918,0.0841,13.4595,2,190672352,2137256416,2,0,116476604,327,322,0,0,0
327,0.037,13.8775,13.0475,0.0024,13.045,13.0315,0.0106,0.0014,0.3086,0.8146,0.0127,0.1493,0.1514,0.1864,0.0052,0.0146,0.0206,0.2492,0.0968,0.0872,14.4538,3,190672352,2137264864,0,0,116476604,328,323,0,0,0
328,0.057,11.8193,11.0263,0.0022,11.024,11.0105,0.0105,0.0013,0.2738,0.7787,0.0282,0.182,0.1401,0.1478,0.0058,0.0135,0.0204,0.3464,0.1511,0.0763,12.5502,0,190672352,2137264160,1,0,116476604,329,324,0,0,0
329,0.0446,21.5325,20.826,0.002,20.8239,20.8108,0.0101,0.0014,0.2706,0.6917,0.0107,0.1699,0.1038,0.1307,0.0051,0.0142,0.0204,0.3396,0.1334,0.1566,22.32,1,190672352,2137255712,2,0,116476604,330,325,0,0,0
330,0.0412,3.9154,3.2735,0.0033,3.2701,3.2558,0.0111,0.0014,0.2736,0.6306,0.0131,0.1409,0.0705,0.1278,0.0038,0.0106,0.0183,0.215,0.098,0.0759,4.4355,2,190672352,2137256416,0,0,116476604,331,326,0,0,0
331,0.0385,13.0498,12.2435,0.0023,12.2412,12.227,0.0105,0.0018,0.3234,0.798,0.0247,0.2667,0.0872,0.093,0.0021,0.0072,0.0146,0.2794,0.1597,0.0831,13.7191,3,190672352,2137264864,1,0,116476604,332,327,0,0,0
332,0.0388,23.156,22.4656,0.0022,22.4632,22.4458,0.0143,0.0015,0.3254,0.6785,0.0129,0.1509,0.0668,0.1185,0.0031,0.0114,0.0181,0.2507,0.1098,0.0989,23.7609,0,190672352,2137264160,2,0,116476604,333,328,0,0,0
333,0.0611,10.9267,10.2286,0.0028,10.2256,10.2123,0.0105,0.0013,0.2802,0.6859,0.0121,0.1425,0.1177,0.1279,0.0045,0.0117,0.0174,0.2242,0.0878,0.0785,11.47,1,190672352,2137255712,0,0,116476604,334,329,0,0,0
