frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,vp_chart_blend,vp_gauge_blend,vp_map_blend,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,submit_result,query_result,decoder_copy
243,0.045,1.5253,0.694,0.0034,0.6903,0.678,0.0095,0.0012,0.2764,0.8109,0.01,0.1689,0.1218,0.2293,0.0038,0.0118,0.0191,0.382,0.2019,0.3138,2.6674,3,2081825760,1785564640,0,0,116476604,244,238,1,1,0,0,0
244,0.0364,1.3032,0.5951,0.0023,0.5925,0.5819,0.0076,0.0011,0.249,0.691,0.0088,0.1368,0.1049,0.1869,0.0037,0.0098,0.0161,0.3483,0.1704,0.1911,2.1809,4,2081825760,1785563232,1,0,116476604,245,239,1,1,0,0,0
245,0.0492,1.7323,1.0155,0.0024,1.0127,1,0.0095,0.0019,0.2649,0.6824,0.0117,0.1358,0.1208,0.1442,0.0046,0.0185,0.0354,0.532,0.2965,0.2249,3.0576,5,2081825760,1785563936,2,0,116476604,246,240,1,1,0,0,0
246,0.0654,1.8301,0.9496,0.0055,0.9437,0.9329,0.0075,0.0016,0.3528,0.8461,0.0116,0.1524,0.1229,0.2007,0.0049,0.0196,0.0346,0.586,0.2527,0.345,3.2917,6,2081825760,1785565344,0,0,116476604,247,241,1,1,0,0,0
247,0.044,1.2164,0.676,0.0022,0.6735,0.6645,0.0064,0.0011,0.2085,0.5226,0.0077,0.1177,0.0819,0.1027,0.0034,0.0101,0.0174,0.3345,0.1731,0.2519,2.1635,7,2081825760,1785566048,1,0,116476604,248,242,1,1,0,0,0
248,0.0385,1.148,0.6359,0.0022,0.6332,0.6259,0.0045,0.0014,0.1928,0.495,0.0069,0.1087,0.0803,0.1023,0.0033,0.0092,0.0169,0.2326,0.1215,0.2593,1.9259,0,2081825760,1579035872,2,0,116476604,249,243,1,1,0,0,0
249,0.0415,1.4438,0.6495,0.0021,0.6471,0.6337,0.0106,0.0014,0.2993,0.7707,0.0126,0.176,0.0756,0.1956,0.0106,0.0154,0.0204,0.4042,0.2245,0.1813,2.4539,1,2081825760,1579037280,0,0,116476604,250,244,1,1,0,0,0
250,0.0469,2.2197,1.1487,0.0026,1.1458,1.1298,0.0129,0.0015,0.4519,1.0334,0.0185,0.2322,0.1562,0.1689,0.0049,0.0202,0.0342,1.0387,0.0072,0,3.351,2,2081825760,1785561120,1,0,116476604,251,244,1,0,0,24,0
251,0.048,1.5638,0.722,0.0027,0.7189,0.7057,0.0106,0.0012,0.365,0.8159,0.0109,0.1399,0.0986,0.1904,0.0103,0.016,0.0202,0.7083,0.1217,0.1283,2.692,3,2081825760,1785564640,2,0,116476604,252,245,1,1,0,0,0
252,0.0465,1.5295,0.7057,0.0036,0.7018,0.6891,0.0099,0.0011,0.2954,0.7995,0.0096,0.2007,0.1349,0.1544,0.0037,0.0142,0.0185,0.4032,0.1728,0.1742,2.4613,4,2081825760,1785563232,0,0,116476604,253,246,1,1,0,0,0
253,0.066,2.5524,2.0371,0.0028,2.034,2.022,0.0094,0.0012,0.2374,0.5006,0.007,0.0989,0.0782,0.0754,0.0033,0.0082,0.0141,1.0441,0.8011,1.0663,6.022,5,2081825760,1785563936,1,0,116476604,254,247,1,1,0,0,0
254,0.041,1.3274,0.6292,0.0021,0.6269,0.6145,0.0101,0.0012,0.2102,0.6783,0.0073,0.0989,0.1569,0.1955,0.0086,0.0126,0.0182,0.3737,0.1724,0.1755,2.225,6,2081825760,1785565344,2,0,116476604,255,248,1,1,0,0,0
255,0.0396,1.5063,0.7158,0.002,0.7136,0.7001,0.0107,0.0014,0.2888,0.7677,0.0121,0.1577,0.1239,0.1801,0.0044,0.0128,0.0215,0.3612,0.2944,0.3319,2.756,7,2081825760,1785566048,0,0,116476604,256,249,1,1,0,0,0
256,0.0381,1.2313,0.5675,0.003,0.5643,0.5565,0.0062,0.0008,0.2057,0.6434,0.0075,0.163,0.0692,0.1936,0.0039,0.0124,0.017,0.2902,0.1064,0.1405,1.9103,0,2081825760,1579035872,1,0,116476604,257,250,1,1,0,0,0
257,0.0472,1.2894,0.7007,0.0023,0.6982,0.6842,0.0114,0.0012,0.205,0.566,0.0094,0.1066,0.1094,0.1297,0.0049,0.0147,0.0254,1.5293,0.013,0,2.9075,1,2081825760,1579037280,2,0,116476604,258,250,1,0,0,24,0
258,0.0421,1.3769,0.719,0.0022,0.7166,0.7045,0.0098,0.001,0.212,0.6202,0.008,0.1001,0.0674,0.2256,0.0066,0.0228,0.0307,0.6789,0.1226,0.1806,2.5169,2,2081825760,1785561120,0,0,116476604,259,251,1,1,0,0,0
259,0.0412,1.3512,0.6608,0.0025,0.6581,0.6439,0.0114,0.0013,0.2253,0.6769,0.0075,0.1925,0.085,0.1613,0.0047,0.008,0.0143,0.7881,0.0039,0,2.2007,3,2081825760,1785564640,1,0,116476604,260,251,1,0,0,24,0
260,0.0455,1.4706,0.7569,0.0027,0.7539,0.7409,0.0104,0.0013,0.2848,0.693,0.0101,0.1442,0.1159,0.1333,0.004,0.0117,0.0174,0.7259,0.1595,0.1226,2.6632,4,2081825760,1785563232,2,0,116476604,261,252,1,1,0,0,0
261,0.0585,1.351,0.8045,0.0025,0.8017,0.7944,0.0055,0.0009,0.1952,0.5331,0.0071,0.096,0.1048,0.1277,0.0019,0.0064,0.0152,0.2088,0.1098,0.115,1.9466,5,2081825760,1785563936,0,0,116476604,262,253,1,1,0,0,0
262,0.0399,1.3395,0.6217,0.0021,0.6193,0.611,0.0058,0.0015,0.2343,0.6994,0.0073,0.1757,0.1089,0.1653,0.007,0.0106,0.0184,1.0848,0.0066,0,2.4936,6,2081825760,1785565344,1,0,116476604,263,253,1,0,0,24,0
263,0.0834,77.5782,76.7672,0.002,76.765,76.7508,0.0114,0.0011,0.2758,0.7879,0.0114,0.1896,0.1441,0.1616,0.0043,0.0149,0.0196,0.6237,0.1121,0.1358,78.6575,7,2081825760,1785566048,2,0,116476604,264,254,1,1,0,0,0
264,0.0385,11.0618,10.1922,0.0022,10.1897,10.1743,0.0121,0.0016,0.3568,0.8504,0.0092,0.1687,0.1394,0.1684,0.007,0.0122,0.0195,0.437,0.1885,0.1624,12.0336,0,2081825760,1579035872,0,0,116476604,265,255,1,1,0,0,0
265,0.0376,20.1164,18.6361,0.0022,18.6337,18.6001,0.0291,0.002,0.4427,1.4489,0.0159,0.3256,0.2257,0.4229,0.0148,0.0214,0.0279,0.6188,0.2589,0.3233,21.5655,1,2081825760,1579037280,1,0,116476604,266,256,1,1,0,0,0
266,0.0641,7.6394,6.5644,0.0024,6.5618,6.5408,0.0172,0.0016,0.4016,1.0403,0.021,0.2009,0.1329,0.2749,0.0079,0.0191,0.0355,0.5296,0.2085,0.1648,8.7674,2,2081825760,1785561120,2,0,116476604,267,257,1,1,0,0,0
267,0.048,1.5028,0.6965,0.0024,0.6939,0.6809,0.0102,0.0011,0.2981,0.7839,0.0095,0.1749,0.1294,0.1646,0.0066,0.0143,0.0193,0.3972,0.2754,0.2904,2.6999,3,2081825760,1785564640,0,0,116476604,268,258,1,1,0,0,0
268,0.0387,1.9368,0.9878,0.0023,0.9852,0.9746,0.0084,0.001,0.344,0.9265,0.0119,0.1715,0.1312,0.26,0.0069,0.0141,0.0196,0.4304,0.17,0.1715,2.8552,4,2081825760,1785563232,1,0,116476604,269,259,1,1,0,0,0
269,0.0489,1.4117,0.7017,0.0033,0.6981,0.6886,0.0074,0.0008,0.2563,0.6629,0.0091,0.1134,0.0883,0.1819,0.0134,0.0289,0.0474,0.5444,0.2238,0.3337,2.8091,5,2081825760,1785563936,2,0,116476604,270,260,1,1,0,0,0
270,0.0467,1.3571,0.851,0.0029,0.8478,0.8397,0.0064,0.0007,0.1968,0.4892,0.0081,0.0883,0.0663,0.1265,0.0028,0.0112,0.0134,0.2962,0.2047,0.1882,2.2454,6,2081825760,1785565344,0,0,116476604,271,261,1,1,0,0,0
271,0.0377,1.5248,0.6187,0.0022,0.6163,0.6043,0.0092,0.0017,0.4976,0.892,0.0088,0.1216,0.088,0.1726,0.0028,0.0078,0.0192,0.3474,0.167,0.141,2.3515,7,2081825760,1785566048,1,0,116476604,272,262,1,1,0,0,0
272,0.0371,1.3107,0.6321,0.002,0.6299,0.6184,0.0092,0.001,0.2486,0.6364,0.0094,0.12,0.0988,0.1537,0.005,0.0121,0.015,0.3751,0.2558,0.2197,2.2999,0,2081825760,1579035872,2,0,116476604,273,263,1,1,0,0,0
273,0.0525,1.7201,0.8211,0.0027,0.818,0.8042,0.0112,0.0012,0.3454,0.861,0.0165,0.1922,0.1124,0.1855,0.008,0.0219,0.0415,0.5519,0.2872,0.299,3.1719,1,2081825760,1579037280,0,0,116476604,274,264,1,1,0,0,0
274,0.0528,1.2845,0.6926,0.003,0.689,0.6808,0.0062,0.0007,0.2675,0.5677,0.0103,0.1156,0.0388,0.1248,0.0102,0.0145,0.0198,0.3053,0.1258,0.1178,1.9955,2,2081825760,1785561120,1,0,116476604,275,265,1,1,0,0,0
275,0.0936,2.4886,1.5099,0.0036,1.5059,1.4881,0.0132,0.0015,0.402,0.9372,0.0173,0.2042,0.113,0.1864,0.0133,0.0252,0.0418,0.5312,0.1853,0.2127,3.6935,3,2081825760,1785564640,2,0,116476604,276,266,1,1,0,0,0
276,0.0431,1.5164,0.7274,0.0028,0.7242,0.7105,0.0115,0.0011,0.2818,0.767,0.0094,0.1725,0.129,0.1641,0.0091,0.0133,0.0201,0.3787,0.104,0.1155,2.2677,4,2081825760,1785563232,0,0,116476604,277,267,1,1,0,0,0
277,0.044,1.1441,0.6514,0.0028,0.6483,0.6384,0.0077,0.0008,0.2258,0.4801,0.0073,0.0879,0.044,0.1116,0.0029,0.0074,0.0127,0.2081,0.0949,0.1472,1.7279,5,2081825760,1785563936,1,0,116476604,278,268,1,1,0,0,0
278,0.0643,2.4262,1.3152,0.0027,1.3118,1.295,0.0128,0.0017,0.4929,1.0842,0.0207,0.217,0.1638,0.1832,0.0055,0.016,0.026,0.4997,0.3125,0.2073,3.7358,6,2081825760,1785565344,2,0,116476604,279,269,1,1,0,0,0
279,0.0434,1.3132,0.6474,0.0021,0.645,0.6335,0.0088,0.0012,0.2169,0.6464,0.0081,0.0917,0.1338,0.1905,0.0047,0.0119,0.0172,0.3101,0.1045,0.1152,1.9915,7,2081825760,1785566048,0,0,116476604,280,270,1,1,0,0,0
280,0.0648,2.0156,0.9991,0.0036,0.9952,0.9811,0.0112,0.0012,0.4978,0.9962,0.0145,0.2225,0.1148,0.1425,0.0034,0.0109,0.0209,0.3125,0.3325,0.2705,3.35,0,2081825760,1579035872,1,0,116476604,281,271,1,1,0,0,0
281,0.0387,1.2955,0.6288,0.0025,0.626,0.6161,0.0073,0.0012,0.2756,0.6436,0.0079,0.124,0.0695,0.1623,0.0036,0.0133,0.019,0.4105,0.155,0.1449,2.1743,1,2081825760,1579037280,2,0,116476604,282,272,1,1,0,0,0
282,0.0392,1.1652,0.6672,0.0025,0.6645,0.656,0.0064,0.0007,0.2295,0.4827,0.0092,0.1107,0.045,0.0861,0.0018,0.0095,0.0138,0.2284,0.1007,0.164,1.7928,2,2081825760,1785561120,0,0,116476604,283,273,1,1,0,0,0
283,0.037,1.3763,0.7393,0.0021,0.737,0.7245,0.0097,0.001,0.2634,0.6212,0.0085,0.0924,0.0377,0.2169,0.0018,0.0075,0.0165,0.2185,0.0961,0.1033,1.9277,3,2081825760,1785564640,1,0,116476604,284,274,1,1,0,0,0
284,0.0395,88.812,88.1376,0.0021,88.1354,88.1227,0.0098,0.0013,0.2846,0.6576,0.0084,0.1016,0.0736,0.1847,0.0041,0.0101,0.0155,0.2794,0.1721,0.1519,89.5955,4,2081825760,1785563232,2,0,116476604,285,275,1,1,0,0,0
285,0.0456,19.0478,18.2257,0.0027,18.2228,18.2076,0.0127,0.0013,0.3341,0.8029,0.0094,0.145,0.1125,0.1983,0.0029,0.0114,0.0183,0.3567,0.1444,0.1453,19.8817,5,2081825760,1785563936,0,0,116476604,286,276,1,1,0,0,0
286,0.0579,16.4837,14.7092,0.0022,14.7061,14.6752,0.0257,0.0023,0.5254,1.7297,0.0178,0.3669,0.2942,0.5135,0.0102,0.0291,0.0361,0.7455,0.2661,0.4086,18.1794,6,2081825760,1785565344,1,0,116476604,287,277,1,1,0,0,0
287,0.0468,5.7617,3.7959,0.0021,3.7936,3.7729,0.017,0.0014,0.4096,1.8828,0.0202,0.1673,0.1444,1.1092,0.0301,0.057,0.0737,1.722,0.7272,0.8551,9.691,7,2081825760,1785566048,2,0,116476604,288,278,1,1,0,0,0
288,0.1764,4.9008,2.4644,0.0203,2.4431,2.3848,0.047,0.0056,0.9386,2.3963,0.0221,0.4648,0.3857,0.5675,0.0147,0.0265,0.035,0.8026,0.2777,0.2815,6.6863,0,2081825760,1579035872,0,0,116476604,289,279,1,1,0,0,0
289,0.0824,2.5705,1.5512,0.0044,1.5462,1.5197,0.0218,0.0022,0.5087,0.9974,0.0099,0.1795,0.1099,0.1815,0.0071,0.0125,0.0203,0.4283,0.1679,0.263,3.8697,1,2081825760,1579037280,1,0,116476604,290,280,1,1,0,0,0
290,0.0518,1.6656,0.6909,0.0029,0.6877,0.6752,0.0099,0.0012,0.3049,0.9526,0.0109,0.2227,0.1818,0.2216,0.0096,0.0142,0.0199,0.5205,0.2125,0.233,2.8533,2,2081825760,1785561120,2,0,116476604,291,281,1,1,0,0,0
291,0.0374,1.2406,0.7002,0.0022,0.6978,0.6867,0.009,0.001,0.2294,0.5219,0.0071,0.0836,0.0662,0.1298,0.0052,0.0114,0.0174,0.3451,0.108,0.1053,1.9397,3,2081825760,1785564640,0,0,116476604,292,282,1,1,0,0,0
292,0.0446,1.5436,0.738,0.0021,0.7356,0.7241,0.0093,0.001,0.3286,0.7862,0.0111,0.1553,0.1041,0.18,0.0063,0.0114,0.0183,0.3278,0.0971,0.0994,2.221,4,2081825760,1785563232,1,0,116476604,293,283,1,1,0,0,0
293,0.0429,1.9339,1.0884,0.0026,1.0856,1.0662,0.0142,0.003,0.3859,0.8201,0.0191,0.1745,0.0897,0.1471,0.0028,0.0141,0.0269,0.4458,0.1144,0.1925,2.8447,5,2081825760,1785563936,2,0,116476604,294,284,1,1,0,0,0
294,0.0592,3.7626,1.0672,0.0033,1.0635,1.0465,0.0127,0.0022,0.7323,2.6258,0.0344,0.543,0.5009,0.7988,0.0131,0.0398,0.0647,1.5134,0.7943,0.6434,7.2998,6,2081825760,1785565344,0,0,116476604,295,285,1,1,0,0,0
295,0.1106,2.2143,1.5625,0.0043,1.5577,1.5443,0.0101,0.0014,0.252,0.6346,0.0091,0.1189,0.0952,0.1566,0.0023,0.0094,0.0171,0.2441,0.1065,0.1335,2.9178,7,2081825760,1785566048,1,0,116476604,296,286,1,1,0,0,0
296,0.0404,1.5328,0.6603,0.0023,0.6578,0.6453,0.01,0.0011,0.3243,0.8506,0.0102,0.1725,0.1008,0.235,0.007,0.0135,0.0198,0.3255,0.1678,0.1416,2.3445,0,2081825760,1579035872,2,0,116476604,297,287,1,1,0,0,0
297,0.0512,1.4516,0.7908,0.0025,0.7881,0.774,0.0115,0.0013,0.2745,0.641,0.0124,0.135,0.0893,0.127,0.002,0.0093,0.0194,0.249,0.1195,0.1675,2.1662,1,2081825760,1579037280,0,0,116476604,298,288,1,1,0,0,0
298,0.0713,2.4603,1.583,0.0033,1.5793,1.5686,0.0079,0.0013,0.2377,0.851,0.0094,0.151,0.1592,0.2852,0.0075,0.0163,0.0227,0.5055,0.3201,0.3485,3.959,2,2081825760,1785561120,1,0,116476604,299,289,1,1,0,0,0
299,0.0422,1.3599,0.6648,0.0022,0.6623,0.6505,0.0095,0.0011,0.2854,0.6829,0.0089,0.1558,0.0668,0.1628,0.0025,0.0062,0.0133,0.2664,0.1473,0.1542,2.0674,3,2081825760,1785564640,2,0,116476604,300,290,1,1,0,0,0
300,0.1811,5.9054,2.6094,0.018,2.5904,2.532,0.0478,0.0049,1.1838,3.2541,0.0424,0.8472,0.4851,0.677,0.0153,0.0252,0.0365,0.8454,0.3247,0.3277,7.8797,4,2081825760,1785563232,0,0,116476604,301,291,1,1,0,0,0
301,0.1021,2.1281,1.3695,0.004,1.3646,1.352,0.009,0.0013,0.2256,0.7388,0.009,0.141,0.1581,0.199,0.0051,0.0115,0.0188,0.2274,0.1025,0.1036,2.7698,5,2081825760,1785563936,1,0,116476604,302,292,1,1,0,0,0
302,0.0407,1.137,0.6286,0.0024,0.6259,0.6161,0.0071,0.0013,0.1945,0.4908,0.0074,0.1142,0.0592,0.1071,0.0078,0.0103,0.0175,0.2861,0.1,0.1053,1.7662,6,2081825760,1785565344,2,0,116476604,303,293,1,1,0,0,0
303,0.0394,1.272,0.6477,0.0023,0.6452,0.6382,0.0049,0.0008,0.2612,0.6097,0.0095,0.1221,0.0551,0.1583,0.0028,0.0084,0.0136,0.2959,0.1664,0.174,2.0996,7,2081825760,1785566048,0,0,116476604,304,294,1,1,0,0,0
304,0.0377,4.2435,1.2818,0.0019,1.2796,1.2611,0.0132,0.0018,0.8117,2.8872,0.0379,0.6823,0.3681,0.9674,0.0163,0.0442,0.0669,1.6715,0.7146,0.572,7.8177,0,2081825760,1579035872,1,0,116476604,305,295,1,1,0,0,0
305,0.0785,2.2504,1.0667,0.0051,1.0612,1.0434,0.0125,0.0025,0.4903,1.1592,0.024,0.2395,0.1413,0.2594,0.0038,0.0139,0.0192,0.4675,0.1695,0.1656,3.3294,1,2081825760,1579037280,2,0,116476604,306,296,1,1,0,0,0
306,0.0379,1.1536,0.6655,0.0023,0.6629,0.6564,0.0045,0.0008,0.1756,0.4721,0.0074,0.0844,0.0592,0.143,0.0022,0.0094,0.0135,0.2225,0.105,0.0951,1.7008,2,2081825760,1785561120,0,0,116476604,307,297,1,1,0,0,0
307,0.1157,2.4486,1.3883,0.0034,1.3837,1.3698,0.0107,0.0014,0.376,1.0443,0.0165,0.2423,0.1533,0.2503,0.0052,0.0048,0.0264,0.439,0.2048,0.1949,3.5573,3,2081825760,1785564640,1,0,116476604,308,298,1,1,0,0,0
308,0.0398,1.4593,0.6984,0.0021,0.6961,0.6845,0.0094,0.001,0.2243,0.7392,0.0077,0.0979,0.1515,0.2504,0.0066,0.0136,0.0199,0.4191,0.1745,0.1385,2.3736,4,2081825760,1785563232,2,0,116476604,309,299,1,1,0,0,0
309,0.0733,2.2398,1.0374,0.0049,1.0321,1.0169,0.0123,0.0013,0.4627,1.1488,0.0175,0.1858,0.1333,0.339,0.0098,0.0329,0.0499,0.7339,0.2195,0.179,3.6475,5,2081825760,1785563936,0,0,116476604,310,300,1,1,0,0,0
310,0.1781,4.8295,2.4728,0.0192,2.4526,2.4012,0.0424,0.0046,0.9124,2.3072,0.0229,0.4628,0.3877,0.5103,0.0086,0.0288,0.0383,0.7525,0.3562,0.3797,6.7948,6,2081825760,1785565344,1,0,116476604,311,301,1,1,0,0,0
311,0.0439,1.4052,0.6677,0.0028,0.6647,0.6516,0.0105,0.0013,0.2707,0.7168,0.0096,0.1463,0.1488,0.1343,0.0059,0.0125,0.0188,0.3337,0.1052,0.2321,2.2477,7,2081825760,1785566048,2,0,116476604,312,302,1,1,0,0,0
312,0.0783,3.1243,2.2171,0.0024,2.2142,2.2018,0.0096,0.0012,0.3118,0.8786,0.0134,0.1616,0.1085,0.2756,0.0072,0.0156,0.0286,0.4506,0.1829,0.1933,4.2094,0,2081825760,1579035872,0,0,116476604,313,303,1,1,0,0,0
313,0.0443,1.2577,0.7109,0.0022,0.7084,0.6962,0.0098,0.0012,0.2155,0.5301,0.0075,0.0893,0.0666,0.1443,0.0064,0.0097,0.0148,0.2326,0.0959,0.2018,1.9529,1,2081825760,1579037280,1,0,116476604,314,304,1,1,0,0,0
314,0.0641,2.2326,0.9594,0.0042,0.9549,0.9385,0.0132,0.0016,0.5713,1.2494,0.0224,0.2139,0.1412,0.2922,0.0074,0.015,0.0208,0.3923,0.1407,0.1358,3.0897,2,2081825760,1785561120,2,0,116476604,315,305,1,1,0,0,0
315,0.0524,1.3729,0.7276,0.004,0.7233,0.7114,0.0097,0.0009,0.2397,0.6273,0.0089,0.1395,0.0873,0.1473,0.0041,0.0098,0.0159,0.3646,0.1345,0.1055,2.1396,3,2081825760,1785564640,0,0,116476604,316,306,1,1,0,0,0
316,0.0805,2.7642,1.1765,0.0059,1.17,1.1449,0.0192,0.0029,0.5511,1.561,0.0271,0.471,0.1555,0.3465,0.0085,0.017,0.0233,0.3632,0.1197,0.1028,3.547,4,2081825760,1785563232,1,0,116476604,317,307,1,1,0,0,0
317,0.0764,2.2238,1.293,0.003,1.2896,1.2726,0.0131,0.0019,0.3421,0.9003,0.0136,0.1702,0.1375,0.2304,0.0058,0.0175,0.0303,0.4523,0.2489,0.2438,3.4326,5,2081825760,1785563936,2,0,116476604,318,308,1,1,0,0,0
318,0.0389,1.4629,0.6805,0.0023,0.678,0.6663,0.0093,0.0012,0.2789,0.7631,0.0096,0.1766,0.0858,0.2074,0.0041,0.0121,0.0186,0.3296,0.1052,0.1158,2.1703,6,2081825760,1785565344,0,0,116476604,319,309,1,1,0,0,0
319,0.0553,1.9172,0.9777,0.0019,0.9753,0.9575,0.0131,0.0019,0.4786,0.8995,0.0192,0.1822,0.0779,0.1334,0.0072,0.0238,0.0411,0.5919,0.1831,0.2708,3.1919,7,2081825760,1785566048,1,0,116476604,320,310,1,1,0,0,0
320,0.0443,1.457,0.6298,0.0024,0.6272,0.6152,0.0089,0.002,0.2083,0.804,0.0079,0.156,0.18,0.2462,0.005,0.0145,0.0253,0.3755,0.0972,0.1497,2.267,0,2081825760,1579035872,2,0,116476604,321,311,1,1,0,0,0
321,0.0397,1.1916,0.6638,0.0021,0.6615,0.652,0.0068,0.0011,0.1933,0.4894,0.0072,0.111,0.0607,0.1118,0.0046,0.0227,0.0347,0.3388,0.101,0.0919,1.8789,1,2081825760,1579037280,0,0,116476604,322,312,1,1,0,0,0
322,0.0384,1.4326,0.6639,0.0022,0.6615,0.6502,0.0089,0.0012,0.2553,0.7555,0.0072,0.2815,0.085,0.1244,0.0019,0.0076,0.013,0.2013,0.0921,0.0818,1.9317,2,2081825760,1785561120,1,0,116476604,323,313,1,1,0,0,0
323,0.0479,1.067,0.5995,0.0021,0.597,0.5895,0.0045,0.001,0.2129,0.4515,0.008,0.0916,0.0499,0.087,0.0018,0.0095,0.0144,0.2493,0.0944,0.091,1.6417,3,2081825760,1785564640,2,0,116476604,324,314,1,1,0,0,0
324,0.0401,1.1436,0.5617,0.0022,0.5594,0.5527,0.005,0.0009,0.2306,0.5637,0.0071,0.1052,0.0618,0.1528,0.0056,0.0108,0.017,0.4685,0.1454,0.1369,2.0623,4,2081825760,1785563232,0,0,116476604,325,315,1,1,0,0,0
325,0.0567,77.0111,76.1527,0.0023,76.1502,76.1334,0.0142,0.0012,0.2768,0.8388,0.0105,0.2044,0.1319,0.2072,0.0067,0.012,0.02,0.4823,0.1718,0.0874,77.9184,5,2081825760,1785563936,1,0,116476604,326,316,1,1,0,0,0
326,0.0446,23.4818,22.4917,0.0023,22.489,22.4751,0.0114,0.0011,0.3236,0.9695,0.0095,0.1853,0.1827,0.2606,0.0069,0.0134,0.0197,0.4301,0.1574,0.1381,24.3764,6,2081825760,1785565344,2,0,116476604,327,317,1,1,0,0,0
327,0.0384,19.9658,18.7497,0.0124,18.7371,18.7102,0.0233,0.0017,0.3959,1.1902,0.0128,0.256,0.1917,0.3237,0.0087,0.0161,0.0248,0.5816,0.208,0.1444,21.0946,7,2081825760,1785566048,0,0,116476604,328,318,1,1,0,0,0
328,0.0648,15.5818,13.9814,0.0029,13.9783,13.9497,0.0227,0.0027,0.5829,1.5685,0.0445,0.2885,0.2222,0.4185,0.0102,0.0205,0.0306,0.6603,0.2049,0.2693,16.9637,0,2081825760,1579035872,1,0,116476604,329,319,1,1,0,0,0
329,0.0474,1.4577,0.6908,0.0021,0.6884,0.6756,0.0105,0.001,0.288,0.7524,0.0096,0.1588,0.1237,0.1687,0.0028,0.0084,0.0157,0.2274,0.0983,0.0995,2.0234,1,2081825760,1579037280,2,0,116476604,330,320,1,1,0,0,0
330,0.0366,1.2257,0.6171,0.0022,0.6147,0.6021,0.0103,0.0012,0.2343,0.5886,0.0081,0.0919,0.0962,0.1516,0.0058,0.0116,0.0211,0.3609,0.1002,0.0772,1.903,2,2081825760,1785561120,0,0,116476604,331,321,1,1,0,0,0
331,0.1168,5.0351,1.5187,0.0097,1.5088,1.4537,0.0458,0.0046,1.0801,3.4582,0.0834,0.7015,0.6766,0.8879,0.0248,0.0326,0.0636,1.6298,0.4298,0.377,7.9087,3,2081825760,1785564640,1,0,116476604,332,322,1,1,0,0,0
332,0.0403,1.4904,0.6775,0.0022,0.675,0.6634,0.0092,0.001,0.269,0.7897,0.0094,0.1485,0.1153,0.2406,0.0061,0.0138,0.0202,0.374,0.121,0.1569,2.3284,4,2081825760,1785563232,2,0,116476604,333,323,1,1,0,0,0
333,0.0379,1.3591,0.7191,0.0022,0.7167,0.7044,0.0098,0.0012,0.2039,0.6201,0.0068,0.0926,0.0662,0.2437,0.0062,0.0122,0.0177,0.3939,0.1007,0.0718,2.0467,5,2081825760,1785563936,0,0,116476604,334,324,1,1,0,0,0
334,0.0421,1.4311,0.6948,0.0023,0.6923,0.6794,0.0103,0.0011,0.2821,0.7202,0.0085,0.1124,0.0732,0.2371,0.0062,0.0094,0.014,0.4572,0.151,0.1379,2.3211,6,2081825760,1785565344,1,0,116476604,335,325,1,1,0,0,0
335,0.1941,6.0825,4.8565,0.026,4.8294,4.8061,0.0192,0.0015,0.4536,1.1954,0.0159,0.2263,0.1952,0.2956,0.0077,0.02,0.0288,0.531,0.1805,0.1519,7.2989,7,2081825760,1785566048,2,0,116476604,336,326,1,1,0,0,0
336,0.0579,2.0453,0.973,0.0023,0.9704,0.9548,0.0118,0.002,0.4873,1.0503,0.0235,0.2088,0.1591,0.1657,0.005,0.0135,0.0202,0.2521,0.0951,0.0801,2.632,0,2081825760,1579035872,0,0,116476604,337,327,1,1,0,0,0
337,0.0717,2.7192,1.8421,0.0034,1.8381,1.8259,0.0097,0.0009,0.3148,0.8453,0.014,0.1505,0.1354,0.2232,0.0066,0.02,0.0289,0.4046,0.1904,0.1856,3.763,1,2081825760,1579037280,1,0,116476604,338,328,1,1,0,0,0
338,0.0424,1.4213,0.6817,0.0021,0.6794,0.6673,0.0096,0.0013,0.286,0.719,0.0093,0.1449,0.1223,0.1518,0.0039,0.0134,0.0197,0.3573,0.1646,0.0805,2.1935,2,2081825760,1785561120,2,0,116476604,339,329,1,1,0,0,0
339,0.0892,1.9658,1.2836,0.0045,1.2777,1.2659,0.0087,0.0012,0.2675,0.6551,0.0108,0.1536,0.0848,0.1327,0.005,0.0164,0.0254,0.4096,0.1601,0.145,2.9275,3,2081825760,1785564640,0,0,116476604,340,330,1,1,0,0,0
340,0.0619,1.4611,0.8538,0.0025,0.8509,0.8406,0.0084,0.0006,0.2529,0.5836,0.0088,0.1013,0.0406,0.1721,0.0072,0.0156,0.0201,0.3514,0.1568,0.2425,2.4005,4,2081825760,1785563232,1,0,116476604,341,331,1,1,0,0,0
341,0.0526,1.6593,0.8047,0.0021,0.8024,0.789,0.0105,0.0012,0.3065,0.8197,0.0114,0.1785,0.1374,0.1787,0.006,0.0211,0.0339,0.4781,0.1203,0.086,2.514,5,2081825760,1785563936,2,0,116476604,342,332,1,1,0,0,0
