frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_blt,vp_submit_window,vp_range_pass,vp_chart_blend,vp_gauge_blend,vp_map_blend,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,amf_submitted,amf_received,submit_result,query_result,decoder_copy
276,0.0394,12.6753,0.0014,0.0028,0.26,0.5798,0.0109,0.1221,0.0927,0.0893,0.0039,0.0111,0.0133,0.2563,0.1492,0.2203,13.4742,0,277,271,0,0,0
277,0.0387,22.2472,0.001,0.0022,0.2592,0.6419,0.0125,0.1375,0.0907,0.1395,0.0017,0.011,0.0151,0.2874,0.1205,0.1176,22.911,1,278,272,0,0,0
278,0.0396,11.6017,0.0012,0.0022,0.2569,0.8187,0.011,0.1949,0.1382,0.2144,0.0025,0.0082,0.0135,0.2376,0.1036,0.1019,12.1766,2,279,273,0,0,0
279,0.0384,13.9454,0.0014,0.0026,0.2855,0.5683,0.0113,0.1422,0.0324,0.0934,0.0026,0.0077,0.0146,0.2542,0.1037,0.1049,14.5385,3,280,274,0,0,0
280,0.0412,12.7243,0.0009,0.0023,0.2579,0.7048,0.0113,0.1661,0.0842,0.1821,0.0026,0.0078,0.0135,0.2245,0.1027,0.1567,13.3432,0,281,275,0,0,0
281,0.0391,12.3965,0.001,0.002,0.2601,0.7411,0.0111,0.1768,0.1372,0.1526,0.0027,0.0088,0.0131,0.2438,0.1067,0.1064,12.9869,1,282,276,0,0,0
282,0.0394,12.7755,0.001,0.002,0.2498,0.5542,0.0083,0.1115,0.0645,0.1165,0.0032,0.0121,0.0163,0.2672,0.1229,0.1253,13.44,2,283,277,0,0,0
283,0.0541,11.2206,0.0014,0.0032,0.2778,0.6874,0.0108,0.1698,0.0736,0.1489,0.0056,0.0113,0.018,0.2613,0.1047,0.1036,11.8422,3,284,278,0,0,0
284,0.0383,13.7986,0.001,0.0022,0.2619,0.688,0.0119,0.1695,0.0606,0.1805,0.0027,0.0134,0.0174,0.3031,0.1221,0.118,14.4896,0,285,279,0,0,0
285,0.0379,24.4098,0.0009,0.0025,0.2663,0.7051,0.0119,0.157,0.087,0.1785,0.0037,0.0097,0.0157,0.3206,0.1306,0.1233,25.1303,1,286,280,0,0,0
286,0.044,5.1486,0.0012,0.0031,0.2244,0.5296,0.0097,0.1369,0.0519,0.1031,0.0026,0.0094,0.0148,0.2526,0.1062,0.1092,5.7526,2,287,281,0,0,0
287,0.0478,21.4459,0.0011,0.0026,0.3749,1.0862,0.0158,0.2387,0.1501,0.299,0.0062,0.0136,0.0221,0.501,0.1772,0.1686,22.4807,3,288,282,0,0,0
288,0.1666,6.7894,0.0015,0.0046,0.278,0.8684,0.0106,0.207,0.1689,0.1908,0.0122,0.0205,0.0292,0.4251,0.1753,0.1633,7.895,0,289,283,0,0,0
289,0.0479,13.6548,0.0012,0.0025,0.2878,0.7219,0.0129,0.2041,0.0767,0.1341,0.0052,0.017,0.0221,0.3919,0.1056,0.1888,14.495,1,290,284,0,0,0
290,0.1569,14.0949,0.0012,0.0164,0.3319,0.9814,0.0158,0.2643,0.1326,0.2331,0.0028,0.0145,0.0208,0.437,0.1778,0.1535,15.1538,2,291,285,0,0,0
291,0.0978,12.8459,0.0013,0.0083,0.2665,0.6184,0.0111,0.1525,0.0836,0.1025,0.0016,0.0117,0.0209,0.3005,0.1384,0.1414,13.6492,3,292,286,0,0,0
292,0.1075,7.7485,0.0015,0.0027,0.432,0.8838,0.0216,0.2168,0.0875,0.1233,0.002,0.0162,0.0279,0.3766,0.123,0.1264,8.6175,0,293,287,0,0,0
293,0.0833,8.3415,0.0014,0.0033,0.2845,0.5438,0.0128,0.1069,0.0279,0.108,0.0029,0.01,0.0144,0.1906,0.0984,0.133,8.9685,1,294,288,0,0,0
294,0.0434,23.3492,0.0014,0.0028,0.3107,0.7644,0.0151,0.1852,0.0777,0.1717,0.0029,0.0152,0.022,0.3274,0.1327,0.1356,24.1095,2,295,289,0,0,0
295,0.067,31.8133,0.001,0.0031,0.3749,0.9003,0.0118,0.1795,0.1354,0.1952,0.0025,0.011,0.0168,0.2573,0.0987,0.1515,32.4805,3,296,290,0,0,0
296,0.0405,23.438,0.0018,0.0021,0.3951,1.2776,0.0165,0.2714,0.2011,0.3817,0.0102,0.0157,0.0248,0.4348,0.2148,0.2088,24.5001,0,297,291,0,0,0
297,0.0942,12.7493,0.001,0.0094,0.2448,0.6709,0.0113,0.1987,0.0721,0.139,0.0042,0.0096,0.0172,0.3252,0.1302,0.1111,13.5197,1,298,292,0,0,0
298,0.0393,26.2564,0.001,0.0023,0.289,0.8997,0.0115,0.1855,0.1365,0.2709,0.0055,0.0117,0.0213,0.2691,0.1129,0.1085,26.8907,2,299,293,0,0,0
299,0.0406,11.8402,0.0012,0.0025,0.2787,0.582,0.0232,0.1105,0.0568,0.1097,0.0025,0.0059,0.018,0.266,0.1169,0.1008,12.4818,3,300,294,0,0,0
300,0.0368,22.3108,0.001,0.0021,0.2882,0.9311,0.0128,0.2088,0.1823,0.2323,0.0056,0.0138,0.0206,0.4208,0.1601,0.1476,23.2084,0,301,295,0,0,0
301,0.0441,23.2174,0.0011,0.0025,0.2936,0.6027,0.0131,0.1371,0.0627,0.0924,0.003,0.0102,0.0171,0.2863,0.1176,0.1181,23.8912,1,302,296,0,0,0
302,0.0598,11.0992,0.0011,0.0028,0.3005,0.9245,0.0139,0.1847,0.1495,0.2695,0.0055,0.0119,0.0206,0.3034,0.0962,0.1516,11.801,2,303,297,0,0,0
303,0.0477,22.7479,0.0009,0.0022,0.3392,0.5931,0.0076,0.0971,0.0466,0.1001,0.0021,0.0114,0.0147,0.2742,0.2671,0.1259,23.5588,3,304,298,0,0,0
304,0.0425,24.1887,0.0008,0.0024,0.229,0.5933,0.0097,0.157,0.0732,0.1209,0.0031,0.0081,0.0133,0.2378,0.1086,0.0893,24.7552,0,305,299,0,0,0
305,0.0877,12.6546,0.0008,0.0064,0.2537,0.6797,0.0176,0.1384,0.073,0.1921,0.0039,0.0112,0.0175,0.321,0.1884,0.143,13.5158,1,306,300,0,0,0
306,0.0446,10.7577,0.0008,0.0022,0.2566,0.6929,0.0109,0.1746,0.0869,0.1608,0.0023,0.0093,0.0135,0.204,0.1342,0.1666,11.4228,2,307,301,0,0,0
307,0.0383,21.242,0.0013,0.002,0.4382,1.2516,0.0342,0.2454,0.1804,0.3451,0.0072,0.0109,0.0269,0.5109,0.1967,0.1259,22.285,3,308,302,0,0,0
308,0.1114,9.9049,0.0011,0.0036,0.3273,0.6205,0.0129,0.1205,0.0545,0.1018,0.0028,0.0123,0.0159,0.2782,0.1126,0.0926,10.6138,0,309,303,0,0,0
309,0.0357,20.8708,0.0014,0.0021,0.3595,1.1488,0.0154,0.273,0.2008,0.2952,0.0036,0.0155,0.024,0.5213,0.1928,0.1425,21.9014,1,310,304,0,0,0
310,0.0512,3.4239,0.001,0.0027,0.2833,0.756,0.0122,0.1823,0.1044,0.1673,0.0055,0.0131,0.0204,0.4217,0.1378,0.1054,4.2363,2,311,305,0,0,0
311,0.0376,12.7964,0.001,0.002,0.263,0.5059,0.0117,0.1001,0.044,0.0847,0.0015,0.0087,0.0138,0.2431,0.1006,0.0872,13.3505,3,312,306,0,0,0
312,0.0399,10.7387,0.0009,0.0024,0.2672,0.5479,0.0091,0.1067,0.0592,0.1024,0.0027,0.0083,0.0129,0.2811,0.0979,0.0913,11.3333,0,313,307,0,0,0
313,0.0419,13.3357,0.001,0.0025,0.2612,0.6542,0.0095,0.1104,0.0754,0.1935,0.0034,0.0085,0.0153,0.2611,0.111,0.0877,13.9382,1,314,308,0,0,0
314,0.0359,21.8853,0.0011,0.0018,0.2721,0.6668,0.0109,0.1379,0.0684,0.1737,0.003,0.0082,0.015,0.2788,0.1108,0.0872,22.488,2,315,309,0,0,0
315,0.0383,12.4093,0.0011,0.0021,0.2621,0.724,0.0108,0.1712,0.0942,0.1815,0.0032,0.0102,0.0135,0.2403,0.0987,0.1625,13.0414,3,316,310,0,0,0
316,0.0391,22.3957,0.0013,0.0022,0.3149,0.7181,0.0117,0.1486,0.0956,0.141,0.0054,0.0163,0.0175,0.3521,0.1304,0.108,23.1381,0,317,311,0,0,0
317,0.0466,12.6978,0.0015,0.0022,0.3016,0.6047,0.0135,0.108,0.0583,0.1199,0.0025,0.0112,0.0162,0.2502,0.1093,0.1763,13.3803,1,318,312,0,0,0
318,0.0388,13.426,0.0011,0.0022,0.2634,0.6365,0.0112,0.1524,0.0703,0.1357,0.0027,0.011,0.0152,0.3024,0.1694,0.086,14.1335,2,319,313,0,0,0
319,0.0562,11.6171,0.0009,0.0029,0.2448,0.5152,0.0104,0.1074,0.057,0.0923,0.0027,0.0092,0.0132,0.2447,0.0985,0.0871,12.1856,3,320,314,0,0,0
320,0.0453,20.3454,0.0013,0.0021,0.3548,1.027,0.0141,0.2367,0.1731,0.244,0.0031,0.0148,0.0214,0.4543,0.174,0.1441,21.2869,0,321,315,0,0,0
321,0.0873,7.3555,0.0022,0.0039,0.3131,0.8979,0.0116,0.2201,0.0941,0.2511,0.0069,0.0117,0.02,0.4312,0.1561,0.0835,8.2176,1,322,316,0,0,0
322,0.0424,11.8223,0.0009,0.0021,0.2663,0.6419,0.0119,0.1697,0.0928,0.0988,0.0014,0.0091,0.0142,0.2333,0.0888,0.0989,12.3671,2,323,317,0,0,0
323,0.0401,11.2803,0.0007,0.0022,0.208,0.5305,0.0087,0.0958,0.0808,0.1332,0.0033,0.0122,0.016,0.2763,0.0986,0.0845,11.874,3,324,318,0,0,0
324,0.038,13.1768,0.001,0.0022,0.2501,0.6685,0.0103,0.1324,0.0712,0.1989,0.0049,0.0107,0.0145,0.2781,0.0951,0.0842,13.759,0,325,319,0,0,0
325,0.0394,11.3343,0.0007,0.0022,0.2413,0.6746,0.0868,0.1451,0.0767,0.122,0.0019,0.0112,0.0147,0.2778,0.102,0.0942,11.9396,1,326,320,0,0,0
326,0.039,13.2065,0.0012,0.0028,0.2649,0.7353,0.0112,0.189,0.1296,0.138,0.0016,0.0105,0.0143,0.3289,0.1701,0.1185,13.9835,2,327,321,0,0,0
327,0.0403,24.1271,0.0011,0.0023,0.2681,0.6224,0.0114,0.1659,0.0643,0.1084,0.0034,0.0113,0.0145,0.319,0.1039,0.1371,24.8157,3,328,322,0,0,0
328,0.0502,11.2428,0.0008,0.0027,0.271,0.5461,0.0085,0.1061,0.0584,0.0996,0.0017,0.0091,0.0155,0.2484,0.105,0.0886,11.8252,0,329,323,0,0,0
329,0.0407,11.3356,0.001,0.0022,0.2616,0.8391,0.0115,0.1861,0.1691,0.2074,0.0026,0.0085,0.014,0.2557,0.0938,0.0814,11.8894,1,330,324,0,0,0
330,0.0686,14.9813,0.0024,0.0026,0.6068,1.6635,0.0193,0.3111,0.1455,0.5689,0.01,0.0188,0.0294,0.7226,0.2314,0.1893,16.3507,2,331,325,0,0,0
331,0.0504,4.0693,0.0011,0.0033,0.2367,0.6368,0.0091,0.1203,0.0779,0.188,0.0039,0.0107,0.0167,0.2896,0.1164,0.0889,4.7026,3,332,326,0,0,0
332,0.0371,23.8271,0.0009,0.0023,0.286,0.7745,0.0114,0.1505,0.0624,0.2579,0.0055,0.0114,0.0189,0.4397,0.1087,0.1447,24.651,0,333,327,0,0,0
333,0.0378,11.1444,0.0013,0.0025,0.2749,0.5336,0.0082,0.0931,0.0411,0.1131,0.0026,0.0082,0.0147,0.2725,0.0924,0.0932,11.7409,1,334,328,0,0,0
334,0.0398,27.8407,0.0009,0.0023,0.2635,0.8644,0.0253,0.1819,0.131,0.257,0.0049,0.0076,0.0186,0.2767,0.1013,0.0834,28.4383,2,335,329,0,0,0
335,0.0376,19.966,0.0016,0.0024,0.3974,0.9568,0.0137,0.1795,0.1291,0.2328,0.0031,0.015,0.0217,0.4597,0.1703,0.1242,20.8929,3,336,330,0,0,0
336,0.0603,3.9087,0.0012,0.0043,0.2771,0.6036,0.0138,0.1444,0.0621,0.1034,0.0022,0.0137,0.02,0.3021,0.1556,0.2378,4.8138,0,337,331,0,0,0
337,0.039,21.5291,0.0018,0.0022,0.4022,1.2168,0.0386,0.2761,0.1433,0.3483,0.0071,0.0115,0.024,0.5461,0.1811,0.1304,22.56,1,338,332,0,0,0
338,0.0918,7.5943,0.0014,0.0045,0.2935,0.869,0.0401,0.1887,0.1346,0.2053,0.0055,0.009,0.0197,0.4436,0.148,0.0799,8.4686,2,339,333,0,0,0
339,0.0393,11.0369,0.0008,0.002,0.2775,0.6953,0.0104,0.1499,0.0705,0.182,0.0041,0.0115,0.0144,0.3305,0.1435,0.1371,11.7964,3,340,334,0,0,0
340,0.0396,16.4953,0.0008,0.0023,0.2552,0.6853,0.0106,0.1699,0.0835,0.1597,0.0054,0.0122,0.0168,0.3664,0.1419,0.1082,17.2621,0,341,335,0,0,0
341,0.0589,21.5502,0.0011,0.0024,0.2834,0.8009,0.0332,0.153,0.1019,0.222,0.0062,0.0129,0.0205,0.4016,0.1219,0.0964,22.3407,1,342,336,0,0,0
342,0.0486,23.0061,0.001,0.0022,0.2941,0.7428,0.0116,0.1493,0.0663,0.216,0.0046,0.0138,0.0198,0.3385,0.0965,0.1032,23.6911,2,343,337,0,0,0
343,0.0403,15.3835,0.0009,0.0025,0.2764,0.9077,0.0267,0.1934,0.1371,0.2648,0.0084,0.0088,0.0198,0.2693,0.0879,0.0767,15.9439,3,344,338,0,0,0
344,0.0365,11.8606,0.001,0.0021,0.2694,0.5393,0.0102,0.1172,0.0457,0.0935,0.0026,0.0105,0.0189,0.2699,0.0992,0.0813,12.4505,0,345,339,0,0,0
345,0.0391,24.8373,0.0011,0.0018,0.2625,0.8484,0.0254,0.1861,0.1384,0.2318,0.0035,0.0062,0.0161,0.304,0.1067,0.0964,25.4765,1,346,340,0,0,0
346,0.0377,11.6623,0.001,0.0022,0.2901,0.7807,0.0115,0.1818,0.1448,0.1493,0.0025,0.0098,0.0128,0.24,0.0897,0.0789,12.1901,2,347,341,0,0,0
347,0.0402,21.3675,0.0012,0.0021,0.311,0.9302,0.0126,0.2087,0.1561,0.2345,0.0063,0.0131,0.022,0.4687,0.1491,0.1152,22.2689,3,348,342,0,0,0
348,0.0998,7.3916,0.0011,0.008,0.274,0.4945,0.0098,0.1047,0.0452,0.0575,0.0027,0.011,0.0167,0.2676,0.0917,0.0844,8.0223,0,349,343,0,0,0
349,0.0385,12.4918,0.0011,0.0024,0.2434,0.5663,0.0081,0.0962,0.101,0.1126,0.0044,0.012,0.022,0.3312,0.1195,0.0903,13.1797,1,350,344,0,0,0
350,0.0695,11.0535,0.0009,0.0035,0.2941,0.8028,0.0117,0.1844,0.1776,0.1303,0.0038,0.0091,0.0131,0.2257,0.0888,0.0768,11.5981,2,351,345,0,0,0
351,0.0393,13.7086,0.0008,0.0024,0.2175,0.5322,0.0093,0.1158,0.0593,0.1276,0.0022,0.0107,0.0155,0.2881,0.1088,0.104,14.3481,3,352,346,0,0,0
352,0.1687,20.2271,0.0012,0.0184,0.2752,0.7738,0.0116,0.167,0.0942,0.2179,0.0069,0.009,0.0157,0.3202,0.1107,0.0919,21.0146,0,353,347,0,0,0
353,0.0662,7.8177,0.001,0.0026,0.2434,0.5109,0.0078,0.0945,0.0414,0.1209,0.0024,0.0079,0.0134,0.2366,0.0903,0.0862,8.3812,1,354,348,0,0,0
354,0.0384,21.4731,0.0014,0.0027,0.3812,1.1013,0.0129,0.255,0.1732,0.2744,0.0035,0.016,0.0236,0.484,0.1682,0.1297,22.4286,2,355,349,0,0,0
355,0.0736,5.9696,0.0016,0.0032,0.3093,0.7124,0.011,0.1856,0.0911,0.1119,0.0029,0.0086,0.0179,0.24,0.0973,0.0888,6.5609,3,356,350,0,0,0
356,0.0422,24.3494,0.001,0.0025,0.2613,0.7022,0.0121,0.1882,0.1108,0.1273,0.0016,0.0097,0.015,0.2782,0.1058,0.0924,24.962,0,357,351,0,0,0
357,0.0398,11.6038,0.0011,0.0021,0.2624,0.5519,0.0102,0.0939,0.0347,0.1474,0.0026,0.0092,0.0183,0.4729,0.217,0.0993,12.5527,1,358,352,0,0,0
358,0.0373,25.8262,0.0008,0.0024,0.2268,0.8369,0.0106,0.1899,0.1387,0.2644,0.0056,0.0118,0.0193,0.4391,0.1537,0.132,26.7119,2,359,353,0,0,0
359,0.0638,10.7317,0.001,0.0026,0.2868,0.7155,0.0131,0.1774,0.0985,0.1361,0.0026,0.0092,0.0178,0.2558,0.1071,0.1069,11.3708,3,360,354,0,0,0
360,0.0753,10.8566,0.0013,0.0073,0.2491,0.5575,0.0092,0.1307,0.0798,0.0864,0.0017,0.0111,0.0144,0.29,0.1107,0.092,11.5182,0,361,355,0,0,0
361,0.0441,21.6998,0.0009,0.0022,0.2765,0.7834,0.0115,0.1826,0.0662,0.2425,0.0034,0.0165,0.0211,0.4419,0.1251,0.1239,22.5588,1,362,356,0,0,0
362,0.0387,24.0175,0.0015,0.0022,0.3053,0.6952,0.0109,0.1456,0.111,0.1136,0.0078,0.0174,0.0235,0.4121,0.1221,0.0779,24.7708,2,363,357,0,0,0
363,0.0396,11.3133,0.001,0.0024,0.2707,0.5949,0.0101,0.1227,0.0418,0.1466,0.0021,0.0112,0.0169,0.313,0.1102,0.0968,11.9663,3,364,358,0,0,0
364,0.0404,14.0279,0.0011,0.0029,0.3022,0.9282,0.0132,0.1893,0.1387,0.2782,0.0055,0.0115,0.0191,0.27,0.0956,0.0816,14.6078,0,365,359,0,0,0
365,0.0609,10.6453,0.0011,0.0029,0.2664,0.5391,0.0122,0.1037,0.0576,0.0959,0.0027,0.0094,0.0183,0.2557,0.0996,0.0869,11.2457,1,366,360,0,0,0
366,0.0393,24.279,0.0018,0.0024,0.3547,0.9323,0.0123,0.2376,0.129,0.1936,0.0043,0.0113,0.016,0.3664,0.2082,0.2014,25.2489,2,367,361,0,0,0
367,0.0734,7.8677,0.001,0.0031,0.2318,0.5863,0.0088,0.1246,0.1258,0.0902,0.0043,0.0115,0.0197,0.3664,0.0989,0.0791,8.5783,3,368,362,0,0,0
368,0.0425,23.9936,0.001,0.0023,0.2687,0.7745,0.0113,0.1739,0.1577,0.1561,0.0056,0.0132,0.0176,0.4016,0.1629,0.2105,24.9364,0,369,363,0,0,0
369,0.0373,11.3827,0.0011,0.0022,0.2965,0.7065,0.0239,0.1948,0.0775,0.1088,0.0041,0.0155,0.0212,0.3348,0.103,0.1064,12.0661,1,370,364,0,0,0
370,0.0464,12.3783,0.0009,0.0042,0.2859,0.7297,0.011,0.1784,0.0913,0.1592,0.0027,0.012,0.0167,0.3685,0.1522,0.1307,13.1971,2,371,365,0,0,0
371,0.0374,12.2326,0.0011,0.0022,0.2682,0.8889,0.0109,0.2074,0.1355,0.2615,0.0044,0.0103,0.0176,0.2475,0.0988,0.0936,12.8034,3,372,366,0,0,0
372,0.0452,22.1102,0.0008,0.0026,0.2084,0.5888,0.0094,0.1259,0.0907,0.1497,0.0038,0.0109,0.0152,0.3105,0.1142,0.1011,22.7802,0,373,367,0,0,0
373,0.1641,18.4239,0.0011,0.0173,0.2682,0.7518,0.0112,0.145,0.0687,0.2523,0.0055,0.0121,0.0219,0.4046,0.1036,0.1021,19.3034,1,374,368,0,0,0
374,0.0376,12.0125,0.0011,0.0022,0.3338,0.8894,0.0118,0.1319,0.1193,0.2848,0.0068,0.0137,0.0187,0.3823,0.1545,0.1399,12.8764,2,375,369,0,0,0
375,0.0379,21.0766,0.001,0.0027,0.2743,0.8397,0.0144,0.1857,0.1955,0.1648,0.0037,0.0146,0.0174,0.3372,0.174,0.1012,21.891,3,376,370,0,0,0
376,0.0633,10.3891,0.0013,0.003,0.3119,0.8991,0.0133,0.2928,0.1415,0.136,0.0027,0.026,0.0179,0.3598,0.0992,0.09,11.0956,0,377,371,0,0,0
377,0.0387,12.2794,0.001,0.0021,0.2679,0.7106,0.0094,0.167,0.081,0.1786,0.0051,0.0135,0.0216,0.3377,0.0983,0.1028,12.9631,1,378,372,0,0,0
378,0.0391,10.6175,0.0014,0.0023,0.2901,0.575,0.0117,0.1201,0.0453,0.1042,0.0028,0.0087,0.0135,0.2609,0.1061,0.0917,11.2098,2,379,373,0,0,0
379,0.0379,11.7082,0.001,0.0022,0.2681,0.571,0.0091,0.1077,0.0888,0.0934,0.0031,0.0108,0.0158,0.2563,0.1063,0.1509,12.3799,3,380,374,0,0,0
380,0.0373,23.2177,0.0008,0.0025,0.3356,0.8134,0.0147,0.1532,0.1116,0.1934,0.0041,0.0103,0.0164,0.3348,0.1224,0.0981,23.9175,0,381,375,0,0,0
381,0.0651,19.8322,0.0013,0.0031,0.3714,1.2094,0.013,0.2229,0.2368,0.3572,0.0068,0.0155,0.0226,0.4328,0.1944,0.1199,20.8091,1,382,376,0,0,0
382,0.084,12.0059,0.0014,0.0084,0.332,0.8083,0.011,0.1754,0.0896,0.1913,0.008,0.0123,0.0171,0.34,0.1027,0.0977,12.7243,2,383,377,0,0,0
383,0.038,11.9539,0.0014,0.0023,0.3066,0.8461,0.0237,0.1939,0.0977,0.2176,0.0057,0.0158,0.0199,0.3805,0.0932,0.1407,12.6983,3,384,378,0,0,0
384,0.0384,13.2983,0.0011,0.0024,0.309,0.7679,0.0126,0.1623,0.0868,0.1901,0.0061,0.0261,0.0188,0.3358,0.0923,0.0882,13.9431,0,385,379,0,0,0
385,0.0394,20.093,0.0014,0.0023,0.4528,1.1115,0.015,0.2035,0.0882,0.3435,0.0071,0.0142,0.0235,0.4861,0.1817,0.1391,21.0905,1,386,380,0,0,0
386,0.1534,5.7054,0.0008,0.0036,0.2995,0.7644,0.0124,0.1758,0.1052,0.1637,0.0067,0.0129,0.0193,0.3398,0.0925,0.0819,6.4766,2,387,381,0,0,0
387,0.1231,13.6427,0.0009,0.0115,0.2464,0.5896,0.0102,0.1615,0.0641,0.1043,0.0025,0.0114,0.0175,0.3597,0.129,0.1279,14.5112,3,388,382,0,0,0
388,0.0743,1.7156,0.0007,0.009,0.3961,0.8363,0.0159,0.2087,0.0752,0.1352,0.0041,0.0136,0.0232,0.4191,0.2339,0.1505,2.7646,0,389,383,0,0,0
389,0.0614,1.1825,0.0004,0.0032,0.265,0.4799,0.0127,0.0985,0.0343,0.0671,0.0017,0.01,0.017,0.3285,0.1247,0.1096,1.9378,1,390,384,0,0,0
390,0.0701,2.6897,0.0006,0.0027,0.2584,0.4285,0.0094,0.0819,0.0267,0.0504,0.0013,0.0096,0.0282,0.1753,0.0985,0.0909,3.2416,2,391,385,0,0,0
391,0.2323,16.0421,0.0011,0.0056,0.2453,0.5309,0.0099,0.1075,0.0552,0.1109,0.0015,0.0084,0.0136,0.2139,0.1001,0.101,16.7875,3,392,386,0,0,0
392,0.0431,23.9839,0.0011,0.0024,0.2902,0.8636,0.0112,0.2027,0.1229,0.2316,0.0041,0.0179,0.0245,0.2687,0.1047,0.0929,24.6095,0,393,387,0,0,0
393,0.0635,22.1639,0.0009,0.0027,0.283,0.6075,0.012,0.1473,0.0704,0.0907,0.0033,0.0127,0.0187,0.4263,0.1683,0.1588,23.1369,1,394,388,0,0,0
394,0.0391,16.5831,0.0007,0.0026,0.2566,0.5404,0.0115,0.1304,0.0417,0.0941,0.0052,0.0124,0.0205,0.3792,0.1624,0.123,17.4241,2,395,389,0,0,0
395,0.0409,15.9671,0.0011,0.0021,0.3072,0.6567,0.013,0.1423,0.0721,0.1197,0.0017,0.0115,0.0162,0.2761,0.1206,0.1165,16.6392,3,396,390,0,0,0
396,0.0413,26.0788,0.0012,0.0022,0.3465,0.8656,0.0115,0.1503,0.1044,0.2472,0.0046,0.0104,0.0187,0.3882,0.1851,0.307,27.1646,0,397,391,0,0,0
397,0.0554,8.9835,0.001,0.0028,0.2676,0.8822,0.0118,0.1838,0.1703,0.2418,0.0059,0.013,0.0186,0.2453,0.1004,0.1011,9.5803,1,398,392,0,0,0
398,0.0379,22.7166,0.0011,0.0026,0.3084,0.9404,0.0129,0.1989,0.1557,0.2572,0.0061,0.0162,0.0195,0.4439,0.1699,0.136,23.6464,2,399,393,0,0,0
399,0.0711,8.9916,0.0011,0.003,0.3612,0.6237,0.0287,0.1177,0.05,0.0623,0.0032,0.0082,0.0175,0.2871,0.1199,0.0991,9.6916,3,400,394,0,0,0
