frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_blt,vp_submit_window,vp_range_pass,vp_chart_blend,vp_gauge_blend,vp_map_blend,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,amf_submitted,amf_received,submit_result,query_result,decoder_copy
134,0.0429,31.8561,0.0015,0.0027,0.2379,0.6342,0.0109,0.1658,0.0709,0.1419,0.0059,0.0124,0.0265,0.3451,0.1588,0.2682,32.8016,2,135,129,0,0,0
135,0.0392,33.8999,0.001,0.002,0.2781,0.6464,0.0102,0.1279,0.0863,0.1396,0.0036,0.0129,0.0174,0.3486,0.2323,0.2741,34.9635,3,136,130,0,0,0
136,0.0394,24.1663,0.0015,0.0021,0.2836,0.7121,0.0125,0.1557,0.0793,0.1741,0.0059,0.0138,0.022,0.3887,0.1727,0.1609,25.0345,0,137,131,0,0,0
137,0.0382,24.8767,0.0009,0.0023,0.2077,0.5002,0.0119,0.1198,0.079,0.0796,0.0018,0.0119,0.0191,0.3009,0.1446,0.1717,25.6484,1,138,132,0,0,0
138,0.041,33.9475,0.0012,0.0025,0.3367,0.8635,0.0134,0.2284,0.0794,0.1974,0.007,0.0138,0.0197,0.5678,0.2372,0.2465,35.2343,2,139,133,0,0,0
139,0.0378,23.8953,0.0014,0.0021,0.2552,0.7291,0.0108,0.1447,0.0881,0.2225,0.0069,0.0136,0.0206,0.3915,0.1596,0.2022,24.8105,3,140,134,0,0,0
140,0.041,14.618,0.0011,0.0025,0.232,0.6349,0.0085,0.1642,0.0759,0.1497,0.004,0.0129,0.0189,0.3142,0.1423,0.2001,15.4359,0,141,135,0,0,0
141,0.0394,26.7618,0.0009,0.0021,0.3054,0.8242,0.0128,0.1603,0.1071,0.2252,0.0125,0.0208,0.0259,0.4324,0.1664,0.1403,27.6589,1,142,136,0,0,0
142,0.0412,26.9413,0.001,0.0025,0.2762,0.6835,0.0129,0.1831,0.0844,0.1225,0.0035,0.0116,0.0191,0.3651,0.1837,0.1849,27.8507,2,143,137,0,0,0
143,0.0425,26.7276,0.0013,0.0022,0.2886,0.9138,0.013,0.2196,0.1196,0.266,0.0058,0.0132,0.0216,0.383,0.1481,0.1471,27.5592,3,144,138,0,0,0
144,0.0413,15.4659,0.0009,0.002,0.2154,0.536,0.0093,0.1129,0.0761,0.1187,0.003,0.0096,0.017,0.2602,0.1403,0.1778,16.1983,0,145,139,0,0,0
145,0.0456,15.1537,0.001,0.0022,0.3062,0.6168,0.0128,0.1503,0.0435,0.1006,0.0027,0.0102,0.0164,0.265,0.123,0.1341,15.8277,1,146,140,0,0,0
146,0.0396,19.8962,0.001,0.0023,0.2533,0.7692,0.0116,0.1844,0.1378,0.1795,0.0016,0.0094,0.014,0.301,0.1292,0.15,20.6213,2,147,141,0,0,0
147,0.0362,24.5846,0.0009,0.0021,0.2834,0.8979,0.0113,0.1893,0.1398,0.2674,0.0056,0.0123,0.0187,0.4518,0.1884,0.1513,25.5476,3,148,142,0,0,0
148,0.0403,11.981,0.001,0.0022,0.2876,0.9083,0.0124,0.2298,0.1185,0.2534,0.0056,0.0144,0.0217,0.2545,0.1094,0.1886,12.6716,0,149,143,0,0,0
149,0.0414,23.6425,0.0012,0.0033,0.264,0.7539,0.0125,0.161,0.0964,0.215,0.0039,0.0132,0.0204,0.4584,0.1591,0.1417,24.5563,1,150,144,0,0,0
150,0.1061,6.4494,0.0012,0.0058,0.4277,0.8251,0.0111,0.1442,0.1124,0.1255,0.0034,0.0114,0.0157,0.2594,0.1194,0.138,7.2088,2,151,145,0,0,0
151,0.0528,23.3907,0.0009,0.0024,0.2362,0.5533,0.0094,0.1324,0.065,0.1076,0.0021,0.009,0.0163,0.3568,0.1249,0.138,24.1799,3,152,146,0,0,0
152,0.0471,21.2981,0.0012,0.0027,0.3035,0.8437,0.0136,0.1864,0.1379,0.1957,0.0057,0.0131,0.0235,0.4585,0.1102,0.1358,22.1913,0,153,147,0,0,0
153,0.0392,12.551,0.0011,0.0023,0.2958,0.8031,0.0115,0.2058,0.0874,0.1958,0.0057,0.0116,0.0173,0.438,0.185,0.1342,13.4589,1,154,148,0,0,0
154,0.037,11.7913,0.0013,0.0021,0.2861,0.5692,0.0093,0.1067,0.0457,0.1179,0.0026,0.0112,0.0159,0.2759,0.1363,0.1963,12.5306,2,155,149,0,0,0
155,0.036,12.1842,0.0011,0.0023,0.2535,0.6043,0.0113,0.1884,0.0847,0.0644,0.0012,0.0096,0.0129,0.2312,0.1093,0.1217,12.7725,3,156,150,0,0,0
156,0.0366,13.0697,0.001,0.0022,0.2433,0.4979,0.0085,0.1098,0.0647,0.0695,0.0014,0.0101,0.0144,0.2886,0.1732,0.2509,13.9652,0,157,151,0,0,0
157,0.0388,22.5722,0.0007,0.0024,0.2768,0.8205,0.0087,0.1371,0.1344,0.2577,0.0049,0.0104,0.0188,0.3578,0.1688,0.1624,23.4144,1,158,152,0,0,0
158,0.16,16.6311,0.001,0.0176,0.2497,0.6871,0.0116,0.1505,0.0716,0.1971,0.0057,0.0157,0.0176,0.4372,0.1823,0.1817,17.741,2,159,153,0,0,0
159,0.0394,23.0319,0.0012,0.0022,0.29,0.9263,0.013,0.1964,0.1527,0.2673,0.0055,0.012,0.02,0.4427,0.1773,0.2152,24.0512,3,160,154,0,0,0
160,0.0451,11.346,0.0012,0.0021,0.2894,0.8632,0.0139,0.1733,0.1334,0.2459,0.0063,0.0148,0.0183,0.2921,0.1121,0.1788,12.079,0,161,155,0,0,0
161,0.0373,13.3765,0.0012,0.0026,0.2805,0.8502,0.0131,0.1872,0.1384,0.2271,0.0028,0.0127,0.0197,0.3152,0.1087,0.1254,14.0639,1,162,156,0,0,0
162,0.0376,11.8929,0.0008,0.002,0.1805,0.5115,0.0077,0.1101,0.0488,0.1576,0.0057,0.0114,0.0175,0.3333,0.181,0.1388,12.6842,2,163,157,0,0,0
163,0.0648,11.6887,0.0011,0.0028,0.25,0.5999,0.0107,0.1353,0.0708,0.1283,0.0036,0.0115,0.0184,0.2857,0.1119,0.1275,12.3733,3,164,158,0,0,0
164,0.0391,24.1521,0.0011,0.0024,0.2817,0.8321,0.0117,0.1833,0.1404,0.2122,0.0019,0.0111,0.0146,0.306,0.1333,0.1451,24.8825,0,165,159,0,0,0
165,0.0531,12.805,0.0009,0.0024,0.2533,0.8929,0.0121,0.1894,0.162,0.2703,0.0048,0.0145,0.0191,0.2897,0.1174,0.1234,13.4872,1,166,160,0,0,0
166,0.0375,13.0661,0.0011,0.0028,0.2538,0.5864,0.0096,0.1546,0.0659,0.0992,0.0027,0.0136,0.0194,0.3242,0.16,0.1419,13.8574,2,167,161,0,0,0
167,0.0401,25.0968,0.0012,0.0024,0.2654,0.7749,0.0118,0.1721,0.1128,0.2063,0.0055,0.0115,0.02,0.4389,0.1767,0.1511,26.0334,3,168,162,0,0,0
168,0.106,10.0443,0.001,0.0044,0.2796,0.5722,0.0236,0.1073,0.0576,0.101,0.0024,0.0057,0.0141,0.2377,0.1116,0.1346,10.7266,0,169,163,0,0,0
169,0.0399,13.4085,0.001,0.0023,0.2532,0.776,0.0259,0.1853,0.1583,0.1509,0.0015,0.0055,0.014,0.2444,0.117,0.1238,14.0304,1,170,164,0,0,0
170,0.0918,20.1694,0.0012,0.0036,0.3045,1.2012,0.0132,0.1911,0.3508,0.3333,0.007,0.0141,0.0438,0.5295,0.1813,0.3299,21.4733,2,171,165,0,0,0
171,0.1014,12.6581,0.0011,0.0038,0.5445,1.0643,0.0134,0.1914,0.1111,0.1984,0.0043,0.0176,0.0237,0.4906,0.2178,0.2239,13.8494,3,172,166,0,0,0
172,0.0666,6.4085,0.0012,0.0036,0.2969,0.8264,0.0116,0.1911,0.1167,0.2061,0.0031,0.0144,0.0209,0.388,0.1198,0.1526,7.244,0,173,167,0,0,0
173,0.0386,23.6631,0.0012,0.0024,0.2873,0.6513,0.0131,0.155,0.0481,0.1427,0.0041,0.0151,0.0208,0.3892,0.2146,0.225,24.686,1,174,168,0,0,0
174,0.039,22.4672,0.0013,0.002,0.2983,0.686,0.0109,0.1391,0.0867,0.147,0.0032,0.0088,0.0151,0.2956,0.1289,0.1488,23.1885,2,175,169,0,0,0
175,0.0418,23.4436,0.0009,0.0022,0.2263,0.5729,0.0083,0.1085,0.0726,0.1521,0.0043,0.0112,0.0164,0.3063,0.1281,0.1387,24.1713,3,176,170,0,0,0
176,0.0373,11.4895,0.0009,0.002,0.2352,0.8046,0.011,0.1726,0.1377,0.2417,0.0054,0.0155,0.0173,0.4193,0.1824,0.274,12.5429,0,177,171,0,0,0
177,0.0485,19.2325,0.0012,0.002,0.3875,1.1008,0.0149,0.2257,0.1927,0.2758,0.0033,0.0153,0.0212,0.467,0.2041,0.2329,20.3392,1,178,172,0,0,0
178,0.0981,6.0863,0.0012,0.0036,0.2706,0.6577,0.0124,0.1453,0.0743,0.1515,0.0029,0.0105,0.0167,0.3181,0.2077,0.1789,7.0201,2,179,173,0,0,0
179,0.0533,10.474,0.001,0.0024,0.2815,0.5661,0.0108,0.0972,0.0445,0.129,0.0026,0.0082,0.0135,0.2466,0.1218,0.1359,11.1302,3,180,174,0,0,0
180,0.1588,13.7051,0.0012,0.0186,0.2605,0.8049,0.0094,0.1889,0.128,0.2111,0.0056,0.0127,0.0189,0.3774,0.1446,0.1552,14.6636,0,181,175,0,0,0
181,0.0391,24.9172,0.0009,0.0022,0.2598,0.6632,0.0111,0.1329,0.0842,0.1709,0.0035,0.009,0.0153,0.2997,0.1354,0.2073,25.7188,1,182,176,0,0,0
182,0.0385,22.4416,0.0009,0.0025,0.2822,0.749,0.0126,0.163,0.0874,0.1986,0.0043,0.0137,0.019,0.3526,0.1521,0.1636,23.2715,2,183,177,0,0,0
183,0.0713,18.9067,0.0017,0.0028,0.4733,1.251,0.016,0.2697,0.1712,0.3105,0.009,0.0161,0.0247,0.5372,0.2331,0.357,20.2824,3,184,178,0,0,0
184,0.0638,7.9072,0.0012,0.0025,0.2631,0.6247,0.0089,0.1312,0.0431,0.1749,0.0029,0.0091,0.0156,0.2716,0.1124,0.1322,8.5854,0,185,179,0,0,0
185,0.0383,26.1143,0.0009,0.0022,0.2557,0.8366,0.0115,0.1855,0.1378,0.2376,0.0075,0.0127,0.0204,0.4582,0.1923,0.1895,27.1358,1,186,180,0,0,0
186,0.0396,21.2252,0.0013,0.0021,0.2695,0.7773,0.0117,0.1585,0.0761,0.2546,0.0059,0.0263,0.0203,0.4227,0.2278,0.369,22.4741,2,187,181,0,0,0
187,0.0376,22.0848,0.0012,0.0024,0.2819,0.7858,0.0131,0.172,0.0825,0.2258,0.009,0.0138,0.0205,0.3717,0.1306,0.1538,22.8953,3,188,182,0,0,0
188,0.0372,24.668,0.0015,0.0022,0.325,0.8909,0.0132,0.2006,0.0873,0.2583,0.0056,0.0117,0.0199,0.3235,0.1292,0.151,25.4186,0,189,183,0,0,0
189,0.0379,11.6434,0.0009,0.0022,0.2635,0.5959,0.0124,0.1345,0.0634,0.1189,0.0026,0.0086,0.0136,0.2444,0.1203,0.124,12.2663,1,190,184,0,0,0
190,0.0402,14.7385,0.0009,0.0022,0.2567,0.7671,0.0117,0.1811,0.1314,0.1771,0.0081,0.0179,0.0268,0.3398,0.1377,0.1749,15.5678,2,191,185,0,0,0
191,0.0373,27.9102,0.0009,0.0021,0.3558,0.7085,0.0102,0.1488,0.0677,0.1222,0.0029,0.0114,0.0158,0.3043,0.1506,0.2293,28.7459,3,192,186,0,0,0
192,0.0761,1.9736,0.0009,0.0034,0.2656,0.5699,0.0101,0.1506,0.04,0.1017,0.0014,0.0076,0.0128,0.2292,0.1104,0.1315,2.6157,0,193,187,0,0,0
193,0.0391,24.1958,0.001,0.0018,0.2569,0.7812,0.0117,0.1725,0.0756,0.2575,0.006,0.014,0.0186,0.4614,0.1542,0.1616,25.1347,1,194,188,0,0,0
194,0.0613,10.4832,0.0011,0.003,0.2507,0.7735,0.0105,0.1865,0.124,0.195,0.0057,0.0163,0.0209,0.295,0.139,0.184,11.288,2,195,189,0,0,0
195,0.041,15.3185,0.0012,0.0025,0.2482,0.6586,0.0111,0.1399,0.079,0.1736,0.0057,0.0122,0.0178,0.3269,0.1116,0.1256,16.0233,3,196,190,0,0,0
196,0.038,23.389,0.0009,0.0021,0.3014,0.921,0.0115,0.2172,0.145,0.2383,0.0067,0.0149,0.0216,0.4483,0.1738,0.168,24.3546,0,197,191,0,0,0
197,0.0392,10.8555,0.0009,0.0021,0.2737,0.7886,0.012,0.1735,0.1191,0.2062,0.0031,0.0096,0.0162,0.2657,0.1237,0.1407,11.5316,1,198,192,0,0,0
198,0.0388,15.2683,0.0011,0.0022,0.2513,0.5839,0.0112,0.1525,0.0686,0.097,0.0026,0.0079,0.0139,0.2385,0.1157,0.131,15.8897,2,199,193,0,0,0
199,0.0403,17.6762,0.0035,0.0023,0.8941,3.4197,0.0371,1.1135,0.5735,0.7899,0.008,0.0318,0.0503,1.0353,0.3825,0.3633,19.7876,3,200,194,0,0,0
200,0.0426,3.8504,0.001,0.0027,0.2838,0.6566,0.0111,0.1527,0.0688,0.1367,0.0028,0.0112,0.0138,0.4173,0.1726,0.1434,4.7427,0,201,195,0,0,0
201,0.0388,24.4099,0.001,0.0022,0.2646,0.7125,0.0111,0.1685,0.0815,0.1838,0.002,0.0094,0.0187,0.3202,0.1474,0.1621,25.1981,1,202,196,0,0,0
202,0.1009,9.5913,0.0011,0.0056,0.2874,0.8264,0.0111,0.1869,0.1718,0.1656,0.0024,0.0116,0.0171,0.3042,0.1728,0.1627,10.4633,2,203,197,0,0,0
203,0.0377,13.3403,0.0009,0.0019,0.2919,0.6668,0.0097,0.1472,0.0744,0.14,0.0027,0.0098,0.0149,0.248,0.1162,0.2022,14.0429,3,204,198,0,0,0
204,0.0412,12.2521,0.0007,0.0026,0.1918,0.5073,0.0081,0.0898,0.0569,0.1574,0.0027,0.0127,0.0189,0.2892,0.119,0.1238,12.928,0,205,199,0,0,0
205,0.0385,24.873,0.0011,0.0023,0.2564,0.8476,0.011,0.1857,0.1359,0.2519,0.0056,0.0118,0.021,0.274,0.1419,0.1493,25.6085,1,206,200,0,0,0
206,0.0393,12.3522,0.0011,0.0027,0.2617,0.6895,0.0112,0.1624,0.0649,0.183,0.0053,0.0128,0.0174,0.3091,0.1951,0.3115,13.3523,2,207,201,0,0,0
207,0.0398,22.5756,0.0011,0.0026,0.2519,0.7029,0.0113,0.1524,0.0645,0.2186,0.0032,0.0123,0.0144,0.2414,0.125,0.1407,23.2239,3,208,202,0,0,0
208,0.0379,13.845,0.0009,0.0025,0.293,0.7497,0.0134,0.1894,0.0984,0.1504,0.0042,0.0122,0.0188,0.3729,0.1657,0.1696,14.7335,0,209,203,0,0,0
209,0.0382,24.8915,0.001,0.002,0.2577,0.6559,0.011,0.1393,0.076,0.1654,0.0057,0.0118,0.0172,0.3566,0.161,0.1559,25.7127,1,210,204,0,0,0
210,0.1051,17.2408,0.0012,0.003,0.3459,1.0976,0.0147,0.2433,0.146,0.339,0.0072,0.0141,0.0237,0.5396,0.2084,0.2292,18.4891,2,211,205,0,0,0
211,0.0976,10.4467,0.0011,0.0041,0.3178,0.6519,0.0139,0.1147,0.0647,0.1369,0.003,0.0141,0.0191,0.3178,0.1698,0.2106,11.3729,3,212,206,0,0,0
212,0.0386,26.5836,0.0011,0.002,0.29,0.7106,0.0133,0.1698,0.0725,0.1578,0.0064,0.0128,0.0218,0.3794,0.1597,0.1663,27.4456,0,213,207,0,0,0
213,0.0406,12.529,0.0011,0.002,0.2587,0.5553,0.0117,0.1469,0.042,0.0942,0.0013,0.0094,0.0144,0.2222,0.1168,0.1292,13.139,1,214,208,0,0,0
214,0.0393,26.7804,0.0009,0.0024,0.2854,0.6639,0.0097,0.1422,0.0619,0.1593,0.0045,0.0099,0.0168,0.3363,0.1388,0.1538,27.5676,2,215,209,0,0,0
215,0.0544,12.1925,0.001,0.0035,0.3513,0.7451,0.013,0.1578,0.0835,0.1324,0.0061,0.0142,0.0212,0.3868,0.1366,0.2003,13.0822,3,216,210,0,0,0
216,0.0391,12.4178,0.0006,0.0023,0.1661,0.423,0.0074,0.0978,0.0408,0.109,0.0014,0.0096,0.0131,0.248,0.1656,0.2974,13.3732,0,217,211,0,0,0
217,0.0509,25.0162,0.0013,0.0023,0.2529,0.6724,0.0107,0.1425,0.0781,0.1816,0.0057,0.0117,0.0188,0.3526,0.1198,0.1281,25.7661,1,218,212,0,0,0
218,0.0393,12.6207,0.0011,0.0026,0.2821,0.6098,0.0113,0.1375,0.0659,0.1084,0.0037,0.0126,0.0174,0.2562,0.1139,0.1339,13.3433,2,219,213,0,0,0
219,0.038,13.1392,0.0009,0.0021,0.2618,0.8292,0.0113,0.151,0.1354,0.2632,0.0055,0.0117,0.0195,0.3507,0.1207,0.1347,13.8909,3,220,214,0,0,0
220,0.0361,19.4936,0.0014,0.0023,0.3783,1.0651,0.0146,0.2267,0.0932,0.3439,0.0073,0.0171,0.0221,0.5522,0.2005,0.2163,20.6751,0,221,215,0,0,0
221,0.0645,7.6134,0.001,0.0029,0.2549,0.8291,0.0109,0.1861,0.1399,0.2317,0.0045,0.0082,0.0137,0.2439,0.1111,0.1388,8.2672,1,222,216,0,0,0
222,0.0427,24.0754,0.0011,0.0026,0.3136,0.8935,0.0106,0.1881,0.1431,0.2312,0.0057,0.0117,0.0193,0.465,0.1878,0.1912,25.1293,2,223,217,0,0,0
223,0.0394,24.952,0.0011,0.002,0.2922,0.8295,0.0136,0.1816,0.1037,0.2325,0.005,0.01,0.0166,0.3234,0.1406,0.1464,25.7184,3,224,218,0,0,0
224,0.039,14.987,0.001,0.0021,0.3413,0.8476,0.0138,0.1708,0.1114,0.2035,0.0058,0.0156,0.0197,0.3519,0.117,0.131,15.7323,0,225,219,0,0,0
225,0.0376,13.811,0.0011,0.0024,0.2881,0.603,0.0128,0.1479,0.0563,0.0946,0.0028,0.011,0.0169,0.2458,0.131,0.1487,14.4889,1,226,220,0,0,0
226,0.0383,13.865,0.0008,0.0026,0.2789,0.5925,0.011,0.1678,0.0408,0.0901,0.003,0.0094,0.015,0.2942,0.1386,0.1846,14.7141,2,227,221,0,0,0
227,0.0524,14.4674,0.0008,0.0021,0.2573,0.7442,0.0122,0.166,0.0749,0.227,0.006,0.0137,0.0197,0.3727,0.1519,0.186,15.3604,3,228,222,0,0,0
228,0.0384,11.9389,0.0007,0.002,0.1791,0.4401,0.0098,0.1005,0.0518,0.0951,0.0028,0.0089,0.0171,0.2602,0.1211,0.2146,12.694,0,229,223,0,0,0
229,0.0372,13.8898,0.001,0.002,0.255,0.8731,0.0116,0.1939,0.1403,0.2656,0.0056,0.0131,0.0186,0.262,0.1181,0.1371,14.5509,1,230,224,0,0,0
230,0.0383,13.6207,0.0009,0.0023,0.21,0.5489,0.0097,0.1687,0.0796,0.0783,0.0019,0.0093,0.0142,0.297,0.1514,0.2381,14.4747,2,231,225,0,0,0
231,0.0389,23.4609,0.001,0.0021,0.1948,0.6081,0.0099,0.1353,0.0853,0.1785,0.0036,0.0101,0.0154,0.314,0.1426,0.1628,24.2354,3,232,226,0,0,0
232,0.0451,20.3368,0.0012,0.0025,0.305,0.8642,0.013,0.1913,0.0857,0.2648,0.0032,0.0157,0.022,0.477,0.255,0.2094,21.4849,0,233,227,0,0,0
233,0.0658,11.3059,0.0015,0.0024,0.2897,0.9246,0.0132,0.2119,0.1397,0.2635,0.0056,0.0119,0.0198,0.2885,0.1207,0.1362,12.0249,1,234,228,0,0,0
234,0.0436,13.4997,0.0012,0.0019,0.3066,0.5669,0.0103,0.1053,0.053,0.0891,0.002,0.0098,0.0189,0.2604,0.1445,0.1365,14.1901,2,235,229,0,0,0
235,0.0386,14.4448,0.0014,0.0025,0.2533,0.579,0.012,0.1558,0.0656,0.0889,0.0029,0.0158,0.0165,0.2753,0.1222,0.1463,15.136,3,236,230,0,0,0
236,0.0407,13.2833,0.0011,0.0023,0.2543,0.8644,0.0113,0.1861,0.136,0.2701,0.0055,0.0119,0.0199,0.3109,0.1157,0.1396,13.9957,0,237,231,0,0,0
237,0.038,12.5385,0.0007,0.002,0.18,0.4379,0.0202,0.1271,0.043,0.0656,0.0017,0.0067,0.0157,0.3645,0.216,0.2202,13.5414,1,238,232,0,0,0
238,0.0503,12.7363,0.0009,0.004,0.2792,0.7984,0.0247,0.1633,0.1491,0.1776,0.0037,0.0096,0.0155,0.2907,0.1206,0.1423,13.4438,2,239,233,0,0,0
239,0.047,10.7584,0.001,0.0022,0.2578,0.7011,0.0126,0.1364,0.0557,0.232,0.0055,0.0139,0.0213,0.3675,0.1544,0.1942,11.6546,3,240,234,0,0,0
240,0.1013,21.2083,0.0009,0.0033,0.1984,0.5712,0.0088,0.1275,0.0783,0.1538,0.0037,0.0106,0.0169,0.3104,0.1397,0.154,22.0285,0,241,235,0,0,0
241,0.0359,25.7331,0.001,0.0026,0.2561,0.691,0.011,0.2133,0.094,0.1141,0.0016,0.0098,0.0157,0.2313,0.1206,0.1425,26.3682,1,242,236,0,0,0
242,0.0371,11.9297,0.0012,0.0022,0.2844,0.6456,0.0128,0.1937,0.0807,0.0721,0.0014,0.0096,0.0166,0.2887,0.1661,0.2202,12.7596,2,243,237,0,0,0
243,0.0387,13.5681,0.0011,0.0021,0.2655,0.6027,0.0117,0.1327,0.0589,0.1286,0.0048,0.0084,0.0144,0.2482,0.1184,0.1313,14.2116,3,244,238,0,0,0
244,0.0388,15.6986,0.0008,0.0026,0.2294,0.6501,0.0083,0.155,0.0874,0.1644,0.0046,0.0122,0.0184,0.3824,0.1277,0.1528,16.5131,0,245,239,0,0,0
245,0.0385,24.2935,0.0011,0.0024,0.2944,0.7127,0.011,0.1446,0.0815,0.174,0.006,0.0126,0.0188,0.3655,0.1216,0.2129,25.1412,1,246,240,0,0,0
246,0.0412,20.7735,0.0014,0.002,0.3091,0.93,0.0137,0.1875,0.0903,0.3219,0.0062,0.0126,0.0208,0.4879,0.2816,0.4047,22.3314,2,247,241,0,0,0
247,0.0592,4.4341,0.0011,0.0038,0.294,0.61,0.0142,0.1126,0.0668,0.1191,0.0026,0.0094,0.0168,0.2522,0.1305,0.1243,5.1187,3,248,242,0,0,0
248,0.0381,16.0539,0.0011,0.0022,0.3088,0.7136,0.0104,0.132,0.0755,0.1722,0.0139,0.0192,0.0245,0.4256,0.1415,0.1175,16.8898,0,249,243,0,0,0
249,0.0385,23.5544,0.0013,0.0026,0.2837,0.5708,0.0093,0.1212,0.0768,0.0775,0.0017,0.0099,0.0141,0.2793,0.1366,0.1351,24.2452,1,250,244,0,0,0
250,0.0396,13.6689,0.0008,0.0021,0.2229,0.7309,0.0087,0.1796,0.0958,0.2185,0.0046,0.0102,0.0176,0.2631,0.1187,0.1174,14.3129,2,251,245,0,0,0
251,0.0373,24.1399,0.001,0.0021,0.2565,0.8039,0.0113,0.1868,0.1263,0.2191,0.0028,0.0145,0.0197,0.3594,0.1333,0.1233,24.9074,3,252,246,0,0,0
252,0.073,9.0657,0.0012,0.0034,0.322,0.7767,0.0121,0.1805,0.0924,0.1636,0.0052,0.0134,0.0215,0.3324,0.1023,0.111,9.7984,0,253,247,0,0,0
253,0.0383,13.4359,0.001,0.0027,0.2762,0.5245,0.0083,0.0969,0.0532,0.0874,0.0019,0.0085,0.0163,0.2645,0.1241,0.1385,14.1028,1,254,248,0,0,0
254,0.0392,20.7162,0.0013,0.0024,0.326,1.12,0.013,0.191,0.178,0.4037,0.0072,0.0143,0.0235,0.4962,0.2068,0.2886,21.9058,2,255,249,0,0,0
255,0.0684,8.1816,0.0011,0.0033,0.2565,0.8731,0.0113,0.1824,0.1767,0.2396,0.0055,0.012,0.0208,0.3464,0.1073,0.1101,8.9127,3,256,250,0,0,0
256,0.0392,21.8571,0.0011,0.002,0.2597,0.874,0.0109,0.1948,0.1387,0.2631,0.0055,0.0115,0.0203,0.4108,0.1565,0.1491,22.7354,0,257,251,0,0,0
257,0.0375,11.9225,0.0013,0.0021,0.2715,0.6123,0.0101,0.1243,0.0498,0.1523,0.0034,0.0108,0.0179,0.3316,0.1582,0.1209,12.6781,1,258,252,0,0,0
258,0.0386,24.5206,0.001,0.0019,0.2571,0.6023,0.0096,0.1265,0.0779,0.1267,0.0038,0.0121,0.0152,0.3235,0.1314,0.1268,25.2478,2,259,253,0,0,0
259,0.0385,11.6456,0.0009,0.002,0.205,0.5125,0.0268,0.1247,0.0465,0.1063,0.0026,0.0072,0.0163,0.2515,0.1229,0.1643,12.3351,3,260,254,0,0,0
260,0.0401,12.6789,0.0008,0.002,0.2582,0.6506,0.0248,0.1655,0.0657,0.1318,0.0039,0.0111,0.0169,0.3281,0.1171,0.1177,13.3762,0,261,255,0,0,0
261,0.0372,21.0738,0.0017,0.0025,0.4521,1.3443,0.0366,0.3122,0.1583,0.3784,0.0049,0.0157,0.0311,0.602,0.2489,0.2028,22.351,1,262,256,0,0,0
262,0.0732,6.9549,0.001,0.0028,0.2592,0.5535,0.0106,0.1043,0.0544,0.1214,0.0028,0.0086,0.0142,0.2394,0.1178,0.1193,7.6009,2,263,257,0,0,0
263,0.0398,21.1618,0.0013,0.0021,0.2759,0.9016,0.0118,0.2087,0.1292,0.2695,0.0056,0.0115,0.0204,0.4337,0.1782,0.1638,22.1138,3,264,258,0,0,0
264,0.0451,21.625,0.001,0.0025,0.2681,0.7842,0.0115,0.1869,0.1255,0.1849,0.0064,0.0138,0.0183,0.4056,0.1677,0.1507,22.5262,0,265,259,0,0,0
265,0.1569,17.5186,0.0011,0.0195,0.318,0.6259,0.0101,0.1235,0.063,0.1073,0.003,0.0114,0.0184,0.2662,0.1329,0.1303,18.3266,1,266,260,0,0,0
266,0.0387,21.2483,0.0014,0.0025,0.4477,1.3276,0.0146,0.2671,0.1999,0.3886,0.0082,0.0154,0.0277,0.5603,0.2137,0.2324,22.4568,2,267,261,0,0,0
267,0.0649,13.7521,0.0023,0.0033,0.4789,1.3776,0.0198,0.3084,0.1111,0.4475,0.0101,0.0169,0.0284,0.6727,0.2444,0.2211,15.1397,3,268,262,0,0,0
268,0.0454,12.9433,0.0015,0.0026,0.368,1.0622,0.014,0.2151,0.1551,0.3025,0.0063,0.0155,0.0356,0.4802,0.1738,0.1694,13.9633,0,269,263,0,0,0
269,0.1082,19.0852,0.0012,0.0043,0.3811,0.9901,0.0129,0.1867,0.1338,0.2689,0.0055,0.0118,0.0201,0.416,0.1634,0.238,20.1433,1,270,264,0,0,0
270,0.0828,7.3625,0.0012,0.0052,0.2963,0.8539,0.0124,0.2123,0.1073,0.2207,0.0039,0.0112,0.0156,0.2867,0.1213,0.12,8.0813,2,271,265,0,0,0
271,0.0386,25.6147,0.0011,0.0023,0.2611,0.5825,0.0105,0.1426,0.0534,0.1105,0.0034,0.0116,0.0177,0.3188,0.1298,0.1792,26.3985,3,272,266,0,0,0
272,0.0393,12.1361,0.0008,0.0027,0.2484,0.7409,0.0117,0.2041,0.1139,0.157,0.0048,0.0098,0.0182,0.3496,0.1754,0.2364,13.073,0,273,267,0,0,0
273,0.0398,19.0188,0.0015,0.0021,0.3919,1.2309,0.0164,0.2896,0.207,0.3194,0.0049,0.0189,0.0262,0.5347,0.2059,0.1847,20.1478,1,274,268,0,0,0
274,0.076,6.5444,0.001,0.0045,0.2961,0.8733,0.0126,0.1746,0.0744,0.3085,0.0059,0.0127,0.0145,0.3194,0.1332,0.1298,7.3115,2,275,269,0,0,0
275,0.0445,12.2536,0.0008,0.0023,0.2717,0.663,0.01,0.1257,0.0729,0.1759,0.0059,0.0114,0.0166,0.3106,0.1595,0.1502,13.0407,3,276,270,0,0,0
