tag,t,cpu_total,cpu_py_raw,cpu_py_norm,gpu_3d,gpu_decode,gpu_encode,gpu_copy,ram_used_mb,ram_avail_mb,vram_ded_mb,vram_shared_mb
abl_full_720p,16:42:50.646,24,,,0,0,0,0,21804,10334,404,551
