frame,frame_total_ms,producer_ms,consumer_ms,inter_frame_gap_ms,p_Telemetry/frame_data,p_compose_overlay,p_above_total,p_above_compose,p_above_region_to_bytes,p_map_cpu_upload,p_PIL/buffer preparation,p_chart_cpu_tobytes,p_chart_dynamic_tobytes,p_gauge_tobytes,c_MF ReadSample/decode availability,c_consumer_upload,c_consumer_native_call,c_VideoProcessor CPU submit,c_VideoProcessor GPU completion,c_GPU wait/synchronization,c_AMF submit/backpressure,c_AMF QueryOutput,c_Packet write,c_pipeline_total,p_HUD dirty extract
10,48.47199999494478,27.77549999882467,20.69649999612011,0.025200002710334957,0.028700000257231295,21.59580000443384,0.0,0.0,0.0,0.011099997209385037,5.3709000058006495,0.0,0.0,0.0,0.7864,1.8681999936234206,17.81880001362879,0.1994,15.04769,15.6009,0.7072,0.1925,0.1637,20.668700002715923,5.303500001900829
11,49.99100000713952,29.770399996777996,20.220600010361522,0.026900001103058457,0.02929999027401209,23.068199996487238,0.0,0.0,0.0,0.019800005247816443,5.91310000163503,0.0,0.0,0.0,0.8029,1.8132999975932762,17.24380000086967,0.2325,14.20869,14.7657,0.732,0.3122,0.1828,20.10080000036396,5.810400005429983
12,40.0318000029074,20.888800005195662,19.14299999771174,0.041099992813542485,0.039700011257082224,16.716500002075918,0.0,0.0,0.0,0.011800002539530396,3.639000002294779,0.0,0.0,0.0,0.8865,1.7100000113714486,16.296100002364255,0.3162,13.43593,14.5344,0.3308,0.1323,0.1287,19.118600001093,3.596599999582395
13,52.27480000758078,26.233299999148585,26.041500008432195,0.024199995095841587,0.026699999580159783,16.68039998912718,0.0,0.0,0.0,0.030199997127056122,8.581899994169362,0.0,0.0,0.0,0.9799,2.175900008296594,22.618799994233996,0.3091,18.33526,19.7442,0.8254,0.3042,0.2462,26.006799991591834,8.400600010645576
14,54.13540000154171,32.47170000395272,21.663699997588992,0.04329999501351267,0.04529999569058418,20.73930000187829,0.0,0.0,0.0,0.04699999408330768,9.7467999876244,0.0,0.0,0.0,0.7982,1.8657000036910176,18.678800013731234,0.2124,14.72884,16.0053,0.7302,0.3048,0.3824,21.58420000341721,9.513700002571568
15,40.7069000066258,21.430399996461347,19.276500010164455,0.045599997974932194,0.04630000330507755,17.219499990460463,0.0,0.0,0.0,0.010199990356341004,3.6447000020416453,0.0,0.0,0.0,0.4864,1.8706999981077388,16.73550000123214,0.2119,13.86448,14.9623,0.3336,0.1321,0.1324,19.252300000516698,3.6013000062666833
16,40.562500013038516,27.467200008686632,13.095300004351884,0.025399989681318402,0.028399997972883284,22.785599998314865,0.0,0.0,0.0,0.011299998732283711,4.049199997098185,0.0,0.0,0.0,0.7541,1.6573999891988933,10.490000000572763,0.1689,7.79838,9.1403,0.1931,0.098,0.1058,13.074499991489574,3.938600013498217
17,26.619600001140498,16.22520000091754,10.394400000222959,0.017699989257380366,0.02099999983329326,12.294500003918074,0.0,0.0,0.0,0.008699993486516178,3.4479000023566186,0.0,0.0,0.0,1.0001,1.7402999947080389,7.489199997507967,0.1606,5.56518,6.1644,0.1852,0.0893,0.1685,10.355299993534572,3.4127999970223755
18,26.886899999226443,15.986800004611723,10.90009999461472,0.015099998563528061,0.018999999156221747,11.836600009701215,0.0,0.0,0.0,0.008700008038431406,3.6800999951083213,0.0,0.0,0.0,0.5891,1.6810999950394034,8.461699995677918,0.2085,6.07466,6.5643,0.9112,0.005,0.0,10.880500005441718,3.641599992988631
19,35.1883999974234,15.833500001463108,19.354899995960295,0.017600003047846258,0.019700004486367106,11.474699989776127,0.0,0.0,0.0,0.024500011932104826,3.8292999961413443,0.0,0.0,0.0,0.6188,1.8869000050472096,16.624800002318807,0.2428,13.85263,14.3363,0.8185,0.1646,0.1443,19.32429999578744,3.790999995544553
20,27.895300008822232,17.589900002349168,10.305400006473064,0.03480000304989517,0.03060000017285347,13.72629999241326,0.0,0.0,0.0,0.010399991879239678,3.3678000036161393,0.0,0.0,0.0,0.6694,1.6322000010404736,7.837099998141639,0.1613,6.04104,6.5609,0.2042,0.0852,0.0961,10.271699997247197,3.3211999980267137
21,25.539399997796863,15.328099994803779,10.211300002993084,0.015099998563528061,0.01750000228639692,11.544099994353019,0.0,0.0,0.0,0.008699993486516178,3.3180000027641654,0.0,0.0,0.0,0.4912,1.568399995448999,8.0139999918174,0.1613,6.16009,6.7498,0.1737,0.0915,0.0876,10.196900009759702,3.2802000059746206
22,25.531999999657273,15.469299993128516,10.062700006528758,0.014899997040629387,0.016000005416572094,11.753200000384822,0.0,0.0,0.0,0.008400005754083395,3.2408000115538016,0.0,0.0,0.0,0.5797,1.7009000002872199,7.624599995324388,0.2135,5.7701,6.2606,0.1952,0.0935,0.1049,10.047700008726679,3.2073000038508326
23,35.144499997841194,14.932799997041002,20.211700000800192,0.01479999627918005,0.016600009985268116,11.21360000979621,0.0,0.0,0.0,0.007399998139590025,3.279399999883026,0.0,0.0,0.0,0.6264,1.7460999952163547,17.588000002433546,0.2113,15.26457,15.7896,0.346,0.1739,0.1784,20.15709999250248,3.248399996664375
24,36.43840001313947,17.91860000230372,18.519800010835752,0.03060000017285347,0.03090000245720148,13.914700000896119,0.0,0.0,0.0,0.005599998985417187,3.515399992465973,0.0,0.0,0.0,0.5732,1.6630000027362257,16.09160000225529,0.2549,13.71483,14.2118,0.3635,0.1696,0.1706,18.499600002542138,3.4869999944930896
25,29.654199999640696,18.774299998767674,10.879900000873022,0.02849999873433262,0.029000002541579306,14.689799994812347,0.0,0.0,0.0,0.02130000211764127,3.5862999939126894,0.0,0.0,0.0,0.5496,2.272500001708977,7.908400002634153,0.1888,5.60788,6.2084,0.1821,0.0916,0.0925,10.864399999263696,3.532300004735589
26,26.02150000166148,15.15379999182187,10.86770000983961,0.014999997802078724,0.01759998849593103,11.230800009798259,0.0,0.0,0.0,0.0092999980552122,3.46029999491293,0.0,0.0,0.0,0.9098,1.8952000100398436,7.903300007455982,0.1638,6.01473,6.5736,0.195,0.0861,0.0834,10.834399989107624,3.4244999988004565
27,27.28979999665171,14.859799994155765,12.430000002495944,0.014599994756281376,0.016900012269616127,11.00610000139568,0.0,0.0,0.0,0.008499991963617504,3.374499996425584,0.0,0.0,0.0,0.8599,1.8106000061379746,9.625500009860843,0.251,7.6491,8.1132,0.1642,0.0941,0.1122,12.41499999014195,3.3413999917684123
28,30.667500002891757,15.010400005849078,15.657099997042678,0.016999998479150236,0.01780000457074493,11.280399994575419,0.0,0.0,0.0,0.009099996532313526,3.2380999909946695,0.0,0.0,0.0,0.5725,1.734199991915375,12.928700001793914,0.1644,8.66228,9.2205,1.1191,0.6377,0.6348,15.60050000261981,3.2063999969977885
29,42.10060001059901,28.6777000001166,13.422900010482408,0.10659999679774046,0.09010000212583691,18.023900003754534,0.0,0.0,0.0,0.007100010407157242,9.041899989824742,0.0,0.0,0.0,3.563,1.9516000029398128,7.660500006750226,0.2223,5.56948,6.0853,0.199,0.1067,0.113,13.34849999693688,9.004100007587112
30,4417.490899999393,23.80059999995865,4393.6902999994345,0.01819999306462705,0.01889999839477241,11.981200004811399,0.0,0.0,0.0,0.013900003978051245,10.73950000863988,0.0,0.0,0.0,0.9838,2.0663000032072887,4390.402399993036,1223.1373,4379.52077,1.2279,0.3268,0.1214,0.1459,4393.671799989534,10.685300003387965
31,50.2691000001505,29.662900007679127,20.606199992471375,0.018699996871873736,0.022299995180219412,25.014200000441633,0.0,0.0,0.0,0.008999995770864189,3.670799997053109,0.0,0.0,0.0,0.9528,2.0051000028615817,17.46830000774935,0.2068,14.15182,15.5419,0.3397,0.1784,0.1511,20.589500010828488,3.6339000071166083
32,53.94509999314323,34.02259999711532,19.92249999602791,0.02570000651758164,0.027400004910305142,28.382700009387918,0.0,0.0,0.0,0.013600001693703234,5.027199993492104,0.0,0.0,0.0,0.8611,5.5010999931255355,13.248999995994382,0.5828,8.12788,9.2693,0.4694,0.2474,0.3544,19.80479998746887,4.965899992384948
33,67.41129999863915,42.2549000068102,25.15639999182895,0.03300000389572233,0.03580001066438854,30.351099994732067,0.0,0.0,0.0,0.011099997209385037,8.509300008881837,0.0,0.0,0.0,2.6682,2.3933000047691166,19.57839999522548,0.3013,12.27536,13.5457,1.7289,1.8481,0.6299,25.09109998936765,8.450900000752881
34,64.86840000434313,43.736099993111566,21.132300011231564,0.0940000027185306,0.08959999831859022,38.81110000656918,0.0,0.0,0.0,0.010299991117790341,4.181600001174957,0.0,0.0,0.0,5.7876,3.9040999981807545,11.092000000644475,0.4074,7.35746,8.5593,0.3036,0.1268,0.0982,21.10779999929946,4.1373999993084
35,70.85169998754282,46.17689999577124,24.67479999177158,0.021400002879090607,0.02400000812485814,30.244599998695776,0.0,0.0,0.0,0.011500000255182385,14.658999993116595,0.0,0.0,0.0,1.0508,2.885900001274422,20.328599988715723,0.2719,16.34844,17.688,0.6725,0.2895,0.253,24.576299998443574,14.59969999268651
36,41.35169999790378,21.050499999546446,20.301199998357333,0.03960001049563289,0.05160000000614673,16.053500003181398,0.0,0.0,0.0,0.013800003216601908,4.373199990368448,0.0,0.0,0.0,0.8128,5.2958999876864254,13.981700001750141,0.718,8.85277,9.965,0.4255,0.1465,0.122,20.28019999852404,4.318999999668449
37,50.234399997862056,28.56669999891892,21.667699998943135,0.023200002033263445,0.025600005756132305,23.08620000258088,0.0,0.0,0.0,0.009700001101009548,4.886499998974614,0.0,0.0,0.0,0.5446,1.981499997782521,18.946999989566393,0.2381,15.56932,16.9212,0.3899,0.17,0.1514,21.645700006047264,4.835299987462349
38,51.47869999927934,28.345699989586137,23.133000009693205,0.02890000178012997,0.031100003980100155,19.199400005163625,0.0,0.0,0.0,0.03709999145939946,7.9452000063611194,0.0,0.0,0.0,0.986,2.4452999932691455,19.329700007801875,0.2955,16.47258,16.8159,0.5713,0.2798,0.1792,23.04790000198409,7.737799998722039
39,42.77459999138955,21.9712999969488,20.80329999444075,0.0501000031363219,0.05190000229049474,17.628700006753206,0.0,0.0,0.0,0.013500000932253897,3.823000006377697,0.0,0.0,0.0,0.9411,1.7618999991100281,17.90170000458602,0.2607,14.71579,15.9677,0.3691,0.1431,0.1666,20.78330000222195,3.7767000030726194
40,36.11059999093413,17.896099991048686,18.214499999885447,0.031400006264448166,0.0337999954354018,13.969299994641915,0.0,0.0,0.0,0.008300004992634058,3.424399998039007,0.0,0.0,0.0,0.8642,1.8423000001348555,15.328100009355694,0.1561,13.14033,13.6896,0.397,0.1771,0.1528,18.19459999387618,3.387199991266243
41,37.10039998986758,18.28249999380205,18.817899996065535,0.0281000102404505,0.02929999027401209,14.31889999366831,0.0,0.0,0.0,0.008000002708286047,3.5287999926367775,0.0,0.0,0.0,0.61,1.74459999834653,16.255099995760247,0.1618,13.91833,14.5204,0.3878,0.1898,0.1854,18.75990000553429,3.492999996524304
42,37.13299999071751,18.41689999855589,18.716099992161617,0.03780001134146005,0.05129999772179872,14.372800011187792,0.0,0.0,0.0,0.007499998901039362,3.53509999695234,0.0,0.0,0.0,0.6427,1.8639000045368448,16.012500011129305,0.1487,13.73879,14.3517,0.3378,0.1703,0.157,18.69480000459589,3.50099999923259
43,31.47440000611823,17.478100009611808,13.996299996506423,0.024599998141638935,0.029499991796910763,13.426899997284636,0.0,0.0,0.0,0.009199997293762863,3.572599991457537,0.0,0.0,0.0,0.6758,1.9364000036148354,11.232999997446314,0.154,9.39853,9.9665,0.2074,0.0997,0.0721,13.98249999328982,3.534499992383644
44,46.38279999198858,27.87989999342244,18.502899998566136,0.015400000847876072,0.01619999238755554,24.03690000937786,0.0,0.0,0.0,0.007599999662488699,3.3755000040400773,0.0,0.0,0.0,0.5446,1.632300001801923,16.129600000567734,0.1896,13.80873,14.3851,0.3423,0.1761,0.1834,18.457199999829754,3.341800009366125
45,30.27489999658428,18.07360000384506,12.201299992739223,0.02720000338740647,0.039000005926936865,14.397299994016066,0.0,0.0,0.0,0.009199997293762863,3.2238999992841855,0.0,0.0,0.0,0.606,1.9154000037815422,9.539799997583032,0.2446,7.5153,8.0123,0.2144,0.108,0.1159,12.187200001790188,3.1891999969957396
46,34.96270001051016,15.577600002870895,19.385100007639267,0.019099999917671084,0.020899999071843922,11.653599998680875,0.0,0.0,0.0,0.007700000423938036,3.413200000068173,0.0,0.0,0.0,0.6312,1.6165999986696988,16.940799992880784,0.2331,13.85368,15.0643,0.3558,0.2168,0.2024,19.366699998499826,3.37730000319425
47,37.37130000081379,17.88990000204649,19.4813999987673,0.027799993404187262,0.027999994927085936,14.096400002017617,0.0,0.0,0.0,0.007399998139590025,3.2845999958226457,0.0,0.0,0.0,0.7399,1.563700003316626,16.956899999058805,0.2491,14.45112,14.9753,0.3689,0.1546,0.1623,19.432100001722574,3.247700005886145
48,29.496999995899387,17.847399998572655,11.649599997326732,0.02710000262595713,0.033499993151053786,13.816300008329563,0.0,0.0,0.0,0.012099990271963179,3.518500001518987,0.0,0.0,0.0,0.5094,1.7930000030901283,9.209900003043003,0.1684,7.27181,7.7832,0.2126,0.0942,0.0994,11.63500000257045,3.4702999982982874
49,27.355300000635907,16.03850000537932,11.316799995256588,0.016999998479150236,0.018600010662339628,11.915499999304302,0.0,0.0,0.0,0.006400005077011883,3.6575999984052032,0.0,0.0,0.0,0.6059,1.7248999938601628,8.798900002148002,0.2263,6.9232,7.4,0.2376,0.1222,0.1232,11.298500001430511,3.624599994509481
50,34.969400003319606,15.653599999495782,19.315800003823824,0.017300000763498247,0.02169999061152339,11.57210000383202,0.0,0.0,0.0,0.007800001185387373,3.5891000006813556,0.0,0.0,0.0,0.6514,1.8058999994536862,16.63540001027286,0.1757,14.15473,14.7105,0.4618,0.2177,0.1621,19.26159999857191,3.5542999976314604
51,30.902099999366328,18.387299991445616,12.514800007920712,0.03880000440403819,0.03809999907389283,14.323000010335818,0.0,0.0,0.0,0.007199996616691351,3.5534000053303316,0.0,0.0,0.0,1.0562,1.6767000051913783,9.642699995310977,0.269,7.46508,7.9657,0.2557,0.1834,0.1143,12.498600000981241,3.5244999889982864
52,43.36209999746643,25.512899999739602,17.849199997726828,0.018799997633323073,0.019500002963468432,20.457600010558963,0.0,0.0,0.0,0.015199999324977398,4.382099999929778,0.0,0.0,0.0,1.4049,1.7201000009663403,14.548300008755177,0.181,12.4272,13.02,0.2431,0.12,0.1462,17.8312000061851,4.318699997384101
53,35.13560000283178,16.098000007332303,19.037599995499477,0.022499996703118086,0.022499996703118086,12.026699987472966,0.0,0.0,0.0,0.009199997293762863,3.540099991369061,0.0,0.0,0.0,1.1327,1.610199993592687,16.075699997600168,0.1768,13.79492,14.3445,0.377,0.1793,0.1819,18.984800000907853,3.495700002531521
54,29.32630000577774,18.252300011226907,11.073999994550832,0.029699993319809437,0.032800002372823656,14.20049999433104,0.0,0.0,0.0,0.007199996616691351,3.5635999956866726,0.0,0.0,0.0,0.4396,1.5325999993365258,8.943000008002855,0.2057,6.98868,7.4621,0.1902,0.104,0.1079,11.0564000060549,3.5300000017741695
55,35.23930000665132,15.57170000160113,19.66760000505019,0.017400001524947584,0.01789999078027904,11.706000004778616,0.0,0.0,0.0,0.006999995093792677,3.3973999961744994,0.0,0.0,0.0,0.8256,1.9050000119023025,16.766100001404993,0.3038,14.36582,14.9541,0.3026,0.1853,0.175,19.650399990496226,3.347100006067194
56,28.992400009883568,17.68070000980515,11.311700000078417,0.02509998739697039,0.02649999805726111,13.577700010500848,0.0,0.0,0.0,0.007100010407157242,3.5577999951783568,0.0,0.0,0.0,0.6415,1.7660000012256205,8.750199995120056,0.1677,6.79645,7.414,0.1767,0.1027,0.0966,11.280999999144115,3.5195000091334805
57,38.36899998714216,15.574099990772083,22.794899996370077,0.015600002370774746,0.01679999695625156,11.353800000506453,0.0,0.0,0.0,0.007700000423938036,3.566400002455339,0.0,0.0,0.0,0.6591,1.9909999973606318,19.63660000183154,0.1685,14.55921,15.1258,1.5138,0.8716,0.6405,22.712300007697195,3.5265999904368073
58,38.12350000953302,23.409600005834363,14.713900003698654,0.13760000001639128,0.17649999062996358,19.42840000265278,0.0,0.0,0.0,0.008499991963617504,3.262800004449673,0.0,0.0,0.0,0.6236,1.9137999915983528,12.008199992123991,0.4041,9.0539,10.2264,0.2672,0.1327,0.126,14.697599995997734,3.2179999980144203
59,48.07030000665691,27.833700005430728,20.23660000122618,0.01999999221879989,0.020499996026046574,22.943700008909218,0.0,0.0,0.0,0.00890000956133008,4.302100001950748,0.0,0.0,0.0,1.4741,1.934100000653416,16.55889999528881,0.1988,13.98403,14.5517,0.3765,0.1759,0.1634,20.13730000180658,4.25139999424573
60,48.354400001699105,33.76749999006279,14.586900011636317,0.026900001103058457,0.028299997211433947,30.005299995536916,0.0,0.0,0.0,0.009499999578110874,3.29290000081528,0.0,0.0,0.0,0.5558,1.6268999897874892,12.241899996297434,0.1782,9.42551,10.6974,0.2549,0.121,0.1345,14.569499995559454,3.2555000070715323
61,27.558899993891828,15.337399992858991,12.221500001032837,0.019099999917671084,0.02030000905506313,11.511000004247762,0.0,0.0,0.0,0.008100003469735384,3.3618000015849248,0.0,0.0,0.0,0.5658,1.6391999961342663,9.872800001176074,0.1846,7.85522,8.4666,0.1918,0.1087,0.1039,12.203600010252558,3.3239000040339306
62,34.80259999923874,15.828400006284937,18.9741999929538,0.026299996534362435,0.01999999221879989,11.63720000477042,0.0,0.0,0.0,0.015199999324977398,3.6951999936718494,0.0,0.0,0.0,0.527,1.6518999909749255,16.567699989536777,0.1784,13.85417,14.4131,0.4349,0.2287,0.3994,18.91579999937676,3.6437999951886013
63,51.40480000409298,30.464700001175515,20.94010000291746,0.03429999924264848,0.02710000262595713,25.9613999951398,0.0,0.0,0.0,0.009000010322779417,3.9176999998744577,0.0,0.0,0.0,0.7147,1.763099993695505,18.26979999896139,0.2284,14.8131,16.1845,0.4148,0.1717,0.1615,20.918499998515472,3.8703000027453527
64,37.67970000626519,18.47569999517873,19.204000011086464,0.030700000934302807,0.031799994758330286,14.333700004499406,0.0,0.0,0.0,0.008199989679269493,3.666799995698966,0.0,0.0,0.0,0.5476,1.7977999959839508,16.65990000765305,0.173,14.28559,14.8517,0.3603,0.1707,0.2104,19.18180000211578,3.6300000065239146
65,37.523299994063564,18.64749999367632,18.875800000387244,0.026699999580159783,0.027999994927085936,13.618199998745695,0.0,0.0,0.0,0.010200004908256233,3.9533999952254817,0.0,0.0,0.0,3.6669,4.081499995663762,10.680100007448345,0.4101,7.83921,8.2613,0.326,0.1187,0.1417,18.819699995219707,3.9112000085879117
66,34.216199986985885,16.218899996601976,17.997299990383908,0.022100008209235966,0.024599998141638935,12.3098000040045,0.0,0.0,0.0,0.007800001185387373,3.4373000089544803,0.0,0.0,0.0,0.9795,1.6341000009560958,15.189099998679012,0.1788,12.69242,13.2305,0.4487,0.1985,0.2353,17.97499999520369,3.401599999051541
67,36.60340000351425,19.144300007610582,17.45909999590367,0.030800001695752144,0.031499992473982275,15.030700000352226,0.0,0.0,0.0,0.006699992809444666,3.6435999936657026,0.0,0.0,0.0,0.886,1.8410000047879294,14.566100013325922,0.1908,12.57358,13.1284,0.2589,0.0969,0.0906,17.44499999040272,3.6088000051677227
68,35.1375000027474,16.119300009449944,19.018199993297458,0.016699996194802225,0.01990000600926578,11.634599999524653,0.0,0.0,0.0,0.008099988917820156,3.5345999931450933,0.0,0.0,0.0,0.4385,1.5481000009458512,16.813100010040216,0.2783,14.4245,14.9449,0.3419,0.1652,0.2401,18.9682000054745,3.4980999917024747
69,37.41469999658875,17.94089999748394,19.473799999104813,0.028800001018680632,0.02820001100189984,13.987300000735559,0.0,0.0,0.0,0.006699992809444666,3.4919000027002767,0.0,0.0,0.0,0.541,1.9398000004002824,16.772799994214438,0.1822,14.3254,14.8947,0.3574,0.1824,0.2743,19.450899999355897,3.4633000032044947
70,31.006000004708767,17.903200001455843,13.102800003252923,0.028800001018680632,0.029100003303028643,14.260600000852719,0.0,0.0,0.0,0.007599999662488699,3.165600006468594,0.0,0.0,0.0,0.84,1.600399991730228,10.510699998121709,0.1673,8.54112,9.0959,0.2683,0.1119,0.1216,13.086799997836351,3.1337999971583486
71,31.80709999287501,15.64939999661874,16.15769999625627,0.019400002202019095,0.01999999221879989,11.617800002568401,0.0,0.0,0.0,0.01170000177808106,3.563399994163774,0.0,0.0,0.0,0.4787,1.7265000060433522,13.760799993178807,0.2014,11.69503,12.2238,0.2569,0.114,0.1032,16.120000000228174,3.520600002957508
72,36.390499997651204,16.092400008346885,20.29809998930432,0.019099999917671084,0.019400002202019095,12.069899996276945,0.0,0.0,0.0,0.007800001185387373,3.502799998386763,0.0,0.0,0.0,0.8918,1.6583999968133867,17.546500006574206,0.184,15.14008,15.6791,0.3857,0.181,0.1362,20.277399991755374,3.4690000029513612
73,30.662099990877323,17.910800001118332,12.75129998975899,0.02780000795610249,0.028800001018680632,13.785900009679608,0.0,0.0,0.0,0.012300006346777081,3.6615999997593462,0.0,0.0,0.0,0.8076,1.866799997515045,9.925599995767698,0.3442,7.84911,8.1829,0.2409,0.0947,0.0816,12.736600008793175,3.6173999978927895
74,35.15650000190362,16.214699993724935,18.94180000817869,0.01850000990089029,0.018799997633323073,11.607399996137246,0.0,0.0,0.0,0.006799993570894003,4.175099995336495,0.0,0.0,0.0,0.585,1.653299987083301,16.478499994263984,0.1574,14.33645,14.8233,0.363,0.1782,0.1552,18.890200008172542,4.140700009884313
75,33.810900000389665,18.21199999540113,15.598900004988536,0.03199999628122896,0.0337999954354018,14.413400000194088,0.0,0.0,0.0,0.006400005077011883,3.335400004289113,0.0,0.0,0.0,0.5709,1.8354000058025122,13.053500006208196,0.1746,11.01206,11.6073,0.2421,0.0864,0.0996,15.583200001856312,3.3078999986173585
76,27.89440000196919,15.694899993832223,12.199500008136965,0.01889999839477241,0.019800005247816443,11.692799991578795,0.0,0.0,0.0,0.005800000508315861,3.5842000070260838,0.0,0.0,0.0,0.7088,1.6908000106923282,9.619199990993366,0.1512,7.6106,8.2368,0.2223,0.0923,0.0835,12.182500009657815,3.5414000012679026
77,34.76260000024922,16.04040000529494,18.72219999495428,0.02059999678749591,0.01789999078027904,12.11440000042785,0.0,0.0,0.0,0.009199997293762863,3.4909999958472326,0.0,0.0,0.0,0.6068,1.7537999956402928,16.175099997781217,0.2683,13.96111,14.4134,0.3331,0.1676,0.1332,18.679999993764795,3.453199999057688
78,37.6105000032112,17.94530000188388,19.66520000132732,0.031799994758330286,0.02920000406447798,14.048099998035468,0.0,0.0,0.0,0.00829999044071883,3.4370000066701323,0.0,0.0,0.0,0.5647,1.7794999876059592,17.16119999764487,0.1773,14.56286,15.6978,0.2186,0.0904,0.101,19.650799993542023,3.4004999906755984
79,39.87720000441186,15.385800012154505,24.491399992257357,0.016999998479150236,0.019800005247816443,11.459200002718717,0.0,0.0,0.0,0.010200004908256233,3.4607000125106424,0.0,0.0,0.0,0.5831,1.6418000013800338,22.076599998399615,0.2493,19.76262,20.3465,0.2776,0.1001,0.2109,24.473900004522875,3.4188999998150393
80,27.50460000243038,15.930800000205636,11.573800002224743,0.031000003218650818,0.033500007702969015,11.71799999428913,0.0,0.0,0.0,0.008300004992634058,3.6683999933302402,0.0,0.0,0.0,0.6123,1.9482000061543658,8.84819999919273,0.2257,6.63101,7.1753,0.2564,0.1011,0.0998,11.542899999767542,3.6321000079624355
81,28.321300007519312,15.431299994816072,12.89000001270324,0.022099993657320738,0.01729998621158302,11.442800008808263,0.0,0.0,0.0,0.0092999980552122,3.4585999965202063,0.0,0.0,0.0,0.5434,1.6195000061998144,10.56819999939762,0.1738,8.53323,9.0709,0.2598,0.1189,0.1157,12.872899998910725,3.421600005822256
82,31.85719999601133,15.677399991545826,16.179800004465505,0.01889999839477241,0.02130000211764127,11.816199999884702,0.0,0.0,0.0,0.008700008038431406,3.386199998203665,0.0,0.0,0.0,0.6332,1.7816000035963953,13.620199999422766,0.2705,11.61598,12.138,0.2177,0.083,0.0824,16.166499990504235,3.351799998199567
