frame,frame_total_ms,producer_ms,consumer_ms,inter_frame_gap_ms,c_MF ReadSample/decode availability,c_consumer_upload,c_consumer_native_call,c_VideoProcessor CPU submit,c_VideoProcessor GPU completion,c_GPU wait/synchronization,c_AMF submit/backpressure,c_AMF QueryOutput,c_Packet write,c_pipeline_total
65,15.688600004068576,0.025999994250014424,15.662600009818561,0.012400007108226418,0.4835,0.0043000036384910345,15.014200005680323,0.2286,13.25761,13.4172,0.4993,0.252,0.228,15.648300002794713
66,38.933699994231574,0.04549999721348286,38.88819999701809,0.026399997295811772,1.1371,0.0037999998312443495,37.614300003042445,0.2247,35.81297,35.9803,0.2834,0.1907,0.3515,38.87659999600146
67,40.637499987496994,0.03229999856557697,40.60519998893142,0.01820000761654228,0.7357,0.004599991370923817,39.75460000219755,0.2286,38.5779,38.772,0.2096,0.0898,0.0838,40.59720000077505
68,10.272300001815893,0.025200002710334957,10.247099999105558,0.01270000939257443,0.7848,0.0031999952625483274,9.36010001169052,0.2202,8.47344,8.529,0.1879,0.0954,0.1079,10.238799994112924
69,39.17109999747481,0.022599997464567423,39.148500000010245,0.012499993317760527,0.4012,0.003100009053014219,38.6203999951249,0.2055,37.51382,37.6202,0.2463,0.1078,0.112,39.117299995268695
70,8.389299997361377,0.023300002794712782,8.365999994566664,0.012600008631125093,0.8803,0.003000008291564882,7.3954999970737845,0.2252,6.50763,6.531,0.1352,0.0938,0.0932,8.358399994904175
71,49.32350000308361,0.022499996703118086,49.30100000638049,0.011299998732283711,0.4763,0.0024000037228688598,48.68290000013076,0.147,47.21082,47.3992,0.4153,0.2274,0.2103,49.28769999241922
72,6.553300001542084,0.04579999949783087,6.507500002044253,0.02710000262595713,1.1883,0.0049000082071870565,5.1663999911397696,0.2342,3.97946,4.0792,0.2385,0.1264,0.1414,6.49610000255052
73,45.27470000903122,0.028700000257231295,45.24600000877399,0.015399986295960844,0.6925,0.0041000021155923605,44.25769999215845,0.222,41.61763,41.7241,0.9507,0.4672,0.4642,45.22319999523461
74,7.9587999935029075,0.06859999848529696,7.8901999950176105,0.04060000355821103,1.8209,0.006100002792663872,5.892599991057068,0.2701,4.4,4.4677,0.2241,0.1507,0.1479,7.877099997131154
75,46.16909999458585,0.0320999970426783,46.13699999754317,0.01780000457074493,1.0568,0.0018999999156221747,44.84419999062084,0.1763,41.80756,42.0677,1.1485,0.603,0.3277,46.11720000684727
76,8.37689999025315,0.06629999552387744,8.310599994729273,0.0374000082956627,2.0585,0.0041000021155923605,6.0021999961463735,0.2606,4.48196,4.5719,0.2213,0.1424,0.1253,8.283399991341867
77,44.89669999748003,0.043799998820759356,44.85289999865927,0.02370000584051013,0.9595,0.0028999929782003164,43.751199991675094,0.1762,42.03108,42.2471,0.4231,0.2424,0.1638,44.83879999315832
78,6.275499996263534,0.043499996536411345,6.2319999997271225,0.02510000194888562,1.0237,0.004099987563677132,5.081000010250136,0.2399,3.7024,3.8246,0.2384,0.1237,0.1122,6.221499992534518
79,43.846800006576814,0.0261999957729131,43.8206000108039,0.015500001609325409,0.6216,0.0018999999156221747,43.03939999954309,0.2465,41.81991,41.9111,0.2448,0.0989,0.1131,43.75350000918843
80,13.276300000143237,0.02510000194888562,13.251199998194352,0.01239999255631119,0.5956,0.0013999961083754897,12.517000010120682,0.5747,10.91969,10.857,0.4021,0.2043,0.1702,13.234300000476651
81,25.3173999954015,0.04449998959898949,25.272900005802512,0.02580000727903098,1.1334,0.006300004315562546,24.003099999390543,0.4063,22.47336,22.5305,0.2166,0.0953,0.1679,25.263399991672486
82,7.837500001187436,0.02469999890308827,7.812800002284348,0.012299991794861853,0.9213,0.0023000029614195228,6.797099995310418,0.13,5.77793,5.9688,0.1646,0.0894,0.0868,7.805000001098961
83,40.37129999778699,0.022899999748915434,40.348399998038076,0.01170000177808106,0.5584,0.003200009814463556,39.690799996606074,0.1237,38.641,38.8633,0.2229,0.1043,0.1145,40.33980000531301
84,12.68559999880381,0.029799994081258774,12.65580000472255,0.01300001167692244,0.5208,0.0031999952625483274,11.940099997445941,0.2246,9.76267,9.734,0.727,0.421,0.3316,12.635899998713285
85,41.591700006392784,0.07760000880807638,41.51409999758471,0.03849998756777495,1.6236,0.0043000036384910345,39.71690000616945,0.2712,38.06082,38.2003,0.3078,0.1415,0.1381,41.5011000004597
86,7.451400000718422,0.033899996196851134,7.417500004521571,0.01750000228639692,0.8355,0.005599998985417187,6.452499990700744,0.1965,5.32628,5.4391,0.2083,0.0945,0.1053,7.408899997244589
87,45.20800001046155,0.024499997380189598,45.18350001308136,0.012499993317760527,0.5634,0.0032999960239976645,44.51990000961814,0.2156,43.5003,43.5446,0.2409,0.0953,0.0932,45.175699997344054
88,6.7894000094383955,0.024299995857290924,6.765100013581105,0.012199991033412516,0.8618,0.0035999983083456755,5.800700004328974,0.2098,4.96036,4.9962,0.1397,0.0935,0.1687,6.757099996320903
89,59.15169999934733,0.021799991372972727,59.129900007974356,0.010899995686486363,1.2266,0.0033999967854470015,57.7841000049375,0.154,56.79526,56.6087,0.2076,0.0939,0.0923,59.102699990035035
90,10.376999998698011,0.020899999071843922,10.356099999626167,0.012200005585327744,0.6598,0.0032999960239976645,9.605600003851578,0.2181,8.72313,8.6678,0.1495,0.0923,0.1727,10.348900003009476
91,42.775499998242594,0.02160000440198928,42.753899993840605,0.012099990271963179,0.4861,0.0029999937396496534,42.172400004346855,0.3745,41.10319,41.0478,0.2265,0.0994,0.1494,42.74740000255406
92,7.195700003649108,0.023300002794712782,7.172400000854395,0.01200000406242907,0.588,0.0045000051613897085,6.463500001700595,0.1403,5.56919,5.6853,0.1646,0.0972,0.1648,7.160799999837764
93,42.60469999280758,0.023299988242797554,42.581400004564784,0.012100004823878407,0.4665,0.0012999953469261527,42.022800000268035,0.2097,41.00092,41.0797,0.2379,0.1018,0.1013,42.572399994242005
94,12.47450000664685,0.02570000651758164,12.448800000129268,0.012899996363557875,0.5261,0.0041000021155923605,11.738699991838075,0.2599,9.59861,9.7324,0.6442,0.3135,0.295,12.432600007741712
95,37.91500000806991,0.05539999983739108,37.85960000823252,0.031499992473982275,1.5984,0.006000002031214535,36.111800000071526,0.2524,34.73219,34.9066,0.2214,0.0962,0.1101,37.85029999562539
96,9.078200004296377,0.023200002033263445,9.055000002263114,0.012099990271963179,0.5221,0.0036999990697950125,8.421999998972751,0.2428,7.42679,7.4361,0.1463,0.1263,0.1689,9.047300001839176
97,41.30759999679867,0.023100001271814108,41.28449999552686,0.011399999493733048,0.6265,0.0035999983083456755,40.55410000728443,0.2143,39.49613,39.5681,0.2225,0.0972,0.0985,41.27710001193918
98,8.055900005274452,0.022799998987466097,8.033100006286986,0.011600001016631722,0.475,0.0024999899324029684,7.466099996236153,0.1371,6.42364,6.5581,0.22,0.0981,0.1016,8.025599992834032
99,42.32990001037251,0.022400010493583977,42.30749999987893,0.010899995686486363,0.4829,0.0015999976312741637,41.71059999498539,0.1925,40.67824,40.7652,0.2246,0.1079,0.1102,42.276799998944625
100,15.149300001212396,0.024299995857290924,15.125000005355105,0.010399991879239678,0.5397,0.0035999983083456755,14.402400003746152,0.2332,12.62336,12.6342,0.5114,0.3217,0.2848,15.108599996892735
101,38.451500004157424,0.05670000973623246,38.39479999442119,0.0320999970426783,1.3085,0.005199995939619839,36.93859999475535,0.2788,35.53228,35.6712,0.2245,0.1018,0.1173,38.3847000048263
102,5.375599997933023,0.02379999205004424,5.351800005882978,0.01200000406242907,0.5334,0.0020000006770715117,4.735399998025969,0.2222,3.79748,3.7704,0.1423,0.0996,0.0978,5.343800003174692
103,43.50200000044424,0.021899992134422064,43.48010000830982,0.01200000406242907,0.4177,0.0020000006770715117,42.96389999217354,0.1465,41.98097,42.0866,0.2221,0.1042,0.1056,43.47200000484008
104,8.319100001244806,0.024100008886307478,8.294999992358498,0.012199991033412516,0.4854,0.002800006768666208,7.712799997534603,0.149,6.74791,6.7645,0.1844,0.1072,0.1678,8.28739999269601
105,40.71190000104252,0.02479999966453761,40.687100001377985,0.01200000406242907,0.9016,0.006700007361359894,39.64700001233723,0.1571,38.25336,38.5865,0.2164,0.0952,0.0904,40.67899999790825
106,15.07530000526458,0.02340000355616212,15.051900001708418,0.012899996363557875,0.915,0.0040000013541430235,13.89309999649413,0.2335,11.35778,11.5166,0.7663,0.4076,0.3686,15.027400004328229
107,63.396500001545064,0.08589999924879521,63.31060000229627,0.04999998782295734,1.7619,0.0049000082071870565,61.39970000367612,0.2827,59.98304,60.207,0.2124,0.0981,0.1604,63.299400004325435
108,27.357500002835877,0.022400010493583977,27.335099992342293,0.011299998732283711,1.1626,0.0023999891709536314,26.063900004373863,0.2125,25.01507,25.1248,0.1931,0.1009,0.1097,27.324200011207722
109,14.348799988511018,0.03369999467395246,14.315099993837066,0.012600008631125093,0.4031,0.002700006007216871,13.591399998404086,0.1412,9.70119,9.8592,1.0624,0.7735,1.0098,14.221699995687231
110,39.31170000578277,0.09040000441018492,39.22130000137258,0.050000002374872565,1.9965,0.0041000021155923605,37.077300003147684,0.3437,35.56237,35.7263,0.2003,0.0954,0.0965,39.20900000957772
111,14.638900000136346,0.02510000194888562,14.61379999818746,0.012699994840659201,0.9651,0.0035999983083456755,13.406500002020039,0.4114,10.67558,10.5646,0.9998,0.4169,0.3742,14.589600003091618
112,40.33850000996608,0.08430000161752105,40.25420000834856,0.04939999780617654,2.0924,0.004899993655271828,37.996300001395866,0.3246,36.35215,36.4649,0.2337,0.1051,0.1148,40.24299999582581
113,5.2092999976594,0.025200002710334957,5.184099994949065,0.012299991794861853,0.8267,0.002700006007216871,4.267199998139404,0.2127,3.20708,3.3092,0.137,0.0922,0.0937,5.176600010599941
114,48.08140000386629,0.021899992134422064,48.05950001173187,0.010700008715502918,0.9796,0.0024000037228688598,46.91540000203531,0.2015,45.0876,45.1593,0.6408,0.3106,0.2965,48.043399991001934
115,7.360699994023889,0.05809999129269272,7.302600002731197,0.032500000088475645,1.4207,0.0040000013541430235,5.717199994251132,0.2656,4.13744,4.2327,0.256,0.1623,0.1464,7.290499997907318
116,45.46269999991637,0.03239999932702631,45.43030000058934,0.016999998479150236,1.1196,0.0036999990697950125,44.10640000423882,0.1737,41.7228,41.9407,0.7638,0.323,0.3208,45.41310000058729
117,7.588299995404668,0.0577000027988106,7.5305999926058576,0.03239999932702631,1.3535,0.0037999998312443495,6.033400000887923,0.2487,4.82614,4.3387,0.1976,0.1427,0.1417,7.518800004618242
118,54.89879999367986,0.031499992473982275,54.86730000120588,0.016200006939470768,0.8219,0.0016999983927235007,53.94860000524204,0.2137,52.6697,52.896,0.2033,0.0928,0.1041,54.8580999893602
119,8.030800003325567,0.023999993572942913,8.006800009752624,0.012300006346777081,1.1365,0.004899993655271828,6.702999991830438,0.1682,5.41476,5.5312,0.2281,0.1095,0.1039,7.9415999935008585
120,30.907799999113195,0.020400009816512465,30.887399989296682,0.011999989510513842,0.7252,0.005800000508315861,30.026700012967922,0.1682,28.81825,28.8635,0.3161,0.1352,0.1056,30.878300007316284
121,13.741799994022585,0.03090000245720148,13.710899991565384,0.01650000922381878,0.6514,0.004799992893822491,12.896999993245117,0.2239,11.22613,11.2983,0.4238,0.2457,0.254,13.69749999139458
122,40.735300004598685,0.04600000102072954,40.689300003577955,0.025500004994682968,1.0684,0.0051000097300857306,39.467700000386685,0.2725,37.90307,38.0206,0.3193,0.1558,0.1464,40.677600001799874
123,7.070299994666129,0.03599999763537198,7.034299997030757,0.01829999382607639,0.6567,0.002800006768666208,6.2726000032853335,0.4787,5.42052,5.1718,0.141,0.1063,0.1174,7.02580000506714
124,44.65619999973569,0.02160000440198928,44.6345999953337,0.012400007108226418,0.4875,0.0028999929782003164,44.05100000440143,0.1261,42.98665,43.1321,0.2344,0.0972,0.1625,44.625900001847185
125,7.222700005513616,0.024599998141638935,7.198100007371977,0.012899996363557875,0.4824,0.0023000029614195228,6.623399996897206,0.1287,5.68603,5.8535,0.1528,0.1044,0.1055,7.190400006948039
126,42.40230000868905,0.02200000744778663,42.38030000124127,0.012199991033412516,0.4222,0.0024000037228688598,41.86330000811722,0.1862,40.64223,40.7816,0.2369,0.1426,0.1929,42.3717000085162
127,15.336099997512065,0.021800005924887955,15.314299991587177,0.011099997209385037,0.5053,0.003100009053014219,14.660600005299784,0.2287,13.02421,13.032,0.3835,0.2572,0.3069,15.301099992939271
128,52.10040000383742,0.04490000719670206,52.05549999664072,0.02479999966453761,1.0384,0.0044000043999403715,50.87390000699088,0.2756,49.49862,49.635,0.2174,0.1087,0.127,52.04019999655429
129,8.295099993119948,0.023200002033263445,8.271899991086684,0.01340000017080456,0.56,0.005399997462518513,7.58440000936389,0.2213,6.65743,6.6568,0.1654,0.099,0.1613,8.24589999683667
130,41.52080000494607,0.0202999945031479,41.50050001044292,0.010500007192604244,0.5826,0.0025999906938523054,40.80980000435375,0.1957,39.76277,39.9028,0.2106,0.0946,0.1038,41.49229999165982
131,13.3819000038784,0.02469999890308827,13.357200004975311,0.012199991033412516,0.8429,0.0034999975468963385,12.260800009244122,0.2217,9.34332,9.3343,0.8855,0.6485,0.6698,13.332599992281757
132,38.82729999895673,0.08859999070409685,38.738700008252636,0.050000002374872565,2.1838,0.0050000089686363935,36.38659999705851,0.3434,34.79664,34.8954,0.2394,0.1089,0.1603,38.72650000266731
133,8.01030000729952,0.023900007363408804,7.986399999936111,0.01239999255631119,0.8764,0.0018999999156221747,7.038499999907799,0.2194,5.85109,5.947,0.1307,0.091,0.0889,7.979500005603768
134,64.27160000021104,0.020699997548945248,64.25090000266209,0.01069999416358769,0.5566,0.0026999914553016424,63.46470001153648,0.1293,60.31756,60.4984,1.2972,0.537,0.4289,64.22800000291318
135,8.39839999389369,0.08769999840296805,8.310699995490722,0.050700007705017924,1.7095,0.0040000013541430235,6.413700000848621,0.3142,4.58413,4.7008,0.2616,0.1391,0.1276,8.296900006826036
136,41.64299998956267,0.03239999932702631,41.61059999023564,0.01780000457074493,0.9787,0.005199995939619839,40.50709999864921,0.2418,39.28984,39.4437,0.2279,0.1046,0.1005,41.60219999903347
137,11.288100009551272,0.025000001187436283,11.263100008363836,0.01200000406242907,0.5648,0.0039000005926936865,10.5461000057403,0.1199,9.1157,9.2061,0.4,0.2931,0.2157,11.247800008277409
138,23.722300000372343,0.04850000550504774,23.673799994867295,0.027999994927085936,1.0318,0.0033999967854470015,22.519400008604862,0.2311,21.16981,21.3468,0.2231,0.1028,0.1559,23.66479999909643
139,12.607399999978952,0.02169999061152339,12.585700009367429,0.011900003300979733,0.5527,0.0027999922167509794,11.79789999150671,0.1387,9.67583,9.8223,0.5822,0.4221,0.3411,12.51669999328442
140,43.45560001092963,0.05360000068321824,43.40200001024641,0.034899989259429276,1.4513,0.0040000013541430235,41.52170001179911,0.2835,37.44332,37.6189,1.0495,0.6497,0.966,43.36179999518208
141,9.514200006378815,0.14150000060908496,9.37270000576973,0.08069998875726014,2.2656,0.00790000194683671,6.857300002593547,0.381,4.67685,4.733,0.3888,0.2454,0.187,9.35570000729058
