frame,frame_total_ms,producer_ms,consumer_ms,inter_frame_gap_ms,c_MF ReadSample/decode availability,c_consumer_upload,c_consumer_native_call,c_VideoProcessor CPU submit,c_VideoProcessor GPU completion,c_GPU wait/synchronization,c_AMF submit/backpressure,c_AMF QueryOutput,c_Packet write,c_pipeline_total
269,26.158499997109175,0.05649999366141856,26.102000003447756,0.037600009818561375,3.1466,0.005599998985417187,22.61079999152571,0.2393,19.05639,19.2531,1.0749,0.6672,0.4656,26.01049999066163
270,7.8585000010207295,0.08240000170189887,7.776099999318831,0.04889999399892986,1.6137,0.0036999990697950125,5.990000005112961,0.3305,4.66174,4.7516,0.2282,0.1648,0.1591,7.762499997625127
271,45.75979999208357,0.03199999628122896,45.72779999580234,0.015900004655122757,0.825,0.0029999937396496534,44.73900000448339,0.3308,42.55856,42.663,0.5213,0.3875,0.2698,45.71220000798348
272,6.914500001585111,0.05119999696034938,6.863300004624762,0.02820001100189984,1.3504,0.005800000508315861,5.354900000384077,0.2548,3.88809,4.0575,0.2273,0.1493,0.1607,6.851300000562333
273,38.519399997312576,0.02710000262595713,38.49229999468662,0.01479999627918005,0.711,0.0045000051613897085,37.667399999918416,0.2261,36.39408,36.6189,0.2202,0.1142,0.1148,38.483899988932535
274,14.316899992991239,0.023299988242797554,14.293600004748441,0.012400007108226418,0.5817,0.002800006768666208,13.478199995006435,0.1381,10.65855,10.7834,1.0932,0.5481,0.4017,14.268600003561005
275,37.75610000593588,0.08140000863932073,37.67469999729656,0.047299996367655694,1.8197,0.007300011930055916,35.66100000170991,0.3466,34.00274,34.0714,0.2106,0.114,0.1901,37.66349999932572
276,7.64799999888055,0.024900000425986946,7.623099998454563,0.012899996363557875,0.6833,0.005900001269765198,6.8177000066498294,0.2413,5.78078,5.8226,0.1783,0.0933,0.1143,7.615599999553524
277,49.874299991643056,0.02300000051036477,49.85129999113269,0.012300006346777081,1.0403,0.0024000037228688598,48.61670000536833,0.2091,46.05427,46.1536,0.878,0.4033,0.3433,49.83170000195969
278,7.526800007326528,0.0619000056758523,7.464900001650676,0.03860000288113952,1.5086,0.006999995093792677,5.772599994088523,0.2365,4.09932,4.2389,0.2404,0.1773,0.2462,7.453600002918392
279,38.73159999784548,0.029699993319809437,38.70190000452567,0.015500001609325409,1.1004,0.0024000037228688598,37.44070000539068,0.184,36.33052,36.5347,0.2139,0.0957,0.0968,38.637999998172745
280,15.39079999201931,0.020499996026046574,15.370299995993264,0.011199997970834374,0.557,0.002700006007216871,14.675400001578964,0.1458,13.17003,13.2685,0.3972,0.2292,0.197,15.357500000391155
281,20.816000003833324,0.0416000111727044,20.77439999266062,0.02300000051036477,1.1106,0.0044000043999403715,19.533400001819246,0.211,18.0701,18.2446,0.2916,0.1275,0.1954,20.764800006872974
282,14.249800005927682,0.025200002710334957,14.224600003217347,0.013600001693703234,0.5312,0.0035999983083456755,13.511900004232302,0.1491,11.08822,11.2171,0.5977,0.4365,0.5744,14.204699997208081
283,44.751000008545816,0.06590000702999532,44.68510000151582,0.03709999145939946,1.9152,0.0052000104915350676,42.55490000650752,0.2685,39.6169,39.8137,0.8522,0.4027,0.3658,44.666600006166846
284,7.615099995746277,0.05750000127591193,7.557599994470365,0.03189999551977962,1.9236,0.00549999822396785,5.465299997013062,0.2731,4.21198,4.2552,0.2882,0.1559,0.1423,7.5443999958224595
285,21.57880000595469,0.03330000618007034,21.54549999977462,0.0337999954354018,0.7437,0.004699992132373154,20.680000001448207,0.1687,19.65135,19.6914,0.1989,0.1033,0.1112,21.53569999791216
286,13.828499999362975,0.02439999661874026,13.804100002744235,0.012100004823878407,0.5623,0.0046000059228390455,13.0358000023989,0.2322,10.73075,10.7934,0.6953,0.4627,0.4025,13.785100003588013
287,46.06789999525063,0.06600000779144466,46.00189998745918,0.03749999450519681,1.8569,0.00689999433234334,43.90229999262374,0.3017,41.04641,41.203,0.7478,0.4301,0.3888,45.98109998914879
288,7.79319999855943,0.062700011767447,7.730499986791983,0.036600002204068005,2.1391,0.005299996701069176,5.430200006230734,0.2779,4.19912,4.3349,0.2156,0.1627,0.1417,7.717800006503239
289,43.552299990551546,0.032199997804127634,43.52009999274742,0.01680001150816679,1.0033,0.0022000021999701858,42.308899995987304,0.1848,40.33773,40.56,0.5711,0.3371,0.2919,43.4607000061078
290,7.337899995036423,0.05119999696034938,7.286699998076074,0.031100003980100155,1.5538,0.0043000036384910345,5.594000002020039,0.2433,4.11377,4.2043,0.2402,0.1431,0.1513,7.275700001628138
291,41.152499994495884,0.03029999788850546,41.12219999660738,0.016600009985268116,0.7654,0.0028999929782003164,40.25579999142792,0.2222,38.92868,39.1626,0.2443,0.105,0.1221,41.11229999398347
292,11.445999989518896,0.02510000194888562,11.42089998757001,0.012200005585327744,0.4959,0.002800006768666208,10.664800007361919,0.1623,7.40508,7.2363,1.0136,0.7728,0.7052,11.395199995604344
293,45.70349999994505,0.09049999061971903,45.61300000932533,0.051300012273713946,2.479,0.0048000074457377195,42.93130000587553,0.3554,40.71187,40.8528,0.4266,0.2424,0.2342,45.59589999553282
294,6.594100006623194,0.04560001252684742,6.548499994096346,0.02519998815841973,1.3046,0.005699999746866524,5.094200008898042,0.232,3.69954,3.8506,0.2127,0.1348,0.1443,6.538200002978556
295,21.517799992579967,0.02920000406447798,21.48859998851549,0.015300000086426735,0.9121,0.0020000006770715117,20.478600010392256,0.2426,19.2364,19.3573,0.2233,0.1016,0.1049,21.48029999807477
296,14.653000005637296,0.024499997380189598,14.628500008257106,0.012400007108226418,0.6098,0.0041000021155923605,13.765700001385994,0.1416,10.63953,10.746,0.9956,0.7609,0.4673,14.60120000410825
297,45.03880000265781,0.1419000036548823,44.896899999002926,0.056599994422867894,1.6001,0.0044000043999403715,43.005899991840124,0.3038,39.02572,39.2265,1.1519,0.7678,0.5184,44.86789999646135
298,8.612400008132681,0.08540000999346375,8.526999998139217,0.04849999095313251,2.0839,0.0039000005926936865,6.26639999973122,0.2857,4.48328,4.6405,0.1937,0.1501,0.2833,8.512000000337139
299,21.617199992761016,0.032899988582357764,21.584300004178658,0.019500002963468432,1.9732,0.0029999937396496534,19.487999990815297,0.1768,18.53478,18.284,0.1909,0.1036,0.1104,21.555399987846613
300,16.585500008659437,0.020400009816512465,16.565099998842925,0.011199997970834374,0.4544,0.003000008291564882,15.863499997067265,0.1382,13.40443,13.5717,0.8134,0.4809,0.3389,16.54199999757111
301,22.680800000671297,0.07660000119358301,22.604199999477714,0.04129999433644116,1.2732,0.0050000089686363935,21.175800007767975,0.3012,19.74437,19.8079,0.222,0.1058,0.1435,22.592699999222532
302,13.818799998261966,0.024499997380189598,13.794300000881776,0.012300006346777081,0.5381,0.002900007530115545,13.094199995975941,0.1519,10.89503,10.9961,0.7358,0.3608,0.3634,13.778299995465204
303,148.48959998926148,0.052499992307275534,148.4370999969542,0.030499999411404133,1.4023,0.0039000005926936865,146.88420000311453,0.3355,144.97767,145.2707,0.2989,0.1227,0.1367,148.4263999882387
304,11.006300002918579,0.02920000406447798,10.9770999988541,0.015400000847876072,0.511,0.005699999746866524,10.328700009267777,0.1787,9.01766,9.1105,0.2599,0.1443,0.1611,10.966400004690513
305,21.318600003723986,0.031400006264448166,21.28719999745954,0.015099998563528061,0.5585,0.0036999990697950125,20.607200000085868,0.2149,18.82137,19.1965,0.3453,0.1508,0.2,21.274599988828413
306,13.927799998782575,0.028800001018680632,13.898999997763894,0.017700003809295595,0.6682,0.009900002623908222,13.036200005444698,0.1874,10.83503,10.945,0.4128,0.2706,0.4988,13.884500003769062
307,27.71490000304766,0.04719999560620636,27.667700007441454,0.025000001187436283,1.033,0.005999987479299307,26.439699999173172,0.2443,24.38489,24.5637,0.4422,0.2461,0.2432,27.65249999356456
308,7.394300002488308,0.043100008042529225,7.351199994445778,0.023499989765696228,1.2999,0.005599998985417187,5.842300000949763,0.2801,3.94984,4.002,0.2848,0.2428,0.3116,7.333199988352135
309,25.392799987457693,0.031199990189634264,25.36159999726806,0.018100006855092943,0.6698,0.006499991286545992,24.541999999200925,0.3383,22.73306,22.9105,0.2524,0.1416,0.1084,25.330899996333756
310,6.229799997527152,0.02510000194888562,6.204699995578267,0.012800010154023767,0.5125,0.0021000014385208488,5.594800008111633,0.3273,4.22149,4.3277,0.206,0.1088,0.1547,6.195800000568852
311,27.407499990658835,0.030499999411404133,27.37699999124743,0.014200006262399256,0.4914,0.0042000028770416975,26.75710000039544,0.1879,25.22073,25.4972,0.2896,0.1442,0.1331,27.365600006305613
312,16.457700010505505,0.032199997804127634,16.425500012701377,0.01889999839477241,0.9681,0.0043000036384910345,15.338400000473484,0.2799,13.86126,14.0926,0.185,0.1014,0.1925,16.417400009231642
313,39.59100000793114,0.024100008886307478,39.566899999044836,0.011599986464716494,0.4783,0.0026000052457675338,38.87270000996068,0.2045,36.912,37.1828,0.5284,0.2331,0.2363,39.55190000124276
314,6.485200006864034,0.04959999932907522,6.435600007534958,0.03429999924264848,1.2883,0.007399998139590025,4.992499991203658,0.2182,3.6638,3.7242,0.2596,0.1421,0.1471,6.424799998058006
315,41.613900000811554,0.02680000034160912,41.587100000469945,0.014599994756281376,0.5999,0.006400005077011883,40.83719999471214,0.2589,39.12003,39.3076,0.3634,0.1586,0.2417,41.57390000182204
316,6.823999996413477,0.037999998312443495,6.785999998101033,0.018799997633323073,0.9193,0.003500012098811567,5.740499997045845,0.2163,4.32954,4.5295,0.2061,0.1175,0.1402,6.775499990908429
317,41.778500002692454,0.03229999856557697,41.74620000412688,0.015700003132224083,0.5812,0.006099988240748644,41.035100002773106,0.278,39.78732,39.785,0.2515,0.1125,0.1292,41.736700004548766
318,14.032100007170811,0.02710000262595713,14.005000004544854,0.01239999255631119,0.9972,0.006100002792663872,12.815499998396263,0.2454,10.38867,10.5285,0.6991,0.3286,0.3359,13.988400009111501
319,41.74229998898227,0.059999991208314896,41.68229999777395,0.032800002372823656,1.2354,0.00549999822396785,39.69270001107361,0.2485,35.87248,36.029,0.8931,0.7272,0.719,41.33229999570176
320,11.27200000337325,0.13350001245271415,11.138499990920536,0.08019999950192869,3.8041,0.008300004992634058,7.0675999886589125,0.4279,4.89509,4.8992,0.3275,0.1664,0.2164,11.118700000224635
321,26.726800002506934,0.03510000533424318,26.69169999717269,0.01780000457074493,0.829,0.006599992047995329,25.731800007633865,0.2616,24.47156,24.542,0.1992,0.1235,0.1305,26.68239999911748
322,5.64940000185743,0.02269999822601676,5.626700003631413,0.01170000177808106,0.5725,0.003100009053014219,4.9583999934839085,0.1291,3.90676,4.0756,0.1518,0.1148,0.1047,5.619500007014722
323,44.26670000248123,0.022100008209235966,44.244599994271994,0.011599986464716494,0.5435,0.003300010575912893,43.45450000255369,0.2087,40.14036,40.1866,1.1969,0.651,0.5247,44.21849999926053
324,8.429900000919588,0.08800000068731606,8.341900000232272,0.05060000694356859,1.7839,0.0046000059228390455,6.368200003635138,0.3086,4.65684,4.6346,0.2287,0.1559,0.1524,8.328500000061467
325,25.661899999249727,0.029400005587376654,25.63249999366235,0.01649999467190355,0.9357,0.002900007530115545,24.590600005467422,0.233,23.46839,23.5594,0.2122,0.1219,0.1944,25.623800000175834
326,6.842900009360164,0.024299995857290924,6.8186000135028735,0.013299999409355223,0.5299,0.0039000005926936865,6.189899999299087,0.1187,5.16713,5.2592,0.1804,0.1028,0.1701,6.810700011556037
327,150.23749999818392,0.02130000211764127,150.21619999606628,0.010899995686486363,0.4773,0.0025000044843181968,149.63459999125917,0.1558,147.64514,148.2356,0.462,0.1916,0.1424,150.20639999420382
328,5.220999999437481,0.02989999484270811,5.191100004594773,0.014999997802078724,0.6581,0.0032999960239976645,4.421599995112047,0.1577,3.52328,3.3495,0.1744,0.1097,0.1085,5.182400011108257
329,28.576900003827177,0.02540000423323363,28.551499999593943,0.012799995602108538,1.0224,0.003000008291564882,27.36670000012964,0.2336,26.00397,25.8181,0.3493,0.183,0.165,28.512000004411675
330,11.45800000813324,0.05300001066643745,11.404999997466803,0.01679999695625156,0.7012,0.007300011930055916,10.569000005489215,0.1778,9.11783,9.2608,0.3027,0.1646,0.1775,11.395999987144023
331,40.30619999684859,0.025600005756132305,40.28059999109246,0.01309999788645655,0.5243,0.002700006007216871,39.6067999972729,0.2558,38.04097,38.1001,0.36,0.155,0.2624,40.266399999381974
332,16.265300000668503,0.050000002374872565,16.21529999829363,0.02340000355616212,0.9,0.006000002031214535,15.159000002313405,0.2531,13.59455,13.7931,0.3463,0.1151,0.198,16.20270000421442
333,21.998500000336207,0.027600006433203816,21.970899993903004,0.014999997802078724,0.5857,0.006300004315562546,21.253500002785586,0.2897,19.76951,19.9461,0.2422,0.1064,0.1954,21.96159999584779
334,7.329000000027008,0.02479999966453761,7.304200000362471,0.012100004823878407,0.4047,0.0024000037228688598,6.806400007917546,0.126,5.67814,5.7882,0.2322,0.1049,0.1949,7.296499999938533
335,26.99199999915436,0.024299995857290924,26.967700003297068,0.012799995602108538,0.6204,0.005599998985417187,26.140800007851794,0.2354,24.09943,24.2893,0.6317,0.3235,0.2698,26.95020000101067
336,6.991600006585941,0.058200006606057286,6.933399999979883,0.03169999399688095,1.2747,0.005299996701069176,5.494800003361888,0.2703,4.11164,4.1975,0.2363,0.1336,0.1373,6.921000007423572
337,43.58390001289081,0.03170000854879618,43.55220000434201,0.016399993910454214,0.686,0.005299996701069176,42.705599989858456,0.1932,40.94094,41.1221,0.4246,0.1926,0.1944,43.53850000188686
338,6.125200001406483,0.040099999750964344,6.085100001655519,0.018999999156221747,0.5587,0.005699999746866524,5.397300003096461,0.2487,3.803,3.9121,0.4062,0.1945,0.1764,6.074000004446134
339,41.99869999138173,0.03460000152699649,41.96409998985473,0.015099998563528061,0.5654,0.008800008799880743,41.23180000169668,0.2614,39.7592,39.8636,0.3157,0.1255,0.1351,41.930100007448345
340,12.564399992697872,0.030899987905286252,12.533500004792586,0.016600009985268116,0.6264,0.0041000021155923605,11.7232999909902,0.2733,9.79108,9.8781,0.52,0.3439,0.2782,12.51580000098329
341,40.85450001002755,0.057600002037361264,40.79690000799019,0.0320999970426783,1.3201,0.0035999983083456755,39.343900003586896,0.2797,37.70809,37.8858,0.2744,0.1035,0.1142,40.785600009257905
342,7.114699998055585,0.030000010156072676,7.084699987899512,0.01379998866468668,0.9676,0.004299989086575806,6.014799990225583,0.2187,5.16764,4.9571,0.214,0.0959,0.095,7.074799999827519
343,24.832299997797236,0.02340000355616212,24.808899994241074,0.011800002539530396,0.5814,0.004699992132373154,24.103300005663186,0.3055,23.0573,23.0223,0.2383,0.1108,0.1194,24.79920000769198
344,7.067699989420362,0.03029999788850546,7.037399991531856,0.01300001167692244,0.5414,0.0043000036384910345,6.385600005160086,0.1629,5.397,5.5106,0.199,0.0944,0.0929,7.029200001852587
345,47.90299999876879,0.023100001271814108,47.87989999749698,0.012400007108226418,0.533,0.0039000005926936865,47.149000005447306,0.1401,44.20357,44.3798,1.1676,0.647,0.3425,47.861099999863654
346,7.8975999931572005,0.06489999941550195,7.832699993741699,0.03850000211969018,1.7287,0.007700000423938036,5.920700001297519,0.2707,4.47112,4.5423,0.2387,0.1353,0.1224,7.819999998901039
347,28.023999999277294,0.03199999628122896,27.992000002996065,0.016400008462369442,0.7565,0.0044000043999403715,27.07540000847075,0.3027,25.38546,25.4326,0.4648,0.2686,0.1713,27.978099999018013
348,6.5679000108502805,0.04400000034365803,6.5239000105066225,0.0219999928958714,0.9923,0.00549999822396785,5.361699993954971,0.2004,3.87086,4.0146,0.3792,0.1684,0.1222,6.513500004075468
349,26.2903999973787,0.029999995604157448,26.260400001774542,0.014699995517730713,0.6561,0.006999995093792677,25.45849999296479,0.1761,24.23466,24.3863,0.227,0.0954,0.0914,26.232600008370355
350,6.7814000067301095,0.024299995857290924,6.7571000108728185,0.011500000255182385,0.4825,0.0026999914553016424,6.188299987115897,0.1476,5.21066,5.2953,0.1742,0.0907,0.1041,6.750399988959543
351,146.3513999915449,0.022899999748915434,146.32849999179598,0.012699994840659201,0.4544,0.0015999976312741637,145.7934999925783,0.1514,144.56731,144.9187,0.2168,0.0919,0.0889,146.32100000744686
352,11.747900003683753,0.020899999071843922,11.72700000461191,0.011500000255182385,0.9682,0.007199996616691351,10.554699998465367,0.1868,8.79916,8.7761,0.4319,0.2516,0.3717,11.707400000886992
353,27.05279999645427,0.04909999552182853,27.00370000093244,0.02990000939462334,1.1646,0.0032999960239976645,25.617999999667518,0.2483,23.25139,23.3807,0.7198,0.3741,0.2707,26.9823999988148
354,7.712299993727356,0.0678999931551516,7.644400000572205,0.038300000596791506,1.4899,0.003999986802227795,6.005500006722286,0.2903,4.52441,4.5848,0.2535,0.142,0.1234,7.632100008777343
355,37.814300012541935,0.030800001695752144,37.78350001084618,0.016599995433352888,0.8811,0.0036999990697950125,36.786700002267025,0.2351,35.67446,35.6776,0.2079,0.1002,0.1435,37.77520000585355
356,8.100200007902458,0.023900007363408804,8.07630000053905,0.011899988749064505,0.888,0.0034999975468963385,7.089799997629598,0.23,6.33002,6.3135,0.1478,0.103,0.0936,8.06880000163801
357,58.95320000126958,0.02300000051036477,58.930200000759214,0.011900003300979733,0.4945,0.0031999952625483274,58.33770000026561,0.1998,57.31557,57.4509,0.2293,0.1,0.1463,58.92169999424368
358,7.322399993427098,0.02409999433439225,7.2982999990927055,0.011500000255182385,0.5548,0.0027999922167509794,6.646500012720935,0.2261,5.76997,5.809,0.1556,0.0947,0.0954,7.289900007890537
359,25.39239999896381,0.022899999748915434,25.369499999214895,0.011500000255182385,1.0489,0.0034999975468963385,24.17230000719428,0.1743,22.89859,23.0728,0.202,0.0946,0.1071,25.30740000656806
360,16.43250000779517,0.019500002963468432,16.4130000048317,0.011099997209385037,0.5265,0.0033999967854470015,15.744699994684197,0.2134,14.3205,14.3254,0.4003,0.2196,0.188,16.399800006183796
361,44.403599997167476,0.042799991206265986,44.36080000596121,0.025000001187436283,1.0627,0.0053000112529844046,43.02139999344945,0.2473,39.5228,39.6689,1.2172,0.6581,0.4476,44.33459999563638
362,8.268399993539788,0.0864000030560419,8.181999990483746,0.04919999628327787,1.8335,0.0042000028770416975,6.1741999961668625,0.2727,4.61522,4.7681,0.25,0.1335,0.1174,8.167899999534711
363,38.30070000549313,0.032400013878941536,38.268299991614185,0.01720000000204891,0.9625,0.0046000059228390455,37.191399998846464,0.1795,35.98606,36.195,0.2109,0.0983,0.0959,38.259300010395236
364,10.911599994869903,0.024199995095841587,10.887399999774061,0.011800002539530396,0.8471,0.0037999998312443495,9.478299994952977,0.1369,6.28568,6.3968,0.9772,0.7636,0.6638,10.848500009160489
365,40.145699997083284,0.1007999962894246,40.04490000079386,0.06580000626854599,1.9383,0.0041000021155923605,37.905499993939884,0.3263,36.42343,36.5321,0.2333,0.094,0.0958,40.03269999520853
366,14.65230000030715,0.025900008040480316,14.62639999226667,0.012599994079209864,0.488,0.0025999906938523054,13.950199994724244,0.2115,12.22158,12.3012,0.559,0.2565,0.2297,14.60860000224784
367,29.02390000235755,0.057900004321709275,28.96599999803584,0.0315000070258975,1.4995,0.0036999990697950125,27.269199999864213,0.2481,24.92561,25.0439,0.5818,0.2833,0.3631,28.947800004971214
368,7.372200008830987,0.055800002883188426,7.3164000059477985,0.03169999399688095,1.5697,0.0043000036384910345,5.601400000159629,0.217,3.84884,4.0152,0.2401,0.1729,0.3023,7.3056000110227615
369,39.124699993408285,0.028399997972883284,39.0962999954354,0.014599994756281376,0.8051,0.0016999983927235007,38.1753999972716,0.1636,37.04171,36.8991,0.2112,0.091,0.1832,39.06890000507701
370,6.706899992423132,0.021400002879090607,6.6854999895440415,0.01060000795405358,0.6565,0.0033999967854470015,5.9265000018058345,0.1352,5.07872,5.2058,0.1401,0.0901,0.0863,6.677900004433468
371,28.973400010727346,0.022100008209235966,28.95130000251811,0.011399999493733048,0.5209,0.0026000052457675338,28.330700006335974,0.1174,27.24066,27.4314,0.2422,0.1062,0.1137,28.943500001332723
372,11.18760000099428,0.026699999580159783,11.16090000141412,0.013600001693703234,0.5433,0.0043000036384910345,10.507699989830144,0.232,9.41422,9.4973,0.1878,0.0944,0.1788,11.15340000251308
373,39.06569999526255,0.021899992134422064,39.043800003128126,0.010799994925037026,0.4984,0.0026999914553016424,38.450600011856295,0.2147,37.38186,37.4783,0.2372,0.092,0.1686,39.03549999813549
374,7.61169999896083,0.02300000051036477,7.5886999984504655,0.013299999409355223,0.5085,0.0014999968698248267,7.003999999142252,0.163,6.26968,6.3145,0.146,0.0894,0.0897,7.580900011816993
375,49.61859999457374,0.01999999221879989,49.59860000235494,0.010700008715502918,0.5101,0.0025000044843181968,48.94849999982398,0.203,47.2532,47.3651,0.5315,0.2637,0.1986,49.583899992285296
376,6.710200002999045,0.04919999628327787,6.661000006715767,0.02720000338740647,1.1814,0.0033999967854470015,5.347500002244487,0.2362,3.92517,4.0299,0.2555,0.1438,0.1297,6.6497999941930175
377,44.78260000178125,0.031100003980100155,44.75149999780115,0.016399993910454214,0.9386,0.0040000013541430235,43.51669999596197,0.2414,40.3646,40.521,1.0968,0.6247,0.4705,44.72350000287406
378,8.554300002288073,0.09119999594986439,8.463100006338209,0.05319999763742089,2.1148,0.006100002792663872,6.153400012408383,0.2776,4.49556,4.6257,0.2235,0.1408,0.1562,8.448199994745664
379,23.05550000164658,0.029699993319809437,23.02580000832677,0.015700003132224083,0.6762,0.0030999945010989904,22.229499998502433,0.1628,21.09205,21.3021,0.1522,0.1057,0.1124,22.998100001132116
380,10.245600002235733,0.022099993657320738,10.223500008578412,0.011199997970834374,0.5381,0.0047000066842883825,9.573300005286,0.2384,8.54908,8.5705,0.2015,0.09,0.0974,10.215899994364008
381,47.760099987499416,0.0219999928958714,47.738099994603544,0.011600001016631722,0.544,0.0016999983927235007,47.016700002131984,0.2026,44.84762,44.9835,0.7394,0.3206,0.2975,47.71880000771489
382,7.879600001615472,0.06230000872164965,7.8172999928938225,0.037999998312443495,1.5253,0.0043000036384910345,6.13599999633152,0.2734,4.5785,4.7215,0.2775,0.1459,0.1373,7.805200002621859
383,28.228700000909157,0.03060000017285347,28.198100000736304,0.016600009985268116,0.7881,0.0025000044843181968,27.210700005525723,0.2924,24.57831,24.6538,0.7233,0.4485,0.4369,28.176399995572865
384,7.770600001094863,0.0712000037310645,7.699399997363798,0.039699996705166996,1.9178,0.005199995939619839,5.575100003625266,0.2713,4.03686,4.1547,0.2271,0.1386,0.1628,7.659700000658631
385,45.69230000197422,0.03229999856557697,45.66000000340864,0.016399993910454214,1.0662,0.0033999967854470015,44.35290000401437,0.1645,41.02152,41.2476,1.0927,0.6786,0.4395,45.634300011442974
386,8.266300006653182,0.08270000398624688,8.183600002666935,0.05089999467600137,1.9967,0.003300010575912893,6.021999986842275,0.2821,4.5088,4.6013,0.2038,0.1387,0.1445,8.169300010195002
387,45.00919999554753,0.03229999856557697,44.976899996981956,0.017300000763498247,1.0606,0.0037999998312443495,43.73679999844171,0.2155,41.63824,41.5302,0.5777,0.3651,0.4348,44.95919999317266
388,6.912700002430938,0.05699999746866524,6.855700004962273,0.033200005418621004,1.2539,0.007299997378140688,5.42640000639949,0.2704,3.98936,4.0626,0.2793,0.1302,0.1286,6.8432999978540465
389,37.471400006324984,0.03090000245720148,37.44050000386778,0.018399994587525725,1.6027,0.004699992132373154,35.693500001798384,0.1725,34.39908,34.5696,0.1995,0.096,0.1697,37.4121000058949
390,18.05949999834411,0.021199986804276705,18.03830001153983,0.01170000177808106,0.8282,0.0040000013541430235,17.015000004903413,0.2206,14.39977,14.4506,0.7348,0.4921,0.4995,18.017299997154623
391,38.22440000658389,0.06390000635292381,38.16050000023097,0.038999991375021636,1.3074,0.006300004315562546,36.68629999447148,0.256,35.1969,35.3515,0.2422,0.1135,0.1199,38.148999999975786
392,15.012499992735684,0.025599991204217076,14.986900001531467,0.01340000017080456,0.6978,0.0029999937396496534,14.053100007004105,0.2306,11.64662,11.6449,0.6779,0.5935,0.3585,14.960199987399392
393,39.01350000523962,0.09890001092571765,38.9145999943139,0.053099996875971556,1.5894,0.0045000051613897085,37.135599995963275,0.313,35.70922,35.8029,0.2282,0.1147,0.1128,38.901799998711795
394,5.793499993160367,0.025899993488565087,5.767599999671802,0.013600001693703234,0.8955,0.0032999960239976645,4.774600005475804,0.2259,3.92879,3.9002,0.1346,0.0978,0.1059,5.760000000009313
395,56.74489999364596,0.02269999822601676,56.72219999541994,0.012300006346777081,0.5143,0.0039000005926936865,56.11449999560136,0.2118,55.08123,55.1644,0.2194,0.0947,0.102,56.71410000650212
396,8.609099997556768,0.022499996703118086,8.58660000085365,0.012100004823878407,1.0232,0.0015999976312741637,7.483200010028668,0.1472,6.64382,6.8089,0.1424,0.1019,0.0959,8.578399996622466
397,42.042000000947155,0.021700005163438618,42.020299995783716,0.01200000406242907,0.3858,0.001100008375942707,41.552300011971965,0.1298,40.54417,40.6893,0.2194,0.0917,0.1154,42.012000005343
398,14.286199992056936,0.0261999957729131,14.259999996284023,0.015900004655122757,0.5661,0.005699999746866524,13.485100003890693,0.1529,10.59064,10.6925,0.5895,0.5296,0.6995,14.240899996366352
399,43.874199996935204,0.06500000017695129,43.80919999675825,0.03640000068116933,1.8719,0.004899993655271828,41.496199992252514,0.2882,39.33232,39.4584,0.5787,0.3283,0.4227,43.561200000112876
400,7.20279999950435,0.050000002374872565,7.152799997129478,0.031200004741549492,1.4945,0.002900007530115545,5.4896999936318025,0.2554,3.98632,4.0908,0.2541,0.1357,0.122,7.131499995011836
401,39.388000004692,0.02750000567175448,39.36049999902025,0.017300000763498247,0.5728,0.0024000037228688598,38.69319999648724,0.1663,37.4824,37.6692,0.2264,0.1121,0.0985,39.35320000164211
402,8.230899999034591,0.021200001356191933,8.209699997678399,0.011600001016631722,0.9358,0.0041000021155923605,7.175899998401292,0.2141,6.36734,6.4038,0.1425,0.1062,0.0957,8.201899996493012
403,41.89399999449961,0.022499996703118086,41.87149999779649,0.01170000177808106,0.472,0.001400010660290718,41.310900007374585,0.1204,40.29905,40.4643,0.1917,0.1073,0.1002,41.862900005071424
404,8.012300007976592,0.02239999594166875,7.989900012034923,0.012999997125007212,0.4853,0.002700006007216871,7.37690000096336,0.2209,6.48218,6.461,0.1436,0.1013,0.1116,7.98219999705907
405,45.92180000327062,0.019899991457350552,45.90190001181327,0.0109999964479357,0.491,0.0024999899324029684,45.28479999862611,0.1258,43.92461,44.1549,0.3264,0.1488,0.1466,45.8883999963291
406,5.824100007885136,0.04990000161342323,5.7742000062717125,0.019899991457350552,0.7389,0.004699992132373154,4.912099990178831,0.1964,3.79646,3.8983,0.1747,0.0943,0.0883,5.764499990618788
407,58.168299990938976,0.024900000425986946,58.14339999051299,0.013199998647905886,0.5736,0.0039000005926936865,57.46229999931529,0.1926,56.19046,56.4748,0.2047,0.0993,0.0973,58.13510000007227
408,13.383600002271123,0.02260001201648265,13.36099999025464,0.011500000255182385,0.8235,0.0048000074457377195,12.255900001036935,0.241,8.75513,8.8572,1.0157,0.893,0.6292,13.334899995243177
409,43.951200001174584,0.09339999814983457,43.85780000302475,0.052100003813393414,1.8775,0.007200011168606579,41.754000005312264,0.3163,39.87568,40.0345,0.3074,0.1784,0.153,43.81830000784248
410,40.162499994039536,0.031100003980100155,40.131399990059435,0.0168999977177009,1.1022,0.0041000021155923605,38.90710000996478,0.1973,37.8585,38.0674,0.2065,0.0961,0.111,40.12249999505002
411,14.33299999916926,0.02370000584051013,14.30929999332875,0.012300006346777081,0.492,0.0034999975468963385,13.661699995282106,0.1389,12.02911,12.1975,0.4408,0.253,0.2075,14.29449999704957
412,42.60200000135228,0.047599998652003706,42.55440000270028,0.027000001864507794,1.1896,0.0045000051613897085,41.138800006592646,0.2291,38.04994,38.254,1.1446,0.4725,0.3714,42.53329998755362
