frame,frame_total_ms,producer_ms,consumer_ms,inter_frame_gap_ms,c_MF ReadSample/decode availability,c_consumer_upload,c_consumer_native_call,c_VideoProcessor CPU submit,c_VideoProcessor GPU completion,c_GPU wait/synchronization,c_AMF submit/backpressure,c_AMF QueryOutput,c_Packet write,c_pipeline_total
36,35.91449999657925,0.03470000228844583,35.879799994290806,0.019700004486367106,0.7796,0.004799992893822491,34.974599999259226,0.233,33.65015,33.7667,0.2893,0.1113,0.1297,35.87130000232719
37,7.510399998864159,0.026900001103058457,7.4834999977611005,0.014600009308196604,0.4555,0.004299989086575806,6.927600014023483,0.2135,5.78017,5.7947,0.2138,0.1066,0.1068,7.475599995814264
38,41.02420000708662,0.023100001271814108,41.001100005814806,0.012299991794861853,0.5183,0.00340001133736223,40.34229999524541,0.1854,39.13197,39.2432,0.2564,0.1712,0.2196,40.9710000094492
39,6.3344000081997365,0.023800006601959467,6.310600001597777,0.014299992471933365,0.5123,0.0033999967854470015,5.680300004314631,0.2159,4.4964,4.568,0.1774,0.1089,0.0882,6.302199995843694
40,42.819299997063354,0.029999995604157448,42.789300001459196,0.015099998563528061,0.501,0.003100009053014219,42.170200002146885,0.3176,40.68001,40.7264,0.2956,0.1411,0.1249,42.78020000492688
41,5.767499998910353,0.02540000423323363,5.742099994677119,0.014599994756281376,0.5187,0.0034999975468963385,5.08849999459926,0.3065,4.09444,4.046,0.164,0.0948,0.0967,5.713599995942786
42,42.60210000211373,0.026000008801929653,42.5760999933118,0.013700002455152571,0.5511,0.004099987563677132,41.90540000854526,0.2055,40.63906,40.7542,0.2644,0.1278,0.2199,42.56620000523981
43,6.595200000447221,0.027099988074041903,6.568100012373179,0.014600009308196604,1.0333,0.006300004315562546,5.425299998023547,0.186,4.13693,4.3042,0.2132,0.0926,0.1308,6.561499991221353
44,40.45570000016596,0.023600005079060793,40.4320999950869,0.012199991033412516,0.5174,0.0020000006770715117,39.799599995603785,0.3569,38.8981,38.4235,0.2302,0.1018,0.1046,40.403200007858686
45,6.220999988727272,0.02510000194888562,6.195899986778386,0.014200006262399256,0.5855,0.004099987563677132,5.458400002680719,0.2343,4.35884,4.3959,0.2114,0.1175,0.1012,6.18419999955222
46,41.976100008469075,0.02609999501146376,41.95000001345761,0.016000005416572094,0.7245,0.00689999433234334,41.07819999626372,0.1803,39.87152,40.0413,0.2583,0.1368,0.1147,41.942600000766106
47,5.876299997908063,0.026299996534362435,5.850000001373701,0.013899989426136017,0.596,0.0024000037228688598,5.137900006957352,0.3995,4.06004,3.9992,0.2143,0.096,0.0889,5.823700004839338
48,62.48570000752807,0.021400002879090607,62.464300004648976,0.01200000406242907,0.4972,0.003100009053014219,61.82499999704305,0.2729,60.55669,60.6138,0.328,0.1303,0.1247,62.45310000667814
49,7.872200003475882,0.03339999238960445,7.838800011086278,0.022299995180219412,1.0337,0.006700007361359894,6.680700011202134,0.3075,5.64732,5.2837,0.2275,0.0967,0.1095,7.83100000990089
50,23.67480000248179,0.022899999748915434,23.651900002732873,0.01239999255631119,0.4994,0.0020000006770715117,23.03799999936018,0.4458,21.91741,21.8762,0.2761,0.1098,0.1092,23.62439999706112
51,8.38139999541454,0.023800006601959467,8.35759998881258,0.013299999409355223,0.5666,0.0022999884095042944,7.6837000087834895,0.3919,6.60371,6.508,0.1686,0.0994,0.106,8.349800002179109
52,27.94220000214409,0.022099993657320738,27.92010000848677,0.012600008631125093,0.5273,0.0028999929782003164,27.275800006464124,0.3489,25.95637,25.9832,0.2445,0.1123,0.1203,27.911800003494136
53,6.426200008718297,0.02510000194888562,6.401100006769411,0.01239999255631119,0.6508,0.0046000059228390455,5.62720000743866,0.2949,3.93728,4.0117,0.155,0.0971,0.0988,6.375199998728931
54,24.56730000267271,0.02300000051036477,24.544300002162345,0.012099990271963179,0.4386,0.003000008291564882,23.99149999837391,0.1453,22.89905,23.0367,0.2749,0.1172,0.1087,24.535399992601015
55,6.297300002188422,0.0295999925583601,6.267700009630062,0.013700002455152571,0.4574,0.0040000013541430235,5.705399991711602,0.3633,4.36745,4.4213,0.1647,0.0926,0.1637,6.25979999313131
56,41.71939998923335,0.024199995095841587,41.69519999413751,0.013500000932253897,0.6527,0.0043000036384910345,40.90140000334941,0.3339,39.74072,39.7787,0.2635,0.0993,0.1075,41.66560000157915
57,7.604700003867038,0.02469999890308827,7.580000004963949,0.013900003978051245,0.4729,0.0034999975468963385,6.991099988226779,0.3392,5.83933,5.7634,0.2517,0.1165,0.1036,7.571300011477433
58,41.02400000556372,0.027400004910305142,40.996600000653416,0.014499993994832039,0.7623,0.005900001269765198,40.10810000181664,0.4213,38.87642,38.7438,0.2492,0.1135,0.1219,40.98890000022948
59,8.471600012853742,0.026699999580159783,8.444900013273582,0.014199991710484028,1.1085,0.005099995178170502,7.201799991889857,0.3502,6.03486,6.0127,0.155,0.1046,0.1057,8.417900011409074
60,44.30480000155512,0.020400009816512465,44.28439999173861,0.011899988749064505,0.4778,0.00340001133736223,43.69819999556057,0.5231,42.29124,42.3119,0.31,0.1224,0.1269,44.27630000282079
61,6.269499994232319,0.02720000338740647,6.242299990844913,0.01410000550094992,1.2815,0.0049000082071870565,4.835400002775714,0.1668,3.90985,4.0451,0.1604,0.108,0.1063,6.2353999965125695
62,40.580000000773,0.023100001271814108,40.556899999501184,0.01309999788645655,0.4924,0.0018999999156221747,39.94740000052843,0.1649,38.89694,38.9965,0.2422,0.1182,0.1336,40.52599999704398
63,7.36359998700209,0.02339998900424689,7.340199997997843,0.01300001167692244,1.0712,0.00689999433234334,6.148700005724095,0.3395,5.10848,5.1318,0.1909,0.1011,0.0899,7.332000008318573
64,45.79229999217205,0.023100001271814108,45.76919999090023,0.012500007869675756,0.4287,0.0035999983083456755,45.19150000123773,0.3024,43.61253,43.6665,0.4045,0.2314,0.2009,45.75720000138972
65,7.051100008538924,0.035899996873922646,7.0152000116650015,0.02160000440198928,1.4887,0.006400005077011883,5.353300002752803,0.2602,3.8664,3.9479,0.3049,0.1655,0.1172,6.980600010138005
66,38.361600003554486,0.02890000178012997,38.332700001774356,0.01649999467190355,0.9297,0.00449999060947448,37.27749999961816,0.2888,36.03162,36.134,0.2752,0.1179,0.1173,38.32359999069013
67,6.616099999519065,0.02720000338740647,6.5888999961316586,0.013899989426136017,0.4407,0.0043000036384910345,6.033199999365024,0.1942,4.98933,5.0128,0.1531,0.1024,0.1635,6.581300011021085
68,40.70240000146441,0.02340000355616212,40.67899999790825,0.02230000973213464,0.3741,0.002900007530115545,40.17700000258628,0.3232,38.70807,38.7591,0.2297,0.1507,0.3307,40.64850001304876
69,6.570999990799464,0.0236999912885949,6.547299999510869,0.013500000932253897,0.4774,0.0047000066842883825,5.947599987848662,0.2816,4.71092,4.6859,0.2551,0.1195,0.0893,6.5387000067858025
70,43.33559999940917,0.028599999495781958,43.30699999991339,0.015600002370774746,0.6811,0.002800006768666208,42.509599996265024,0.233,41.22198,41.2964,0.3943,0.1314,0.122,43.29800000414252
71,6.617099992581643,0.032500000088475645,6.5845999924931675,0.014000004739500582,0.5267,0.007499998901039362,5.909699990297668,0.3557,4.88543,4.8232,0.1594,0.1004,0.099,6.557000000611879
72,47.22839999885764,0.020499996026046574,47.20790000283159,0.011800002539530396,0.4044,0.003300010575912893,46.63000001164619,0.2679,44.49806,44.5906,0.7156,0.3484,0.2929,47.19179999665357
73,7.501699990825728,0.0675999908708036,7.434099999954924,0.03360000846441835,1.266,0.004299989086575806,6.007300005876459,0.392,4.44124,4.4957,0.2214,0.1475,0.1309,7.42349999200087
74,44.10970000026282,0.030399998649954796,44.079300001612864,0.016400008462369442,0.7167,0.003000008291564882,43.07919999700971,0.3758,41.09131,41.1366,0.5427,0.2321,0.2372,43.946499994490296
75,7.056600006762892,0.054500007536262274,7.00209999922663,0.040799990529194474,1.281,0.0050000089686363935,5.550899993977509,0.3604,4.051,4.1084,0.2147,0.1288,0.1163,6.990399997448549
76,35.64810000534635,0.028700000257231295,35.61940000508912,0.016599995433352888,0.8219,0.004599991370923817,34.656099989661016,0.2253,33.38044,33.5551,0.253,0.1089,0.1189,35.60760000254959
77,8.222500007832423,0.024100008886307478,8.198399998946115,0.014599994756281376,0.5969,0.0035999983083456755,7.48869999370072,0.3241,6.46394,6.4192,0.1449,0.0883,0.084,8.172999994712882
78,41.72989999642596,0.02130000211764127,41.708599994308315,0.012299991794861853,0.4188,0.0029999937396496534,41.17660000338219,0.3079,39.87042,39.9128,0.3326,0.1413,0.1303,41.69920001004357
79,5.461599997943267,0.03090000245720148,5.430699995486066,0.015700003132224083,0.4828,0.006000002031214535,4.840000008698553,0.2003,3.81408,3.8712,0.1546,0.0908,0.0776,5.42340001265984
80,57.047700000111945,0.023100001271814108,57.02459999884013,0.012500007869675756,0.4478,0.003600012860260904,56.449100011377595,0.189,55.39808,55.5091,0.2541,0.1033,0.0983,56.99569999706
81,6.145799998193979,0.022899999748915434,6.122899998445064,0.013299999409355223,0.52,0.0030999945010989904,5.491699994308874,0.1926,4.46688,4.4861,0.2035,0.1131,0.0873,6.1157000018283725
82,41.645100005553104,0.024900000425986946,41.62020000512712,0.012499993317760527,0.714,0.005399997462518513,40.774599998258054,0.3552,39.555,39.5424,0.2738,0.1016,0.0935,41.61210000165738
83,7.341599994106218,0.026900001103058457,7.31469999300316,0.014200006262399256,0.6079,0.005699999746866524,6.579200009582564,0.3804,5.50677,5.4954,0.1562,0.0908,0.108,7.289000001037493
84,40.353599993977696,0.021299987565726042,40.33230000641197,0.012300006346777081,0.4577,0.0034999975468963385,39.755100006004795,0.1496,38.72457,38.8759,0.2278,0.1051,0.0897,40.32220000226516
85,8.099800004856661,0.0340000115102157,8.065799993346445,0.018399994587525725,0.7634,0.004399989848025143,7.191600001533516,0.729,6.19117,5.8135,0.2097,0.0993,0.0954,8.058699997491203
86,38.84130000369623,0.022899999748915434,38.81840000394732,0.012599994079209864,0.5519,0.0040000013541430235,38.12340000877157,0.4176,36.97295,36.9467,0.2281,0.1152,0.1268,38.78799999074545
87,7.16360000660643,0.02540000423323363,7.138200002373196,0.014699995517730713,0.5751,0.0045000051613897085,6.4329000015277416,0.3395,5.32266,5.2511,0.1774,0.1203,0.0929,7.129200006602332
88,42.21200000029057,0.028999987989664078,42.18300001230091,0.01610000617802143,2.0042,0.005399997462518513,40.05410001263954,0.2167,39.10172,38.8693,0.2889,0.1086,0.1112,42.173999987426214
89,7.07989999500569,0.025500004994682968,7.054399990011007,0.014299992471933365,1.3078,0.004099987563677132,5.619000003207475,0.3212,4.72164,4.0626,0.1705,0.0932,0.0903,7.027500003459863
90,50.06429999775719,0.022899999748915434,50.04139999800827,0.012600008631125093,1.0099,0.0042000028770416975,48.809899992193095,0.2918,46.73695,46.8281,0.7626,0.3459,0.2516,50.0257999956375
91,7.6249999983701855,0.05800000508315861,7.566999993287027,0.03440000000409782,1.281,0.0046000059228390455,6.138199998531491,0.5855,4.57712,4.3989,0.2171,0.1391,0.1264,7.55619999836199
92,22.52089999092277,0.029999995604157448,22.490899995318614,0.01610000617802143,0.7779,0.0035999983083456755,21.544299990637228,0.3364,20.12401,20.2082,0.3383,0.1518,0.1427,22.454699996160343
93,5.871699991985224,0.02549999044276774,5.8462000015424564,0.014700010069645941,0.5104,0.0044000043999403715,5.236999990302138,0.2459,4.22828,4.1877,0.1913,0.0958,0.0852,5.838499986566603
94,26.88320000015665,0.022099993657320738,26.861100006499328,0.01200000406242907,0.4361,0.0033999967854470015,26.30969999881927,0.2978,25.20595,25.2183,0.2473,0.1124,0.0991,26.853099989239126
95,13.551099997130223,0.026699999580159783,13.524399997550063,0.012999997125007212,0.5058,0.0037999998312443495,12.823000011849217,0.2242,11.08279,11.1565,0.5301,0.2532,0.1866,13.474899998982437
96,34.360699995886534,0.05079999391455203,34.30990000197198,0.027900008717551827,1.7219,0.00549999822396785,32.445700009702705,0.3359,30.72585,30.8378,0.277,0.1042,0.2044,34.30070000467822
97,6.922599990502931,0.025999994250014424,6.896599996252917,0.013800003216601908,1.4314,0.0040000013541430235,5.347400001483038,0.3095,4.39352,4.4631,0.15,0.0943,0.1117,6.889600001159124
98,48.20639999525156,0.023200002033263445,48.183199993218295,0.012100004823878407,0.4013,0.0025000044843181968,47.59479999484029,0.2612,45.32611,45.4382,0.6338,0.351,0.4086,48.13340000691824
99,7.083400007104501,0.04510000871960074,7.0382999983849,0.02680000034160912,1.2296,0.0039000005926936865,5.655799992382526,0.344,4.06316,4.128,0.2115,0.1501,0.1241,7.026200008112937
100,22.28460001060739,0.03640000068116933,22.248200009926222,0.020199993741698563,0.7229,0.0045000051613897085,21.379099998739548,0.2953,20.17579,20.1874,0.2755,0.1197,0.1246,22.237700002733618
101,6.328499992378056,0.029999995604157448,6.298499996773899,0.017099999240599573,0.5302,0.0047000066842883825,5.6462999928044155,0.1993,4.62353,4.6398,0.198,0.0941,0.0886,6.273399994825013
102,41.8842999933986,0.020000006770715117,41.864299986627884,0.01170000177808106,0.5547,0.003100009053014219,41.21189999568742,0.1781,40.16519,40.2563,0.2551,0.1068,0.1003,41.85660000075586
103,8.52649999433197,0.02579999272711575,8.500700001604855,0.012400007108226418,0.4684,0.0037999998312443495,7.930600011604838,0.217,6.84988,6.8817,0.2092,0.0957,0.1085,8.493899993482046
104,39.10909999103751,0.022499996703118086,39.08659999433439,0.013100012438371778,0.4209,0.0017999991541728377,38.548999989870936,0.6236,37.48215,37.232,0.2184,0.1095,0.1059,39.05589999340009
105,6.734199996571988,0.024300010409206152,6.709899986162782,0.013199998647905886,0.6562,0.005699999746866524,5.9419000026537105,0.2168,5.00566,5.0375,0.1575,0.0974,0.1013,6.703499995637685
106,40.05650000181049,0.023300002794712782,40.03319999901578,0.013600001693703234,0.3702,0.0023000029614195228,39.53629999887198,0.3739,38.24562,38.2133,0.2389,0.1367,0.1217,40.02409998793155
107,7.400299989967607,0.031799994758330286,7.368499995209277,0.0315000070258975,0.5987,0.00650000583846122,6.630200005020015,0.2139,5.6188,5.6623,0.1639,0.0956,0.0926,7.341200005612336
108,47.62219999975059,0.020499996026046574,47.601700003724545,0.012800010154023767,0.7851,0.0043000036384910345,46.61689999920782,0.1744,44.43645,44.474,0.7769,0.3298,0.4553,47.58600000059232
109,8.306700008688495,0.049700000090524554,8.25700000859797,0.029799994081258774,1.8066,0.006300004315562546,6.276500003878027,0.3714,4.39689,4.4372,0.3156,0.1568,0.2774,8.245699995313771
110,20.80759999807924,0.05669999518431723,20.750900002894923,0.020199993741698563,0.9057,0.0045000051613897085,19.707800005562603,0.6011,18.58394,18.3584,0.2526,0.1113,0.125,20.719599997391924
111,12.847399993916042,0.027399990358389914,12.820000003557652,0.014500008546747267,0.5541,0.0040000013541430235,12.03140000870917,0.4887,9.90777,9.7892,0.7148,0.3117,0.2788,12.800600001355633
112,141.6476999875158,0.059300000430084765,141.58839998708572,0.039000005926936865,1.7262,0.005900001269765198,139.7067999932915,0.3931,138.09397,138.3055,0.2098,0.1036,0.083,141.58039999892935
113,6.486300000688061,0.02130000211764127,6.46499999857042,0.012300006346777081,0.6301,0.00449999060947448,5.699899993487634,0.2833,4.69561,4.7234,0.2049,0.1322,0.1049,6.437899995944463
114,22.961599999689497,0.02379999205004424,22.937800007639453,0.011600001016631722,1.063,0.0037999998312443495,21.760299991001375,0.1768,20.61853,20.6923,0.2617,0.1189,0.1194,22.9302999941865
115,7.561300008092076,0.02680000034160912,7.5345000077504665,0.014199991710484028,0.5706,0.0041000021155923605,6.858199994894676,0.1811,6.09369,6.1205,0.1509,0.0974,0.0923,7.527800000389107
116,40.640999999595806,0.023599990527145565,40.61740000906866,0.011800002539530396,0.5166,0.0025999906938523054,39.8985000065295,0.2672,38.74775,38.7678,0.2666,0.1224,0.1402,40.51839999738149
117,6.460999997216277,0.024599998141638935,6.436399999074638,0.015700003132224083,0.4103,0.003000008291564882,5.927999998675659,0.2235,5.02366,4.6936,0.2129,0.1043,0.0881,6.429100001696497
118,41.13189999770839,0.023100001271814108,41.108799996436574,0.013600001693703234,0.6485,0.0039000005926936865,40.348499998799525,0.171,39.29578,39.3916,0.2741,0.1037,0.1183,41.10079999372829
119,13.466099990182556,0.02649999805726111,13.439599992125295,0.013299999409355223,1.1644,0.0046000059228390455,11.962199991103262,0.3896,8.94343,8.8301,1.1116,0.477,0.3949,13.353100002859719
120,39.006199993309565,0.06799999391660094,38.938199999392964,0.0509000092279166,1.7093,0.006999995093792677,37.048099999083206,0.4403,35.33021,35.3765,0.2249,0.1168,0.2013,38.927600005990826
121,12.46700000774581,0.025000001187436283,12.442000006558374,0.01340000017080456,0.9142,0.005099995178170502,11.273700001765974,0.3774,7.52437,7.6079,1.4525,0.8867,0.4194,12.422799991327338
122,29.13010001066141,0.0740000104997307,29.056100000161678,0.041099992813542485,1.6128,0.006300004315562546,27.169799999683164,0.4309,24.55903,24.6547,0.6658,0.3071,0.2728,28.996000008191913
123,8.03829998767469,0.051700000767596066,7.986599986907095,0.03229999856557697,1.2697,0.0040000013541430235,6.565100004081614,0.3361,4.71677,4.7785,0.288,0.1814,0.2942,7.976099994266406
124,27.358599996659905,0.03199999628122896,27.326600000378676,0.015700003132224083,0.7041,0.004899993655271828,26.45229999325238,0.2102,24.50287,24.6759,0.5611,0.2646,0.215,27.312499994877726
125,7.534599993960001,0.050699993153102696,7.483900000806898,0.028600014047697186,1.3022,0.005500012775883079,5.9997000062139705,0.3967,4.3679,4.4139,0.3072,0.1794,0.1277,7.452400008332916
126,36.88259999034926,0.025699991965666413,36.8568999983836,0.015900004655122757,0.5994,0.0033999967854470015,36.14640000159852,0.2084,35.06972,35.1517,0.2375,0.1029,0.1057,36.84899999643676
127,5.464100002427585,0.02540000423323363,5.438699998194352,0.01410000550094992,0.5596,0.0033999967854470015,4.7774999984540045,0.3677,3.67084,3.564,0.1657,0.1019,0.0928,5.431099998531863
128,43.22870000032708,0.023200002033263445,43.20549999829382,0.012599994079209864,0.8726,0.004799992893822491,42.17139999673236,0.3622,40.68326,40.7247,0.3257,0.1722,0.2027,43.17140000057407
129,5.198200000450015,0.02710000262595713,5.171099997824058,0.01479999627918005,0.5325,0.0036999990697950125,4.532599996309727,0.1775,3.72164,3.6864,0.1647,0.0994,0.0974,5.163699999684468
130,40.56900000432506,0.022599997464567423,40.546400006860495,0.012400007108226418,0.5505,0.0034999975468963385,39.88329999265261,0.1706,38.8429,38.9489,0.2266,0.1167,0.1061,40.53800000110641
131,14.272900007199496,0.02649999805726111,14.246400009142235,0.014299992471933365,0.5531,0.00449999060947448,13.40699999127537,0.3245,11.28165,11.2747,0.6866,0.4671,0.2809,14.17740000761114
132,52.82029999943916,0.06520000169984996,52.75509999773931,0.03959999594371766,1.9026,0.004799992893822491,50.69359998742584,0.3662,49.29163,49.4164,0.273,0.1068,0.1011,52.7447999920696
133,6.285199997364543,0.03329999162815511,6.251900005736388,0.013500000932253897,0.5033,0.0036999990697950125,5.645299999741837,0.3149,4.54648,4.5229,0.1556,0.1034,0.1001,6.244299991521984
134,41.63680000056047,0.021499989088624716,41.615300011471845,0.012200005585327744,0.5013,0.0039000005926936865,40.96719999506604,0.4215,39.20255,39.1998,0.2561,0.1723,0.2898,41.58199999073986
135,5.571299989242107,0.02710000262595713,5.5441999866161495,0.014999997802078724,0.431,0.0016999983927235007,5.02559999586083,0.1954,3.94264,4.0117,0.1614,0.1049,0.0967,5.536600001505576
136,57.019599989871494,0.023200002033263445,56.99639998783823,0.01300001167692244,0.5953,0.004599991370923817,56.28170000272803,0.1604,55.13684,55.2728,0.2893,0.1147,0.1127,56.98829999892041
137,8.106900000711903,0.02540000423323363,8.08149999647867,0.013600001693703234,0.5674,0.0046000059228390455,7.372100008069538,0.1997,6.15602,6.2154,0.345,0.1482,0.1117,8.050200005527586
138,41.42100000171922,0.023300002794712782,41.39769999892451,0.01340000017080456,0.4067,0.0043000036384910345,40.86109998752363,0.4524,39.81051,39.6236,0.2835,0.1341,0.1236,41.38710000552237
139,7.1013999986462295,0.029799994081258774,7.071600004564971,0.01750000228639692,0.9472,0.005800000508315861,6.0024999984307215,0.3108,4.79961,4.8009,0.1867,0.1378,0.105,7.063900004141033
140,39.32689999055583,0.023100001271814108,39.303799989284016,0.01200000406242907,0.5082,0.002900007530115545,38.652999995974824,0.1634,37.67319,37.7474,0.245,0.1299,0.1095,39.27730000577867
141,6.341799991787411,0.02479999966453761,6.316999992122874,0.012900010915473104,0.5593,0.006299989763647318,5.636499990941957,0.2273,4.52444,4.526,0.2287,0.1168,0.1164,6.310500000836328
