frame,frame_total_ms,producer_ms,consumer_ms,inter_frame_gap_ms,p_Telemetry/frame_data,p_compose_overlay,p_above_total,p_above_compose,p_above_region_to_bytes,p_map_cpu_upload,p_PIL/buffer preparation,p_chart_cpu_tobytes,p_chart_dynamic_tobytes,p_gauge_tobytes,c_MF ReadSample/decode availability,c_consumer_upload,c_consumer_native_call,c_VideoProcessor CPU submit,c_VideoProcessor GPU completion,c_GPU wait/synchronization,c_AMF submit/backpressure,c_AMF QueryOutput,c_Packet write,c_pipeline_total,p_HUD dirty extract
10,27.041000008466654,5.8206999965477735,21.22030001191888,0.0261999957729131,0.025000001187436283,5.6671999918762594,0.0,0.0,0.0,0.0045000051613897085,0.007499998901039362,0.0,0.03649998689070344,0.0,0.5233,0.4912000003969297,20.06150000670459,0.1529,18.62088,18.7282,0.6862,0.1401,0.1246,21.205700002610683,0.000200001522898674
11,43.26960000616964,8.233600005041808,35.03600000112783,0.025699991965666413,0.0261999957729131,8.074400000623427,0.0,0.0,0.0,0.0045000051613897085,0.007399998139590025,0.0,0.035500008380040526,0.0,0.6304,0.24900000425986946,33.942099995329045,0.2708,32.35824,32.4299,0.5228,0.2201,0.1654,34.98309999122284,0.000300002284348011
12,29.022100003203377,11.973100001341663,17.049000001861714,0.05599998985417187,0.03879998985212296,11.774899990996346,0.0,0.0,0.0,0.005500012775883079,0.008999995770864189,0.0,0.03959999594371766,0.0,0.9045,0.378400000045076,15.617199998814613,0.2211,14.49377,14.4871,0.3012,0.137,0.1178,17.033600001013838,0.000300002284348011
13,16.563800003496,7.717300002695993,8.846500000800006,0.02370000584051013,0.024900000425986946,7.568400003947318,0.0,0.0,0.0,0.0045000051613897085,0.007099995855242014,0.0,0.03229999856557697,0.0,0.6016,0.27740000223275274,7.852100010495633,0.1543,6.84657,7.0654,0.1727,0.0819,0.0924,8.835699991323054,0.000300002284348011
14,14.433100004680455,5.3420000040205196,9.091100000659935,0.01579998934175819,0.018099992303177714,5.221999992500059,0.0,0.0,0.0,0.0045000051613897085,0.007000009645707905,0.0,0.02680000034160912,0.0,0.5115,0.32140000257641077,8.132899994961917,0.236,7.3288,7.3039,0.1919,0.0764,0.08,9.062500001164153,0.000200001522898674
15,25.321599998278543,5.330400003003888,19.991199995274656,0.015700003132224083,0.018699996871873736,5.20489999325946,0.0,0.0,0.0,0.0043000036384910345,0.006399990525096655,0.0,0.02890000178012997,0.0,0.4877,0.29149999318178743,19.096099989837967,0.2322,18.13243,18.0673,0.2795,0.1153,0.0917,19.980000011855736,0.000200001522898674
16,22.720699998899363,5.522099992958829,17.198600005940534,0.016999998479150236,0.018099992303177714,5.3850999975111336,0.0,0.0,0.0,0.0050000089686363935,0.007099995855242014,0.0,0.0329999893438071,0.0,0.5966,0.2393000031588599,16.194900003029034,0.2205,14.69167,14.7937,0.3561,0.1689,0.32,17.181899995193817,0.000200001522898674
17,25.261099988711067,8.401400002185255,16.85969998652581,0.027400004910305142,0.02849999873433262,8.243300006142817,0.0,0.0,0.0,0.0044000043999403715,0.00790000194683671,0.0,0.031799994758330286,0.0,0.5826,0.3080999886151403,15.798699998413213,0.2159,13.90361,14.0176,1.3587,0.0089,0.0,16.81690000987146,0.000300002284348011
18,17.295900004683062,8.388800008106045,8.907099996577017,0.02680000034160912,0.0278999941656366,8.228300008340739,0.0,0.0,0.0,0.005099995178170502,0.007999988156370819,0.0,0.035500008380040526,0.0,0.6814,0.2783999952953309,7.826000000932254,0.1463,6.63009,6.8182,0.4188,0.0754,0.0841,8.895599996321835,0.000300002284348011
19,25.01309999206569,5.374899992602877,19.638199999462813,0.017600003047846258,0.01819999306462705,5.23819999943953,0.0,0.0,0.0,0.004699992132373154,0.006799993570894003,0.0,0.03310000465717167,0.0,0.5543,0.597700010985136,18.373800005065277,0.1445,17.49164,17.5882,0.1652,0.0839,0.2086,19.62669999920763,0.000100000761449337
20,22.92940000188537,5.234199998085387,17.695200003799982,0.01580000389367342,0.017300000763498247,5.115099993417971,0.0,0.0,0.0,0.0040000013541430235,0.006499991286545992,0.0,0.026699999580159783,0.0,0.7298,0.42329999268986285,16.379399996367283,0.2345,15.30635,15.273,0.3554,0.124,0.1187,17.65480000176467,0.000300002284348011
21,24.419399996986613,7.978299996466376,16.441100000520237,0.024900000425986946,0.050300004659220576,7.801300002029166,0.0,0.0,0.0,0.0047000066842883825,0.006700007361359894,0.0,0.031199990189634264,0.0,0.819,0.07959999493323267,15.39079999201931,0.2233,13.65539,13.8044,1.1288,0.0087,0.0,16.42820000415668,0.000200001522898674
22,33.303399992291816,8.689099995535798,24.614299996756017,0.028000009479001164,0.028700000257231295,8.528999998816289,0.0,0.0,0.0,0.005799985956400633,0.007700000423938036,0.0,0.034200013033114374,0.0,0.8572,0.10340000153519213,23.53910000238102,0.154,22.21249,22.422,0.4829,0.0915,0.1071,24.605599988717586,0.000300002284348011
23,23.180299991508946,5.284399987431243,17.895900004077703,0.016400008462369442,0.01790000533219427,5.16119999520015,0.0,0.0,0.0,0.0045000051613897085,0.00650000583846122,0.0,0.029000002541579306,0.0,0.949,0.07510000432375818,16.70890000241343,0.2276,15.48366,15.5934,0.2886,0.1548,0.1375,17.85980000568088,0.000300002284348011
24,31.28830000059679,7.694400002947077,23.593899997649714,0.023300002794712782,0.025399989681318402,7.53979998989962,0.0,0.0,0.0,0.0043000036384910345,0.007800001185387373,0.0,0.036600002204068005,0.0,0.5473,0.26139999681618065,22.676299995509908,0.2517,21.52205,21.5331,0.2061,0.0987,0.11,23.584899987326935,0.000300002284348011
25,21.227199991699308,5.494700002600439,15.73249998909887,0.015500001609325409,0.018600010662339628,5.359900009352714,0.0,0.0,0.0,0.004799992893822491,0.006999995093792677,0.0,0.03370000922586769,0.0,0.4866,0.2806999982567504,14.808299994911067,0.1438,13.42206,13.6262,0.3894,0.1802,0.1759,15.718600014224648,0.000300002284348011
26,32.54620000370778,10.968999995384365,21.577200008323416,0.03530000685714185,0.030800001695752144,10.708000001613982,0.0,0.0,0.0,0.006599992047995329,0.01309999788645655,0.0,0.07809999806340784,0.0,0.5535,0.5659000016748905,20.303299999795854,0.1663,18.33694,19.6003,0.1909,0.08,0.0797,21.546999996644445,0.000400003045797348
27,14.109399999142624,5.28420000046026,8.825199998682365,0.015300000086426735,0.016999998479150236,5.1521999994292855,0.0,0.0,0.0,0.0047000066842883825,0.006600006599910557,0.0,0.03300000389572233,0.0,0.5721,0.18030000501312315,7.9535000113537535,0.1427,7.09196,7.2197,0.1941,0.0905,0.0997,8.816700006718747,0.000300002284348011
28,33.20309999980964,5.334700006642379,27.86839999316726,0.016299993149004877,0.01829999382607639,5.20420000248123,0.0,0.0,0.0,0.0042000028770416975,0.006700007361359894,0.0,0.030700000934302807,0.0,0.5272,0.24029999622143805,26.978699999745004,0.227,25.97011,26.0871,0.2234,0.0888,0.0939,27.8585999913048,0.000300002284348011
29,23.30489999440033,5.304399994201958,18.00050000019837,0.018000006093643606,0.018300008377991617,5.175800004508346,0.0,0.0,0.0,0.0043000036384910345,0.006999995093792677,0.0,0.03060000017285347,0.0,1.4962,0.36130000080447644,15.969700005371124,0.1737,14.72252,14.843,0.2964,0.1564,0.175,17.959499993594363,0.000100000761449337
30,4673.810299995239,8.106399996904656,4665.703899998334,0.02570000651758164,0.028300011763349175,7.951599996886216,0.0,0.0,0.0,0.005199995939619839,0.007300011930055916,0.0,0.03399999695830047,0.0,0.5618,0.15529998927377164,4664.798700003303,1259.2981,4654.71624,1.2788,0.2671,0.1427,0.1071,4665.692899987334,0.000300002284348011
31,23.544400013634004,6.527400008053519,17.017000005580485,0.020099992980249226,0.024599998141638935,6.372899995767511,0.0,0.0,0.0,0.0050000089686363935,0.007599999662488699,0.0,0.03880000440403819,0.0,0.4975,0.26559999969322234,16.097300002002157,0.2579,14.59354,14.6813,0.3625,0.1759,0.1585,17.003300003125332,0.000200001522898674
32,26.617800001986325,8.135800002492033,18.481999999494292,0.02719998883549124,0.029699993319809437,7.966700010001659,0.0,0.0,0.0,0.004999994416721165,0.009200011845678091,0.0,0.037300007534213364,0.0,1.0129,0.35149999894201756,16.811699999379925,0.2558,14.34519,15.1171,0.4754,0.2439,0.3104,18.352199986111373,0.000300002284348011
33,27.26750000147149,9.597299998858944,17.670200002612546,0.0408000050811097,0.04230000195093453,9.411000006366521,0.0,0.0,0.0,0.005699999746866524,0.007800001185387373,0.0,0.03670000296551734,0.0,0.6365,0.301199994282797,16.576599999098107,0.1689,14.74125,15.4764,0.33,0.1772,0.1679,17.656000010902062,0.000300002284348011
34,28.894799994304776,8.34230000327807,20.552499991026707,0.028299997211433947,0.028700000257231295,8.114399999612942,0.0,0.0,0.0,0.007599999662488699,0.01410000550094992,0.0,0.05629999213851988,0.0,0.7772,0.6159999902592972,18.945899995742366,0.2403,16.51382,16.9746,0.767,0.2945,0.2869,20.531599991954863,0.0007999915396794677
35,27.00610000465531,8.83859999885317,18.16750000580214,0.036900004488416016,0.03840000135824084,8.650799994939007,0.0,0.0,0.0,0.0049000082071870565,0.008799994247965515,0.0,0.03890000516548753,0.0,0.5488,0.48329999845009297,16.925000003539026,0.1667,15.03176,15.7087,0.4089,0.1856,0.1623,18.11979999183677,0.00039998849388211966
36,26.46639999875333,8.135399999446236,18.330999999307096,0.031799994758330286,0.032800002372823656,7.961700001033023,0.0,0.0,0.0,0.0043000036384910345,0.007700000423938036,0.0,0.03809999907389283,0.0,0.5636,0.4616999940481037,17.11770000110846,0.1934,14.14271,15.9621,0.3997,0.1815,0.1234,18.31549999769777,0.000200001522898674
37,29.56929999345448,15.023200001451187,14.546099992003292,0.031200004741549492,0.03309999010525644,13.972000000649132,0.0,0.0,0.0,0.03460000152699649,0.0644999963697046,0.0,0.272599994787015,0.0,2.668,1.258500007679686,10.241399999358691,0.6841,8.68432,8.537,0.3048,0.1382,0.149,14.51959999394603,0.0027999922167509794
38,29.274200001964346,18.361199996434152,10.913000005530193,0.023600005079060793,0.02570000651758164,18.10059999115765,0.0,0.0,0.0,0.007700000423938036,0.01759998849593103,0.0,0.06009999196976423,0.0,1.4545,0.6767000013496727,8.606899995356798,0.2205,7.2556,7.594,0.2758,0.1302,0.1131,10.87950001237914,0.000600004568696022
39,29.39209999749437,16.139999992446974,13.252100005047396,0.017099999240599573,0.0202999945031479,15.83550000214018,0.0,0.0,0.0,0.009700001101009548,0.018799997633323073,0.0,0.07670000195503235,0.0,1.43,0.49399999261368066,11.14390000293497,0.3947,9.8074,9.7984,0.2823,0.1131,0.1089,13.23890000639949,0.0006999907782301307
40,39.21529999934137,17.873700009658933,21.341599989682436,0.020199993741698563,0.020400009816512465,17.62909999524709,0.0,0.0,0.0,0.006799993570894003,0.012400007108226418,0.0,0.05329999839887023,0.0,0.6593,0.7912000000942498,19.61950000259094,0.374,17.7673,17.8277,0.5434,0.2444,0.1866,21.29129999957513,0.000300002284348011
41,29.09409999847412,10.391799994977191,18.70230000349693,0.044800006435252726,0.043799998820759356,10.199500000453554,0.0,0.0,0.0,0.004899993655271828,0.007599999662488699,0.0,0.03650000144261867,0.0,0.8023,0.34240000240970403,17.341700004180893,0.2706,14.82834,15.8528,0.4308,0.196,0.214,18.64880000357516,0.000200001522898674
42,20.985900002415292,8.234599998104386,12.751300004310906,0.03460000152699649,0.05339999916031957,8.047600000281818,0.0,0.0,0.0,0.005399997462518513,0.007599999662488699,0.0,0.03199999628122896,0.0,0.9126,0.5764000088674948,11.16819999879226,0.1517,10.0017,10.4851,0.1792,0.0889,0.0963,12.742999999318272,0.000400003045797348
43,14.310600003227592,5.4684000060660765,8.842199997161515,0.016999998479150236,0.018999999156221747,5.341199997928925,0.0,0.0,0.0,0.005399997462518513,0.007399998139590025,0.0,0.02890000178012997,0.0,1.0998,0.6973999988986179,6.941799991182052,0.1329,6.27544,6.3027,0.1522,0.0956,0.1058,8.83340000291355,0.00019998697098344564
44,24.95690000068862,12.11939999484457,12.83750000584405,0.015600002370774746,0.017999991541728377,11.662599994451739,0.0,0.0,0.0,0.014700010069645941,0.02479999966453761,0.0,0.13499999477062374,0.0,2.0202,0.7509999995818362,9.841699997195974,0.3272,8.75937,8.7699,0.237,0.1026,0.0934,12.801199991372414,0.001100008375942707
45,45.12359999353066,5.699899993487634,39.42370000004303,0.018799997633323073,0.020100007532164454,5.582400001003407,0.0,0.0,0.0,0.0035999983083456755,0.006100002792663872,0.0,0.025000001187436283,0.0,1.0771,0.6185999955050647,37.36420000495855,0.1521,34.0013,34.1502,0.8431,0.6235,1.0018,39.38210000342224,0.000200001522898674
46,26.81680000387132,15.345100007834844,11.471699996036477,0.11029999586753547,0.10590000601951033,15.02569999138359,0.0,0.0,0.0,0.0046000059228390455,0.009099996532313526,0.0,0.042100000428035855,0.0,0.7701,0.3158000035909936,10.274500004015863,0.3023,8.54724,9.3079,0.2077,0.0827,0.0854,11.462599999504164,0.00029998773243278265
47,22.363700001733378,5.39379999099765,16.969900010735728,0.016200006939470768,0.01750000228639692,5.2684999973280355,0.0,0.0,0.0,0.0042000028770416975,0.006799993570894003,0.0,0.02989999484270811,0.0,0.5629,0.1905999961309135,16.021499992348254,0.2319,14.61124,14.7632,0.325,0.1622,0.1432,16.929200006416067,0.000200001522898674
48,17.97179999994114,8.044100002734922,9.927699997206219,0.025999994250014424,0.02780000795610249,7.885999992140569,0.0,0.0,0.0,0.004999994416721165,0.007899987394921482,0.0,0.033200005418621004,0.0,0.5632,0.298400002066046,8.941099993535317,0.1879,7.14572,8.0638,0.21,0.0856,0.094,9.918399999151006,0.000300002284348011
49,27.81179999874439,5.269599991152063,22.542200007592328,0.015900004655122757,0.018099992303177714,5.151700010173954,0.0,0.0,0.0,0.004399989848025143,0.005699999746866524,0.0,0.025600005756132305,0.0,0.9933,0.07779999577905983,21.33489999687299,0.2481,20.01388,20.1759,0.3009,0.1529,0.1472,22.530700007337146,0.000200001522898674
50,45.22949999955017,8.204099998692982,37.02540000085719,0.025899993488565087,0.02849999873433262,8.051299999351613,0.0,0.0,0.0,0.0049000082071870565,0.007299997378140688,0.0,0.03340000694151968,0.0,0.8553,0.7076000038068742,35.29530001105741,0.2619,33.69606,34.1217,0.307,0.1594,0.1356,36.98900000017602,0.00029998773243278265
51,25.869999997667037,8.048899995628744,17.821100002038293,0.025000001187436283,0.027400004910305142,7.905699996626936,0.0,0.0,0.0,0.0040000013541430235,0.006999995093792677,0.0,0.03029999788850546,0.0,1.0836,0.1109000004362315,16.48150000255555,0.2879,14.36109,15.1406,0.3304,0.1878,0.1614,17.808200005674735,0.000300002284348011
52,18.677300002309494,8.11979999707546,10.557500005234033,0.025900008040480316,0.02720000338740647,7.9677000030642375,0.0,0.0,0.0,0.00449999060947448,0.007099995855242014,0.0,0.03330000618007034,0.0,0.676,0.3606999962357804,9.384899996803142,0.2637,7.39881,8.3338,0.2832,0.1035,0.0941,10.545500001171604,0.000300002284348011
53,14.740800004801713,5.578000011155382,9.162799993646331,0.017399986973032355,0.020499996026046574,5.432600009953603,0.0,0.0,0.0,0.006199989002197981,0.007499998901039362,0.0,0.03500000457279384,0.0,0.5987,0.22170000011101365,8.21410000207834,0.1717,7.23646,7.2106,0.1568,0.0928,0.1112,9.13570000557229,0.000300002284348011
54,35.11359999538399,5.953899992164224,29.15970000321977,0.015900004655122757,0.018100006855092943,5.828100009239279,0.0,0.0,0.0,0.0046000059228390455,0.006300004315562546,0.0,0.029699993319809437,0.0,0.493,0.2423000114504248,28.284200001507998,0.2511,26.96705,27.0819,0.3239,0.1764,0.1453,29.14710000914056,0.000300002284348011
55,26.19839999533724,8.170799992512912,18.02760000282433,0.02710000262595713,0.028300011763349175,8.02290000137873,0.0,0.0,0.0,0.0047000066842883825,0.007100010407157242,0.0,0.029600007110275328,0.0,1.5319,0.4138000076636672,15.93989999673795,0.2679,14.57353,14.5759,0.3249,0.1467,0.2428,18.016300004092045,0.000300002284348011
56,25.714900009916164,8.15409999631811,17.560800013598055,0.026900001103058457,0.027699992642737925,7.9738999920664355,0.0,0.0,0.0,0.005699999746866524,0.008999995770864189,0.0,0.044500004150904715,0.0,0.703,0.5028000014135614,16.150600000401028,0.1628,14.35365,14.9384,0.3911,0.2089,0.1781,17.515400002594106,0.000200001522898674
57,38.025899993954226,9.258499994757585,28.76739999919664,0.03239999932702631,0.03159999323543161,9.08809999236837,0.0,0.0,0.0,0.00549999822396785,0.00790000194683671,0.0,0.03540000761859119,0.0,0.5177,0.2928000030806288,27.837799992994405,0.156,26.79947,27.0026,0.215,0.1009,0.1019,28.756799991242588,0.000300002284348011
58,20.09849999740254,5.223999993177131,14.87450000422541,0.01780000457074493,0.019099999917671084,5.10490000306163,0.0,0.0,0.0,0.0037999998312443495,0.006699992809444666,0.0,0.025600005756132305,0.0,0.9795,0.07840000034775585,13.551299998653121,0.217,10.2556,10.3296,1.0533,0.6995,0.6346,14.84800000616815,0.00019998697098344564
59,21.936899996944703,11.89959999464918,10.037300002295524,0.07090000144671649,0.06890000076964498,11.665400001220405,0.0,0.0,0.0,0.005599998985417187,0.008000002708286047,0.0,0.03539999306667596,0.0,1.4007,0.3792000061366707,8.118099998682737,0.1644,7.19546,7.3619,0.1569,0.0928,0.0908,10.011199992732145,0.00029998773243278265
60,20.779400001629256,5.311400003847666,15.46799999778159,0.016699996194802225,0.018999999156221747,5.18039999587927,0.0,0.0,0.0,0.0047000066842883825,0.007099995855242014,0.0,0.03090000245720148,0.0,0.4505,0.4793999978573993,14.43239999935031,0.1498,13.69028,13.7702,0.1481,0.0913,0.0981,15.459299989743158,0.000200001522898674
61,40.93259999353904,5.426599993370473,35.50600000016857,0.01610000617802143,0.01720000000204891,5.2946000068914145,0.0,0.0,0.0,0.0045000051613897085,0.007399998139590025,0.0,0.03300000389572233,0.0,0.5429,0.33799999800976366,34.52359999937471,0.1525,33.51937,33.7378,0.2096,0.0889,0.1346,35.49799999746028,0.000300002284348011
62,13.844300003256649,5.339800001820549,8.5045000014361,0.015099998563528061,0.01750000228639692,5.216300007305108,0.0,0.0,0.0,0.0037999998312443495,0.006399990525096655,0.0,0.029700007871724665,0.0,0.523,0.31790000502951443,7.541899991338141,0.1416,6.58716,6.7792,0.1547,0.0938,0.1465,8.478799994918518,0.000300002284348011
63,27.64960000058636,5.1555999962147325,22.494000004371628,0.015500001609325409,0.017400001524947584,5.042799995862879,0.0,0.0,0.0,0.0036999990697950125,0.006100002792663872,0.0,0.025000001187436283,0.0,1.0542,0.09580000187270343,21.177600006922148,0.259,19.46183,19.5408,0.3752,0.303,0.3021,22.479200008092448,0.000200001522898674
64,36.30179999163374,8.440099991275929,27.861700000357814,0.03480000304989517,0.03440000000409782,8.262700008344837,0.0,0.0,0.0,0.0051000097300857306,0.009199997293762863,0.0,0.03850000211969018,0.0,0.5437,0.26590000197757035,26.910000000498258,0.1714,25.69287,25.872,0.2225,0.1316,0.191,27.85060000314843,0.00029998773243278265
65,16.07030000013765,5.289900000207126,10.780399999930523,0.01889999839477241,0.018799997633323073,5.166999995708466,0.0,0.0,0.0,0.0045000051613897085,0.00650000583846122,0.0,0.027300004148855805,0.0,0.4917,0.2921999985119328,9.873699993477203,0.1368,9.07959,9.1516,0.176,0.0915,0.0855,10.75430000491906,0.000200001522898674
66,25.011999998241663,5.421199995907955,19.590800002333708,0.015600002370774746,0.01889999839477241,5.28420000046026,0.0,0.0,0.0,0.005199995939619839,0.007800001185387373,0.0,0.03270000161137432,0.0,0.5764,0.31039999157655984,18.542499994509853,0.2382,17.31896,17.4135,0.2426,0.1602,0.1853,19.578099992941134,0.000200001522898674
67,37.09680000611115,8.249100006651133,28.84769999946002,0.02890000178012997,0.028700000257231295,8.096799996565096,0.0,0.0,0.0,0.0052000104915350676,0.007199996616691351,0.0,0.030800001695752144,0.0,0.5465,0.26200000138487667,27.925600006710738,0.1565,26.93515,27.2056,0.1685,0.0783,0.087,28.839299993705936,0.000400003045797348
68,23.26549999997951,5.430199991678819,17.835300008300692,0.015600002370774746,0.017999991541728377,5.302400008076802,0.0,0.0,0.0,0.0047000066842883825,0.007400012691505253,0.0,0.03160000778734684,0.0,0.6134,0.2759000053629279,16.771199996583164,0.1462,15.64691,15.8095,0.3027,0.1406,0.1331,17.78819999890402,0.000300002284348011
69,23.72029999969527,7.50730000436306,16.21299999533221,0.025599991204217076,0.028800001018680632,7.368000005953945,0.0,0.0,0.0,0.0041000021155923605,0.006400005077011883,0.0,0.027400004910305142,0.0,0.8041,0.08190001244656742,15.18489999580197,0.1497,13.90527,14.066,0.3547,0.1556,0.1506,16.200099998968653,0.000200001522898674
70,18.212200011475943,8.370399998966604,9.841800012509339,0.03029999788850546,0.030399998649954796,8.215800000471063,0.0,0.0,0.0,0.0051000097300857306,0.007499998901039362,0.0,0.030800001695752144,0.0,0.8128,0.10550000297371298,8.809899998595938,0.1498,7.87892,8.0516,0.1469,0.0896,0.0925,9.832900002948008,0.00029998773243278265
71,29.271999999764375,5.374200001824647,23.897799997939728,0.016699996194802225,0.01790000533219427,5.232299998169765,0.0,0.0,0.0,0.0048000074457377195,0.007000009645707905,0.0,0.030100010917522013,0.0,0.4437,0.25270000332966447,22.99009999842383,0.1711,21.75343,21.9308,0.2949,0.1568,0.1292,23.811200007912703,0.000300002284348011
72,43.334100002539344,8.200800002668984,35.13329999987036,0.024900000425986946,0.025699991965666413,8.057499988353811,0.0,0.0,0.0,0.0043000036384910345,0.007299997378140688,0.0,0.031400006264448166,0.0,0.525,0.23659999715164304,34.100700009730645,0.201,30.26433,30.483,1.1906,0.6653,0.9998,35.107300005620345,0.000200001522898674
73,22.824100000434555,11.882699996931478,10.941400003503077,0.07149999146349728,0.06669999856967479,11.64979999884963,0.0,0.0,0.0,0.005299996701069176,0.008200004231184721,0.0,0.03399999695830047,0.0,0.9624,0.10830000974237919,9.744599999976344,0.2541,8.72272,8.8395,0.2011,0.094,0.0897,10.931900003924966,0.000200001522898674
74,26.245499990181997,17.28020000155084,8.965299988631159,0.01820000761654228,0.01930000144056976,17.100299999583513,0.0,0.0,0.0,0.006200003554113209,0.010400006431154907,0.0,0.04430000262800604,0.0,0.7335,0.6477999995695427,7.441800000378862,0.1674,6.58309,6.701,0.1584,0.0946,0.0923,8.93559999531135,0.000300002284348011
75,15.837300001294352,5.3709000058006495,10.466399995493703,0.016999998479150236,0.019099999917671084,5.211299998336472,0.0,0.0,0.0,0.005099995178170502,0.009199997293762863,0.0,0.046200002543628216,0.0,0.8804,0.0889000075403601,9.387900005094707,0.4396,8.446,8.3094,0.1925,0.0853,0.0846,10.456300005898811,0.000300002284348011
76,22.41900000080932,5.207299996982329,17.21170000382699,0.01610000617802143,0.017699989257380366,5.092100007459521,0.0,0.0,0.0,0.0046000059228390455,0.006400005077011883,0.0,0.02549999044276774,0.0,0.9936,0.10959999053739011,15.959299998939969,0.2516,14.91481,15.0672,0.1797,0.0875,0.1028,17.198500005179085,0.000200001522898674
77,44.65379999601282,5.553399998461828,39.100399997550994,0.020399995264597237,0.03199999628122896,5.405000003520399,0.0,0.0,0.0,0.0044000043999403715,0.008100003469735384,0.0,0.030499999411404133,0.0,0.6879,0.27150000096298754,37.94639999978244,0.1632,36.65451,36.8694,0.3492,0.1503,0.1225,39.06029999780003,0.000300002284348011
78,21.286099989083596,7.854399998905137,13.431699990178458,0.0247000134550035,0.025900008040480316,7.713700004387647,0.0,0.0,0.0,0.005099995178170502,0.007000009645707905,0.0,0.029999995604157448,0.0,0.8151,0.0830000062705949,12.408299997332506,0.2432,11.36484,11.4766,0.2229,0.092,0.0858,13.423099997453392,0.000200001522898674
79,22.5782000052277,5.275300005450845,17.302899999776855,0.017600003047846258,0.019799990695901215,5.155100006959401,0.0,0.0,0.0,0.003600012860260904,0.00650000583846122,0.0,0.025900008040480316,0.0,0.4638,0.2697000018088147,16.43990000593476,0.1556,15.18417,15.3694,0.315,0.1542,0.1499,17.291099997237325,0.000200001522898674
