frame,frame_total_ms,producer_ms,consumer_ms,inter_frame_gap_ms,p_Telemetry/frame_data,p_compose_overlay,p_above_total,p_above_compose,p_above_region_to_bytes,p_above_region_upload,p_map_cpu_upload,p_PIL/buffer preparation,p_chart_cpu_tobytes,p_chart_dynamic_tobytes,p_gauge_tobytes,c_MF ReadSample/decode availability,c_consumer_upload,c_consumer_native_call,c_VideoProcessor CPU submit,c_VideoProcessor GPU completion,c_GPU wait/synchronization,c_AMF submit/backpressure,c_AMF QueryOutput,c_Packet write,c_pipeline_total,p_HUD dirty extract
73,60.17219999921508,42.1477999916533,18.02440000756178,0.020800012862309813,0.028299997211433947,4.437900002812967,29.528399973060004,23.05299999716226,6.380999984685332,2.036899997619912,1.9674999930430204,0.7327000057557598,0.0,0.0,0.0,1.0576,3.1829000072320923,13.609799992991611,0.3458,7.85768,8.1146,0.2645,0.13,0.1078,18.006300000706688,0.6758000090485439
74,59.484400000656024,40.92010000022128,18.56430000043474,0.020799998310394585,0.027599991881288588,3.7688000011257827,28.506599977845326,21.749899999122135,6.656499987002462,1.8883999873651192,2.29869999748189,0.662000005831942,0.0,0.0,0.0,0.5309,6.582499991054647,11.255999997956678,0.2397,9.3751,9.6476,0.3542,0.1368,0.1327,18.518799988669343,0.6048999930499122
75,61.282199996639974,42.1312999969814,19.150899999658577,0.023999993572942913,0.03159999323543161,4.530899997917004,29.383000000962056,22.536000004038215,6.74869999056682,1.825599989388138,1.9183999975211918,0.7653999928152189,0.0,0.0,0.0,0.5576,7.668899997952394,10.760700009996071,0.4038,8.74757,8.9826,0.2746,0.126,0.114,19.126900006085634,0.71340000431519
76,61.24650000128895,42.313799989642575,18.932700011646375,0.028000009479001164,0.037600009818561375,4.940500002703629,29.104699977324344,22.607199993217364,6.391299990355037,2.0401999936439097,1.8739999941317365,0.7397000008495525,0.0,0.0,0.0,0.6931,7.777300008456223,10.213200002908707,0.2381,8.25188,8.5131,0.3243,0.1168,0.1879,18.90609999827575,0.6863000016892329
77,82.9552000068361,55.61580001085531,27.339399995980784,0.02339998900424689,0.03029999788850546,10.66020000143908,36.861800006590784,29.76370000396855,7.000700003118254,2.0022999815410003,1.8970999954035506,0.720500000170432,0.0,0.0,0.0,1.5987,2.961899997899309,22.51789999718312,0.6327,16.21053,16.6274,0.3265,0.1471,0.1213,27.289400008157827,0.6665999972028658
78,62.58420000085607,43.42400000314228,19.16019999771379,0.025899993488565087,0.03300000389572233,4.158199997618794,30.499799991957843,22.16059999773279,8.233100001234561,1.7256999853998423,2.0303000055719167,1.1686999932862818,0.0,0.0,0.0,0.514,7.587900006910786,10.895200000959449,0.3093,9.15269,9.4053,0.2258,0.1094,0.1327,19.139500000164844,1.109399992856197
79,64.65919999754988,45.21240000030957,19.446799997240305,0.023200002033263445,0.02929999027401209,5.654299995512702,31.414800017955713,23.162299999967217,8.155700008501299,1.6885999939404428,1.908899997943081,0.7317000126931816,0.0,0.0,0.0,0.4769,6.974199990509078,11.826299989479594,0.3767,9.52057,9.7584,0.334,0.126,0.1285,19.425299993599765,0.6598000036319718
80,62.3663000005763,43.533099989872426,18.833200010703877,0.02440001117065549,0.031100003980100155,4.44410000636708,30.18470000824891,21.282400004565716,8.803200005786493,1.8181000195909292,1.8945000047096983,1.092100006644614,0.0,0.0,0.0,0.6272,8.104099993943237,9.912700013956055,0.4354,8.48701,8.4983,0.2454,0.0997,0.1195,18.787900000461377,1.037399997585453
81,71.90589999663644,45.94350000843406,25.962399988202378,0.021499989088624716,0.028699985705316067,5.327999999281019,32.43750000547152,23.39810000557918,8.94010000047274,1.7951999907381833,1.83939999260474,0.8535999950254336,0.0,0.0,0.0,0.5772,2.731200002017431,22.48390000022482,0.4453,15.78297,16.0991,0.3549,0.1555,0.1863,25.940799998352304,0.7989000005181879
82,61.27250001009088,44.70440000295639,16.56810000713449,0.028800001018680632,0.03619999915827066,6.311599994660355,30.25789999810513,23.81099999183789,6.343000000924803,2.114499991876073,1.8936999986181036,0.7566999993287027,0.0,0.0,0.0,0.5094,6.907399991177954,8.971500006737188,0.2086,7.62144,7.8036,0.2292,0.1108,0.1196,16.5465000027325,0.7003000064287335
83,62.98569998762105,43.351599990273826,19.63409999734722,0.023100001271814108,0.030199997127056122,5.0322000024607405,29.52900000673253,22.848299995530397,6.584000002476387,1.642899980652146,2.339599988772534,0.680199998896569,0.0,0.0,0.0,0.5893,6.210399995325133,12.597499997355044,0.3258,10.51861,10.8057,0.3225,0.1356,0.1367,19.539100001566112,0.6189999985508621
84,68.19180000456981,41.5216999972472,26.670100007322617,0.02580000727903098,0.036299999919719994,4.481399999349378,28.622800004086457,21.63809999183286,6.8909000110579655,1.704999987850897,1.9450000108918175,0.7259999983943999,0.0,0.0,0.0,0.5469,2.6550999900791794,23.269400000572205,0.2408,15.95444,16.5024,0.4422,0.1974,0.1732,26.644100013072602,0.672800000756979
85,72.0487999933539,44.63969999051187,27.409100002842024,0.03460000152699649,0.041399995097890496,6.6073000052710995,30.013900002813898,23.1735999986995,6.739400007063523,1.6845999925862998,1.864899997599423,0.7563999970443547,0.0,0.0,0.0,0.5382,6.935500001418404,19.74470001005102,0.2687,17.70358,18.0047,0.3761,0.1969,0.1632,27.383400010876358,0.7011999987298623
86,64.7607999999309,43.56030000781175,21.20049999211915,0.03779999678954482,0.046600005589425564,6.528300000354648,28.594799994607456,21.902899999986403,6.591099998331629,1.6427000082330778,2.216799999587238,0.6927000067662448,0.0,0.0,0.0,0.586,6.236699991859496,14.199299999745563,0.2302,12.04404,12.4873,0.2984,0.1128,0.1896,21.15859999321401,0.6386000022757798
87,62.00479999824893,42.327100003603846,19.67769999464508,0.021900006686337292,0.028399997972883284,4.363600004580803,29.467000014847144,23.024100009934045,6.322200002614409,2.0275999995647,1.9428000086918473,0.7649000035598874,0.0,0.0,0.0,0.5475,3.1737000099383295,15.795100000104867,0.2368,9.10615,9.5016,0.2044,0.1123,0.119,19.65849999396596,0.7122999959392473
88,66.76539999898523,42.426700005307794,24.338699993677437,0.0219999928958714,0.027700007194653153,4.901699998299591,28.802799992263317,22.288100008154288,6.422299993573688,1.6813999973237514,2.351600007386878,0.8120999991660938,0.0,0.0,0.0,0.57,8.458900003461167,15.13310000882484,0.4232,13.16392,13.3406,0.3318,0.1202,0.1189,24.31750000687316,0.745700002880767
89,73.33570001355838,47.687099999166094,25.648600014392287,0.02300000051036477,0.0281000102404505,4.573700003675185,33.31590000016149,25.899100000970066,7.314300004509278,1.5199000044958666,2.475899993441999,0.8563000010326505,0.0,0.0,0.0,1.3284,6.5842999902088195,17.53699999244418,0.2358,15.57882,15.8413,0.3479,0.1531,0.1456,25.598699998226948,0.794000006862916
90,78.99599999655038,52.55110000143759,26.44489999511279,0.02989999484270811,0.03519999154377729,6.034200006979518,35.31229999498464,25.64380000694655,9.55259999318514,2.1564999915426597,3.2346999942092225,1.0498999909032136,0.0,0.0,0.0,0.7491,3.510499998810701,21.953400006168522,0.4775,13.63975,14.1304,0.3903,0.1794,0.1733,26.416599997901358,0.9768000018084422
91,70.3495999914594,49.2519999970682,21.097599994391203,0.038700003642588854,0.04400000034365803,5.000800010748208,34.88690001540817,27.443400002084672,7.333800007472746,1.693899990641512,2.0721000037156045,0.7712999940849841,0.0,0.0,0.0,0.5327,2.6354000001447275,17.7628000092227,0.387,11.92886,12.1556,0.2799,0.1827,0.2691,21.07869999599643,0.7170000026235357
92,77.59190000069793,50.80120000638999,26.790699994307943,0.021200001356191933,0.028299997211433947,4.7636000090278685,33.740600003511645,24.81969998916611,8.799400020507164,2.18239999958314,2.563299989560619,1.0235999943688512,0.0,0.0,0.0,0.6875,3.8981999969109893,21.867199990083463,0.3439,11.76924,12.3832,0.4004,0.1488,0.2059,26.709400000981987,0.9509000083198771
93,77.138599997852,50.42959999991581,26.70899999793619,0.03510000533424318,0.04919999628327787,6.228199999895878,35.32980002637487,25.489300009212457,9.736900014104322,2.294999998412095,2.0644999895012006,1.0857999877771363,0.0,0.0,0.0,0.5564,7.310800006962381,18.650400001206435,0.2806,16.26668,16.5543,0.3927,0.1611,0.5537,26.687100005801767,1.0304999887011945
94,70.0455000041984,49.16059999959543,20.88490000460297,0.03090000245720148,0.05329999839887023,6.939300001249649,32.334400006220676,22.5473000027705,9.68750000174623,1.7816000035963953,1.8263999954797328,0.7228000031318516,0.0,0.0,0.0,0.5203,8.442799997283146,11.735299995052628,0.2511,9.45101,9.9476,0.3667,0.158,0.118,20.861900004092604,0.6656000041402876
95,79.52850000583567,57.8349999996135,21.693500006222166,0.028999987989664078,0.03850000211969018,6.3563000003341585,41.190699994331226,31.083699999726377,9.98460000846535,1.6875000001164153,2.6298000011593103,1.3048999971942976,0.0,0.0,0.0,0.7599,8.170900007826276,12.56930000090506,0.3167,10.41674,10.6294,0.2547,0.1236,0.2067,21.64850001281593,1.2061000015819445
96,80.0388999923598,56.06350000016391,23.97539999219589,0.021200001356191933,0.029399991035461426,6.01900000765454,40.42780002055224,22.417900006985292,17.911500006448478,2.2588999854633585,2.5311000063084066,0.8665999921504408,0.0,0.0,0.0,0.6407,3.260999990743585,19.88100000016857,0.3979,13.53039,13.8309,0.2536,0.2291,0.105,23.956499993801117,0.7979999936651438
97,80.68999998795334,53.47729999630246,27.21269999165088,0.02260001201648265,0.026900001103058457,4.820799993467517,39.39630000968464,26.516500001889654,12.774000002536923,1.822100006393157,2.5514000008115545,1.2671000004047528,0.0,0.0,0.0,0.6167,8.253699998022057,18.169799994211644,0.2954,16.04561,16.2766,0.3832,0.173,0.1853,27.190000007976778,1.2061000015819445
98,68.41069999791216,48.50879999867175,19.901899999240413,0.03170000854879618,0.042100000428035855,6.471800006693229,32.16970001813024,23.094600008334965,8.979899997939356,1.7920999962370843,2.119900003890507,0.7176999934017658,0.0,0.0,0.0,0.4783,7.447900003171526,11.72249999945052,0.241,9.73981,10.0786,0.2867,0.1458,0.215,19.810199999483302,0.6617999897571281
99,63.59910000173841,43.33289999340195,20.266200008336455,0.02370000584051013,0.03139999171253294,4.777999987709336,30.113199987681583,22.974899999098852,7.036299997707829,1.876599999377504,1.916900000651367,0.9089999948628247,0.0,0.0,0.0,0.5858,2.8738000110024586,16.63300000654999,0.4304,10.89323,11.1184,0.2624,0.129,0.1287,20.247399996151216,0.8550999918952584
100,62.428300007013604,41.50310000113677,20.92520000587683,0.021499989088624716,0.027900008717551827,4.560700006550178,27.933200006373227,21.354799988330342,6.488300015917048,2.016900005401112,2.0050000021001324,0.7650000043213367,0.0,0.0,0.0,0.4949,7.774700003210455,12.482900012400933,0.2362,10.4908,10.9159,0.2213,0.128,0.1435,20.90170000155922,0.7120000082068145
101,80.47280000755563,54.15809999976773,26.314700007787906,0.025899993488565087,0.03190001007169485,5.229400005191565,31.370699987746775,23.764499987009913,7.503899993025698,1.9234999926993623,3.575399998226203,4.956999997375533,0.0,0.0,0.0,1.6837,7.599699994898401,16.319500005920418,0.2845,11.40133,11.7724,1.5469,0.7664,0.6989,26.113599989912473,4.467100006877445
102,87.7009999967413,68.06229999347124,19.63870000327006,0.1466999965487048,0.21319999359548092,13.792499987175688,45.66490001161583,38.99640000599902,6.555800006026402,1.993800004129298,1.8755000055534765,0.7446999952662736,0.0,0.0,0.0,0.7027,2.9362999921431765,15.839599989703856,0.2353,9.6276,10.1093,0.2783,0.115,0.1767,19.621300001745112,0.690699991537258
103,60.456100007286295,41.78309999406338,18.673000013222918,0.02130000211764127,0.028000009479001164,3.480900006252341,30.13599998666905,23.53429999493528,6.5048999967984855,2.079300000332296,1.874100009445101,0.8144999883370474,0.0,0.0,0.0,0.8723,3.2266000052914023,14.379200001712888,0.2583,8.58572,9.0068,0.2474,0.1097,0.1126,18.653000006452203,0.7584999984828755
104,58.59619998955168,40.419099997961894,18.177099991589785,0.022799998987466097,0.02990000939462334,3.5468999994918704,27.812400017865002,21.299900006852113,6.42280001193285,1.748599999700673,2.4590999964857474,0.8532999927410856,0.0,0.0,0.0,0.508,2.719800002523698,14.750600006664172,0.2559,9.09316,9.5366,0.3184,0.1439,0.1212,18.13640000182204,0.7908999978099018
105,67.19169999996666,42.2641999903135,24.92750000965316,0.020400009816512465,0.029000002541579306,4.440899996552616,29.82559999509249,22.70929999940563,7.0210999983828515,1.7190000071423128,1.8423000001348555,0.7943000091472641,0.0,0.0,0.0,0.6727,6.7303999967407435,17.356600001221523,0.2542,15.70802,15.9105,0.3526,0.1951,0.1367,24.90729998680763,0.7436000014422461
106,58.54620000172872,41.307199993752874,17.239000007975847,0.028099995688535273,0.035599994589574635,5.122500006109476,27.83950002049096,21.372100003645755,6.3710000104038045,1.7822000081650913,1.8648000113898888,0.9796999947866425,0.0,0.0,0.0,0.4714,7.325900005525909,9.239299994078465,0.2296,7.80172,7.9506,0.3086,0.1511,0.138,17.210899997735396,0.9250999864889309
107,62.138399996911176,42.75189999316353,19.386500003747642,0.028599999495781958,0.03999999898951501,4.233900006511249,30.1692000211915,23.372600000584498,6.696300013572909,1.5911999944364652,1.884900004370138,0.8813000022200868,0.0,0.0,0.0,0.485,7.14799998968374,11.565900000277907,0.2648,9.66885,9.9745,0.3322,0.1258,0.1274,19.343199994182214,0.8273999992525205
108,60.97880000015721,41.27969998808112,19.699100012076087,0.021900006686337292,0.029100003303028643,4.405900006531738,28.25730000040494,21.54980000341311,6.605100003071129,1.7509999888716266,1.863400000729598,0.7259000121848658,0.0,0.0,0.0,0.7572,2.7865000010933727,15.953800000716,0.3962,8.60762,8.9914,0.228,0.1103,0.1857,19.676200012327172,0.6741999968653545
109,63.5411999974167,42.78570000315085,20.755499994265847,0.02169999061152339,0.029399991035461426,4.5492000062949955,29.761300014797598,23.247200006153435,6.394700001692399,1.869200001237914,2.230400001280941,0.7666000019526109,0.0,0.0,0.0,0.4963,7.308599990210496,12.467900000046939,0.2251,8.83675,9.0022,1.2941,0.6689,0.576,20.68830000644084,0.7042000070214272
110,74.29199999023695,54.29509999521542,19.996899995021522,0.12010001228190958,0.13780000153928995,13.033499999437481,32.11840000585653,23.207199992612004,8.812900006887503,2.119099983246997,2.3233999963849783,1.170299990917556,0.0,0.0,0.0,0.6792,3.0663999932585284,16.05550000385847,0.2958,9.5839,9.9689,0.2942,0.1127,0.1204,19.95800000440795,1.1112000065622851
111,64.53699999838136,45.376199996098876,19.160800002282485,0.020100007532164454,0.0278999941656366,4.902600005152635,31.935799997881986,22.840899997390807,8.997400000225753,1.89939999836497,1.8653000006452203,0.724500001524575,0.0,0.0,0.0,0.5661,3.1458000012207776,15.282599997590296,0.5181,8.44553,8.6888,0.2377,0.1267,0.2115,19.141999990097247,0.6718000076944008
112,60.76460001349915,41.475100006209686,19.289500007289462,0.02169999061152339,0.028299997211433947,4.929400005494244,28.021299993270077,21.4982999896165,6.424600011087023,1.5432000072905794,2.2059000039007515,0.7804000051692128,0.0,0.0,0.0,0.5881,6.975700001930818,11.531500000273809,0.2415,9.91329,9.9039,0.3624,0.1857,0.1636,19.26580000144895,0.7237999961944297
113,60.64840000180993,40.93120001198258,19.71719998982735,0.02509998739697039,0.032500000088475645,3.52549999661278,29.38760002143681,22.32390000426676,6.967900015297346,1.5941999881761149,1.8265999970026314,0.7210000039776787,0.0,0.0,0.0,0.5206,7.757700004731305,11.235400001169182,0.2448,9.30082,9.7206,0.2947,0.1271,0.1161,19.671999994898215,0.6678000063402578
114,59.01559999620076,40.54669999459293,18.468900001607835,0.02200000744778663,0.028800001018680632,4.590299999108538,27.505600010044873,21.062900006654672,6.3455000054091215,1.6229000029852614,1.8514999974286184,0.7576000061817467,0.0,0.0,0.0,0.5641,7.4801000009756535,10.269299993524328,0.2263,8.37592,8.7321,0.2598,0.1192,0.1373,18.44899999559857,0.7030999986454844
115,60.74790000275243,42.056200007209554,18.691699995542876,0.022899999748915434,0.028399997972883284,4.978800003300421,28.086899998015724,21.54109999537468,6.442099998821504,1.9171999883837998,2.1102999889990315,1.1580999998841435,0.0,0.0,0.0,0.8254,2.8710000042337924,14.78500000666827,0.4981,9.0193,9.214,0.3035,0.1266,0.1272,18.66449999215547,1.083499999367632
116,66.31969999580178,41.54310000012629,24.776599995675497,0.02510000194888562,0.030499999411404133,4.589400006807409,28.950300009455532,21.818499997607432,7.019500000751577,1.7965000006370246,1.823700004024431,0.7619999960297719,0.0,0.0,0.0,0.7015,2.74840000201948,20.827200001804158,0.3864,11.47605,11.9088,1.3746,1.736,0.5186,24.544300002162345,0.7086999976309016
117,67.89669999852777,48.41350000060629,19.483199997921474,0.0906000059330836,0.11039999662898481,10.485799997695722,29.844700009562075,22.92180000222288,6.82500000402797,1.6688000032445416,1.8469999922672287,0.7571000023745,0.0,0.0,0.0,0.4925,6.168399995658547,12.661399989156052,0.3951,10.71081,10.9277,0.3181,0.1256,0.1174,19.46250000037253,0.704799997038208
118,61.42929999623448,41.42809999757446,20.001199998660013,0.02300000051036477,0.029000002541579306,4.841699992539361,28.263899992452934,21.684699997422285,6.448999993153848,1.6261999844573438,1.8588999955682084,0.7623999990755692,0.0,0.0,0.0,0.6803,7.792300006258301,11.374400011845864,0.3224,9.43997,9.7733,0.2126,0.1207,0.1339,19.984300000942312,0.7069999992381781
119,68.46229999791831,42.36459999810904,26.097699999809265,0.023200002033263445,0.03060000017285347,5.294700007652864,28.042799996910617,21.4239000051748,6.520299997646362,1.7259000014746562,2.529699995648116,0.8658000006107613,0.0,0.0,0.0,1.202,2.5935000012395903,22.093599996878766,0.3186,16.13424,16.4758,0.3322,0.1616,0.1351,26.051300010294653,0.8047000010265037
120,63.20439999399241,45.543699990957975,17.660700003034435,0.02750000567175448,0.038300000596791506,7.381500006886199,30.252899989136495,23.789899991243146,6.360100000165403,1.894499990157783,1.8531000096118078,0.7305000035557896,0.0,0.0,0.0,0.5812,7.893000001786277,9.025599996675737,0.1861,7.72084,7.6503,0.2218,0.1207,0.1334,17.641600003116764,0.6776000082027167
121,69.90349999978207,42.9532999987714,26.95020000101067,0.022299995180219412,0.03130000550299883,5.919399991398677,28.249099996173754,21.608900002320297,6.543299998156726,1.6844999918248504,2.1961000020382926,0.7438000029651448,0.0,0.0,0.0,0.4985,7.568800006993115,18.704000001889654,0.2936,15.71753,16.0443,0.3946,0.2688,0.4506,26.92910000041593,0.6809000042267144
122,78.33140000002459,52.02959998860024,26.301800011424348,0.028000009479001164,0.033899996196851134,6.417099997634068,36.43229998124298,25.798699993174523,10.530999992624857,1.9195000058971345,2.1146000071894377,0.9271000017179176,0.0,0.0,0.0,0.64,6.996399999479763,18.43840000219643,0.2484,16.36972,16.7113,0.3532,0.1728,0.1416,26.251700008288026,0.869700001203455
123,64.93419999605976,44.413199997507036,20.520999998552725,0.02819999644998461,0.034500000765547156,4.300200002035126,31.622099995729513,22.415300001739524,9.108899990678765,1.9100999925285578,1.9987999985460192,0.7961000083014369,0.0,0.0,0.0,0.506,8.706400010851212,11.113900007330813,0.2635,9.56377,9.7241,0.3418,0.1569,0.1384,20.496099998126738,0.7260000129463151
124,64.00150000990834,45.24649999802932,18.75500001187902,0.030399998649954796,0.038700003642588854,5.083099997136742,31.70869998575654,22.267599997576326,9.34289998258464,1.5354999923147261,2.0594999950844795,0.8116999961202964,0.0,0.0,0.0,0.5571,6.296000006841496,11.743700000806712,0.3724,10.21925,10.3441,0.2448,0.1161,0.1295,18.735299992840737,0.7539000071119517
125,61.69719999888912,43.527500005438924,18.169699993450195,0.022199994418770075,0.02819999644998461,4.566699994029477,30.14099998108577,21.731199987698346,8.27759999083355,2.0321000047260895,1.98610000370536,0.8085999870672822,0.0,0.0,0.0,0.6669,7.155500003136694,10.150500005693175,0.2501,8.44084,8.7052,0.2172,0.1363,0.1244,18.125799993867986,0.7496999896829948
126,61.02360000659246,43.12830000708345,17.895299999509007,0.020399995264597237,0.029400005587376654,3.8457000046037138,30.759100016439334,21.82530000573024,8.837200002744794,1.5868999907979742,2.1129999950062484,0.7744000031379983,0.0,0.0,0.0,0.4819,5.93749999825377,11.315600000671111,0.2494,9.45588,9.7287,0.3374,0.1285,0.1219,17.87490000424441,0.7165999995777383
127,65.16030000057071,46.402199994190596,18.75810000638012,0.023200002033263445,0.032199997804127634,4.6150000125635415,32.43249998195097,22.10779998858925,10.23259999055881,1.6067999822553247,2.374000003328547,1.1515000078361481,0.0,0.0,0.0,0.5372,7.012799993390217,11.059100012062117,0.2726,8.89637,9.2476,0.2651,0.1233,0.1341,18.738300001132302,1.0935000027529895
128,65.11570001021028,46.23520000313874,18.880500007071532,0.021499989088624716,0.029400005587376654,5.376500004786067,31.80989998509176,21.93499999702908,9.783599991351366,1.7186000040965155,2.2656999935861677,0.7727999909548089,0.0,0.0,0.0,0.4957,6.670700007816777,11.469299992313609,0.2412,9.54195,9.8199,0.3055,0.1198,0.1284,18.830100001650862,0.7168999873101711
129,60.99500000709668,42.80220001237467,18.19279999472201,0.025399989681318402,0.02890000178012997,3.4580999927129596,31.0087000252679,21.70979999937117,9.198900021146983,2.5568999990355223,2.015999998548068,0.8355000027222559,0.0,0.0,0.0,0.5578,3.536399992299266,13.9433000003919,0.4093,7.671,8.0561,0.2433,0.1163,0.1181,18.17460000165738,0.7761000015307218
130,62.49440000101458,44.42209999251645,18.072300008498132,0.021700005163438618,0.027700007194653153,4.472200002055615,31.50610000011511,23.051600001053885,8.354299992788583,1.7423000099370256,1.9749000057345256,1.0795999987749383,0.0,0.0,0.0,0.6054,7.229299997561611,10.04970000940375,0.4067,7.965,8.1204,0.3148,0.1609,0.1361,18.050999991828576,1.0053000005427748
131,61.864400006015785,42.59670000465121,19.267700001364574,0.025699991965666413,0.03170000854879618,3.975300001911819,30.150499995215796,21.3816999894334,8.678800004418008,1.6503000078955665,1.9151000014971942,0.7515000033890828,0.0,0.0,0.0,0.4913,6.816799999796785,11.77050000114832,0.2461,9.85347,10.1732,0.3374,0.1232,0.1244,19.22109999577515,0.6990999972913414
132,61.68440000328701,42.95780000393279,18.72659999935422,0.022599997464567423,0.03099998866673559,4.532699997071177,29.8548999853665,21.557399988523684,8.195199989131652,1.6558999777771533,1.9882000051438808,0.7284000021172687,0.0,0.0,0.0,0.6139,7.696000000578351,10.267200006637722,0.2214,8.79349,8.9852,0.2532,0.1184,0.1352,18.707799987168983,0.6757000082870945
133,68.46130000485573,42.690100002801046,25.771200002054684,0.0236999912885949,0.03260000084992498,3.4116999886464328,30.393500011996366,22.19129999866709,8.101600004010834,1.6736999968998134,2.505399999790825,0.7951000006869435,0.0,0.0,0.0,0.7097,2.633099997183308,22.20330000272952,0.4097,16.1882,16.5222,0.375,0.1665,0.1614,25.733800008310936,0.7361000025412068
134,65.83969999337569,45.6790999887744,20.160600004601292,0.031200004741549492,0.03819999983534217,6.254300009459257,30.743600000278093,22.42609999666456,8.216400005039759,1.828599997679703,1.9770000071730465,0.7610000029671937,0.0,0.0,0.0,0.5605,7.500799998524599,11.82699999480974,0.2785,9.81919,10.2222,0.2098,0.1171,0.1299,20.04960000340361,0.7078000053297728
135,62.661599993589334,42.674599986639805,19.98700000694953,0.027700007194653153,0.036600002204068005,4.442000004928559,29.49709998210892,21.317399994586594,8.084099987172522,1.6822000034153461,2.4719999928493053,0.7106999983079731,0.0,0.0,0.0,0.5029,6.562300011864863,12.761499994667247,0.2647,10.71636,10.9927,0.3077,0.1217,0.1348,19.967299987911247,0.6547000084538013
136,62.283699997351505,42.555399995762855,19.72830000158865,0.023500004317611456,0.03060000017285347,3.508900001179427,30.19889998540748,21.19269999093376,8.909600001061335,1.6432000120403245,2.1023000008426607,0.997300012386404,0.0,0.0,0.0,0.6412,6.9515999930445105,11.971700005233288,0.255,10.12079,10.4104,0.2084,0.1094,0.1195,19.709500003955327,0.9391999919898808
137,70.63580000249203,44.495399997686036,26.140400004805997,0.024599998141638935,0.028300011763349175,5.189200004679151,30.990799990831874,21.831799997016788,9.060199998202734,1.6608999867457896,2.06610000168439,0.7534999895142391,0.0,0.0,0.0,0.5997,9.291700000176206,16.06080000055954,1.1917,10.44566,10.7275,0.2779,0.1231,0.1162,26.097000009031035,0.6772999913664535
138,59.40129999362398,41.27709999738727,18.12419999623671,0.023300002794712782,0.030399998649954796,3.5942999966209754,29.145800013793632,21.240600006422028,7.806699999491684,2.4981999886222184,2.0022999960929155,0.7286000036401674,0.0,0.0,0.0,0.5107,3.799099999014288,13.640899996971712,0.2841,7.78064,8.1251,0.1978,0.1228,0.1206,18.101800000295043,0.67559999297373
139,60.427300006267615,41.93210000812542,18.495199998142198,0.02680000034160912,0.03090000245720148,3.591400003642775,29.40559998387471,21.85369998915121,7.456099992850795,1.8521000165492296,2.3551999911433086,0.986300001386553,0.0,0.0,0.0,0.6424,6.8608000001404434,10.805100013385527,0.2454,9.04604,9.3075,0.2594,0.1316,0.1381,18.47290000296198,0.9262999956263229
140,60.85410001105629,42.886000010184944,17.968100000871345,0.02519998815841973,0.031800009310245514,4.924699998809956,29.509899992262945,21.466599995619617,7.946700003230944,2.2683999995933846,2.006399998208508,0.7514999888371676,0.0,0.0,0.0,0.5462,3.20099999953527,14.041399990674108,0.3047,8.38676,8.6419,0.2253,0.1148,0.1223,17.929000008734874,0.6984999927226454
141,60.40389998815954,41.679699992528185,18.724199995631352,0.021200001356191933,0.026900001103058457,3.248099994380027,30.042099984711967,21.912399999564514,8.030199984204955,1.8025000026682392,2.137799994670786,0.7745000038994476,0.0,0.0,0.0,0.5142,7.7123999944888055,10.325600000214763,0.2475,8.3763,8.6879,0.2427,0.1224,0.1215,18.701299995882437,0.721100004739128
142,60.8071999886306,41.7371999938041,19.069999994826503,0.022500011255033314,0.029099988751113415,3.336900001158938,29.763199971057475,21.97229999001138,7.688799989409745,1.9260999979451299,1.97870000556577,0.8754000009503216,0.0,0.0,0.0,0.9716,3.0820000101812184,14.795499999308959,0.262,8.33816,8.7427,0.2936,0.1326,0.1496,19.046300003537908,0.8231999963754788
143,70.13500000175554,42.82079999393318,27.314200007822365,0.029600007110275328,0.04939999780617654,3.870400003506802,30.282199993962422,21.360799990361556,8.822800009511411,1.5890000067884102,1.9653000053949654,0.7321000011870638,0.0,0.0,0.0,0.52,7.389899998088367,19.199000002117828,0.3194,16.53701,16.7791,0.4054,0.1994,0.2903,27.263800002401695,0.6757000082870945
144,64.14849999418948,43.3844999934081,20.76400000078138,0.030499999411404133,0.03819999983534217,5.009300002711825,29.751599999144673,22.157799990964122,7.497500002500601,2.068800007691607,2.394700000877492,0.8551999926567078,0.0,0.0,0.0,0.5789,2.994800001033582,17.032100004144013,0.4315,10.02443,10.3657,0.2806,0.1179,0.1383,20.74490000086371,0.7939999923110008
145,62.08699999842793,43.70829999970738,18.37869999872055,0.020899999071843922,0.027799993404187262,4.4861999922432005,30.620699995779432,21.68379999056924,8.841300004860386,1.6739999991841614,2.059899998130277,1.1171000078320503,0.0,0.0,0.0,0.472,7.371900006546639,10.370100004365668,0.2883,8.4881,8.8657,0.2164,0.106,0.1405,18.359000008786097,1.058900001225993
146,61.59009999828413,44.05129999213386,17.538800006150268,0.02440001117065549,0.03029999788850546,3.5475000040605664,31.453300020075403,22.935500004678033,8.417700009886175,1.9103000086033717,2.637700003106147,0.8562000002712011,0.0,0.0,0.0,0.5749,2.8377999988151714,13.934100003098138,0.4058,8.01868,8.3278,0.2913,0.1245,0.1249,17.491999999037944,0.7858000026317313
147,61.73770000168588,41.89269999915268,19.845000002533197,0.02269999822601676,0.030700000934302807,4.671300004702061,28.977599999052472,21.228900004643947,7.650099985767156,1.7253999976674095,1.9275999948149547,0.7612000044900924,0.0,0.0,0.0,0.6564,2.688499997020699,16.33620000211522,0.5488,10.09795,10.3424,0.2619,0.1159,0.1164,19.828400007099845,0.7101000082911924
